time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD
2024-09-19,296280496.24180206122691222711,,,,,
2024-09-20,296551208.08793283387713327979,,,,,
2024-09-21,296376128.61173348663747940714,,,,,
2024-09-22,312677957.17695272727308043702,,,,,
2024-09-23,312060964.96318104037620892193,,,,,
2024-09-24,311509394.88057554040183736148,,,,,
2024-09-25,312475549.76334945892684398596,,,,,
2024-09-26,326329590.6790441102679223776,,,,,
2024-09-27,322855126.08648468770682360617,,,,,
2024-09-28,323242069.86111999249255364777,,,,,
2024-09-29,323379463.92135963707962369536,,,,,
2024-09-30,323514795.64273262572311331696,,,,,
2024-10-01,317582600.2884317357554428352,,,,,
2024-10-02,305431781.90723097804414895788,,,,,
2024-10-03,291380286.156150815143453098,,,,,
2024-10-04,296979000.43108901160901050429,,,,,
2024-10-05,297192640.2747303274697681255,,,,,
2024-10-06,300374524.06931947225301472568,,,,,
2024-10-07,306390176.59453593185056826818,,,,,
2024-10-08,308315403.90165383594384209433,,,,,
2024-10-09,291812759.29258706562932289375,,,,,
2024-10-10,290643423.19538666566384173375,,,,,
2024-10-11,290657768.300658585958747995,,,,,
2024-10-12,300048010.22777022780388827513,,,,,
2024-10-13,303089635.38001589025471350048,,,,,
2024-10-14,306919335.6173050543796358314,,,,,
2024-10-15,306261220.4223606545139698902,,,,,
2024-10-16,321945707.42512614225471258908,,,,,
2024-10-17,322373567.0741384219477571134,,,,,
2024-10-18,322424253.94466588010706594278,,,,,
2024-10-19,325861525.6342105950954660075,,,,,
2024-10-20,338223336.48924163915488009074,,,,,
2024-10-21,337934294.98686823826646632908,,,,,
2024-10-22,337788796.79703046784117604826,,,,,
2024-10-23,322927102.653600657812999294,,,,,
2024-10-24,322878364.09642201814665623685,,,,,
2024-10-25,313508174.09590051047334230676,,,,,
2024-10-26,308233536.93435197466420758598,,,,,
2024-10-27,310743720.20593855835329782838,,,,,
2024-10-28,310663881.92115506076225707993,,,,,
2024-10-29,328756733.75428415389171632575,,,,,
2024-10-30,328936726.14252524933291195647,,,,,
2024-10-31,330426890.45369639697103690392,,,,,
2024-11-01,316139782.18728066002882256042,,,,,
2024-11-02,318155444.54842665183809387183,,,,,
2024-11-03,312521045.68502681921566693268,,,,,
2024-11-04,312588293.93339640476954563818,,,,,
2024-11-05,305478179.40682094459763506448,,,,,
2024-11-06,335516605.22977305770224774545,,,,,
2024-11-07,353829858.79311556452886335234,,,,,
2024-11-08,362332036.39907760781508937132,,,,,
2024-11-09,387246912.15819676294745998848,,,,,
2024-11-10,397108303.46096859908683540063,,,,,
2024-11-11,393623163.9633246655334973858,,,,,
2024-11-12,406359696.62033613786623082203,,,,,
2024-11-13,388972812.733539284485144721,,,,,
2024-11-14,380683553.9302104132270211038,,,,,
2024-11-15,384902941.4445002823848531206,,,,,
2024-11-16,393928647.57837597267433287122,,,,,
2024-11-17,384033746.85324359042222840625,,,,,
2024-11-18,388806215.27219665489835347312,,,,,
2024-11-19,388429384.71989158801417567998,,,,,
2024-11-20,391042164.0023990309828399328,,,,,
2024-11-21,383716927.398229331875428825,,,,,
2024-11-22,421200709.1530068064202524031,,,,,
2024-11-23,425999941.92748796003816864103,,,,,
2024-11-24,412093102.046997559246859944,,,,,
2024-11-25,409297493.70709152282901919776,,,,,
2024-11-26,420620960.30861448357177448838,,,,,
2024-11-27,445354144.36499768174233165824,,,,,
2024-11-28,453770322.79954662782531071391,,,,,
2024-11-29,455452255.67770556251586253056,,,,,
2024-11-30,472014305.57801123956468697895,,,,,
2024-12-01,472770899.08113124987891458075,,,,,
2024-12-02,458560488.86641764014655766652,,,,,
2024-12-03,447966242.429711177409401034,,,,,
2024-12-04,488277154.895256310186793545475,,,,,
2024-12-05,488597506.0349072190614403621,,,,,
2024-12-06,507785559.561460266606753698726,,,,,
2024-12-07,503528395.099578452338461929535,,,,,
2024-12-08,512693000.825225056394101248128,,,,,
2024-12-09,467960978.806445578086314614209,,,,,
2024-12-10,457546530.323582114478964027204,,,,,
2024-12-11,466372204.170346599807987031569,,,,,
2024-12-12,487729043.556306667360433050223,,,,,
2024-12-13,494842736.70043922807306170035,,,,,
2024-12-14,501709505.289004905156461170776,,,,,
2024-12-15,491982602.462936310992816686135,,,,,
2024-12-16,495961540.61486660921535893418,,,,,
2024-12-17,503904134.758293825040300991343,,,,,
2024-12-18,464707503.954129097474558814484,,,,,
2024-12-19,439976706.533330195255462518938,,,,,
2024-12-20,440902514.132057585529841833284,,,,,
2024-12-21,436385129.979071902604141796049,,,,,
2024-12-22,438355028.231674036702136821475,,,,,
2024-12-23,426789486.034155071163220466589,,,,,
2024-12-24,445380281.859149265917578846674,,,,,
2024-12-25,445337908.965868820619276744372,,,,,
2024-12-26,432662595.72155668343209508,,,,,
2024-12-27,429022196.364838742882123452207,,,,,
2024-12-28,433934694.2725863028427621094,,,,,
2024-12-29,441545032.642758024076608593851,,,,,
2024-12-30,447507839.455104639394380916936,,,,,
2024-12-31,430401227.251065732052997764584,,,,,
2025-01-01,429670933.412140671467203565928,,,,,
2025-01-02,444075901.402796396588560471772,,,,,
2025-01-03,465005054.385550336323320505684,,,,,
2025-01-04,467144896.59565858077109877418,,,,,
2025-01-05,465732410.572946809742074258692,,,,,
2025-01-06,472394031.378530089851217504575,,,,,
2025-01-07,466994940.110728512439658345025,,,,,
2025-01-08,424913885.820738289161137368238,,,,,
2025-01-09,421517272.3788209556466622214,,,,,
2025-01-10,417039581.008827700283395827792,,,,,
2025-01-11,430900385.840848619900882408476,,,,,
2025-01-12,428701522.622130005240439610072,,,,,
2025-01-13,428680116.1460385072656770788,,,,,
2025-01-14,425711598.248041966231816187092,,,,,
2025-01-15,425778438.892591804943940311027,,,,,
2025-01-16,425748654.698841105893017740629,,,,,
2025-01-17,458176054.444660574786939121492,,,,,
2025-01-18,428687863.07609859418394140205,,,,,
2025-01-19,428923458.05822173099791039402,,,,,
2025-01-20,429350373.102292395128194425265,,,,,
2025-01-21,435533582.009188682899062139825,,,,,
2025-01-22,435009092.69773716285208309461,,,,,
2025-01-23,430082227.267603877133224558729,,,,,
2025-01-24,429986100.52888739706744356818,,,,,
2025-01-25,437865662.39009639306833828376,,,,,
2025-01-26,438888763.126645208481996726612,,,,,
2025-01-27,438485789.908115823299002039098,,,,,
2025-01-28,418988309.3428194829500684307,,,,,
2025-01-29,411309272.081607836557261272372,,,,,
2025-01-30,432959506.00816739212513807626,,,,,
2025-01-31,432996266.78216975981279308955,,,,,
2025-02-01,430849765.397635322090126267684,,,,,
2025-02-02,417990860.2755987713729234142,,,,,
2025-02-03,417470391.373102338953146022424,,,,,
2025-02-04,382031689.212919461904024267223,,,,,
2025-02-05,369602061.00190444688751074206,,,,,
2025-02-06,374427479.770269249671068701957,,,,,
2025-02-07,357834244.75588733250699343952,,,,,
2025-02-08,357772812.268667472436938300512,,,,,
2025-02-09,346715455.838988694226590614078,,,,,
2025-02-10,355735670.07180287256750959424,,,,,
2025-02-11,362502934.762284046427731631724,,,,,
2025-02-12,358364989.065283660644104972979,,,,,
2025-02-13,359389912.4287863381336421937,,,,,
2025-02-14,368950102.53710747806074649114,,,,,
2025-02-15,367291234.562355137749279029488,,,,,
2025-02-16,365356540.566249207943194129399,,,,,
2025-02-17,364992459.578324947841215846317,,,,,
2025-02-18,355469443.77930789142644921712,,,,,
2025-02-19,368215433.89409911064276134659,,,,,
2025-02-20,372326148.872864270335439719209,,,,,
2025-02-21,359254875.173107984586166535928,,,,,
2025-02-22,378882900.659241769568518540888,,,,,
2025-02-23,383579644.093011198254281594501,,,,,
2025-02-24,368724612.277014758368899969549,,,,,
2025-02-25,333985156.689611682089833534783,,,,,
2025-02-26,318888892.722326242608868224066,,,,,
2025-02-27,314885692.005339162683193039872,,,,,
2025-02-28,306540507.546097020027198074169,,,,,
2025-03-01,299701504.67472662754076645128,,,,,
2025-03-02,341958048.99551046450770929209,,,,,
2025-03-03,326313900.85469725849383462098,,,,,
2025-03-04,297375833.269812744256979810634,,,,,
2025-03-05,304917684.063234402689191833148,,,,,
2025-03-06,306673630.413107857588653000211,,,,,
2025-03-07,298006705.328607040600766362705,,,,,
2025-03-08,297793411.852449925196064969942,,,,,
2025-03-09,276658473.599773802382390671953,,,,,
2025-03-10,258110790.925355917019371736436,,,,,
2025-03-11,258164842.649474568221990010352,,,,,
2025-03-12,255952760.617200025305778813896,,,,,
2025-03-13,256881398.014171719156219235936,,,,,
2025-03-14,269993889.149093208603752887908,,,,,
2025-03-15,271809965.088823616066769726753,,,,,
2025-03-16,270882775.572647294889991862775,,,,,
2025-03-17,273008133.883104607683979834824,,,,,
2025-03-18,265231794.029332001768017532768,,,,,
2025-03-19,288930587.428900189618303886318,,,,,
2025-03-20,278552855.441946258300334946948,,,,,
2025-03-21,278846792.941917721287261194176,,,,,
2025-03-22,279041076.551773521061022863476,,,,,
2025-03-23,278752111.569345186606290909568,,,,,
2025-03-24,285572647.139808746957377605522,,,,,
2025-03-25,288724054.666408825530950131536,,,,,
2025-03-26,289809225.848907856592473465434,,,,,
2025-03-27,282194095.975122719625600159684,,,,,
2025-03-28,282129857.673146498961994469256,,,,,
2025-03-29,257531934.391586020075560915456,,,,,
2025-03-30,260511548.062791120656340813088,,,,,
2025-03-31,261189939.869688513818895479772,,,,,
2025-04-01,272180131.226710106852423923545,,,,,
2025-04-02,254428828.004855497373083038726,,,,,
2025-04-03,253198197.946219143449446478048,,,,,
2025-04-04,256988806.951625875777502890415,,,,,
2025-04-05,256808131.460348871930500922075,,,,,
2025-04-06,256882673.372974999078950842175,,,,,
2025-04-07,224246532.247960154178147868241,,,,,
2025-04-08,208618446.2931673801098117733,,,,,
2025-04-09,208642474.40385906132445932835,,,,,
2025-04-10,213062485.59317788369499745435,,,,,
2025-04-11,222364276.129825957051382968281,,,,,
2025-04-12,223226127.226796472875235936582,,,,,
2025-04-13,236467838.710779281317042956069,,,,,
2025-04-14,235496142.59372268249103328704,,,,,
2025-04-15,233818438.222195238785862895607,,,,,
2025-04-16,228538189.321876843910744935464,,,,,
2025-04-17,233025788.503370036130926459452,,,,,
2025-04-18,234214315.230746109957801845454,,,,,
2025-04-19,234038607.898927891618053088736,,,,,
2025-04-20,235300052.839474511277229278116,,,,,
2025-04-21,235223283.525367558647643420442,,,,,
2025-04-22,248478673.336031643953724022032,,,,,
2025-04-23,248540033.973722540802783565652,,,,,
2025-04-24,259378249.516598177903714017239,,,,,
2025-04-25,264548035.86936410207932263594,,,,,
2025-04-26,266652276.118285391299138944395,,,,,
2025-04-27,266603784.356580730205761288872,,,,,
2025-04-28,266627502.650386139143286660184,,,,,
2025-04-29,266701019.054919207066341561736,,,,,
2025-04-30,266730348.946913456378907921048,,,,,
2025-05-01,272514404.393561499910204183456,,,,,
2025-05-02,272539898.697555402686657083584,,,,,
2025-05-03,270092308.782111483228239029122,,,,,
2025-05-04,270153287.53128549955108919584,,,,,
2025-05-05,258335930.297229138644569953921,,,,,
2025-05-06,254854518.52718640275401276615,,,,,
2025-05-07,250514006.298982873170254343735,,,,,
2025-05-08,251527953.903308283813306802588,,,,,
2025-05-09,251698794.85907881195052375339,,,,,
2025-05-10,366344791.383069786916566775119,,,,,
2025-05-11,366609084.58245713029790548773,,,,,
2025-05-12,356637606.905593836139408639821,,,,,
2025-05-13,384611478.04052510977632796032,,,,,
2025-05-14,378679011.298494514351215641688,,,,,
2025-05-15,364214695.696618893176628575984,,,,,
2025-05-16,368734870.261210600387861891685,,,,,
2025-05-17,361937426.140468184832417076216,,,,,
2025-05-18,362102268.173318174785395867324,,,,,
2025-05-19,367843780.127240036531244800704,,,,,
2025-05-20,364905875.923029463969442531412,,,,,
2025-05-21,374477870.437346317702499868907,,,,,
2025-05-22,375230875.227626247964838628986,,,,,
2025-05-23,373932622.91927867290820321717,,,,,
2025-05-24,375647371.059806053213903390297,,,,,
2025-05-25,370686940.374814090405115748494,,,,,
2025-05-26,376936526.68585590342068828196,,,,,
2025-05-27,394016368.684820707828561300308,,,,,
2025-05-28,389960733.77465746499689208838,,,,,
2025-05-29,389516180.435894454326389427352,,,,,
2025-05-30,389365782.540061182039681534666,,,,,
2025-05-31,373936101.590980802473173229155,,,,,
2025-06-01,369635295.445982918862577877979,,,,,
2025-06-02,374997685.975179951155392974586,,,,,
2025-06-03,384581544.930895848776790471324,,,,,
2025-06-04,384662781.299691854923728636756,,,,,
2025-06-05,358861651.296602803581034438748,,,,,
2025-06-06,368811662.28223419007902754032,,,,,
2025-06-07,371157859.93667083582276703394,,,,,
2025-06-08,370704435.79353415679769376374,,,,,
2025-06-09,395453423.283063047062916349942,,,,,
2025-06-10,400950518.897891377041083620656,,,,,
2025-06-11,401626835.716553610547180620456,,,,,
2025-06-12,405862476.574081829074097974728,,,,,
2025-06-13,383736293.516200231074955544147,,,,,
2025-06-14,382312827.071882320020797851323,,,,,
2025-06-15,384315198.562027921429914201581,,,,,
2025-06-16,403372226.272062023518105658354,,,,,
2025-06-17,403365669.789177998271598300232,,,,,
2025-06-18,383597128.49781386260042908126,,,,,
2025-06-19,377228033.896740150527863145523,,,,,
2025-06-20,364033828.488000832216139594016,,,,,
2025-06-21,351018336.652921907807868119232,,,,,
2025-06-22,336637916.689944522294315199418,,,,,
2025-06-23,345835747.9127868088308962936,,,,,
2025-06-24,380335451.34402392709072343605,,,,,
2025-06-25,374077417.211475794387848286963,,,,,
2025-06-26,374422894.213812313364852778125,,,,,
2025-06-27,371444223.501659037119228988312,,,,,
2025-06-28,375234811.521438706783701418215,,,,,
2025-06-29,376212372.442214088881071896,,,,,
2025-06-30,382400569.454211287610198770116,,,,,
2025-07-01,383627896.65009921590496050667,,,,,
2025-07-02,396899704.851257192841880065645,,,,,
2025-07-03,400132065.475109653498976034102,,,,,
2025-07-04,387700497.347799211044147405135,,,,,
2025-07-05,389257390.858651891586810458908,,,,,
2025-07-06,389285373.564729927344748079305,,,,,
2025-07-07,391918769.817934204493623488786,,,,,
2025-07-08,403692305.378102162787101079589,,,,,
2025-07-09,406869797.308153194751067016208,,,,,
2025-07-10,454901178.215498983924236678567,,,,,
2025-07-11,460936893.27125314353007064643,,,,,
2025-07-12,456418981.501256637482057788037,,,,,
2025-07-13,466010078.438119752305380821473,,,,,
2025-07-14,464235939.440477026160239735745,,,,,
2025-07-15,475966473.209495819308385326197,,,,,
2025-07-16,521089153.49995424743260757704,,,,,
2025-07-17,522323064.539948686180608630225,,,,,
2025-07-18,551564488.707662133025210848536,,,,,
2025-07-19,560383406.534300978323407069201,,,,,
2025-07-20,581175226.501204891680062454935,,,,,
2025-07-21,577130367.75337235483262141441,,,,,
2025-07-22,569899321.805026129736130939,,,,,
2025-07-23,550338284.758489831923847041549,,,,,
2025-07-24,579612272.245433763380109483,,,,,
2025-07-25,566597076.536527677159696709377,,,,,
2025-07-26,579272697.502818451403134163637,,,,,
2025-07-27,597626726.09733359185562873203,,,,,
2025-07-28,601763365.94606605799810206524,,,,,
2025-07-29,586691091.81506360139169475392,,,,,
2025-07-30,586528899.426817577124463727654,,,,,
2025-07-31,580635112.28741043853388889515,,,,,
2025-08-01,575806165.61280802532269475436,,,,,
2025-08-02,529733713.533020617790191438884,,,,,
2025-08-03,544394312.629141865818879968247,,,,,
2025-08-04,573037573.590250817427154440642,,,,,
2025-08-05,570607503.0517452052400779551,,,,,
2025-08-06,557622836.54506237243905814617,,,,,
2025-08-07,599348196.788113457388005682827,,,,,
2025-08-08,605804095.028882265642470056602,,,,,
2025-08-09,605880974.475312240589237996344,,,,,
2025-08-10,658571873.705279670710717710425,,,,,
2025-08-11,674557148.442522109035542622024,,,,,
2025-08-12,667467182.99063877893876111979,,,,,
2025-08-13,696413198.841090072966428006625,,,,,
2025-08-14,696452032.4680678301460566625,,,,,
2025-08-15,710092033.838587938371790387816,,,,,
2025-08-16,710097530.065431772573491870435,,,,,
2025-08-17,698308292.321093456902428008787,,,,,
2025-08-18,662754963.366314912471935891456,,,,,
2025-08-19,640556912.522978154200118805449,,,,,
2025-08-20,663038755.697265986107267007505,,,,,
2025-08-21,662571188.368255576457628362045,,,,,
2025-08-22,655630466.68744033040707808192,,,,,
2025-08-23,725900699.379226775076945420672,,,,,
2025-08-24,728661682.990935447287242055336,,,,,
2025-08-25,684064106.110089952991767236447,,,,,
2025-08-26,675502199.686124213400156008844,,,,,
2025-08-27,697619540.67575858028081125325,,,,,
2025-08-28,699566014.315137012534098351912,,,,,
2025-08-29,699526549.882653418987781982829,,,,,
2025-08-30,664103316.98153916743701982691,,,,,
2025-08-31,664218417.240836856085769086992,,,,,
2025-09-01,664608302.583657704364280673264,,,,,
2025-09-02,664599598.331445511806519541808,,,,,
2025-09-03,664503275.401639950634953296312,,,,,
2025-09-04,657627587.298734305600890034036,,,,,
2025-09-05,656509485.753913304110394792684,,,,,
2025-09-06,654887429.519858433736182219326,,,,,
2025-09-07,656135823.477397912750684822051,,,,,
2025-09-08,655683647.987968109738513915654,,,,,
2025-09-09,655403613.673435246125354276524,,,,,
2025-09-10,661663287.655619394462224602422,,,,,
2025-09-11,674066819.657989327069472792268,,,,,
2025-09-12,688039667.569464460438830235294,,,,,
2025-09-13,708509404.377017735618345281569,,,,,
2025-09-14,704160105.078460954731649769312,,,,,
2025-09-15,687095482.515424020717990764778,,,,,
2025-09-16,682498526.481463722539166769149,,,,,
2025-09-17,688117402.77301668733589677835,,,,,
2025-09-18,698509948.379795465177362370064,,,,,
2025-09-19,679992671.722471340273213529592,,,,,
