date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-06-14,463014.240302,118,44865900.0,1.79,1360980.0,54,3537.577,
2018-06-15,114682.493095,43,49760100.0,1.98,952625.0,40,354.653852553,
2018-06-16,79325.9319672,21,47181000.0,1.88,2258220.0,23,1895.29521,
2018-06-17,104098.124235,29,49382700.0,1.97,1468720.0,29,1692.46049,
2018-06-18,210598.724248,56,49681300.0,1.98,1144790.0,48,1207.07174333,
2018-06-19,64055.2598732,46,50174600.0,2.0,1132420.0,47,239.78114,
2018-06-20,614408.219513,48,48762200.0,1.94,1475510.0,43,2422.5459,
2018-06-21,493962.906972,43,45984700.0,1.83,1701710.0,35,3552.03,
2018-06-22,838824.240715,229,45016300.0,1.79,1040290.0,210,197.8129,
2018-06-23,653729.983614,113,36676600.0,1.46,2024580.0,72,2451.34,
2018-06-24,596660.38954,74,34268800.0,1.36,964918.0,63,3060.0,
2018-06-25,197853.213065,48,32043400.0,1.28,2036920.0,52,1624.0,
2018-06-26,362318.660807,58,34684500.0,1.38,1405470.0,41,633.266039072,
