time,CapMrktEstUSD,volume_reported_spot_usd_1d
2019-07-17,5964126.023907737757207,1953617.35658867
2019-07-18,5847422.667823215166338,855547.876538581
2019-07-19,6053917.6759966349307138,977835.417559955
2019-07-20,6387263.1078137563954428,628369.309243085
2019-07-21,6541501.1459919045967332,475588.589621891
2019-07-22,6476574.8152493064549216,797427.766500374
2019-07-23,5852583.2573035351182792,1171279.86003208
2019-07-24,5729964.6254827098068316,237840.749363376
2019-07-25,5708413.3001122405532502,300568.22657162
2019-07-26,5434150.3018755773582646,349877.790369682
2019-07-27,4909837.7080322829540864,288631.155598392
2019-07-28,5413690.0703760913612134,493882.515095918
2019-07-29,5044065.3023063754271932,848455.787322479
2019-07-30,4571980.6681522568390238,990376.809005293
2019-07-31,4314026.830104136829808,684886.46665452
2019-08-01,4505243.895431326167534,561870.777200006
2019-08-02,4314222.5272063408718856,186475.346243757
2019-08-03,4235029.417976852423169,97357.6618210694
2019-08-04,4069935.8970920405405388,185055.258728009
2019-08-05,3801413.6198773441516692,489131.854120082
2019-08-06,3405745.359052088652828,290551.205539578
2019-08-07,3516016.9627553187162456,101580.69737091
2019-08-08,3901535.3055912267178854,462082.00612861
2019-08-09,3839040.5715181081149498,349757.721308185
2019-08-10,3744540.5672230513993242,85364.7448363361
2019-08-11,3397107.7801952181511254,335265.869295172
2019-08-12,4564752.6463542219752202,125624.249175991
2019-08-13,4309658.58643984687995,115648.317187703
2019-08-14,3951244.77021751120695,127629.76919476
2019-08-15,4259776.0413046962321,325971.359754483
2019-08-16,4213256.4669374610509368,63350.9631285416
2019-08-17,4232605.6078298725317878,80734.3996655679
2019-08-18,4741221.5994480225122794,311079.211280179
2019-08-19,4958708.749057970676805,273264.393198123
2019-08-20,5407264.5665963457952048,273434.312507615
2019-08-21,5208376.8132587324823462,709187.359756304
2019-08-22,5111772.4255646649495692,180357.8240214
2019-08-23,4794067.2274996438831554,304166.605800561
2019-08-24,5355876.5626323563207782,205899.744530031
2019-08-25,4838810.8496513919320618,239753.546615527
2019-08-26,4975631.243468512517069,34227.2201100433
2019-08-27,4473383.5116739311869334,91835.8210338908
2019-08-28,4204302.2544008492378716,115835.802231144
2019-08-29,4189691.55660115107614,82805.1867987566
2019-08-30,4409007.154336276785508,116162.873480623
2019-08-31,4800247.5551430240099784,139484.612783317
2019-09-01,4607195.2062015761955572,51085.2391911755
2019-09-02,4750342.3084260709431552,44053.7140534275
2019-09-03,4456158.074320483073073,82961.755578973
2019-09-04,4366599.8362714798897902,30333.4593249635
2019-09-05,4434879.5882998315382474,43010.4224125813
2019-09-06,4167054.1896772292414642,35094.9628402872
2019-09-07,4190478.838104076273031,68299.2302050243
2019-09-08,3552980.8009068857193632,381220.783114316
2019-09-09,3521362.030197393750764,121780.845057793
2019-09-10,3360393.5981360615673232,60267.4408069216
2019-09-11,3471370.4500252050022276,156384.064770215
2019-09-12,4015712.3677487938796544,69725.7989832733
2019-09-13,4078354.3694510392768446,103189.281099108
2019-09-14,4063960.4231576989253502,94470.9101678849
2019-09-15,4023608.2497655130225565,16157.0815070698
2019-09-16,4005791.4786340859693478,121887.788693203
2019-09-17,3885830.6248202963357538,148611.371976585
2019-09-18,4212296.7741817414685613,198849.010098185
2019-09-19,3979073.5952817389821029,194559.77360413
2019-09-20,3885567.9645065061283578,90769.9178927091
2019-09-21,3749808.0002000171593059,43942.8814722445
2019-09-22,3712283.8628632713364221,52840.3532420057
2019-09-23,3409825.0631753786446467,57565.3830728764
2019-09-24,2598498.78804986472229815,98067.68976589
2019-09-25,2453762.65254687187486641,85237.9000156212
2019-09-26,2503251.2124164249604432,62689.1065284565
2019-09-27,2593146.02488623847939527,259416.176425481
2019-09-28,2513093.34812654518963848,52565.3585027041
2019-09-29,2282015.43932410713362184,114877.352436364
2019-09-30,2001875.00752527678549531,641195.208301789
2019-10-01,3527924.25027539828260006,395679.297222415
2019-10-02,3660548.54652986564885288,411499.311291017
2019-10-03,4082681.12294506627968826,206934.87286269
2019-10-04,4985972.25903895157585035,312291.344086962
2019-10-05,4701345.17302833292558369,270770.592222864
2019-10-06,4115517.5109519760168145,232336.819350222
2019-10-07,4272103.62274790113557195,160979.393480373
2019-10-08,4524573.57496819594707515,251819.900333878
2019-10-09,4732779.08028266766144608,154855.259628671
2019-10-10,4635561.24305848317809464,99937.6169048077
2019-10-11,4787189.57579251608196061,103390.862071091
2019-10-12,4530347.51830833595603747,99191.5968229957
2019-10-13,4367828.86576369184842956,56657.0057572256
2019-10-14,4009801.12912068728044342,67329.0863625803
2019-10-15,3869459.96345895313376609,37662.8834638399
2019-10-16,3638601.20207869156571448,32923.6816316951
2019-10-17,4769316.87776217708255081,161559.141639576
2019-10-18,4700115.84873797895440743,200750.762400241
2019-10-19,4947431.95963759607370044,31161.1530334136
2019-10-20,5045653.4593679611574408,31520.3080722572
2019-10-21,5357440.8240745042017437,142771.038796881
2019-10-22,4710479.70066993838448776,102973.283339259
2019-10-23,4336799.41120220195808771,142040.272585528
2019-10-24,4534764.76673009469936487,125073.012179532
2019-10-25,4981557.36856240981166229,24285.8719317421
2019-10-26,4535889.24024130112896594,65095.5647588713
2019-10-27,4448035.8909151088907417,75676.080815917
2019-10-28,4661324.52814774336881003,18190.2049773435
2019-10-29,4859573.57002357961244468,17343.3285140286
2019-10-30,5102158.054717623624627,70045.4117127
2019-10-31,5176797.3477929918197821,31562.615099955
2019-11-01,5284031.0683960763717789,30489.5418163733
2019-11-02,5224341.9845442511214032,57611.3636505604
2019-11-03,5153182.4974657364908081,28771.7458711475
2019-11-04,5419813.6054906087936272,32795.9575227629
2019-11-05,4899615.51566194277995796,70030.3407834677
2019-11-06,4773457.28935697943836165,22517.85982537
2019-11-07,4844378.83157209865530486,22951.1340225933
2019-11-08,4663069.19554496586519394,22880.6603028901
2019-11-09,4840090.31736435453011477,19684.5157844693
2019-11-10,5044458.9874367503778726,15183.8411023547
2019-11-11,4710160.60933878024278329,19318.8155213446
2019-11-12,4799299.06474280421455205,36172.8014547714
2019-11-13,4869359.05673204870235031,25392.9634851618
2019-11-14,5017090.4322965751894394,72764.6443590031
2019-11-15,4868566.31658170450123391,13507.1581251867
2019-11-16,4963346.82954214721158003,11366.8729636326
2019-11-17,5021989.2148650129908653,21509.8717829424
2019-11-18,5101147.070884090836792,48843.8026290605
2019-11-19,4814504.03279642876901472,16496.3443970074
2019-11-20,4647669.0448333332494531,11629.8507234497
2019-11-21,4175957.78565555732160683,36366.4469716131
2019-11-22,4187865.45888132598623853,35826.313957696
2019-11-23,3678964.0854203233858456,42081.8837129251
2019-11-24,3859208.38165146328790921,109314.177204338
2019-11-25,3980469.40113224777280857,40263.0721252348
2019-11-26,4087905.75648806265218556,45140.3529821161
2019-11-27,4278663.74438257030740324,53225.0206659375
2019-11-28,5095214.7684309507879698,129739.205027079
2019-11-29,6073685.1127187938474275,108106.825438869
2019-11-30,5687512.7497767776959069,86058.1081930635
2019-12-01,4827948.08901303595715921,69238.9285848624
2019-12-02,4870502.94816889881893256,34377.4417104421
2019-12-03,5273746.7348154394616811,21985.0472264913
2019-12-04,5768846.9673082998722854,35875.7346012663
2019-12-05,5698485.9151489499485724,23531.5845214424
2019-12-06,5617396.930522749173949,23730.9416070646
2019-12-07,5085316.8186782897706085,1410.13893022342
2019-12-08,5387423.3848892074272963,4441.92949185876
2019-12-09,5399307.6081240305783627,15312.22499822
2019-12-10,5186130.40243326249529,3666.89795200673
2019-12-11,5692837.8663397426564295,45782.2684639304
2019-12-12,5217128.9477308320596816,20856.1758445738
2019-12-13,5437948.5629718173286691,25029.0297342165
2019-12-14,5354191.3223976378357359,6444.28511443244
2019-12-15,5266488.2498261265796445,15162.9356349379
2019-12-16,5342857.6385030881138797,1337.56017641766
2019-12-17,5456679.11661773948943,176992.149992968
2019-12-18,5524944.1961005004418678,154838.64262009
2019-12-19,7308345.2886760044536082,35466.8153577402
2019-12-20,7248639.4333832587653072,10829.6734282277
2019-12-21,7008288.3963561479219847,3234.54379103305
2019-12-22,7512973.2921906822363831,26607.4871975795
2019-12-23,6805386.24303078363408597,15665.729669122
2019-12-24,6836647.16399260953830517,11414.5897883746
2019-12-25,6612358.2246675932703021,18320.1898735942
2019-12-26,6272059.01559748535622015,2496.55827573619
2019-12-27,6407917.33803491536023384,11627.6542611395
2019-12-28,6430511.16769854796011459,1030.95606600304
2019-12-29,6610972.24599669805588245,2494.51503185894
2019-12-30,6266435.79015777438400329,26065.2424194788
2019-12-31,6285646.08748687891729086,8952.36491373316
2020-01-01,6287972.51146464554515911,3860.35208681981
2020-01-02,6327926.57791629849871962,11817.6013308108
2020-01-03,6190940.14485103494537354,13735.1866194851
2020-01-04,5662423.79539918935640326,2486.20172172758
2020-01-05,5626866.8523566080464687,17174.7938982896
2020-01-06,6208456.79351401255089135,12519.1492494056
2020-01-07,5974530.47896545340168041,20980.7861066177
2020-01-08,5712829.26901004924882814,1490.77055210006
2020-01-09,5896683.08330336668451846,5029.54692061907
2020-01-10,6117348.91747276839579357,4394.46662437352
2020-01-11,5959762.39218182427652707,210.119003068016
2020-01-12,5835463.46708545875661065,514.683549816692
2020-01-13,5835798.15738337679784147,3608.12648091551
2020-01-14,5747983.90798711959585846,25404.2966890385
2020-01-15,6096292.33190826739191912,10512.6785511663
2020-01-16,5833613.85046808466646035,1005.3357032594
2020-01-17,6311575.59213754540401741,5393.03128398629
2020-01-18,6637700.00717440459868412,2799.84175938499
2020-01-19,6077222.74386147435882543,3986.91663995378
2020-01-20,6304981.44592217972159784,12529.6808106382
2020-01-21,6549484.07478466664493552,2134.77722775599
2020-01-22,6307748.35987970214710874,8962.00654763315
2020-01-23,6013429.22407646859562323,2980.84978318451
2020-01-24,6086075.68300717614856392,773.598936685399
2020-01-25,6148072.23452756099459919,13813.245656204
2020-01-26,6079645.63495155886434891,1412.57741793742
2020-01-27,5366112.58762307045148663,3046.14793530818
2020-01-28,6711776.0646293278458378,15456.2470293147
2020-01-29,6498449.977150012417821,3288.53320976212
2020-01-30,6623632.7439438702139317,2410.35473595437
2020-01-31,6471819.70354940027832711,6509.84600329099
2020-02-01,6912171.506068973093934,15017.3703085636
2020-02-02,7318733.0046446422521972,17066.0690257073
2020-02-03,7701366.7506550610081826,15169.7362741276
2020-02-04,7664732.6907789897455898,1784.49558255338
2020-02-05,8117496.8535064026765384,4153.51791724715
2020-02-06,8497503.0802282220938332,11533.0298373704
2020-02-07,8075851.1882029502551017,20127.078277291
2020-02-08,8563508.0567246144651256,361.044264544236
2020-02-09,8523527.0696332678672362,5763.15390808006
2020-02-10,8363228.3138404662504291,3635.43689848933
2020-02-11,8405690.5401140406433905,5895.16681832676
2020-02-12,8208885.3799329365760054,8605.71890035551
2020-02-13,9253490.1012043754803191,53549.2655336481
2020-02-14,10379234.8251167611917807,150404.27170644
2020-02-15,11816827.1867691596025927,67863.7009462855
2020-02-16,9937755.0526114205872587,42686.357385149
2020-02-17,11211222.0242167136349327,29469.0338298279
2020-02-18,13505998.1275162652181552,69838.6411960123
2020-02-19,12966121.8407328180257484,24366.8140575688
2020-02-20,12837724.2736459192179018,51947.2242209425
2020-02-21,13905853.3965645807970878,59206.2709113312
2020-02-22,13760700.0320978009502111,43739.2043233313
2020-02-23,14828717.7484654634927019,85880.084087694
2020-02-24,15108649.8838402874672142,230911.841679159
2020-02-25,15738207.7303394597024064,386654.303150134
2020-02-26,13923566.665034201563032,121197.860829275
2020-02-27,14176364.0488130721946167,108531.333268389
2020-02-28,14327700.8135259606277959,120994.532836531
2020-02-29,14370264.3028060423104561,32466.7670886463
2020-03-01,15552852.6099566218403502,34657.7098435334
2020-03-02,16190945.2308124069332309,31627.329554616
2020-03-03,15446866.9458620662890741,28031.3208384324
2020-03-04,17318310.8447435210230878,110114.730342549
2020-03-05,16526935.3155185511244116,87555.090841425
2020-03-06,17525487.4681249087347696,105972.17799727
2020-03-07,17654336.1594794786676557,33986.8186735019
2020-03-08,16768028.2272727247220074,205483.269431921
2020-03-09,17192663.5070473112128482,90524.5096871307
2020-03-10,16531662.727779078718384,135012.674255492
2020-03-11,17252249.212213146571071,69425.9581676639
2020-03-12,10356510.1168452726483159,381823.77511242
2020-03-13,10456987.3542533043934026,138896.409071531
