time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2016-03-28,2,1,1614334986,1614334986,,,,1000000,,,,,,,,,,,1000000,0,0,
2016-03-29,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-03-30,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-03-31,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-01,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-02,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-03,0,1,1614334986,1614334986,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-04,0,1,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-05,0,1,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-06,0,1,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-07,0,1,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-08,0,1,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-09,31,16,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,34,17,
2016-04-10,11,18,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,24,2,
2016-04-11,13,26,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,11,11,
2016-04-12,8,30,1614334987,1614334987,,,,0,,,,,,,,,,,1000000,12,12,
2016-04-13,6,33,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,10,7,
2016-04-14,4,35,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,3,3,
2016-04-15,6,40,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,10,10,
2016-04-16,7,44,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,9,9,
2016-04-17,6,47,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,9,9,
2016-04-18,4,49,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,3,2,
2016-04-19,0,49,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,0,0,
2016-04-20,7,51,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,4,4,
2016-04-21,4,53,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,4,4,
2016-04-22,5,55,1614334988,1614334988,,,,0,,,,,,,,,,,1000000,6,3,
2016-04-23,2,56,1614334989,1614334989,,,,0,,,,,,,,,,,1000000,1,1,
2016-04-24,0,56,1614334989,1614334989,,,,0,,,,,,,,,,,1000000,0,0,
