time,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-09-30,12.0,88116195.776559931377083723113,288152.0,288499.7024624845612,304.76128581,,0.00012088414462184338,1.00120666336685,,0.04419712685711748,88009997.33685698,88009997.33685698,88009997.33685698,7.0,7.0,288783.39026236,289131.854600344336822426766,41254.77003748,41304.550657192048117489538,299.33,299.6911905455992105,288783.39026236,289131.854600344336822426766,,0.0009717952278362865,0.0012071013439261368
2019-10-01,9.0,88522041.7880158184276161828734,456226.0,456513.85934041091358,193.86195356,,0.00012034695689782246,1.00063095777183,,-0.09614105774569608,88466223.33685698,88466223.33685698,88466223.33685698,4.0,4.0,456336.18,456624.1088593382138094,114084.045,114156.02721483455345235,3162.59,3164.5854607396118397,456336.18,456624.1088593382138094,,0.0009650292594330825,0.0012069652955952392
2019-10-02,12.0,90547851.2641432734755460742332,2000000.0,2001804.60561468,44.30143362,,0.00011968892370571035,1.00090230280734,,-0.14636101931656045,90466223.33685698,90466223.33685698,90466223.33685698,9.0,9.0,2042060.853144,2043903.41038455094666527696,226895.65034933,227100.3789316134355106880822,13907.2058,13919.754310835595130572,2042060.853144,2043903.41038455094666527696,,0.0009548607967997143,0.001206486695326698
2019-10-03,12.0,90267647.54894959708420552210956,0.0,0.0,548.17732761,,0.00012110026985683404,0.999602790625716,,-0.04978577836106045,90303516.95241391,90303516.95241392,90303516.95241391,7.0,7.0,164734.13328952,164668.69934751285270618529632,23533.44761279,23524.09990678897839058450764,1499.0,1498.404583147948284,164734.13328952,164668.69934751285270618529632,,0.0008916838861668773,0.0012087903877729819
2019-10-04,9.0,90401052.5166613660951567263663,9980.0,9989.6752374858214,8181.18847977,,0.00012258240693219583,1.00096946267393,,0.04485582185667408,90313496.95241391,90313496.95241392,90313496.95241391,5.0,5.0,11039.16590795,11049.8679672490781032447435,2267.65718159,2269.8555905848208089689487,299.12,299.4099856750259416,11338.28590795,11349.2779529241040448447435,,0.000923821229333329,0.0011070223988754785
2019-10-05,6.0,90415073.1197951226468772162653,0.0,0.0,306084.81974826,,0.00012296361413272367,1.00112470639283,,0.06107658301563439,90313496.95241391,90313496.95241392,90313496.95241391,4.0,4.0,295.0603595,295.392215772600368022385,73.76508988,73.8480539481557155375604,76.270689875,76.35647200748796685359625,295.0603595,295.392215772600368022385,,0.0009241622824545982,0.0011057516095551694
2019-10-06,10.0,90687756.36562393994304522097469,500000.0,499307.6987947295,181.31078273,,0.0001271374926784863,0.998615397589459,,-0.06312868334694782,90813496.95241391,90813496.95241392,90813496.95241391,6.0,6.0,500872.01424892,500178.50565061841926839413428,83478.66904149,83363.08427510639859605765391,136.08662656,135.89820068882263112543104,500872.01424892,500178.50565061841926839413428,,0.001007880583925246,0.0011381799167511524
2019-10-07,9.0,92520722.418176583630505441147,1800000.0,1800783.30862962,47.8100188,,0.00012161832263931797,1.0004351714609,,-0.004706584693436291,92480477.55365483,92480477.55365483,92480477.55365483,6.0,6.0,1934332.59137108,1935174.357710733435617610772,322388.76522851,322529.059618452237819030259,67159.19937954,67188.425146446868795369986,1934332.59137108,1935174.357710733435617610772,,0.0010382109970680311,0.001144010012924819
2019-10-08,20.0,91215941.6168499015976548085815,1400000.0,1400592.820339902,22.21784817,,0.0001221501075809725,1.00042344309993,,0.08321807398309461,91177333.20423455,91177333.20423456,91177333.20423455,17.0,17.0,4103787.75235811,4105525.4729654232852658759323,241399.27955048,241501.4984097337239081194664,1010.0,1010.4276775309293,4103787.75235811,4105525.4729654232852658759323,,0.0010245691048727632,0.001105290961936982
2019-10-09,14.0,90346689.1727538802229762549843,1000000.0,1001181.67093621,30.72106289,,0.00011643905819922127,1.00118167093621,,0.12224916085249067,90240055.12233383,90240055.12233382,90240055.12233383,8.0,8.0,2937400.16277744,2940871.2031778126239186671024,367175.02034718,367608.9003972265779898333878,434199.924257495,434713.00568849466520575939395,2937400.16277744,2940871.2031778126239186671024,,0.001031480368924131,0.0011094939117450105
