time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2021-09-21,2,0,1744904099,1744904099,,0,100,99.9902948568089,0.00002467282421846964,0.999902948568089,0.027492527710014137,-0.08391505605755627,0,0,0
2021-09-22,0,0,1744904100,1744904100,,0,0,0,0.000022957057440702504,1.00041283459965,0.024027030994430352,0.015008915045646477,0,0,0
2021-09-23,0,0,1744904102,1744904102,,0,0,0,0.00002230392573305293,1.00058305961426,0.07997196251661438,0.03151143073980476,0,0,0
2021-09-24,0,0,1744904102,1744904102,,0,0,0,0.00002337943992977194,1.00071736119229,0.045674432596890066,0.051659476064419015,0,0,0
2021-09-25,0,0,1744904103,1744904103,,0,0,0,0.000023413078331156297,1.00056412624196,0.0014471958940990488,0.02963947115934118,0,0,0
2021-09-26,0,0,1744904104,1744904104,,0,0,0,0.000023196117984082407,1.00047858854471,0.006923270814892687,-0.016207323845859607,0,0,0
2021-09-27,0,0,1744904104,1744904104,,0,0,0,0.000023538582713974604,1.00031409409702,0.0056726488357673605,-0.032756064449977966,0,0,0
2021-09-28,0,0,1744904105,1744904105,,0,0,0,0.000024260550116600888,1.00011173290473,0.04357754773608237,-0.05522864874709887,0,0,0
2021-09-29,0,0,1744904106,1744904106,,0,0,0,0.00002412019520492832,0.999877293971938,-0.006725993979235944,-0.052927097655412446,0,0,0
2021-09-30,0,0,1744904106,1744904106,,0,0,0,0.000022842844680937035,1.00009505552309,-0.02581999429021484,-0.018895275470165028,0,0,0
2021-10-01,0,0,1744904107,1744904107,,0,0,0,0.000020810034462065508,1.00050757451783,0.05296380430824325,0.012672555930820444,0,0,0
2021-10-02,0,0,1744904108,1744904108,,0,0,0,0.0000209339863193852,1.00048626826417,0.01576501350834695,0.0036922626421456756,0,0,0
2021-10-03,0,0,1744904109,1744904109,,0,0,0,0.00002075768469591899,1.00057484804208,0.02855023454032293,0.014027218815360912,0,0,0
2021-10-04,0,0,1744904109,1744904109,,0,0,0,0.000020297333385854346,1.00042514319112,0.007504079173008623,-0.012260962918439795,0,0,0
2021-10-05,0,0,1744904110,1744904110,,0,0,0,0.000019405553145600983,1.00051246639392,0.009986190760311035,-0.008271581462621849,0,0,0
2021-10-06,0,0,1744904111,1744904111,,0,0,0,0.000018052561006280875,1.00046932787843,0.04734923111286877,0.009473833185302477,0,0,0
2021-10-07,0,0,1744904111,1744904111,,0,0,0,0.00001859152149257561,1.00031973115137,0.032233892102681704,-0.02769913008259987,0,0,0
2021-10-08,0,0,1744904112,1744904112,,0,0,0,0.000018544729762862417,1.0001826943308,-0.07599808496595205,-0.0013631455847216765,0,0,0
2021-10-09,0,0,1744904113,1744904113,,0,0,0,0.000018183781096048378,1.00030657218001,-0.075306352063152,0.015794263045503215,0,0,0
2021-10-10,0,0,1744904113,1744904113,,0,0,0,0.00001828802903538588,1.00037859146698,-0.036371506520682266,0.03693618756595379,0,0,0
2021-10-11,0,0,1744904114,1744904114,,0,0,0,0.00001746087833964345,1.00031951490357,0.0033437018978152116,0.0171212193484216,0,0,0
2021-10-12,0,0,1744904115,1744904115,,0,0,0,0.000017794450567178432,0.999980169491525,-0.06489158106614178,-0.008512944942890328,0,0,0
2021-10-13,0,0,1744904115,1744904115,,0,0,0,0.000017438694940240937,1.00008984804208,-0.07664390538649561,-0.022549093093404447,0,0,0
2021-10-14,0,0,1744904116,1744904116,,0,0,0,0.000017429085552263907,1.00015128872005,-0.06186895396026577,-0.014472337251067233,0,0,0
2021-10-15,0,0,1744904117,1744904117,,0,0,0,0.000016270772029926962,0.999775225014612,-0.09086741613763576,-0.05995618317626938,0,0,0
2021-10-16,0,0,1744904117,1744904117,,0,0,0,0.000016411779351334447,1.00000357685564,-0.07974432774121677,-0.03141024057477129,0,0,0
2021-10-17,0,0,1744904118,1744904118,,0,0,0,0.00001627098712084607,1.00005102863822,-0.023636309952829098,-0.006327155193195908,0,0,0
2021-10-18,0,0,1744904119,1744904119,,0,0,0,0.00001613331041561851,0.999895108123904,-0.07512022547120732,-0.03264939601038006,0,0,0
2021-10-19,2,1,1744904119,1744904119,,1.00024182057276,1,1.00024182057276,0.000015558062734577762,1.00024182057276,-0.023262868275339566,0.009567567399578515,1,0,0
2021-10-20,0,1,1744904119,1744904119,,1.00019621274109,0,0,0.000015140312022428042,1.00019621274109,-0.07682471475262843,0.043008300678327144,1,0,0
2021-10-21,0,1,1744904120,1744904120,,1.00014587375804,0,0,0.000016034689258260465,1.00014587375804,-0.2072983606571481,0.024294876847681047,1,0,0
2021-10-22,0,1,1744904121,1744904121,,0.999791531268264,0,0,0.000016457211704119714,0.999791531268264,-0.1346510262551821,-0.062104694172033174,1,0,0
2021-10-23,0,1,1744904122,1744904122,,1.00002551139684,0,0,0.000016326925099125484,1.00002551139684,-0.06923402709919359,-0.05572233230042777,1,0,0
2021-10-24,0,1,1744904122,1744904122,,1.00005817942724,0,0,0.000016430638857672012,1.00005817942724,-0.09173065317106492,-0.06587092326093884,1,0,0
2021-10-25,0,1,1744904122,1744904122,,0.999946344243133,0,0,0.000015864188561287982,0.999946344243133,-0.09422315926202117,-0.061743368828077565,1,0,0
2021-10-26,0,1,1744904123,1744904123,,1.00010383985973,0,0,0.00001655966100140149,1.00010383985973,-0.10175050962831507,-0.037456942034633206,1,0,0
2021-10-27,0,1,1744904124,1744904124,,1.00094955873758,0,0,0.00001709174420850782,1.00094955873758,0.043831235981028914,0.06352651075396473,1,0,0
2021-10-28,0,1,1744904124,1744904124,,1.00047206604325,0,0,0.0000165190974054858,1.00047206604325,-0.03181028008153471,0.03602928819497655,1,0,0
2021-10-29,0,1,1744904125,1744904125,,1.00028300409117,0,0,0.000016073759530280148,1.00028300409117,-0.04443542323490837,0.04057599084187811,1,0,0
2021-10-30,0,1,1744904125,1744904125,,1.00043587375804,0,0,0.00001620324937577557,1.00043587375804,-0.03399685799507112,0.03407858413736109,1,0,0
2021-10-31,0,1,1744904126,1744904126,,1.00070279076563,0,0,0.00001628934413788218,1.00070279076563,-0.022637196296420328,0.019511721127562276,1,0,0
2021-11-01,0,1,1744904126,1744904126,,1.00063098188194,0,0,0.000016379058222053382,1.00063098188194,-0.03488010102132459,0.014464328233230779,1,0,0
2021-11-02,0,1,1744904127,1744904127,,1.00081983343074,0,0,0.000015879791310916452,1.00081983343074,0.010027718423063539,0.02448446401981033,1,0,0
2021-11-03,0,1,1744904128,1744904128,,1.00057669199299,0,0,0.000015893274379543962,1.00057669199299,-0.026813365420664294,0.015148439930903354,1,0,0
2021-11-04,0,1,1744904128,1744904128,,1.00073947141407,0,0,0.000016300310532078614,1.00073947141407,-0.07932886114654594,0.022688874729190494,1,0,0
2021-11-05,0,1,1744904129,1744904129,,1.00100962594974,0,0,0.00001640842273903057,1.00100962594974,-0.03360453555148432,0.054004461331743775,1,0,0
2021-11-06,0,1,1744904129,1744904129,,1.00087285797779,0,0,0.00001628625798708823,1.00087285797779,-0.042024979740782446,0.05529500310697523,1,0,0
2021-11-07,0,1,1744904130,1744904130,,1.00081157802455,0,0,0.0000158748539383206,1.00081157802455,-0.0652324895512791,0.0628768821250778,1,0,0
2021-11-08,0,1,1744904131,1744904131,,1.00043556399766,0,0,0.000014812104844927545,1.00043556399766,-0.012664688257599092,0.012895228446717064,1,0,0
2021-11-09,0,1,1744904131,1744904131,,1.00012808883694,0,0,0.000014906019208865407,1.00012808883694,-0.05527965486061544,-0.0250407827773257,1,0,0
2021-11-10,3,1,1744904132,1744904132,1,1000562.02220923,999999,1000561.02164720779077,0.000015451244942438516,1.00056202220923,-0.08229440206495532,0.024242984571122533,1000000,1,1
2021-11-11,0,1,1744904132,1744904132,0.999917819419,1000479.79544126,0,0,0.000015400779729500464,1.00047979544126,-0.06173186466468621,0.04996358577681838,1000000,0,0
2021-11-12,0,1,1744904133,1744904133,0.999692814375,1000254.66393922,0,0,0.000015609718673299148,1.00025466393922,-0.0607564879419306,0.016480109008484803,1000000,0,0
2021-11-13,0,1,1744904134,1744904134,0.999701742729,1000263.59731151,0,0,0.00001553257617341178,1.00026359731151,-0.10049961173395079,0.011229160300693966,1000000,0,0
2021-11-14,0,1,1744904134,1744904134,0.9997116787,1000273.53886616,0,0,0.00001538119799521265,1.00027353886616,-0.0739504524459239,0.04984258852191494,1000000,0,0
2021-11-15,0,1,1744904134,1744904134,0.999556269258,1000118.04208065,0,0,0.00001568726411131071,1.00011804208065,-0.08039537066955701,0.011446481558589745,1000000,0,0
2021-11-16,0,1,1744904135,1744904135,1.000010566826,1000572.5949737,0,0,0.00001658705508866415,1.0005725949737,-0.013876272599709409,0.05215397220182692,1000000,0,0
2021-11-17,0,1,1744904135,1744904135,0.99998721934,1000549.23436587,0,0,0.000016633043609703117,1.00054923436587,-0.05708990706732871,0.06541948616922996,1000000,0,0
2021-11-18,0,1,1744904136,1744904136,0.999983171352,1000545.18410286,0,0,0.000017617044800734927,1.00054518410286,-0.054942813685285516,0.03032901882931414,1000000,0,0
