date,value
2012-11-20,0.2075,
2012-11-21,0.2075,
2012-11-22,0.2075,
2012-11-23,0.2085,
2012-11-24,0.208625,
2012-11-25,0.20875,
2012-11-26,0.208875,
2012-11-27,0.209,
2012-11-28,0.209,
2012-11-29,0.2135,
2012-11-30,0.2145,
2012-12-01,0.214125,
2012-12-02,0.21375,
2012-12-03,0.213375,
2012-12-04,0.213,
2012-12-05,0.213,
2012-12-06,0.213,
2012-12-07,0.212,
2012-12-08,0.21175,
2012-12-09,0.2115,
2012-12-10,0.21125,
2012-12-11,0.211,
2012-12-12,0.209,
2012-12-13,0.209,
2012-12-14,0.209,
2012-12-15,0.209425,
2012-12-16,0.20985,
2012-12-17,0.210275,
2012-12-18,0.2107,
2012-12-19,0.2107,
2012-12-20,0.2107,
2012-12-21,0.2097,
2012-12-22,0.210033333333,
2012-12-23,0.210366666667,
2012-12-24,0.2107,
2012-12-25,0.211033333333,
2012-12-26,0.211366666667,
2012-12-27,0.2117,
2012-12-28,0.2097,
2012-12-29,0.2093,
2012-12-30,0.2089,
2012-12-31,0.2085,
2013-01-01,0.2081,
2013-01-02,0.2077,
2013-01-03,0.2077,
2013-01-04,0.2077,
2013-01-05,0.2077,
2013-01-06,0.2077,
2013-01-07,0.2077,
2013-01-08,0.2077,
2013-01-09,0.2067,
2013-01-10,0.2057,
2013-01-11,0.2057,
2013-01-12,0.2057,
2013-01-13,0.2057,
2013-01-14,0.2057,
2013-01-15,0.2057,
2013-01-16,0.2057,
2013-01-17,0.2047,
2013-01-18,0.2047,
2013-01-19,0.2047,
2013-01-20,0.2047,
2013-01-21,0.2047,
2013-01-22,0.2047,
2013-01-23,0.2037,
2013-01-24,0.2037,
2013-01-25,0.2037,
2013-01-26,0.2032,
2013-01-27,0.2027,
2013-01-28,0.2022,
2013-01-29,0.2017,
2013-01-30,0.2017,
2013-01-31,0.1997,
2013-02-01,0.1992,
2013-02-02,0.1992,
2013-02-03,0.1992,
2013-02-04,0.1992,
2013-02-05,0.1992,
2013-02-06,0.1992,
2013-02-07,0.1992,
2013-02-08,0.2002,
2013-02-09,0.20045,
2013-02-10,0.2007,
2013-02-11,0.20095,
2013-02-12,0.2012,
2013-02-13,0.2012,
2013-02-14,0.2017,
2013-02-15,0.2022,
2013-02-16,0.202075,
2013-02-17,0.20195,
2013-02-18,0.201825,
2013-02-19,0.2017,
2013-02-20,0.2017,
2013-02-21,0.2017,
2013-02-22,0.2027,
2013-02-23,0.20295,
2013-02-24,0.2032,
2013-02-25,0.20345,
2013-02-26,0.2037,
2013-02-27,0.2037,
2013-02-28,0.2037,
2013-03-01,0.2037,
2013-03-02,0.203575,
2013-03-03,0.20345,
2013-03-04,0.203325,
2013-03-05,0.2032,
2013-03-06,0.2022,
2013-03-07,0.2022,
2013-03-08,0.2022,
2013-03-09,0.20245,
2013-03-10,0.2027,
2013-03-11,0.20295,
2013-03-12,0.2032,
2013-03-13,0.2032,
2013-03-14,0.2032,
