time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2025-11-04,,,18068.8705118267
2025-11-05,,,16567.9348826821
2025-11-06,,,11831.3607640915
2025-11-07,,,11718.1473757816
2025-11-08,,,12913.2098956206
2025-11-09,,,13142.6224876349
2025-11-10,,,12283.007387033
2025-11-11,,,10719.8688698413
2025-11-12,,,10494.3188018327
2025-11-13,,,11168.3831132104
2025-11-14,,,11292.1844471547
2025-11-15,,,14441.896971191
2025-11-16,,,13036.7166050544
2025-11-17,,,12303.7749819582
2025-11-18,,,12126.7680411403
2025-11-19,,,11723.9885469887
2025-11-20,,,16272.9613283773
2025-11-21,,,21241.0917100806
2025-11-22,,,10153.3731693098
2025-11-23,,,10297.4108674456
2025-11-24,,,37228.8756772363
2025-11-25,,,25879.8273663232
2025-11-26,,,14747.4113580956
2025-11-27,,,11579.956097512
2025-11-28,,,17546.9003985538
2025-11-29,,,11296.5499879492
2025-11-30,,,11804.102663887
2025-12-01,,,11700.8597804219
2025-12-02,,,12280.4162831108
2025-12-03,,,15082.5692788218
2025-12-04,,,13296.3922881277
2025-12-05,,,33627.4485015641
2025-12-06,,,11989.7432601715
2025-12-07,,,11683.2346031608
2025-12-08,,,15909.7543523855
2025-12-09,,,32268.0252851049
2025-12-10,,,16002.4821666154
2025-12-11,,,16451.0593830249
2025-12-12,,,15295.2153514467
2025-12-13,,,16561.1154182341
2025-12-14,,,16695.2400105795
2025-12-15,,,17163.9533532029
2025-12-16,,,14462.971342788
2025-12-17,,,11377.7989465659
2025-12-18,,,11302.5047313312
2025-12-19,,,12072.325089812
2025-12-20,,,11637.0417652283
2025-12-21,,,11671.4008996294
2025-12-22,,,11884.387884686
2025-12-23,,,12110.102871686
2025-12-24,,,12050.922141517
2025-12-25,,,11515.1499604791
2025-12-26,,,12274.8227444245
2025-12-27,,,11649.2291203972
2025-12-28,,,11692.7693823221
2025-12-29,,,11493.6842638029
2025-12-30,,,11708.0390557868
2025-12-31,,,11990.0606176761
2026-01-01,,,11765.7081767674
2026-01-02,,,11823.9296067246
2026-01-03,,,11708.9708967597
2026-01-04,,,11653.5387231989
2026-01-05,,,11411.6032790108
2026-01-06,,,11597.3546660726
2026-01-07,,,11696.5469331748
2026-01-08,,,12169.84941202
2026-01-09,,,11187.1067680631
2026-01-10,,,12001.9277513332
2026-01-11,,,11739.7200950305
2026-01-12,,,11907.6433687669
2026-01-13,,,11036.4701265183
2026-01-14,,,10938.4500355174
2026-01-15,,,11870.7755186053
2026-01-16,,,11593.2766494287
2026-01-17,,,12143.2406425485
2026-01-18,,,11858.6373579145
2026-01-19,,,11633.9516463686
2026-01-20,,,11889.0489617244
2026-01-21,,,11770.6332397198
2026-01-22,,,12157.1682666827
2026-01-23,,,11599.8850646863
2026-01-24,,,11992.5184854208
2026-01-25,,,11863.5676000937
2026-01-26,,,11035.8362907438
2026-01-27,,,10742.931991364
2026-01-28,,,7510.48874353594
2026-01-29,,,10747.666052825
2026-01-30,,,10008.6548345844
2026-01-31,,,11068.8303306409
2026-02-01,,,11517.516274609
2026-02-02,,,11908.9118050264
2026-02-03,,,11748.1594321447
2026-02-04,,,11979.0696646952
2026-02-05,,,8166.1122807531
2026-02-06,,,18620.34813646
2026-02-07,,,19655.6557831873
2026-02-08,,,8633.23554724114
2026-02-09,,,7535.33923080504
2026-02-10,,,8448.8934038407
2026-02-11,,,8389.30916681897
2026-02-12,,,8637.32319080274
2026-02-13,,,8027.79603008574
2026-02-14,,,8756.67199537371
2026-02-15,,,8317.66728844098
2026-02-16,,,8680.1622857113
2026-02-17,,,8532.38773813772
2026-02-18,,,8492.43558075469
2026-02-19,,,9082.66875107735
2026-02-20,521.375833214331,521.375833214331,8269.36411107227
2026-02-21,526.936413214624,526.936413214624,8804.89255056892
2026-02-22,527.032374872433,527.032374872433,8811.41711192081
2026-02-23,526.853353319486,526.853353319486,8617.50210282517
2026-02-24,498.135962212499,498.135962212499,8491.71150939649
2026-02-25,498.626113346571,498.626113346571,4476.18663531231
2026-02-26,510.603380856466,510.603380856466,
