time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2017-12-17,0.0787615441470468,0.00000401015699561758,0.000112866724094679,0.0653221116079524,0.0787615441470468,,
2017-12-18,0.109373689142851,0.00000568161205883059,0.000149964358353755,0.0891307721700409,0.109373689142851,,
2017-12-19,0.100473916432686,0.00000529310841726858,0.000127548915534808,0.0840616462561803,0.100473916432686,,
2017-12-20,0.0919465780448182,0.00000520845633163239,0.000111606345433716,0.0773780926171222,0.0919465780448182,,
2017-12-21,0.0925644471111098,0.00000562577756541481,0.00011609924406328,0.0779044244088511,0.0925644471111098,,
2017-12-22,0.117741441323586,0.0000075311944565717,0.000148335866777083,0.0966415870804754,0.117741441323586,,
2017-12-23,0.0971250343618427,0.00000678924553305605,0.000142342249778132,0.0813660061036455,0.0971250343618427,,
2017-12-24,0.0984013167388446,0.00000659930609268194,0.000135697717762718,0.0811888579054795,0.0984013167388446,,
2017-12-25,0.0930279435499001,0.000006632371524644,0.000135040189827309,0.0778258275027459,0.0930279435499001,,
2017-12-26,0.0951126532351747,0.00000675470799314407,0.000128897337029762,0.0785332300085739,0.0951126532351747,,
2017-12-27,0.094130012069974,0.00000598519370181673,0.000125506169830211,0.078448053216635,0.094130012069974,,
2017-12-28,0.0910060917117814,0.0000059137103332059,0.000122861376407973,0.0771625534584161,0.0910060917117814,,
2017-12-29,0.0835388623264321,0.00000584619067977552,0.000116616974038802,0.0710431061994208,0.0835388623264321,,
2017-12-30,0.0922212310011987,0.00000632877010630759,0.000123438882169633,0.0781688958592588,0.0922212310011987,,
2017-12-31,0.0829193301541935,0.0000064036720632837,0.000116168849084659,0.0694874507899564,0.0829193301541935,,
2018-01-01,0.0982947935796515,0.00000706065655739762,0.000132427173963013,0.0843308366804909,0.0982947935796515,,
2018-01-02,0.0930331009209774,0.00000690943143465766,0.000123047976593794,0.0789888265487774,0.0930331009209774,,
2018-01-03,0.0920494252076476,0.00000623881083316612,0.000106548760902098,0.0762737815002193,0.0920494252076476,,
2018-01-04,0.137928751884365,0.00000918894885934981,0.000146165448803104,0.114964348830394,0.137928751884365,,
2018-01-05,0.181742094489497,0.0000120596195734665,0.000190834490917218,0.151388115657746,0.181742094489497,,
2018-01-06,0.216452533764065,0.000012734578915079,0.000225811789722513,0.180867599042485,0.216452533764065,,
2018-01-07,0.211600378241189,0.0000123716943140593,0.000210305427915547,0.175032551687603,0.211600378241189,,
2018-01-08,0.260572931815166,0.00001605334081404,0.000236263853436666,0.212970695695161,0.260572931815166,,
2018-01-09,0.320228173860256,0.0000214379912416734,0.000282214188039114,0.26932807649145,0.320228173860256,,
2018-01-10,0.249516338712277,0.0000173533291061704,0.000193662688015253,0.207697130799936,0.249516338712277,,
2018-01-11,0.224842870525727,0.0000153276649819114,0.000182536808306156,0.187060669398195,0.224842870525727,,
2018-01-12,0.170227605426799,0.0000129089837618262,0.000150835596528007,0.142714780545724,0.170227605426799,,
2018-01-13,0.168578027009161,0.0000122251507107578,0.000134086742201427,0.139909416508886,0.168578027009161,,
2018-01-14,0.180149048278019,0.0000126587168329144,0.000130529117014809,0.148615968890089,0.180149048278019,,
2018-01-15,0.142069399406259,0.0000103843812318463,0.00010431590188149,0.11689901014398,0.142069399406259,,
2018-01-16,0.118187218444752,0.00000869554592264356,0.0000922097568169178,0.0970537606030525,0.118187218444752,,
2018-01-17,0.0857751386314371,0.00000750370376116567,0.00008082942165181,0.0694548492097915,0.0857751386314371,,
2018-01-18,0.0986594982370747,0.00000884076689932151,0.0000974296543584686,0.0813771102718402,0.0986594982370747,,
2018-01-19,0.110627186737394,0.00000983699056651758,0.000108589304866297,0.0919462799015518,0.110627186737394,,
2018-01-20,0.127224790239003,0.000011120799666869,0.000123527083030699,0.105724968020146,0.127224790239003,,
2018-01-21,0.130836426281423,0.0000102468891398341,0.000113578656800389,0.107770330033124,0.130836426281423,,
2018-01-22,0.104705437929947,0.00000916668043114037,0.000100734171235851,0.0865140970013106,0.104705437929947,,
2018-01-23,0.107343323378229,0.00000999718902759538,0.000108204911946082,0.0881913531763953,0.107343323378229,,
2018-01-24,0.134465919708377,0.0000123938669746829,0.000136484142349566,0.109734099815998,0.134465919708377,,
2018-01-25,0.125642003986467,0.000011192158027352,0.000119988138931477,0.101797597587098,0.125642003986467,,
2018-01-26,0.130943915690872,0.0000117644605422767,0.00012547066302767,0.106383362105126,0.130943915690872,,
2018-01-27,0.125549860630694,0.0000113768510119393,0.000120666700021205,0.101766010515293,0.125549860630694,,
2018-01-28,0.122645455972163,0.0000108334757503134,0.000112233730768487,0.0993268683749929,0.122645455972163,,
2018-01-29,0.13202924545181,0.0000113661944513972,0.000108681135837037,0.106975259795826,0.13202924545181,,
2018-01-30,0.124334931195753,0.0000111685896776673,0.000107000037130356,0.10078406891725,0.124334931195753,,
2018-01-31,0.101283012353931,0.0000101694399603162,0.000096282715095,0.0819469185674845,0.101283012353931,,
2018-02-01,0.105249274078953,0.0000104724647608167,0.0000960084548305461,0.0846712535305091,0.105249274078953,,
2018-02-02,0.0823936283697508,0.00000911447545790041,0.000080843771783031,0.0655972516063204,0.0823936283697508,,
2018-02-03,0.0735902897064318,0.00000837578438300904,0.0000806185390726136,0.0593345214880563,0.0735902897064318,,
2018-02-04,0.0807125102601028,0.00000883832934497852,0.0000839973242263261,0.0650806544937583,0.0807125102601028,,
2018-02-05,0.0711571944726025,0.00000862456366361075,0.000085047850982527,0.0567081191209382,0.0711571944726025,,
2018-02-06,0.0562841731065213,0.00000821721634971377,0.0000812459486695822,0.044361876806807,0.0562841731065213,,
2018-02-07,0.0646126642109964,0.00000834935223117941,0.0000818873781428754,0.0519883416526263,0.0646126642109964,,
2018-02-08,0.0632334199469495,0.00000829334760946295,0.000083804313876856,0.0514878326862318,0.0632334199469495,,
2018-02-09,0.0685130056317809,0.00000833635476329632,0.000084746059671118,0.0563256486153611,0.0685130056317809,,
2018-02-10,0.0748500379253076,0.00000864273888233774,0.000085683188410791,0.0611326177161336,0.0748500379253076,,
