time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD
2024-12-13,1450674404.40550709368822837544,,,,,
2024-12-14,1460975662.20053417139815959341,,,,,
2024-12-15,1492715953.45480888249340717188,,,,,
2024-12-16,1429656066.35279668467573576308,,,,,
2024-12-17,1431724592.07589568605578541854,,,,,
2024-12-18,1370316937.46042061598061596606,,,,,
2024-12-19,1318947335.96401352652082617478,,,,,
2024-12-20,1360958649.674717373019110032325,,,,,
2024-12-21,1356105199.561857644999902697664,,,,,
2024-12-22,1272142817.564258313071712674516,,,,,
2024-12-23,1268842785.02591840938300891872,,,,,
2024-12-24,1297747132.61364313705261017792,,,,,
2024-12-25,1307179238.205902402751129390469,,,,,
2024-12-26,1267744098.355834492229292000675,,,,,
2024-12-27,1249614570.871960764800252713105,,,,,
2024-12-28,1271785609.326425490934549078307,,,,,
2024-12-29,1233456304.86777610721051087637,,,,,
2024-12-30,1218344679.328363700264640364428,,,,,
2024-12-31,1205456260.4407169553616253836,,,,,
2025-01-01,1232787136.393192028465412625213,,,,,
2025-01-02,1263328531.303295874020917144098,,,,,
2025-01-03,1389572429.145785995404326463156,,,,,
2025-01-04,1396834948.896641479748948917758,,,,,
2025-01-05,1357053377.13310669547878746741,,,,,
2025-01-06,1368581161.95352142721170501806,,,,,
2025-01-07,1305169282.021041150446929172779,,,,,
2025-01-08,1289227205.85090600707562684099,,,,,
2025-01-09,1254974087.13696573591962088956,,,,,
2025-01-10,1281524929.892103811685710042032,,,,,
2025-01-11,1264930826.301345860560601845972,,,,,
2025-01-12,1261765225.410327877271927854785,,,,,
2025-01-13,1263866277.997273950465492638555,,,,,
2025-01-14,1251359331.067703442595461768716,,,,,
2025-01-15,1324011782.805781905396600562815,,,,,
2025-01-16,1298126696.86832994878286586095,,,,,
2025-01-17,1360348079.32975764076512617576,,,,,
2025-01-18,1373568398.24375728873799236719,,,,,
2025-01-19,1386084292.22139994373188080492,,,,,
2025-01-20,1360322736.03036279157400261388,,,,,
2025-01-21,1341541273.2531479963090380835,,,,,
2025-01-22,1283672442.48702296209652820436,,,,,
2025-01-23,1295680501.49349658754017908445,,,,,
2025-01-24,1339875351.40970979031216596305,,,,,
2025-01-25,1380481245.21375777247966217697,,,,,
2025-01-26,1377699815.30867899117153301052,,,,,
2025-01-27,1372004247.03040447279805335275,,,,,
2025-01-28,1306899407.46373934276039586095,,,,,
2025-01-29,1343501923.08145554859570016965,,,,,
2025-01-30,1374119869.1637651065730049326,,,,,
2025-01-31,1347546708.3549250408894072056,,,,,
2025-02-01,1332874328.27031171158156142796,,,,,
2025-02-02,1286472137.422522503716121860959,,,,,
2025-02-03,1543255068.26901743401475602,,,,,
2025-02-04,1448914990.93990264508552248479,,,,,
2025-02-05,1417332326.432052164180922283925,,,,,
2025-02-06,1442806915.569576223134279179966,,,,,
2025-02-07,1518135948.746743237780748541133,,,,,
2025-02-08,1513490892.14710937031904038511,,,,,
2025-02-09,1509823950.56833472618136972171,,,,,
2025-02-10,1503528349.788696218216253638306,,,,,
2025-02-11,1470620141.422300553220662875731,,,,,
2025-02-12,1469432758.977096700638664689315,,,,,
2025-02-13,1459599662.957739765271407086,,,,,
2025-02-14,1465028890.183978850986253312496,,,,,
2025-02-15,1456961762.000686039608865974636,,,,,
2025-02-16,1441335567.755143715527808874336,,,,,
2025-02-17,1444217118.041722758873088600755,,,,,
2025-02-18,1428518612.474350933531980850008,,,,,
2025-02-19,1459448833.535369828041634267715,,,,,
2025-02-20,1490076259.324114107816741151218,,,,,
2025-02-21,1466164845.987620350337158297699,,,,,
2025-02-22,1369261091.007187723033420187522,,,,,
2025-02-23,1432443244.826568273733991582358,,,,,
2025-02-24,1392137772.196202423206783788125,,,,,
2025-02-25,1338804361.0821678776978929136,,,,,
2025-02-26,1273206763.865952077995199638076,,,,,
2025-02-27,1293883900.154811825776774838904,,,,,
2025-02-28,1253895227.717323423598806299384,,,,,
2025-03-01,1287505470.87323345060859469839,,,,,
2025-03-02,1395384140.971511016256688382133,,,,,
2025-03-03,1290960211.887981857832724442082,,,,,
2025-03-04,1286025058.278601817148896801294,,,,,
2025-03-05,1343050702.505587574307339109398,,,,,
2025-03-06,1336875955.77950134878569824524,,,,,
2025-03-07,1293851990.662530759329010784,,,,,
2025-03-08,1291526537.365655985794287995014,,,,,
