time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2024-04-26,881737063.30972369692427592663491457,0.018941304333907,0.000000293593591791908,0.00000599727459014224,0.0176770870407862,0.018941304333907,0.01891,coinbase-jasmy-usd-spot
2024-04-27,891647056.74625148884487222517919241,0.0182101830508543,0.000000285526889393395,0.00000581824797404124,0.0170447584459408,0.0182101830508543,0.0182,coinbase-jasmy-usd-spot
2024-04-28,871640660.23754647956809698305542742,0.0184148504080759,0.000000290320837768165,0.00000566077135936213,0.0172564865992215,0.0184148504080759,0.018343289440055043,bybit-jasmy-usdt-spot
2024-04-29,874658517.24790663239880900618915232,0.0180016658457258,0.00000028583792619363,0.00000551712718953649,0.016829622005714,0.0180016658457258,0.01802,coinbase-jasmy-usd-spot
2024-04-30,819729431.27772222949518533039893954,0.0180639925084768,0.000000282654481297185,0.00000560915006967834,0.0168641422789038,0.0180639925084768,0.017982963263327694,binance-jasmy-usdt-spot
2024-05-01,806894861.08150153738018383517275285,0.0169295628106046,0.000000279198359824708,0.00000561988839912381,0.0158845547714367,0.0169295628106046,0.01689,coinbase-jasmy-usd-spot
2024-05-02,810914704.06065748468715260734264295,0.0166644952724715,0.000000286618264045005,0.00000561027126128032,0.0155917283292698,0.0166644952724715,0.016638910076712327,binance-jasmy-usdt-spot
2024-05-03,890260491.12189130810667691940088671,0.0167475155735705,0.000000283040134397549,0.00000560388179602666,0.0156315221053881,0.0167475155735705,0.01671,coinbase-jasmy-usd-spot
2024-05-04,915365639.95616305231230451490375612,0.0183862141911329,0.000000291920404611092,0.00000591690005799858,0.0170973401943512,0.0183862141911329,0.018319032413091185,binance-jasmy-usdt-spot
2024-05-05,966208531.1494205191980552449579445,0.0189047013624388,0.000000295935610433916,0.0000060653115683911,0.0175750099167789,0.0189047013624388,0.01889,coinbase-jasmy-usd-spot
2024-05-06,925218793.53950476714876384575723922,0.019954740420555,0.000000311463854880765,0.00000635739786375405,0.0185423337041539,0.019954740420555,0.019978576103476864,binance-jasmy-usdt-spot
2024-05-07,887919659.38161620073026957451240325,0.0191081948276078,0.000000302210470984265,0.00000622918800483973,0.0177555535976618,0.0191081948276078,0.019103195510391538,binance-jasmy-usdt-spot
2024-05-08,869341852.14452914969652377757709006,0.0183378698759675,0.000000293890250463278,0.00000608290179121817,0.0170651197118026,0.0183378698759675,0.01828,coinbase-jasmy-usd-spot
2024-05-09,936539805.38923951922667936327840011,0.0179541894290994,0.000000293948963822689,0.00000604435536292502,0.0166976520004856,0.0179541894290994,0.01793,coinbase-jasmy-usd-spot
2024-05-10,878543067.79735644540021637551339539,0.0193420034159989,0.000000307023284402409,0.0000063740795082821,0.0179440488764984,0.0193420034159989,0.01943,coinbase-jasmy-usd-spot
2024-05-11,869606934.32800811919979101741285321,0.0181442186660461,0.000000297951054499748,0.0000062332925263772,0.0168748592719522,0.0181442186660461,0.0181,coinbase-jasmy-usd-spot
2024-05-12,865865026.47075444112285828169403724,0.0179596640714679,0.00000029517766969233,0.00000616892628447208,0.0166987263876709,0.0179596640714679,0.01794,coinbase-jasmy-usd-spot
2024-05-13,887586944.95968084887384132387495166,0.0178823838596276,0.000000291095764339549,0.00000610211177766892,0.0166194279161725,0.0178823838596276,0.01785,coinbase-jasmy-usd-spot
2024-05-14,853917555.52552156662082388101522147,0.0183309984504834,0.000000291491343211336,0.00000621706875586982,0.016993475225028,0.0183309984504834,0.01834069436607634,binance-jasmy-usdt-spot
2024-05-15,974893337.83829141468330164945420845,0.0176356372477853,0.000000286499468788026,0.00000612125505720208,0.0163231900350744,0.0176356372477853,0.01767,coinbase-jasmy-usd-spot
2024-05-16,974822553.1587495795268486491431377,0.0201341044579155,0.000000303766430454364,0.00000664742460496463,0.0184767555419008,0.0201341044579155,0.020135608158715533,binance-jasmy-usdt-spot
2024-05-17,977935926.61572462493341258139034749,0.020132642568623,0.00000030845519726252,0.00000684470659195716,0.0185228631005022,0.020132642568623,0.02009764392204762,binance-jasmy-usdt-spot
2024-05-18,998388270.03412223864668601353677729,0.0201969418965251,0.000000301643002684441,0.00000653096696719383,0.0185696087681614,0.0201969418965251,0.020194921396004106,binance-jasmy-usdt-spot
2024-05-19,949583374.25904122691707898074750794,0.0206193364322271,0.000000307854211249344,0.00000660328168436415,0.0189691470943921,0.0206193364322271,0.02071,coinbase-jasmy-usd-spot
2024-05-20,1009947192.04925534179447254109104557,0.0196113873249206,0.000000295978630659346,0.00000638774979603315,0.0180306108595361,0.0196113873249206,0.01959,coinbase-jasmy-usd-spot
2024-05-21,1004901332.94130882053287178275357349,0.0208580584895443,0.000000292941197473382,0.00000569594857488622,0.018974116571966,0.0208580584895443,0.02096,coinbase-jasmy-usd-spot
2024-05-22,1019806602.89079760492030313364164928,0.0207538482642651,0.000000295566215960369,0.0000054660183078596,0.0190011660082963,0.0207538482642651,0.020717966219314928,binance-jasmy-usdt-spot
2024-05-23,998409031.23665911299227041293944863,0.0210616811835072,0.000000304910711033844,0.00000563000884682443,0.0194460858886142,0.0210616811835072,0.021205605310625267,binance-jasmy-usdt-spot
2024-05-24,1009267097.46617514434506421914474051,0.0206197652055137,0.000000304311562584924,0.00000547387467965583,0.0190808089163481,0.0206197652055137,0.02066,coinbase-jasmy-usd-spot
2024-05-25,1042559787.18370655136105821074818948,0.0208440127525949,0.000000303808731729786,0.00000559117301191717,0.0192304934808743,0.0208440127525949,0.02089,coinbase-jasmy-usd-spot
2024-05-26,1213201981.0844181215571623711003267,0.0215315941181052,0.000000310778381049986,0.00000574471925420247,0.0198573891063829,0.0215315941181052,0.02158,coinbase-jasmy-usd-spot
2024-05-27,1274984032.83440397514221744569875117,0.025055802996733,0.000000366072035230402,0.00000655134705829861,0.0230928102404158,0.025055802996733,0.02510759986985428,gate.io-jasmy-usdt-spot
