time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2019-08-02,19836438.99117358995,,,13046139.7369056
2019-08-03,18248140.3619007306,,,7064218.77039134
2019-08-04,18611610.23872104975,,,20883746.4826758
2019-08-05,18337936.00595239935,,,27871113.1800159
2019-08-06,61965034.99661456676,,,30246505.5128795
2019-08-07,61544249.95052166201,,,26994502.2082289
2019-08-08,60999419.34937144935,,,19100514.9844957
2019-08-09,52253222.25866970384,,,9447984.56648296
2019-08-10,53674315.14133010538,,,6284285.58965166
2019-08-11,51848862.35779533375,,,5397051.22938155
2019-08-12,64596508.32303795951,,,23097920.133587
2019-08-13,59937672.35329485183,,,10546536.4181121
2019-08-14,54228448.61827115922,,,8200479.72865846
2019-08-15,55220167.39949229537,,,2478027.44234612
2019-08-16,57470504.8321724625,,,3734061.3677658
2019-08-17,57189670.82630136459,,,1980913.73560921
2019-08-18,58821230.18665104201,,,2251311.34391748
2019-08-19,58467721.02610607055,,,2398114.7852921
2019-08-20,55051118.12791010763,,,3461355.90119991
2019-08-21,53414320.79387935818,,,2321586.03125383
2019-08-22,54507363.20220912354,,,1855587.77664191
2019-08-23,55146966.81331567203,,,1686175.27172429
2019-08-24,55038262.91996791584,,,1809357.47210539
2019-08-25,53667797.76067780224,,,1513490.61414513
2019-08-26,53856493.67804372415,,,2867454.43631162
2019-08-27,59569806.05480514456,,,7488238.46397227
2019-08-28,66445672.322175457971,,,14047849.3626233
2019-08-29,65735373.3039477116955,,,29065810.434137
2019-08-30,67558292.3936824430625,,,16263199.3179163
2019-08-31,65264366.583575156655,,,15847895.8009483
2019-09-01,64243243.6608655292265,,,4922857.77161586
2019-09-02,65637432.4873946802465,,,21413252.0744577
2019-09-03,63734075.9062715863065,,,98668789.8448643
2019-09-04,62491295.93841017163,,,2740364.31180454
2019-09-05,60563928.106348131195,,,6668766.56676849
2019-09-06,53917331.2490035237545,,,11014804.9165544
2019-09-07,54739527.699866757132,,,11436096.5957811
2019-09-08,52744091.168648200539,,,13941802.7118185
2019-09-09,52040587.5997421536575,,,12087308.1757478
2019-09-10,50199962.296192397124,,,17185599.6118347
2019-09-11,48008096.708182442403,,,11597262.311262
2019-09-12,47061407.6918411212185,,,5061199.97725491
2019-09-13,47407948.2527527269195,,,3955987.11513164
2019-09-14,48306074.287051093695,,,2718410.40955475
2019-09-15,48056484.070705016397,,,3183792.9650536
2019-09-16,46447066.1991421674315,,,3630562.35155818
2019-09-17,48944263.9648516499985,,,4816717.48075129
2019-09-18,50867434.551121582281,,,3990818.8690592
2019-09-19,50972741.0206241844615,,,3396889.24129467
2019-09-20,49791128.745608417814,,,4044187.93509494
2019-09-21,51638489.774274548445,,,3691330.68315164
2019-09-22,49203671.284805647338,,,3506425.22372321
2019-09-23,45079876.895103365412,,,4233715.58517655
2019-09-24,37035771.6883451511375,,,4422434.76263763
2019-09-25,36328149.1427607485565,,,4010292.40607662
2019-09-26,35016040.829998427097,,,2684714.91524931
2019-09-27,35455767.7901254820655,,,2204556.449586
2019-09-28,36229775.7811786013415,,,2570783.25691361
2019-09-29,34959931.56545118465,,,2856359.85122826
2019-09-30,30922541.4877265555685,,,3871492.64198768
2019-10-01,29738879.5685280946605,,,1468406.27217626
2019-10-02,28726768.269795451071,,,1092333.59895676
2019-10-03,29677178.234197464774,,,1244512.65530249
2019-10-04,31099708.5278546457435,,,1181953.49705863
2019-10-05,30185590.7028168168015,,,956131.799667174
2019-10-06,28683176.328426066735,,,953156.470211174
2019-10-07,29879902.134593049744,,,854048.129801324
2019-10-08,30967055.154347414364,,,990809.104888149
2019-10-09,31814105.885808989253,,,1174211.84444895
2019-10-10,30859536.300556924125,,,1090328.69621686
2019-10-11,32261473.1160080314665,,,1020176.80317442
2019-10-12,31864735.6011555563325,,,700187.257915229
2019-10-13,31589641.2448920829065,,,840528.228258679
2019-10-14,34410242.8767881208045,,,1030807.79260192
2019-10-15,32075404.953432251295,,,865301.67838204
2019-10-16,29174515.429956244428,,,1089717.07321155
2019-10-17,32498329.8821729720565,,,1692688.40298873
2019-10-18,31208303.5670849663385,,,1365782.03583335
2019-10-19,30179429.8851290977485,,,900975.416662682
2019-10-20,29961877.3523576108655,,,886024.184738828
2019-10-21,30202629.6107568809445,,,684664.781489581
2019-10-22,28903589.8884264024825,,,848361.101109378
2019-10-23,26625443.2352802944835,,,1053294.08506604
2019-10-24,28219155.1426791963015,,,843518.247702028
2019-10-25,29530183.190549050023,,,1144594.3882461
2019-10-26,29064579.405112247673,,,1447084.56482474
2019-10-27,32080714.953192026667,,,1423808.52513634
2019-10-28,31626597.272328857397,,,1255419.19998665
2019-10-29,34026979.4029465236975,,,1237842.39748402
2019-10-30,34559908.437425040261,,,1800146.99993548
2019-10-31,41284244.7366847268925,,,4862647.00430041
2019-11-01,40545646.19164433604,,,2991435.51205148
2019-11-02,39557026.07858806509,,,2137418.39810777
2019-11-03,37990342.508952926574,,,1989504.64239754
2019-11-04,37779007.888536369936,,,2361626.35238925
2019-11-05,37676495.6863587047625,,,1596849.48915541
2019-11-06,36985090.2333156224385,,,1719169.18279431
2019-11-07,36353008.959870437001,,,1714289.19068756
2019-11-08,35765301.9645706217955,,,1586552.56702436
2019-11-09,37602785.435674336461,,,1473095.90463093
2019-11-10,39474763.797412811478,,,3092270.6153735
2019-11-11,37915214.438526751227,,,1586845.61971606
2019-11-12,38066184.2968453520505,,,1511619.82734528
2019-11-13,36403506.040798128753,,,1185230.03581703
2019-11-14,37228440.12855822405,,,864397.002177309
2019-11-15,36603534.211610513601,,,1664394.94483099
2019-11-16,36179635.545367546578,,,1099696.28696224
2019-11-17,35922712.831319659407,,,1149236.57394613
2019-11-18,33186887.827091778195,,,1352493.15609681
2019-11-19,32515577.1430373537295,,,1775365.32561992
2019-11-20,31594846.580506860468,,,1150922.12011718
2019-11-21,28657084.782545826963,,,892361.353179639
2019-11-22,31698899.184970507041,,,611834.16459875
2019-11-23,31386903.64769332146,,,630923.315506368
2019-11-24,26667373.1560325691195,,,595014.442625231
2019-11-25,26301614.659774277013,,,843656.94057578
2019-11-26,25081522.3278940598115,,,689346.066130945
2019-11-27,25185890.935801331829,,,834936.656019711
2019-11-28,27157556.3971680388215,,,684663.947766734
2019-11-29,23669230.300951942104,,,632069.440931074
2019-11-30,22426033.790293897092,,,924123.960458828
2019-12-01,21650199.330240200136,,,770836.382462391
2019-12-02,20953568.0953214408664,,,544769.668037455
2019-12-03,21057210.633718971609,,,594087.851094064
2019-12-04,21282693.472246788162,,,948130.88357869
2019-12-05,21398931.0699251024955,,,1026985.13984078
2019-12-06,21762004.4831632277265,,,1229497.92030599
2019-12-07,21589308.243361487877,,,1087719.8820018
2019-12-08,22637658.0081782584035,,,1271926.6806177
2019-12-09,21036114.5801185021275,,,1002100.85633533
2019-12-10,19976897.3480850746979,,,1426980.70474159
2019-12-11,20339263.72250526435675,,,806048.014753875
2019-12-12,21800848.1393026497375,,,2295535.94982048
2019-12-13,19866308.889390515121,,,4894778.35045544
2019-12-14,19782024.45835428701295,,,5605489.21483267
2019-12-15,20186650.69579124738025,,,5196159.89313915
2019-12-16,19336269.28674972727245,,,3163656.55660017
2019-12-17,20518748.14704866090595,,,4626382.7474745
2019-12-18,21926231.323871849775,,,3899396.49078501
2019-12-19,20317240.84202524277265,,,3583205.75648758
2019-12-20,19996941.2744800939821,,,5266459.31712347
2019-12-21,19891452.1197852415899,,,3914612.46252756
2019-12-22,20420510.38372456603545,,,5338225.06491336
2019-12-23,19986442.72454283735165,,,11229733.1397249
2019-12-24,20587135.2460525691559,,,20630951.0502995
2019-12-25,23012811.3993921784605,,,2426025.1935186
2019-12-26,19587328.26791440618185,,,4359686.06555041
2019-12-27,19603569.5523703256589,,,6366410.58802014
2019-12-28,19405811.8726343956491,,,6461369.13792292
2019-12-29,19520932.12984303915425,,,6311122.67041634
2019-12-30,19462102.1325566545503,,,4556521.97968056
2019-12-31,19271083.6222031818854,,,5759746.88427868
2020-01-01,19330393.25518594448805,,,5602672.73986738
2020-01-02,18468320.33413862203695,,,7097611.84425295
2020-01-03,19096539.7932183010764,,,4356104.24524128
2020-01-04,19067731.4854776477375,,,1634652.34429283
2020-01-05,19133749.57064860066095,,,2845492.99243315
2020-01-06,19875003.36323717732955,,,3918975.42313247
2020-01-07,19620275.1447567966978,,,1435066.38375192
2020-01-08,18625421.20874336560035,,,1341037.77385931
2020-01-09,18974789.8095506116002,,,3489763.774266
2020-01-10,19177888.62134410720275,,,2320722.11638452
2020-01-11,19200438.0538002647457,,,4135557.5144868
2020-01-12,19345782.99456023506755,,,2936928.61929617
2020-01-13,19035727.09818919465275,,,2922304.44471873
2020-01-14,20133385.3434218928696,,,3337353.09727954
2020-01-15,21090510.0274615573875,,,2004124.99322602
2020-01-16,20061605.4935102347299,,,2696230.08466575
2020-01-17,21213841.333896481545,,,2950167.54480679
2020-01-18,22529387.354906533599,,,2173512.62965653
2020-01-19,20091920.21930357691795,,,3020366.89500098
2020-01-20,20396424.0738272887803,,,2766859.67265544
2020-01-21,20514144.57266581258635,,,2704854.55471455
2020-01-22,21460642.616291457732,,,2829286.82936651
2020-01-23,21327189.527770201407,,,3186767.77840883
2020-01-24,21349627.4633732407575,,,3044735.40279993
2020-01-25,21770523.489669318207,,,2344143.29730063
2020-01-26,21656488.9194399947565,,,2860007.2681559
2020-01-27,20897721.18732138038775,,,2996951.3288584
2020-01-28,21564865.422570342657,,,3255989.33229393
2020-01-29,22551248.474715930723,,,3273938.09563404
2020-01-30,23290553.929787689281,,,2542657.82273636
2020-01-31,22941169.997495730531,,,2881401.90138812
2020-02-01,23364148.871770556487,,,2598544.29145055
2020-02-02,23865498.6197001338805,,,2938398.44968545
2020-02-03,23677034.242067581041,,,3143308.04212928
2020-02-04,23095132.396517773395,,,3044241.28035765
2020-02-05,24238270.261032026814,,,2358555.16698929
2020-02-06,25650451.336459480929,,,2099779.86638765
