time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2019-04-09,936,935,1614335359,1614335359,,,1000000000.05,,,,,,1000000000.05,0,0,
2019-04-10,0,935,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-11,0,935,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-12,2,936,1614335359,1614335359,,,0,,,,,,1000000000.05,1,1,
2019-04-13,0,936,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-14,0,936,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-15,3,937,1614335359,1614335359,,,0,,,,,,1000000000.05,2,2,
2019-04-16,0,937,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-17,0,937,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-18,3,938,1614335359,1614335359,,,0,,,,,,1000000000.05,2,2,
2019-04-19,4,941,1614335359,1614335359,,,0,,,,,,1000000000.05,3,3,
2019-04-20,0,941,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-21,0,941,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-22,4,940,1614335359,1614335359,,,0,,,,,,1000000000.05,3,3,
2019-04-23,0,940,1614335359,1614335359,,,0,,,,,,1000000000.05,0,0,
2019-04-24,0,940,1614335360,1614335360,,,0,,,,,,1000000000.05,0,0,
2019-04-25,0,940,1614335360,1614335360,,,0,,,,,,1000000000.05,0,0,
2019-04-26,9,942,1614335360,1614335360,,,0,,,,,,1000000000.05,9,9,
2019-04-27,75,997,1614335360,1614335360,,,0,,,,,,1000000000.05,62,62,
2019-04-28,135,1089,1614335360,1614335360,,,0,,,,,,1000000000.05,165,165,
2019-04-29,154,1151,1614335360,1614335360,,,0,,,,,,1000000000.05,177,177,
2019-04-30,127,1178,1614335360,1614335360,,,0,,,,,,1000000000.05,153,153,
2019-05-01,90,1190,1614335360,1614335360,,,0,,,,,,1000000000.05,83,83,
2019-05-02,80,1195,1614335360,1614335360,,,0,,,,,,1000000000.05,77,77,
2019-05-03,99,1198,1614335360,1614335360,,,0,,,,,,1000000000.05,106,117,
2019-05-04,13,1201,1614335360,1614335360,,,0,,,,,,1000000000.05,17,30,
2019-05-05,51,1203,1614335361,1614335361,,,0,,,,,,1000000000.05,51,59,
2019-05-06,102,1210,1614335361,1614335361,,,0,,,,,,1000000000.05,108,112,
2019-05-07,86,1215,1614335361,1614335361,,,0,,,,,,1000000000.05,80,81,
2019-05-08,115,1221,1614335361,1614335361,,,0,,,,,,1000000000.05,114,119,
2019-05-09,112,1226,1614335361,1614335361,,,0,,,,,,1000000000.05,107,110,
2019-05-10,124,1228,1614335361,1614335361,,,0,,,,,,1000000000.05,120,122,
2019-05-11,84,1228,1614335361,1614335361,,,0,,,,,,1000000000.05,81,87,
2019-05-12,92,1228,1614335361,1614335361,,,0,,,,,,1000000000.05,87,93,
2019-05-13,104,1231,1614335361,1614335361,,,0,,,,,,1000000000.05,99,105,
2019-05-14,114,1232,1614335361,1614335361,,,0,,,,,,1000000000.05,116,126,
2019-05-15,122,1235,1614335361,1614335361,,,0,,,,,,1000000000.05,126,145,
2019-05-16,124,1239,1614335361,1614335361,,,0,,,,,,1000000000.05,133,168,
2019-05-17,100,1240,1614335361,1614335361,,,0,,,,,,1000000000.05,112,122,
2019-05-18,110,1241,1614335361,1614335361,,,0,,,,,,1000000000.05,117,136,
2019-05-19,102,1244,1614335361,1614335361,,,0,,,,,,1000000000.05,100,110,
2019-05-20,103,1244,1614335362,1614335362,,,0,,,,,,1000000000.05,104,119,
2019-05-21,106,1246,1614335362,1614335362,,,0,,,,,,1000000000.05,112,122,
2019-05-22,95,1248,1614335362,1614335362,,,0,,,,,,1000000000.05,96,120,
2019-05-23,101,1249,1614335362,1614335362,,,0,,,,,,1000000000.05,111,123,
2019-05-24,113,1248,1614335362,1614335362,,,0,,,,,,1000000000.05,107,108,
2019-05-25,89,1248,1614335362,1614335362,,,0,,,,,,1000000000.05,92,92,
2019-05-26,100,1250,1614335362,1614335362,,,0,,,,,,1000000000.05,100,101,
2019-05-27,103,1251,1614335362,1614335362,,,0,,,,,,1000000000.05,97,111,
2019-05-28,103,1251,1614335362,1614335362,,,0,,,,,,1000000000.05,102,104,
2019-05-29,103,1250,1614335362,1614335362,,,0,,,,,,1000000000.05,104,104,
2019-05-30,105,1249,1614335362,1614335362,,,0,,,,,,1000000000.05,101,112,
2019-05-31,140,1256,1614335362,1614335362,,,0,,,,,,1000000000.05,144,167,
2019-06-01,93,1256,1614335362,1614335362,,,0,,,,,,1000000000.05,84,90,
2019-06-02,98,1257,1614335362,1614335362,,,0,,,,,,1000000000.05,99,105,
2019-06-03,114,1259,1614335362,1614335362,,,0,,,,,,1000000000.05,108,114,
2019-06-04,108,1264,1614335362,1614335362,,,0,,,,,,1000000000.05,111,139,
2019-06-05,104,1266,1614335363,1614335363,,,0,,,,,,1000000000.05,94,96,
2019-06-06,95,1267,1614335363,1614335363,,,0,,,,,,1000000000.05,107,110,
2019-06-07,94,1268,1614335363,1614335363,,,0,,,,,,1000000000.05,95,102,
2019-06-08,100,1269,1614335363,1614335363,,,0,,,,,,1000000000.05,95,105,
2019-06-09,99,1273,1614335363,1614335363,,,0,,,,,,1000000000.05,95,111,
2019-06-10,101,1274,1614335363,1614335363,,,0,,,,,,1000000000.05,104,127,
2019-06-11,107,1274,1614335363,1614335363,,,0,,,,,,1000000000.05,106,114,
2019-06-12,113,1276,1614335363,1614335363,,,0,,,,,,1000000000.05,104,120,
2019-06-13,44,1277,1614335363,1614335363,,,0,,,,,,1000000000.05,34,47,
2019-06-14,102,1279,1614335364,1614335364,,,0,,,,,,1000000000.05,115,134,
2019-06-15,106,1281,1614335364,1614335364,,,0,,,,,,1000000000.05,100,104,
2019-06-16,97,1283,1614335364,1614335364,,,0,,,,,,1000000000.05,97,100,
2019-06-17,90,1283,1614335364,1614335364,,,0,,,,,,1000000000.05,87,95,
2019-06-18,89,1283,1614335364,1614335364,,,0,,,,,,1000000000.05,85,88,
2019-06-19,91,1283,1614335364,1614335364,,,0,,,,,,1000000000.05,88,93,
2019-06-20,89,1286,1614335364,1614335364,,,0,,,,,,1000000000.05,86,101,
2019-06-21,96,1292,1614335364,1614335364,,,0,,,,,,1000000000.05,103,137,
