time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-01-21,,,142627.780826564
2026-01-22,,,122238.878123356
2026-01-23,,,201401.133747188
2026-01-24,,,112271.645453191
2026-01-25,,,78611.926538474
2026-01-26,,,151037.88401908
2026-01-27,,,139269.884154819
2026-01-28,,,565177.085056337
2026-01-29,,,597308.076597004
2026-01-30,,,334285.756239296
2026-01-31,714.677943051628,714.677943051628,780163.496681387
2026-02-01,708.153144980647,708.153144980647,88608.475960716
2026-02-02,709.86951597187,709.86951597187,256070.467632962
2026-02-03,708.827797101911,708.827797101911,232865.699383728
2026-02-04,692.658549856445,692.658549856445,149073.473355545
2026-02-05,669.808144406077,669.808144406077,110826.558287215
2026-02-06,653.786600918916,653.786600918916,
