time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2025-11-04,,,,38404353.2995232
2025-11-05,,,,24990858.2646743
2025-11-06,168144292.374148363107001008063,,,12427324.453481
2025-11-07,183015052.413937040207277660264,,,23799525.3528794
2025-11-08,174729180.53110063005513471292,,,9403313.53661778
2025-11-09,167764985.499062794645826766536,,,9448140.73711032
2025-11-10,187442335.713038784285299930688,,,17683219.9798597
2025-11-11,206327334.474881728001069615352,,,43131495.6333787
2025-11-12,222458040.636458163334631199936,,,87732576.5669702
2025-11-13,203335960.92631752360484748562,,,109136876.656581
2025-11-14,219318317.0352755936772479595,,,198448742.80642
2025-11-15,207153276.147096937601627186611,,,51461801.6980819
2025-11-16,207108975.355876857657204261234,,,50678635.8755755
2025-11-17,192203778.476510186795205559304,,,62138494.6513718
2025-11-18,199691522.595089433838943203512,,,133630669.116375
2025-11-19,177306107.73094632874636376928,,,63171986.0126556
2025-11-20,158562759.088594053864523389633,,,45618542.2039305
2025-11-21,150867018.65724815461120441234,,,57387752.7786321
2025-11-22,142256281.048904022817392574721,,,53621871.8142158
2025-11-23,135429740.17737671274105473597,,,42897339.8254632
2025-11-24,147615675.47176753357710718888,,,57685193.389886
2025-11-25,166459479.13308536874716660234,,,122940776.334285
2025-11-26,163182505.004183706923561385123,,,215430763.861144
2025-11-27,169675616.375075283355553109557,,,316216495.41444
2025-11-28,157848008.713838593166219272589,,,573846730.862198
2025-11-29,161731541.191943888616144462531,,,16849996.7324419
2025-11-30,158931974.564072071781936720513,,,17358952.9646092
2025-12-01,144913386.066041382598037470293,,,25249191.9112782
2025-12-02,157542175.28909963778817755744,,,29166324.9446412
2025-12-03,158361781.3803436939444787373,,,19389063.1482831
2025-12-04,163389844.157328151445428177998,,,30942115.2986688
2025-12-05,156179695.419333214683993111154,,,23184851.6221523
2025-12-06,158230207.739692257968174922624,,,19153652.5063426
2025-12-07,156839816.089227715803002351961,,,15217185.9580118
2025-12-08,156776608.667027990456824423518,,,27716855.1088498
2025-12-09,156010934.12859703623186556476,,,23304550.8915152
2025-12-10,141208779.11853289213951584505,,,50599718.7765599
2025-12-11,128808314.715688870005105163347,,,31401592.2108146
2025-12-12,125842443.564639128780189845218,,,26852667.7493382
2025-12-13,125400284.689638089124660319024,,,7688401.34784241
2025-12-14,116107276.3229973051433942967,,,13688526.7952039
2025-12-15,116524464.916712309675893086064,,,21370781.013582
2025-12-16,118610181.39355879631975197781,,,10416035.7723186
2025-12-17,107489885.004009264157129854875,,,10506204.4627603
2025-12-18,100673838.811025070403722750528,,,12786779.3180768
2025-12-19,106580709.532660283888374964817,,,10726903.5128333
2025-12-20,113145253.246936086861783381033,,,9695587.63576045
2025-12-21,116995048.795411117380230494356,,,10137203.1175167
2025-12-22,118636644.117519280622000023215,,,23372568.7233528
2025-12-23,116111678.161956287124826966604,,,8129576.5902393
2025-12-24,117690994.475896047234402158421,,,5371779.0964447
2025-12-25,117267654.610547163058619235931,,,6585432.33259082
2025-12-26,123406038.188332186049058300937,,,13884979.5067683
2025-12-27,125411533.159124078814611601781,,,4887890.59087659
2025-12-28,125494104.98117072284079701206,,,5756161.92479398
2025-12-29,124712468.395979948935969455645,,,6285145.04182026
2025-12-30,125531440.130953428313793691528,,,3246358.51982975
2025-12-31,123942042.892350975583021199946,,,4447578.46106451
2026-01-01,129257576.24389809163605495162,,,3223850.75854734
2026-01-02,139119401.657530286088441392808,,,17355229.416451
2026-01-03,140018729.56989402504197047098,,,5432066.79921596
2026-01-04,137074972.34081590687651791159,,,7380086.59266848
2026-01-05,144173272.83765201748513809801,,,13385774.0712472
2026-01-06,140030749.825884764401463089185,,,11900757.141519
2026-01-07,132979326.17065595873448984359,,,7784055.61404062
2026-01-08,133839246.937599880467575039856,,,7644145.26682086
2026-01-09,130211080.781904631797707548885,,,4627593.36324691
2026-01-10,123046517.437430439301621320929,,,3598852.96093122
2026-01-11,128728752.01767578544877042704,,,8081590.09425215
2026-01-12,125570401.134459965044359721602,,,14617162.7448451
2026-01-13,132631106.067100987364448693056,,,7941316.4776193
2026-01-14,131303027.251713818358860903998,,,11253650.9529718
2026-01-15,123402659.441827935591004157928,,,9759792.23020769
2026-01-16,156014494.217732330495953068513,,,92312933.100059
2026-01-17,141600055.163727710867577227115,,,45191274.2204245
2026-01-18,147280382.82367850122293288536,,,64221684.7335749
2026-01-19,140645537.294240106890408712145,,,39438094.4743963
2026-01-20,125594469.909040042521546539093,,,21596496.2805054
2026-01-21,135970470.904397048090828001272,,,23006656.6258592
2026-01-22,132216819.278093482454556742333,,,21123453.7352669
2026-01-23,133025136.683549190265255083084,,,9865170.59988033
2026-01-24,132586303.047418042269306935536,,,5888841.50122265
2026-01-25,119760119.459305452155806257246,,,9356891.70897077
2026-01-26,117957607.696233258538629594807,,,11080139.3245662
2026-01-27,134615751.75053855034358352976,,,15339765.0309293
2026-01-28,133205670.5249761283960178711,,,13852193.1783203
2026-01-29,130948325.081862410267852419664,,,10357919.3524148
2026-01-30,126226223.185859724457288770737,,,9070124.66520169
2026-01-31,115964656.015168707082794322395,,,12254605.0959557
2026-02-01,114110935.292322465151600284237,,,8225893.95842042
2026-02-02,120115583.288015677793465423751,,,9436546.78891839
2026-02-03,117029824.848155407575338085902,,,7250388.17977508
2026-02-04,113704033.733966938745433525153,,,12317377.8037104
2026-02-05,99464838.39361649713569214528,,,11088306.3106638
2026-02-06,108653944.082895597317368505703,,,12158542.422771
2026-02-07,109603363.07121382217502457559,,,6441275.3504066
2026-02-08,105992322.703099925052351826413,,,4742644.64625217
2026-02-09,106300119.592286988205702783098,,,3450319.18378568
2026-02-10,104516192.828236378593823448411,,,5318876.42945293
2026-02-11,104447122.362597361822823878985,,,4256182.22596388
2026-02-12,105287114.315169343780178599584,,,4748315.02135112
2026-02-13,110971637.862593037310188962459,,,4495557.77160084
2026-02-14,114548401.157564388975852343942,,,2584595.92091487
2026-02-15,108024545.306272977809114893632,,,6063727.72556372
2026-02-16,110976136.043779572460054817085,,,3829824.58838634
2026-02-17,112186800.809721825357170333295,,,11749124.8965797
2026-02-18,103630725.55227695133215515185,,,3318759.72823419
2026-02-19,107276634.1049709184283520969,,,4104838.22379539
2026-02-20,106445094.410832200120136489,,,10134627.1151546
2026-02-21,104901649.018817678458262852538,,,1787255.44360105
2026-02-22,99381702.213223352751915787904,0.210054397968534,0.210054397968534,2835616.78071483
2026-02-23,91853440.855673932437212000294,0.199001291461448,0.199001291461448,5806872.06081099
2026-02-24,90424586.715660150649117438476,0.183926748770282,0.183926748770282,15033665.0029774
2026-02-25,92680719.643423154412566956724,0.181065620373514,0.181065620373514,6702463.63568181
2026-02-26,93662180.94435956689685371876,0.185583286898834,0.185583286898834,12329945.3969924
2026-02-27,92375257.426233027447846203084,0.184874947725277,0.184874947725277,7532822.11701818
2026-02-28,,0.182334755847644,0.182334755847644,
