time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI30d,SplyCur,TxCnt,TxTfrCnt
2017-07-13,4446,40142,1614335043,1614335043,3.72707538,1685931933.51971,0,0,0.0007193345344120698,1.68593193351971,,1000000000,5672,5591
2017-07-14,4836,41520,1614335043,1614335043,3.31200722,1510363849.65029,0,0,0.0006819336461506094,1.51036384965029,,1000000000,6547,6501
2017-07-15,3551,42502,1614335043,1614335043,2.85584264,1301909912.00741,0,0,0.0006543466998812021,1.30190991200741,,1000000000,4679,4629
2017-07-16,2884,43131,1614335044,1614335044,2.75057983,1233899243.58944,0,0,0.0006457671278820559,1.23389924358944,,1000000000,3990,3940
2017-07-17,2809,43848,1614335044,1614335044,3.40686566,1560881178.57432,0,0,0.0007044494134060637,1.56088117857432,,1000000000,4021,3985
2017-07-18,2850,44461,1614335044,1614335044,3.58480416,1666637536.16538,0,0,0.0007234419849237628,1.66663753616538,,1000000000,4047,4028
2017-07-19,2896,45064,1614335044,1614335044,3.33401856,1480828666.54036,0,0,0.0006560858955232762,1.48082866654036,,1000000000,3886,3855
2017-07-20,2804,45640,1614335044,1614335044,3.69490343,1711394897.47451,0,0,0.0006060399285328249,1.71139489747451,,1000000000,3614,3609
2017-07-21,3471,46535,1614335044,1614335044,3.75888061,1797215635.47006,0,0,0.0006740890671027774,1.79721563547006,,1000000000,4711,4679
2017-07-22,6290,48510,1614335044,1614335044,4.14389808,2032353467.48033,0,0,0.0007182085184796787,2.03235346748033,,1000000000,7977,7958
2017-07-23,4329,49886,1614335044,1614335044,3.8971209,1918521107.30924,0,0,0.0006968220765856763,1.91852110730924,,1000000000,5526,5518
2017-07-24,5695,51481,1614335044,1614335044,3.73402769,1872934474.32799,0,0,0.0006797916628273715,1.87293447432799,,1000000000,7378,7366
