time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2019-06-02,,,,106605381.55384
2019-06-03,,,,110852401.854227
2019-06-04,,,,174879447.08856
2019-06-05,,,,234808833.984089
2019-06-06,,,,157398733.306376
2019-06-07,,,,70208775.2445486
2019-06-08,,,,39272754.2433871
2019-06-09,,,,63638778.5796399
2019-06-10,,,,36049402.6176602
2019-06-11,,,,40712141.8827492
2019-06-12,,,,31237000.9230786
2019-06-13,,,,45391516.1298808
2019-06-14,,,,28323964.6257696
2019-06-15,,,,21359751.640328
2019-06-16,,,,18532934.8438685
2019-06-17,,,,18909100.0337777
2019-06-18,,,,35822380.5817951
2019-06-19,,,,40384274.0239403
2019-06-20,,,,29054754.4050871
2019-06-21,,,,22312151.5741913
2019-06-22,,,,32279109.7919046
2019-06-23,,,,17341941.5878036
2019-06-24,,,,11545168.5728547
2019-06-25,,,,18770177.9368928
2019-06-26,,,,29725009.6284067
2019-06-27,,,,44582631.9799951
2019-06-28,45459251.194499726255926,,,25905439.7754136
2019-06-29,50135040.722425405581956,,,44442723.7169259
2019-06-30,48710776.017209832124529,,,37525102.8224743
2019-07-01,49064790.7622140966832089,,,16666008.9902895
2019-07-02,44527175.8048416110104341,,,16739390.2764122
2019-07-03,43636475.184230340194496,,,16891032.6606049
2019-07-04,40180046.655573249222888,,,18089899.4254369
2019-07-05,39617735.0280033668712768,,,12543439.9596676
2019-07-06,39207327.1378645494239568,,,5330330.86968648
2019-07-07,40497309.774081272636616,,,6701106.19264305
2019-07-08,36513586.1065164438988128,,,9227587.69826099
2019-07-09,35774861.2315953337796592,,,8387577.59239056
2019-07-10,35222220.0798066505864224,,,14171130.5789702
2019-07-11,31127699.4616143939329424,,,9034965.82886203
2019-07-12,35392538.4244505492486352,,,12785323.5399236
2019-07-13,40367339.4451080459550416,,,22641235.4146711
2019-07-14,33628164.5123731947081888,,,14238250.2412572
2019-07-15,34768062.7487264735502192,,,9304119.03506338
2019-07-16,29906718.3678103845553536,,,8765366.95312829
2019-07-17,34600755.4408414043141328,,,8499114.13527258
2019-07-18,33551147.8320082188724752,,,9217997.09894203
2019-07-19,33143666.7043363061581872,,,4072184.68957799
2019-07-20,34191048.1646916119843568,,,4153669.90290323
2019-07-21,32443498.3725316703083488,,,2412513.31480437
2019-07-22,30404249.5198817460580752,,,3208872.97769651
2019-07-23,27213286.93975023082488,,,3619675.88462853
2019-07-24,28432571.6791874378933088,,,2984289.96234507
2019-07-25,28278522.4323674781713136,,,2898809.03628417
2019-07-26,29198898.1750806527211216,,,2733583.78252785
2019-07-27,28674680.8068612329041008,,,3218181.6701253
2019-07-28,27610880.5973929550278656,,,1794319.40972809
2019-07-29,26656782.445836645315552,,,2308041.47825134
2019-07-30,27683933.9758332915341232,,,3061831.50533868
2019-07-31,27396486.0256433989118784,,,2620868.83318692
2019-08-01,25437352.416024498189312,,,3568303.96916988
2019-08-02,26751337.1926843982338416,,,4998819.10511117
2019-08-03,25966522.0100396175450762,,,1438117.03583274
2019-08-04,25029123.1990843204903157,,,2859101.87978613
2019-08-05,30086598.2754226606211508,,,21060014.4768708
2019-08-06,31483567.17885506295961,,,33878243.4560784
2019-08-07,31033248.8496207614028761,,,26480412.7073067
2019-08-08,30455688.2652319243913439,,,13227865.7441158
2019-08-09,25960420.45240460311768713,,,7357565.4024484
2019-08-10,28553768.2214695494807146,,,7918601.49773023
2019-08-11,29301613.7472204640950775,,,11434146.9217843
2019-08-12,30402291.9505197271014416,,,6628812.84644608
2019-08-13,30745010.6368176253908066,,,7926398.38940065
2019-08-14,26690339.9387893194402047,,,8178883.94973108
2019-08-15,26393197.7240191487919929,,,3851827.08952042
2019-08-16,27201450.5068313021291728,,,5055378.5651179
2019-08-17,27835423.8370441141758432,,,1821576.73872918
2019-08-18,29368989.4260951472064968,,,2751583.3749095
2019-08-19,31364248.4189453474850392,,,12536863.3136153
2019-08-20,31712322.3750361388616992,,,8655929.32677025
2019-08-21,29743279.8758219580247704,,,6274989.77351134
2019-08-22,30840127.6663206783486936,,,5390950.4063793
2019-08-23,29123161.7328544462693728,,,8254097.74902259
2019-08-24,28507171.44089548657446,,,3814927.647318
2019-08-25,26958232.8174257393298912,,,2407120.74151334
2019-08-26,27047878.5941646650041176,,,2373260.42673664
2019-08-27,27425953.9448943743106744,,,2763863.37654727
2019-08-28,25004603.93914391257147464,,,2157552.93506351
2019-08-29,23769677.17379986469441064,,,3711216.48498178
2019-08-30,23505591.70531693813451784,,,3371985.7828846
2019-08-31,22509426.17080798206944016,,,1374259.30154917
2019-09-01,22594924.17967295326094404,,,1727389.81515296
2019-09-02,24331499.89616889850556165,,,3148385.61824041
2019-09-03,23957259.39043503869237925,,,2982575.61808945
2019-09-04,22923397.2857468689987245,,,1640277.13749814
2019-09-05,23881176.64161295779558192,,,2359380.52575929
2019-09-06,24219045.62209050977779804,,,4361312.36958565
2019-09-07,24890069.02738514575388508,,,2168655.65973653
2019-09-08,24207489.10584388365821686,,,1192320.79245981
2019-09-09,24205309.80408063466751038,,,2196489.08829117
2019-09-10,23331746.82160021167929978,,,1025423.57457814
2019-09-11,22695839.23483235378182414,,,2298321.73099318
2019-09-12,21736559.73467326871969143,,,2067587.0763381
2019-09-13,21174020.6400778629847882,,,1213356.34917431
2019-09-14,20938028.40457664049762261,,,728200.543662988
2019-09-15,21313963.97125492819057834,,,588054.245587931
2019-09-16,21339353.89989175634219781,,,2000962.25505329
2019-09-17,21933544.40698798128536944,,,991065.529503036
2019-09-18,22702162.05828170374448616,,,3234808.93015631
2019-09-19,21324741.82259346685047618,,,1533537.11413911
2019-09-20,21606094.45239688454227835,,,1304071.41411882
2019-09-21,20991900.21606371836936251,,,619080.779276387
2019-09-22,20051575.94403642015887784,,,1255750.01938456
2019-09-23,18682415.7324244989875508,,,1411810.71294363
2019-09-24,15084697.17161200829650212,,,2556714.02149716
2019-09-25,14965185.9330424669270923,,,947911.173797928
2019-09-26,13807571.1592936736711847,,,2378542.87558931
2019-09-27,13902139.72983386635928895,,,798765.890204803
2019-09-28,13907297.31470898724776012,,,771406.022452456
2019-09-29,14073082.39584658769473308,,,927049.000915311
2019-09-30,14149946.23112243220622914,,,1357222.62554558
2019-10-01,13861207.143008680671042,,,500490.342948361
2019-10-02,13726316.3125810608428084,,,415483.899872818
2019-10-03,13901223.88611282906998728,,,594283.811999382
2019-10-04,14227282.69810185399408864,,,616315.61044486
2019-10-05,14106511.2310691780090484,,,510059.678247572
2019-10-06,13526620.963319190866452768,,,506858.225274951
2019-10-07,15204797.601732327546814311,,,1097479.73352113
2019-10-08,16195758.284229801091326677,,,2076224.43312627
2019-10-09,16528888.802223320907507426,,,6188757.14065547
2019-10-10,17514424.8873211033448819145,,,2928096.60633803
2019-10-11,17991774.1348476915881889189,,,9746504.96292263
2019-10-12,17827283.978037314472911562,,,3185723.21224798
2019-10-13,16920735.4239727848872522625,,,1823652.03613303
2019-10-14,17146516.4848550841350414976,,,2045676.13312119
2019-10-15,17870550.3812173061170002906,,,3670498.52904385
2019-10-16,15987512.6654996588680330857,,,2086618.48705719
2019-10-17,16463345.7826036655811934986,,,1120587.94591014
2019-10-18,16447611.7244672535132600999,,,722901.854531802
2019-10-19,15798736.1522626255279607841,,,905580.551075009
2019-10-20,15677441.4340412996395898502,,,879312.412060933
2019-10-21,15787516.9272003768530642688,,,1149388.90508935
2019-10-22,15190316.8986974899936730697,,,890418.712150323
2019-10-23,13361011.1009764686285591798,,,1376846.31495426
2019-10-24,13769550.8616778619653619271,,,657820.804868983
2019-10-25,14692841.68009699129365917492,,,1274935.72223959
2019-10-26,13941353.439243628554758470855,,,1934747.05617443
2019-10-27,14413356.233925981203628890265,,,1333981.2214579
2019-10-28,14409949.40819007770469008248,,,1605685.76916083
2019-10-29,14575431.479177295194668172825,,,862885.1914701
2019-10-30,14189476.950778227936478292065,,,685509.914605375
2019-10-31,14461956.479361106190597339545,,,841345.29890622
2019-11-01,14801944.704952578120814864945,,,903355.636895062
2019-11-02,15906635.844603432518018819515,,,980862.175978816
2019-11-03,15369400.891658789077783130745,,,906281.630478139
2019-11-04,16040505.003265450131428015255,,,1182554.08738147
2019-11-05,17399286.075988560290662558885,,,3065824.00938685
2019-11-06,16607597.260325035174570043135,,,2121848.56979869
2019-11-07,16718461.142662442824413598335,,,2198790.27265516
2019-11-08,15894564.25191898096051739043,,,896017.885142765
2019-11-09,15818194.753253100734009914755,,,515437.023460239
2019-11-10,16115630.361204959679145131855,,,486438.505529997
2019-11-11,15784063.354845273333800845975,,,772858.358324599
2019-11-12,16536151.089714187943239333,,,1411713.81209357
2019-11-13,16590722.48786613723321374401,,,1223134.21644018
2019-11-14,16092090.057997586866658841075,,,467063.225156911
2019-11-15,15607443.009916838357907773605,,,895571.17369808
2019-11-16,17912833.46442006154676461545,,,2404700.21644207
