time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2022-02-14,0,0.462033988895383,0.0000109498157730833,0.000160389678249968,0.406994569233619,0.462033988895383,,
2022-02-15,0,0.465858635300994,0.0000109238115458148,0.000158655079965088,0.412093361717596,0.465858635300994,,
2022-02-16,0,0.495928784336645,0.0000111414855301056,0.0001561853401344,0.436628383752237,0.495928784336645,,
2022-02-17,0,0.529647063120982,0.0000120194834470296,0.000168649131513044,0.465538497165356,0.529647063120982,,
2022-02-18,0,0.627702852133255,0.0000154568450412791,0.00021734989036544,0.552493389121276,0.627702852133255,,
2022-02-19,0,0.769947293980129,0.0000192274261963833,0.000276490191299769,0.680059288198006,0.769947293980129,,
2022-02-20,0,0.710021911163063,0.0000177080982228938,0.000257478653667291,0.627051288884437,0.710021911163063,,
2022-02-21,0,0.804704506136762,0.000020873427731968,0.000305229813844087,0.710894445428382,0.804704506136762,,
2022-02-22,0,0.892271358854471,0.0000240517141839442,0.000345992860487262,0.789130204158598,0.892271358854471,,
2022-02-23,0,0.777163699456463,0.0000203432179969745,0.000294801259326439,0.685936804667504,0.777163699456463,,
2022-02-24,0,0.664706019816061,0.0000178165871096221,0.000256465789333748,0.58768016891329,0.664706019816061,,
2022-02-25,0,0.610640666157778,0.0000159503711556267,0.000235400339706176,0.54485589818798,0.610640666157778,,
2022-02-26,0,0.658901265923622,0.0000167558009394082,0.000236284734246813,0.583803011997501,0.658901265923622,,
2022-02-27,0,0.650266485787998,0.0000166493460653967,0.000234103822048046,0.577410925975707,0.650266485787998,,
2022-02-28,0,0.556691831734275,0.0000147801697589498,0.000212926234086673,0.498471227155609,0.556691831734275,,
2022-03-01,0,0.650992711281287,0.0000150765157622119,0.000223366105542718,0.580179287133692,0.650992711281287,,
2022-03-02,0,0.620248060742631,0.000013990202983531,0.000208870455312935,0.557451423320985,0.620248060742631,,
2022-03-03,0,0.613615769929974,0.0000139507004772606,0.000207677506914058,0.551929506755245,0.613615769929974,,
2022-03-04,0,0.569385949207036,0.0000133995945547434,0.000200703276427002,0.514455179882706,0.569385949207036,,
2022-03-05,0,0.518942073400152,0.0000132700019481315,0.000198234247221525,0.474638785762274,0.518942073400152,,
2022-03-06,0,0.543565617913759,0.0000138017267741761,0.000204126504519352,0.497605533500224,0.543565617913759,,
2022-03-07,0,0.503698283197256,0.0000131173673490276,0.000196918356167634,0.462666768603704,0.503698283197256,,
2022-03-08,0,0.515550029475599,0.000013514919148331,0.000206137501442165,0.474827127650337,0.515550029475599,,
2022-03-09,0,0.507563821745499,0.0000131067157240576,0.000196900744898803,0.465852294485841,0.507563821745499,,
2022-03-10,0,0.523638591126124,0.0000124707320415228,0.000192022041341258,0.473050289624557,0.523638591126124,,
2022-03-11,0,0.47689795909921,0.0000120787912751886,0.000182620768868897,0.433703459759651,0.47689795909921,,
2022-03-12,0,0.450272293568597,0.0000115973745585718,0.000175708681816767,0.41261945421578,0.450272293568597,,
2022-03-13,0,0.445565445128487,0.0000114390890571846,0.0001728215549562,0.409026338147794,0.445565445128487,,
2022-03-14,0,0.432204303628371,0.0000114314609415465,0.000171748732703884,0.395516824096224,0.432204303628371,,
2022-03-15,0,0.429364694856235,0.0000108291307229108,0.000165817720851318,0.392623102680794,0.429364694856235,,
2022-03-16,0,0.420696069599763,0.0000106892816747836,0.000160495241960646,0.383691516558185,0.420696069599763,,
2022-03-17,0,0.43089443972993,0.0000104835985074538,0.000155618485107499,0.390989303099501,0.43089443972993,,
2022-03-18,0,0.422112879918958,0.000010303875992243,0.00014989425385455,0.38032112544977,0.422112879918958,,
2022-03-19,0,0.409206195262184,0.00000978350929279319,0.000138906715689151,0.369832003865194,0.409206195262184,,
2022-03-20,0,0.429200936708683,0.0000101722867185498,0.000145549654301849,0.388053726545664,0.429200936708683,,
2022-03-21,0,0.432558085345031,0.0000104748996614479,0.000151148150360118,0.391503829889118,0.432558085345031,,
2022-03-22,0,0.450469226990947,0.0000109698157468782,0.000155424653232797,0.408702200439519,0.450469226990947,,
2022-03-23,0,0.470626222156388,0.0000111040827644583,0.000158106805095622,0.426769279867122,0.470626222156388,,
2022-03-24,0,0.444140989518057,0.0000103931040980791,0.000147011683038981,0.403273062554066,0.444140989518057,,
2022-03-25,0,0.425549365208253,0.00000967716425517882,0.000136829355979009,0.386381433956325,0.425549365208253,,
2022-03-26,0,0.412437790153424,0.0000093002338680082,0.000132853501816202,0.375592648377223,0.412437790153424,,
2022-03-27,0,0.446554768061273,0.0000100304470271091,0.000141959875501861,0.40642203108741,0.446554768061273,,
2022-03-28,0,0.448423965632495,0.00000958637780145909,0.000136351317603149,0.408096573136938,0.448423965632495,,
2022-03-29,0,0.432844528647565,0.00000916584173808371,0.000129343214521313,0.393549211391206,0.432844528647565,,
2022-03-30,0,0.402600502821314,0.00000848228057942231,0.000118458177462605,0.362877047256545,0.402600502821314,,
2022-03-31,0,0.382058332928473,0.00000810763159737367,0.000112733185030175,0.342232791997517,0.382058332928473,,
2022-04-01,0,0.383294370176485,0.00000841254988660422,0.000116794389921242,0.346262854768696,0.383294370176485,,
2022-04-02,0,0.383678815656908,0.00000829569785761224,0.000111323547759079,0.3473475555711,0.383678815656908,,
2022-04-03,0,0.402367743892752,0.00000875856863233113,0.00011656192310207,0.364330631217796,0.402367743892752,,
2022-04-04,0,0.39402592359016,0.00000848452431629274,0.000111890467535971,0.356905570017539,0.39402592359016,,
2022-04-05,0,0.383082414005728,0.00000820955317304267,0.000108663349748442,0.349025593844184,0.383082414005728,,
2022-04-06,0,0.375551442996129,0.00000821900848755054,0.000109638696413211,0.344364124941474,0.375551442996129,,
2022-04-07,0,0.359471252848102,0.00000830093001165581,0.000112909781840545,0.330096329148336,0.359471252848102,,
2022-04-08,0,0.356609530676514,0.0000081849283801605,0.000110126230291004,0.327995535684134,0.356609530676514,,
2022-04-09,0,0.331078386422423,0.00000784135866485265,0.000103924264969527,0.304543241694906,0.331078386422423,,
2022-04-10,0,0.349420633610705,0.00000818679685830542,0.000107251256236371,0.321630552767546,0.349420633610705,,
2022-04-11,0,0.344570738085465,0.00000815272951410154,0.000107071668301051,0.316680211551412,0.344570738085465,,
2022-04-12,0,0.310961730160088,0.00000786368430418898,0.000104164361326803,0.285938954104148,0.310961730160088,,
2022-04-13,0,0.369242711547565,0.00000920888198621582,0.000121944583112293,0.341217495063815,0.369242711547565,,
2022-04-14,0,0.366456921835913,0.00000890479672169896,0.000117509157774501,0.336577128823349,0.366456921835913,,
2022-04-15,0,0.361440270868417,0.00000905490971423976,0.000119690649426888,0.334297668835969,0.361440270868417,,
2022-04-16,0,0.380471603158861,0.00000938802493993164,0.000125182834841215,0.352488560429209,0.380471603158861,,
2022-04-17,0,0.409002434315037,0.0000101139119689211,0.000133414352829173,0.378857524313554,0.409002434315037,,
2022-04-18,0,0.399490295242371,0.0000100615153943476,0.000133317774420582,0.369560434074853,0.399490295242371,,
2022-04-19,0,0.448826670223303,0.0000109955659143225,0.000146759355938727,0.416692138289758,0.448826670223303,,
2022-04-20,0,0.478730057638648,0.0000115385378857941,0.000154211129629564,0.443903063930841,0.478730057638648,,
2022-04-21,0,0.497331868535388,0.0000120141109901717,0.000161548124619356,0.458499239567647,0.497331868535388,,
2022-04-22,0,0.478544823731198,0.0000118283352093529,0.000160354082718313,0.441723941969766,0.478544823731198,,
2022-04-23,0,0.512708206434888,0.000012902223269692,0.000172982160653565,0.475179904437194,0.512708206434888,,
2022-04-24,0,0.558836561904672,0.0000141182896238181,0.000189989061971807,0.518576495054439,0.558836561904672,,
2022-04-25,0,0.599349132423983,0.0000151689235392223,0.000204963690162046,0.554781221579788,0.599349132423983,,
2022-04-26,0,0.557742286233442,0.0000137803467535576,0.000185160167811472,0.52056918322245,0.557742286233442,,
2022-04-27,0,0.498821876338321,0.0000131017909082213,0.000178062753253203,0.468910695404863,0.498821876338321,,
2022-04-28,0,0.553851283814524,0.0000141221809241489,0.000191853450096136,0.524549797210933,0.553851283814524,,
2022-04-29,0,0.573878204793933,0.0000144379178184063,0.000195589204462321,0.546479795969804,0.573878204793933,,
2022-04-30,0,0.633221235939703,0.0000164006562908053,0.000224895264125133,0.600751276737544,0.633221235939703,,
2022-05-01,0,0.581121513353423,0.0000154086029017828,0.000212885886458959,0.551817498520755,0.581121513353423,,
2022-05-02,0,0.594088055170649,0.0000154472177897116,0.000209992530691995,0.5635678337552,0.594088055170649,,
2022-05-03,0,0.628459246804719,0.0000162956547738186,0.000219623672614779,0.598031700674365,0.628459246804719,,
2022-05-04,0,0.652976216993379,0.0000173183003824805,0.000234805515886575,0.620925201531183,0.652976216993379,,
2022-05-05,0,0.654203366431132,0.0000165028456167562,0.000222763240921775,0.616459643817451,0.654203366431132,,
2022-05-06,0,0.639401410713493,0.0000175168752533171,0.000232794435835057,0.607196421696566,0.639401410713493,,
2022-05-07,0,0.619142280051547,0.0000171778788568243,0.000229526058492585,0.587276806529366,0.619142280051547,,
2022-05-08,0,0.674533953055443,0.0000189962950956583,0.000255841475868593,0.640000691731117,0.674533953055443,,
2022-05-09,0,0.742629454353118,0.0000218042658032573,0.000294736709440646,0.705286064280093,0.742629454353118,,
2022-05-10,0,0.62730161836342,0.0000205956802333042,0.000277819020219911,0.594140027884211,0.62730161836342,,
