time,CapMrktEstUSD,volume_reported_spot_usd_1d
2021-04-28,,114560.817200826
2021-04-29,201167799.06151869639531,271585.189459042
2021-04-30,239765091.28794116664791,522194.899406081
2021-05-01,145788030.969783944869407,459352.725482032
2021-05-02,177775102.6331809908526,192335.343538383
2021-05-03,147075616.849682192750617,236398.436259423
2021-05-04,124593990.187417779916447,355005.548938327
2021-05-05,128840572.687652621265078,99575.4168383052
2021-05-06,107099885.356253676233872,199699.693079534
2021-05-07,101930055.759633477054665,285871.154095559
2021-05-08,126325643.318948226955263,134480.391059172
2021-05-09,142953004.269851927803505,202001.995129567
2021-05-10,124075365.39070428308623,328881.754643945
2021-05-11,136926322.974981674063902,181626.465404585
2021-05-12,125443442.623077668866728,445257.567998001
2021-05-13,110814251.69740305652041,285805.484336321
2021-05-14,122078365.884168076920033,248960.454375069
2021-05-15,128461822.030893030872052,392631.991971072
2021-05-16,128559134.35332627280229,195877.802772963
2021-05-17,126836893.156205085857787,117832.31719303
2021-05-18,185188252.14210956067741,746855.002950346
2021-05-19,137934435.10251288228597,852909.5574594
2021-05-20,159468691.272033630876102,403853.29841916
2021-05-21,126692763.634040507836429,250763.706320806
2021-05-22,123466627.662813660613402,140481.361080106
2021-05-23,73021996.776638684537658,221413.426989667
2021-05-24,116784137.798918588174575,185700.527552544
2021-05-25,127811275.038871097575468,174959.128402932
2021-05-26,147023485.762864919381698,240104.936938822
2021-05-27,144219130.438573312315102,105238.126202939
2021-05-28,131084269.15611358568398,144336.963687089
2021-05-29,111044528.627598984861303,89154.8831194781
2021-05-30,122687533.163928798371635,87109.3891697615
2021-05-31,121950729.107196274373977,121729.069070803
2021-06-01,126740152.730683674619115,106318.204867378
2021-06-02,122789347.580233238473611,100149.176429906
2021-06-03,119300331.88070741214597,115998.408359323
2021-06-04,113883576.97976985062533,118954.739635418
2021-06-05,109345921.300883528675967,97436.6764656005
2021-06-06,97436629.267644552406577,64560.6399048142
2021-06-07,101002324.365788148347828,86555.7460037248
2021-06-08,86193483.118903808247418,101891.333530077
2021-06-09,92383394.661786548611683,82690.0725783548
2021-06-10,79747328.566214725808238,83713.6183592301
2021-06-11,76233326.967158045226269,83457.4655003217
2021-06-12,74943504.758880318156652,77383.3610963255
2021-06-13,75931165.169916922928013,78789.3717507873
2021-06-14,80659217.631165532879128,75134.3622473155
2021-06-15,85440631.75208625225028,95264.5057827159
2021-06-16,87321264.785842380953422,95313.1361706935
