time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,HashRate,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2011-11-19,3377,22615,1614335646,1614335646,599,,,,82.2742683,0.0000189880290900702,29950,,,,,,,,,,,1754500,68718637.5,2502,227996,
2011-11-20,2863,22747,1614335647,1614335647,647,,,,40.0934988,0.0000205096073810942,32350,,,,,,,,,,,1786850,68726725,4292,232906,
2011-11-21,3358,22843,1614335647,1614335647,587,,,,830.64492727,0.0000186650241063685,29350,,,,,,,,,,,1816200,68734062.5,2517,1199324,
2011-11-22,3038,22934,1614335647,1614335647,553,,,,666.72040551,0.0000183875915903722,27650,,,,,,,,,,,1843850,68740975,1761,926864,
2011-11-23,2888,23016,1614335647,1614335647,587,,,,411.4906206,0.0000195181125923119,29350,,,,,,,,,,,1873200,68748312.5,1593,577584,
2011-11-24,2414,23087,1614335647,1614335647,511,,,,215.87157282,0.0000169910656467997,25550,,,,,,,,,,,1898750,68754700,1199,313578,
2011-11-25,2804,22962,1614335648,1614335648,581,,,,124.0830022,0.0000189620109363388,29050,,,,,,,,,,,1927799.9999983,68761962.5,1328,155056,
2011-11-26,2851,22976,1614335648,1614335648,579,,,,271.53850516,0.000018436019852638,28950,,,,,,,,,,,1956749.9999983,68769200,1522,549897,
2011-11-27,2783,22959,1614335648,1614335648,606,,,,84.13950653,0.0000192957306229683,30300,,,,,,,,,,,1987049.9999983,68776775,1407,300604,
2011-11-28,2638,22921,1614335648,1614335648,593,,,,373.32921759,0.0000189008544709994,29650,,,,,,,,,,,2016699.9999983,68784187.5,1291,158509,
2011-11-29,2047,22890,1614335649,1614335649,569,,,,25.87847847,0.0000188405670869238,28450,,,,,,,,,,,2045149.9999983,68791300,876,35400,
2011-11-30,2290,22873,1614335649,1614335649,720,,,,24.42914749,0.0000238404363841568,36000,,,,,,,,,,,2081149.9999983,68800300,1168,2515,
2011-12-01,2333,22975,1614335649,1614335649,711,,,,33.71452892,0.0000235424309293548,35550,,,,,,,,,,,2116699.9999983,68809187.5,1193,2592,
2011-12-02,2355,23012,1614335649,1614335649,743,,,,37.06045986,0.0000283164032012046,37150,,,,,,,,,,,2153849.9999983,68818475,1157,2463,
2011-12-03,2580,23040,1614335650,1614335650,769,,,,20.26967198,0.0000293124678587593,38450,,,,,,,,,,,2192299.9999983,68828087.5,1300,10318,
2011-12-04,2072,23097,1614335650,1614335650,636,,,,26.01976075,0.0000256750738204858,31800,,,,,,,,,,,2224099.9999983,68836037.5,969,2021,
2011-12-05,1796,23110,1614335650,1614335650,527,,,,13.58164793,0.0000258498080000859,26350,,,,,,,,,,,2250449.9999983,68842625,831,1684,
2011-12-06,3223,21881,1614335650,1614335650,588,,,,32.98467346,0.0000288419110133786,29400,,,,,,,,,,,2279849.9999983,68849975,954,2139,
2011-12-07,2009,21793,1614335651,1614335651,579,,,,11.93405502,0.0000284004531917453,28950,,,,,,,,,,,2308799.9999983,68857212.5,931,2064,
2011-12-08,1951,21763,1614335651,1614335651,536,,,,16.90151498,0.0000257948894934761,26800,,,,,,,,,,,2335599.9999983,68863912.5,975,2181,
2011-12-09,1656,21827,1614335651,1614335651,509,,,,17.37761537,0.000024234557426165,25450,,,,,,,,,,,2361049.9999983,68870275,742,1616,
2011-12-10,1735,21843,1614335651,1614335651,571,,,,9.05848349,0.0000271865074466409,28550,,,,,,,,,,,2389599.9999983,68877412.5,825,1841,
2011-12-11,1719,21845,1614335652,1614335652,600,,,,18.856275,0.0000285483247621494,30000,,,,,,,,,,,2419599.9999983,68884912.5,848,2043,
2011-12-12,1760,21898,1614335652,1614335652,597,,,,12.61501287,0.0000271684997701527,29850,,,,,,,,,,,2449449.9999983,68892375,779,1802,
2011-12-13,1444,21917,1614335652,1614335652,355,,,,9.55095198,0.0000161554730626535,17750,,,,,,,,,,,2467199.9999983,68896812.5,587,1171,
2011-12-14,1404,21896,1614335652,1614335652,378,,,,11.44962731,0.0000172021656836142,18900,,,,,,,,,,,2486099.9999983,68901537.5,602,1173,
2011-12-15,1607,22000,1614335653,1614335653,484,,,,11.8299233,0.0000220260534149981,24200,,,,,,,,,,,2510299.9999983,68907587.5,729,1409,
2011-12-16,1891,21998,1614335653,1614335653,601,,,,13.00872154,0.0000234176524574674,30050,,,,,,,,,,,2540349.9999983,68915100,777,1534,
2011-12-17,1715,22064,1614335653,1614335653,590,,,,11.101,0.0000211626870310149,29500,,,,,,,,,,,2569849.9999983,68922475,669,1321,
2011-12-18,1942,22085,1614335654,1614335654,635,,,,23.72517357,0.0000227767902791431,31750,,,,,,,,,,,2601599.9999983,68930412.5,791,1559,
2011-12-19,1776,22129,1614335654,1614335654,539,,,,20.83399021,0.0000197460990571456,26950,,,,,,,,,,,2628549.9999983,68937150,739,1457,
2011-12-20,1869,22148,1614335654,1614335654,555,,,,15.84788426,0.0000213756363267562,27750,,,,,,,,,,,2656299.9999983,68944087.5,764,1501,
2011-12-21,1904,22211,1614335655,1614335655,641,,,,13.61753582,0.0000246878970909022,32050,,,,,,,,,,,2688349.9999983,68952100,764,1512,
2011-12-22,2078,22261,1614335655,1614335655,752,,,,11.22117367,0.0000293668924479014,37600,,,,,,,,,,,2725949.9999983,68961500,798,1572,
2011-12-23,1740,22259,1614335655,1614335655,399,,,,12.05646144,0.00001719852400205,19950,,,,,,,,,,,2745899.9999983,68966487.5,812,1590,
2011-12-24,1374,22346,1614335655,1614335655,283,,,,17.65102031,0.0000121984518611031,14150,,,,,,,,,,,2760049.9999983,68970025,618,1221,
2011-12-25,1302,22389,1614335655,1614335655,275,,,,14.12740322,0.0000118536192996585,13750,,,,,,,,,,,2773799.9999983,68973462.5,588,1134,
2011-12-26,1400,22507,1614335656,1614335656,329,,,,15.53059149,0.0000141812390894096,16450,,,,,,,,,,,2790249.9999983,68977575,630,1249,
2011-12-27,1742,22381,1614335656,1614335656,344,,,,20.93328061,0.0000148278001421183,17200,,,,,,,,,,,2807449.9999983,68981875,708,1388,
2011-12-28,1652,22471,1614335656,1614335656,434,,,,20.52103011,0.0000162365672655873,21700,,,,,,,,,,,2829149.9999983,68987300,725,1435,
2011-12-29,2824,22609,1614335656,1614335656,1200,,,,22.02293936,0.0000299254795744893,60000,,,,,,,,,,,2889149.9999983,69002300,1029,2034,
2011-12-30,2589,22586,1614335657,1614335657,990,,,,16.75715331,0.0000333814171908118,49500,,,,,,,,,,,2938649.9999983,69014675,928,1837,
2011-12-31,1770,22595,1614335657,1614335657,570,,,,7.5239616,0.0000301983157942029,28500,,,,,,,,,,,2967149.9999983,69021800,700,1376,
2012-01-01,1683,22638,1614335657,1614335657,564,,,,22.56679206,0.0000298804387858429,28200,,,,,,,,,,,2995349.9999983,69028850,641,1266,
2012-01-02,1997,22547,1614335658,1614335658,632,,,,11.52765121,0.0000335914023230669,31600,,,,,,,,,,,3026949.9999983,69036750,727,1431,
2012-01-03,1954,22559,1614335658,1614335658,628,,,,13.63043221,0.0000344052681062767,31400,,,,,,,,,,,3058349.9999983,69044600,770,1522,
2012-01-04,1974,22538,1614335658,1614335658,634,,,,10.20108677,0.0000347339808588844,31700,,,,,,,,,,,3090049.9999983,69052525,725,1426,
2012-01-05,2018,22541,1614335659,1614335659,631,,,,17.96814807,0.0000345696244825805,31550,,,,,,,,,,,3121599.9999983,69060412.5,754,1490,
2012-01-06,1781,22556,1614335659,1614335659,538,,,,16.63352011,0.0000320489446235737,26900,,,,,,,,,,,3148499.9999983,69067137.5,662,1306,
2012-01-07,1515,22568,1614335659,1614335659,440,,,,10.82961503,0.0000264902794048939,22000,,,,,,,,,,,3170499.9999983,69072637.5,587,1162,
2012-01-08,1239,22622,1614335659,1614335659,279,,,,14.11062915,0.0000167972453499214,13950,,,,,,,,,,,3184449.9999983,69076125,507,1002,
2012-01-09,1073,22626,1614335660,1614335660,199,,,,12.91100001,0.000011980830912668,9950,,,,,,,,,,,3194399.9999983,69078612.5,427,846,
2012-01-10,1116,22625,1614335660,1614335660,194,,,,18.84997867,0.0000116798050103397,9700,,,,,,,,,,,3204099.9999983,69081037.5,456,901,
2012-01-11,1123,22669,1614335660,1614335660,245,,,,14.13111065,0.0000147502692140887,12250,,,,,,,,,,,3216349.9999983,69084100,483,956,
2012-01-12,1840,22765,1614335660,1614335660,561,,,,24.01559806,0.0000232661547509167,28050,,,,,,,,,,,3244399.9999983,69091112.5,779,1546,
2012-01-13,2486,22804,1614335661,1614335661,1021,,,,19.10993993,0.0000330089071026092,51050,,,,,,,,,,,3295449.9999983,69103875,858,1700,
2012-01-14,2177,22856,1614335661,1614335661,853,,,,13.17380875,0.0000333488983266461,42650,,,,,,,,,,,3338099.9999983,69114537.5,720,1428,
2012-01-15,1307,22886,1614335661,1614335661,323,,,,11.21253811,0.0000183752256005837,16150,,,,,,,,,,,3354249.9999983,69118575,452,889,
2012-01-16,1442,22704,1614335661,1614335661,315,,,,13.10878269,0.00001792011165382,15750,,,,,,,,,,,3369999.9999983,69122512.5,430,847,
2012-01-17,1079,22761,1614335661,1614335661,258,,,,9.91245979,0.0000146774247831287,12900,,,,,,,,,,,3382899.9999983,69125737.5,377,744,
2012-01-18,1090,22765,1614335662,1614335662,237,,,,12.51570555,0.000013482750672874,11850,,,,,,,,,,,3394749.9999983,69128700,359,705,
2012-01-19,837,22721,1614335662,1614335662,169,,,,39.82630074,0.00000961428212538273,8450,,,,,,,,,,,3403199.9999983,69130812.5,235,460,
2012-01-20,892,22784,1614335662,1614335662,217,,,,7.61000001,0.0000123449658059648,10850,,,,,,,,,,,3414049.9999983,69133525,251,487,
2012-01-21,951,22844,1614335662,1614335662,226,,,,9.62046558,0.0000128569689960739,11300,,,,,,,,,,,3425349.9999983,69136350,283,552,
2012-01-22,1278,22943,1614335662,1614335662,411,,,,18.30100288,0.0000118209875857755,20550,,,,,,,,,,,3445899.9999983,69141487.5,378,742,
2012-01-23,1648,22994,1614335663,1614335663,547,,,,14.02808457,0.0000142555126118943,27350,,,,,,,,,,,3473249.9999983,69148325,482,955,
2012-01-24,1451,23040,1614335663,1614335663,440,,,,15.5150221,0.0000114669571283976,22000,,,,,,,,,,,3495249.9999983,69153825,437,864,
2012-01-25,1685,23087,1614335663,1614335663,576,,,,15.91050001,0.0000150112893317205,28800,,,,,,,,,,,3524049.9999983,69161025,521,1029,
2012-01-26,1777,23169,1614335663,1614335663,601,,,,22.22206456,0.0000142044136742519,30050,,,,,,,,,,,3554099.9999983,69168537.5,582,1144,
2012-01-27,2004,23179,1614335663,1614335663,642,,,,20.34240591,0.0000149410891254173,32100,,,,,,,,,,,3586199.9999983,69176562.5,650,1279,
2012-01-28,2417,23246,1614335664,1614335664,904,,,,24.65908859,0.0000213469423401434,45200,,,,,,,,,,,3631399.9999983,69187862.5,797,1576,
2012-01-29,2400,23195,1614335664,1614335664,1032,,,,14.30670303,0.0000300225116385833,51600,,,,,,,,,,,3682999.9999983,69200762.5,661,1308,
2012-01-30,2257,23193,1614335664,1614335664,962,,,,12.12264691,0.000028676295343511,48100,,,,,,,,,,,3731099.9999983,69212787.5,616,1212,
2012-01-31,1361,23189,1614335664,1614335664,361,,,,10.21234343,0.0000185394856117945,18050,,,,,,,,,,,3749149.9999983,69217300,439,860,
2012-02-01,1869,23244,1614335664,1614335664,474,,,,64.85270972,0.000024342704099697,23700,,,,,,,,,,,3772849.9999983,69223225,629,109831,
2012-02-02,2394,23203,1614335665,1614335665,657,,,,83.48048002,0.0000337408366951494,32850,,,,,,,,,,,3805699.9999983,69231437.5,867,192284,
2012-02-03,2430,23288,1614335665,1614335665,735,,,,100.5525201,0.0000369574550718757,36750,,,,,,,,,,,3842449.9999983,69240625,934,253987,
2012-02-04,2651,23411,1614335665,1614335665,864,,,,94.63493281,0.0000415540749001071,43200,,,,,,,,,,,3885649.9999983,69251425,990,227713,
2012-02-05,2710,23510,1614335665,1614335665,873,,,,94.12312636,0.0000419869298469832,43650,,,,,,,,,,,3929299.9999983,69262337.5,1056,227876,
2012-02-06,2295,23479,1614335665,1614335665,596,,,,66.92184708,0.0000414762831473642,29800,,,,,,,,,,,3959099.9999983,69269787.5,869,174411,
2012-02-07,2411,23514,1614335666,1614335666,614,,,,81.44913473,0.0000436025326951309,30700,,,,,,,,,,,3989799.9999983,69277462.5,1003,292247,
2012-02-08,2450,23612,1614335666,1614335666,624,,,,57.91987072,0.0000443126716641069,31200,,,,,,,,,,,4020999.9999983,69285262.5,1037,227815,
2012-02-09,2319,23625,1614335666,1614335666,567,,,,25.88164142,0.0000413637404521744,28350,,,,,,,,,,,4049349.9999983,69292350,936,26756,
2012-02-10,2189,23687,1614335666,1614335666,538,,,,16.96137936,0.0000399042902385054,26900,,,,,,,,,,,4076249.9999983,69299075,814,13562,
2012-02-11,2240,23696,1614335666,1614335666,624,,,,21.44994742,0.0000462830429532106,31200,,,,,,,,,,,4107449.9999983,69306875,870,1751,
2012-02-12,2256,23545,1614335667,1614335667,608,,,,19.29326914,0.0000452768910483294,30400,,,,,,,,,,,4137849.9999983,69314475,795,1622,
2012-02-13,2071,23525,1614335667,1614335667,617,,,,16.2450646,0.0000468562514557711,30850,,,,,,,,,,,4168699.9999983,69322187.5,730,1471,
2012-02-14,2058,23651,1614335667,1614335667,599,,,,16.89264325,0.0000454892943630582,29950,,,,,,,,,,,4198649.9999983,69329675,780,1565,
2012-02-15,1849,23683,1614335667,1614335667,616,,,,16.0228549,0.0000467803093950648,30800,,,,,,,,,,,4229449.9999983,69337375,602,1212,
2012-02-16,2078,23653,1614335667,1614335667,570,,,,23.0220445,0.0000448631027216385,28500,,,,,,,,,,,4257949.9999983,69344500,768,1556,
2012-02-17,1981,23662,1614335668,1614335668,589,,,,17.16376636,0.0000466322087193718,29450,,,,,,,,,,,4287399.9999983,69351862.5,735,1489,
2012-02-18,1991,23641,1614335668,1614335668,608,,,,11.54652951,0.0000481364735167708,30400,,,,,,,,,,,4317799.9999983,69359462.5,717,1457,
2012-02-19,2042,23666,1614335668,1614335668,624,,,,22.94473283,0.0000505107273369028,31200,,,,,,,,,,,4348999.9999983,69367262.5,775,1565,
2012-02-20,1978,23714,1614335668,1614335668,569,,,,15.71970211,0.0000471995231833866,28450,,,,,,,,,,,4377449.9999983,69374375,798,1604,
2012-02-21,2111,23832,1614335668,1614335668,632,,,,19.54680986,0.0000524254809347985,31600,,,,,,,,,,,4409049.9999983,69382275,790,1595,
2012-02-22,1908,23922,1614335668,1614335668,584,,,,13.86451179,0.0000486246357097463,29200,,,,,,,,,,,4438249.9999983,69389575,702,1428,
2012-02-23,2428,23682,1614335669,1614335669,638,,,,36.71084159,0.0000547840609365938,31900,,,,,,,,,,,4470149.9999983,69397550,722,1462,
2012-02-24,1692,23773,1614335669,1614335669,498,,,,14.73866965,0.0000427624801668084,24900,,,,,,,,,,,4495049.9999983,69403775,591,1176,
2012-02-25,1772,23823,1614335669,1614335669,545,,,,35.25797529,0.0000467982965680936,27250,,,,,,,,,,,4522299.9999983,69410587.5,492,1002,
2012-02-26,1656,23788,1614335669,1614335669,609,,,,11.25886727,0.0000525408465380789,30450,,,,,,,,,,,4552749.9999983,69418200,498,981,
2012-02-27,1449,23801,1614335669,1614335669,432,,,,18.8545352,0.0000374126966189966,21600,,,,,,,,,,,4574349.9999983,69423600,467,915,
2012-02-28,1502,23771,1614335670,1614335670,481,,,,23.47252559,0.000041656266374392,24050,,,,,,,,,,,4598399.9999983,69429612.5,488,1036,
2012-02-29,1473,23744,1614335670,1614335670,382,,,,34.01717299,0.0000330825233992053,19100,,,,,,,,,,,4617499.9999983,69434387.5,494,970,
2012-03-01,1711,23808,1614335670,1614335670,489,,,,23.5126838,0.000040382046685064,24450,,,,,,,,,,,4641949.9999983,69440500,643,1266,
2012-03-02,2192,23962,1614335670,1614335670,753,,,,22.64773087,0.0000509702289248221,37650,,,,,,,,,,,4679599.9999983,69449912.5,857,1696,
2012-03-03,2294,24030,1614335671,1614335671,967,,,,16.47646825,0.0000654557919924339,48350,,,,,,,,,,,4727949.9999983,69462000,901,1783,
2012-03-04,1634,24007,1614335671,1614335671,743,,,,12.26031569,0.000069169731471528,37150,,,,,,,,,,,4765099.9999983,69471287.5,605,1193,
2012-03-05,1333,24012,1614335671,1614335671,480,,,,8.71104368,0.000048935031670914,24000,,,,,,,,,,,4789099.9999983,69477287.5,420,822,
2012-03-06,1442,23951,1614335672,1614335672,467,,,,24.95629201,0.0000476097078964934,23350,,,,,,,,,,,4812449.9999983,69483125,463,911,
2012-03-07,1372,24065,1614335672,1614335672,336,,,,16.34732981,0.0000342545221696396,16800,,,,,,,,,,,4829249.9999983,69487325,518,1087,
2012-03-08,1403,24048,1614335672,1614335672,410,,,,35.65484132,0.0000376238726431906,20500,,,,,,,,,,,4849749.9999983,69492450,469,959,
2012-03-09,1541,24078,1614335673,1614335673,398,,,,12.0426743,0.0000332877071970107,19900,,,,,,,,,,,4869649.9999983,69497425,486,1000,
2012-03-10,1422,24138,1614335673,1614335673,368,,,,15.7035002,0.0000307785835389445,18400,,,,,,,,,,,4888049.9999983,69502025,445,921,
2012-03-11,1563,24234,1614335673,1614335673,443,,,,15.7678795,0.0000370513926841099,22150,,,,,,,,,,,4910199.9999983,69507562.5,513,1050,
2012-03-12,1522,24254,1614335674,1614335674,413,,,,30.73891745,0.0000345422690260437,20650,,,,,,,,,,,4930849.9999983,69512725,452,934,
2012-03-13,1914,24377,1614335674,1614335674,652,,,,25.94487191,0.0000428836084898346,32600,,,,,,,,,,,4963449.9999983,69520875,586,1197,
2012-03-14,2334,24531,1614335674,1614335674,758,,,,20.42437618,0.0000452301265714471,37900,,,,,,,,,,,5001349.9999983,69530350,748,423719,
2012-03-15,2832,24248,1614335674,1614335674,663,,,,32.34100001,0.0000395614431620969,33150,,,,,,,,,,,5034499.9999983,69538637.5,1028,1203982,
2012-03-16,1674,24306,1614335675,1614335675,602,,,,21.52293307,0.0000424317895696102,30100,,,,,,,,,,,5064599.9999983,69546162.5,512,1008,
2012-03-17,1548,24397,1614335675,1614335675,563,,,,11.801572,0.0000410290203981852,28150,,,,,,,,,,,5092749.9999983,69553200,444,883,
2012-03-18,1857,24454,1614335676,1614335676,651,,,,22.3703463,0.0000474420822010986,32550,,,,,,,,,,,5125299.9999983,69561337.5,578,1141,
2012-03-19,2185,24379,1614335676,1614335676,723,,,,21.26676244,0.0000552210235956846,36150,,,,,,,,,,,5161449.9999983,69570375,708,1396,
2012-03-20,1954,24508,1614335676,1614335676,701,,,,21.95193127,0.0000553729578256291,35050,,,,,,,,,,,5196499.9999983,69579137.5,673,1331,
2012-03-21,2092,24512,1614335676,1614335676,717,,,,24.55050002,0.0000566368199158003,35850,,,,,,,,,,,5232349.9999983,69588100,710,1404,
2012-03-22,1744,24475,1614335677,1614335677,570,,,,23.97860417,0.000052217852238607,28500,,,,,,,,,,,5260849.9999983,69595225,576,1137,
2012-03-23,1799,24551,1614335677,1614335677,513,,,,11.16989508,0.0000500818751229012,25650,,,,,,,,,,,5286499.9999983,69601637.5,746,1481,
2012-03-24,1518,24606,1614335677,1614335677,509,,,,14.63142358,0.0000496913731726251,25450,,,,,,,,,,,5311949.9999983,69608000,514,1016,
2012-03-25,1492,24640,1614335678,1614335678,467,,,,23.547,0.0000455911026947267,23350,,,,,,,,,,,5335299.9999983,69613837.5,508,998,
2012-03-26,1581,24761,1614335678,1614335678,551,,,,20.43,0.0000487288771479135,27550,,,,,,,,,,,5362849.9999983,69620725,558,1106,
2012-03-27,1901,24804,1614335678,1614335678,580,,,,35.12001817,0.0000494608204204788,29000,,,,,,,,,,,5391849.9999983,69627975,635,1259,
2012-03-28,1725,24896,1614335679,1614335679,597,,,,14.20156327,0.0000509105341224583,29850,,,,,,,,,,,5421699.9999983,69635437.5,574,1131,
2012-03-29,1752,25005,1614335679,1614335679,635,,,,17.51195288,0.000054484700633074,31750,,,,,,,,,,,5453449.9999983,69643375,519,1030,
2012-03-30,1893,25013,1614335679,1614335679,590,,,,25.59600008,0.0000512691354202428,29500,,,,,,,,,,,5482949.9999983,69650750,544,1075,
2012-03-31,1658,25092,1614335680,1614335680,565,,,,17.91150001,0.0000490967144278597,28250,,,,,,,,,,,5511199.9999983,69657812.5,502,987,
2012-04-01,1845,25133,1614335680,1614335680,581,,,,26.91800044,0.0000504870638629849,29050,,,,,,,,,,,5540249.9999983,69665075,554,1097,
2012-04-02,1621,25200,1614335680,1614335680,542,,,,14.81100002,0.000047957654350212,27100,,,,,,,,,,,5567349.9999983,69671850,496,984,
2012-04-03,1522,25300,1614335681,1614335681,542,,,,12.52344945,0.0000480935688275957,27100,,,,,,,,,,,5594449.9999983,69678625,472,928,
2012-04-04,1742,25170,1614335681,1614335681,507,,,,16.4131428,0.0000449878955638211,25350,,,,,,,,,,,5619799.9999983,69684962.5,511,1005,
2012-04-05,1541,25240,1614335681,1614335681,477,,,,18.01940199,0.0000423258899091572,23850,,,,,,,,,,,5643649.9999983,69690925,500,985,
