time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-03-18,,,70766299.6223318
2026-03-19,,,36363924.5269172
2026-03-20,,,32984679.6208022
2026-03-21,,,14344259.7364049
2026-03-22,,,46670615.8349277
2026-03-23,,,40617908.0540631
2026-03-24,,,47368160.8422832
2026-03-25,,,73605465.6574278
2026-03-26,,,186130359.493961
2026-03-27,,,88022949.8574716
2026-03-28,,,179165927.191419
2026-03-29,,,206287242.692958
2026-03-30,,,20514991.5253626
2026-03-31,,,35085035.8797595
2026-04-01,,,18905801.1936428
2026-04-02,,,137162823.306824
2026-04-03,,,11016570.0025019
2026-04-04,,,8435410.84819366
2026-04-05,,,6555523.57086958
2026-04-06,,,5842752.03168347
2026-04-07,,,14367639.6548521
2026-04-08,,,5965333.26194963
2026-04-09,,,4820721.51146319
2026-04-10,,,3630633.71156229
2026-04-11,,,2930143.9103617
2026-04-12,,,3890880.47868118
2026-04-13,,,3819473.66373974
2026-04-14,,,3671812.78244906
2026-04-15,,,2581902.57019886
2026-04-16,,,7259033.82832414
2026-04-17,,,22014563.0197969
2026-04-18,,,8640813.23478328
2026-04-19,0.00964323225640934,0.00964323225640934,9633931.17150691
2026-04-20,0.00906842268313396,0.00906842268313396,5338116.58390944
2026-04-21,0.00958760461340776,0.00958760461340776,3231419.18541773
2026-04-22,0.00955893459411622,0.00955893459411622,5116854.46185406
2026-04-23,0.00944886450285422,0.00944886450285422,111348021.20087
2026-04-24,0.0140685705605252,0.0140685705605252,265981969.274138
2026-04-25,0.0247534939772476,0.0247534939772476,
