time,CapMrktEstUSD,volume_reported_spot_usd_1d
2020-08-19,,2021934.24706243
2020-08-20,53925576.83372579021789375,3145528.92002482
2020-08-21,53801524.48241502309118125,3565552.30158473
2020-08-22,53791739.92154375309868125,2568135.34383055
2020-08-23,61378079.50675725023459375,7455697.13020096
2020-08-24,75603666.8436082246955,12146403.853326
2020-08-25,62079458.91504513326695,12232566.0675184
2020-08-26,61682668.0422386352006375,7854055.91345771
2020-08-27,61389126.733753312271925,8268372.99780715
2020-08-28,64396484.65189791046895,7790657.82497441
2020-08-29,61487595.74910962436091875,5431382.75520808
2020-08-30,58393633.21545120131769375,4695852.05557034
2020-08-31,59825171.251211855780725,4719129.28756268
2020-09-01,81811156.12999950772484375,13946270.4214072
2020-09-02,86076683.99333805243995,14506699.1231486
2020-09-03,79470930.6977984576502625,21284837.4742403
2020-09-04,77946081.18841356417775625,8247914.92804288
2020-09-05,54194936.8894822680243375,6748683.07762475
2020-09-06,54842136.0533279590665,6364205.9520721
2020-09-07,50393657.9922917488290125,3738532.42691371
2020-09-08,46065574.50312985586575625,3066875.08628049
2020-09-09,50081977.310593831450225,2831408.27300817
2020-09-10,50029942.79918140185439375,3298319.78031584
2020-09-11,49037274.81022308390073125,1826026.56516008
2020-09-12,50673906.240405942202975,1439520.8281212
2020-09-13,45307282.17253292922144375,2336845.49605181
2020-09-14,42352833.08967010107110625,2436031.54287472
2020-09-15,35176080.90828537234764375,4467274.79350813
2020-09-16,32312125.43217467501231875,2253364.16884844
2020-09-17,33460190.56250469954858125,1581647.74771732
2020-09-18,31612156.234716898525825,1341336.75838216
2020-09-19,28703728.13762055376289375,2385960.53047537
2020-09-20,27229547.34169649664523125,2426419.75012391
2020-09-21,23851690.7383143617529875,2074915.04315031
2020-09-22,21973375.47703460638315,1639439.91907063
2020-09-23,19165557.302899540546068125,2172082.65714027
2020-09-24,25481454.59583329287171875,3445637.78642317
2020-09-25,32243974.710635381484875,4120435.17239912
2020-09-26,32914143.1949130641827,2893702.08908479
2020-09-27,31014415.60225947169634375,1716739.90915904
2020-09-28,28935883.0902961779682625,1030186.87950515
2020-09-29,26034031.253115603055275,1585131.93314076
2020-09-30,24799861.87654266658994375,1140343.11176394
2020-10-01,24052054.676234065920425,1527847.21820997
2020-10-02,22130522.61448743102434375,1525794.34851625
2020-10-03,23413325.0951043243919,803246.838754891
2020-10-04,21344943.20763589959706875,722217.287567788
2020-10-05,19826487.301251386597218125,813703.630427682
2020-10-06,18229584.465256848417111875,867493.564787459
2020-10-07,17165910.74189781731052125,1133504.57237605
2020-10-08,17665223.09391649518695,955555.492295666
2020-10-09,22073389.67884857733119375,1405433.58095673
2020-10-10,20909492.3832127038631625,1523317.48965447
2020-10-11,23525077.1244720337803375,1152983.87324305
2020-10-12,23349526.13579906483384375,1031024.96778022
2020-10-13,27088051.07304364194879375,2907815.04561703
2020-10-14,32369989.0014142092682875,4189334.24050847
2020-10-15,28681696.30172634233481875,2675157.33194168
2020-10-16,24223492.37373423351126875,1261816.48171892
2020-10-17,25239993.11904316649808125,862545.69023419
2020-10-18,30077688.3552809212709125,1643446.74572274
2020-10-19,26110327.85373101565441875,1824436.02202006
2020-10-20,23136046.607488982729625,1016111.39975188
2020-10-21,24601684.61706165936061875,1333381.17586495
2020-10-22,26750110.80816423669665625,1865579.53741256
2020-10-23,24505316.01655317171945625,1294598.78057744
2020-10-24,24056248.07425027570151875,688389.083063361
2020-10-25,23157854.8750102110375,935356.795404685
2020-10-26,20574244.3496540810311375,1144614.83566745
2020-10-27,22916967.5032341246625625,1261847.30143149
2020-10-28,19379999.861728205505255625,1207780.76617376
2020-10-29,17943289.982475137163349375,1160842.03206694
2020-10-30,20229507.6333645851360875,1469570.57531073
2020-10-31,19450888.7203933899471875,591308.436183472
2020-11-01,19993052.50415446050818125,529975.744392138
2020-11-02,20067577.68452070401595625,8026924.71223889
2020-11-03,17328051.08049656972347625,1845240.26291518
2020-11-04,16285120.23354685361732,957438.231992937
2020-11-05,17143184.89755000171070875,1228917.35736642
2020-11-06,21048657.182779650626825,2105757.12797434
2020-11-07,18621454.6548006465162625,1738516.10422343
2020-11-08,19740557.90332424549463125,814096.954446399
2020-11-09,18960908.55105257745988375,1306528.93763136
2020-11-10,22372108.9196161708804625,2796172.47586176
2020-11-11,23855730.36797159807513125,6633768.82109944
2020-11-12,20001699.24938068507098125,9148510.72083188
2020-11-13,19288132.526500858124601875,6438153.702879
2020-11-14,18200869.90175580899616375,3802987.06762884
2020-11-15,18271450.257321820423291875,4514659.45049632
2020-11-16,18194894.747710525815018125,4428791.93905774
2020-11-17,17943799.749753425004603125,9831445.39027059
2020-11-18,17229696.943589322884566875,7544346.90071901
2020-11-19,17145110.68149001607604875,1702212.37734378
2020-11-20,17931873.790901684019590625,2126672.02532142
2020-11-21,19917469.792842313150869375,2424139.8253999
2020-11-22,18694142.24661301267457375,2462868.89165538
2020-11-23,19670351.6967713821076025,2562365.93821142
2020-11-24,20524376.70007639760374375,3696494.838492
2020-11-25,20173372.21754623260926875,4289244.05066977
2020-11-26,18875552.9596863894205499999929754359582284,4149709.59113692
2020-11-27,19014536.71900966915075607142149514152476182,1994165.30352474
2020-11-28,20265530.87473492817594749999245815368831238,1116518.34084248
2020-11-29,19258315.73082236760651499999283299024527932,1106079.64308852
2020-11-30,22625277.1199584541247642857058656850324564,10497777.5553872
2020-12-01,20871104.3431983023049124999922327886555473,3810406.39253386
2020-12-02,20897423.22062683672098357142079442261908284,2681215.56011387
2020-12-03,28283223.6322027961199678571323315007137586,11257963.5796988
2020-12-04,24198402.1241918741395571428481373871683896,6864586.37953024
2020-12-05,28549666.1267993874930071428465180580438732,3670620.599273
2020-12-06,30082634.9011097387106571428459475615210864,11906307.4439454
2020-12-07,29779335.7528666674454142857032032918759336,5469014.00035189
2020-12-08,25480686.46066347532196428570480304036069,7044993.1329881
2020-12-09,28974673.4122917810075321428463598909744614,4609504.59241926
2020-12-10,28897293.5309099048253071428463886880080356,4726768.58648725
2020-12-11,25423623.4335122540902357142762528478764636,3156218.14382849
2020-12-12,26858783.4873271061569678571328616081518146,2963599.08554238
2020-12-13,26601153.5927476701847071428472431997714228,2403956.5970661
2020-12-14,25748697.11943568620428571427613187123912,1694119.58895343
