time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,volume_reported_spot_usd_1d
2025-11-12,,,,,,1454389.78847563
2025-11-13,,,,,,2344305.39913081
2025-11-14,,,,,,2026684.49895212
2025-11-15,,,,,,2531895.22217583
2025-11-16,,,,,,2280905.23936421
2025-11-17,,,,,,1438493.88526521
2025-11-18,,,,,,1132117.66101132
2025-11-19,,,,,,2020542.33742481
2025-11-20,,,,,,2299893.49380181
2025-11-21,,,,,,2168961.26284059
2025-11-22,0.00432471681721224,0.0000000509101386615983,0.00000156861048106227,0.00375722710485054,0.00432471681721224,2088484.99173937
2025-11-23,0.00423409954390281,0.0000000499451426331209,0.00000152738340528649,0.00367987467318408,0.00423409954390281,1980563.05173831
2025-11-24,0.00410731208496425,0.0000000472797977321417,0.00000146571047149357,0.00357186718418334,0.00410731208496425,2649227.99182483
2025-11-25,0.00460442987891934,0.0000000520995110942715,0.0000015562547574193,0.0039977426797695,0.00460442987891934,6656184.17321601
2025-11-26,0.00502872247098662,0.000000057514134125007,0.00000169743920722182,0.00434849003803539,0.00502872247098662,11564828.7336347
2025-11-27,0.00631058387230168,0.0000000697693124467091,0.00000208658629763271,0.00544306657941762,0.00631058387230168,4015918.22784053
2025-11-28,0.00567848713280621,0.0000000621712653908324,0.00000188338695674762,0.0048977739575771,0.00567848713280621,
