time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,649325.596752692
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,303653.577032952
2017-07-29,,,,,,,,,,,,,,,,,,,,,,,,,274925.215324266
2017-07-30,,,,,,,,,,,,,,,,,,,,,,,,,254340.982961285
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,323296.20755957
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,286882.770622604
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,210818.947107476
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,241467.685343423
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,220996.900648468
2017-08-05,,,,,,,,,,,,,,,,,,,,,,,,,114437.435605409
2017-08-06,,,,,,,,,,,,,,,,,,,,,,,,,197040.565574007
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,437228.086671223
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,488372.489405066
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,344575.963187137
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,382384.530450835
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,263555.934642243
2017-08-12,,,,,,,,,,,,,,,,,,,,,,,,,349890.821779441
2017-08-13,,,,,,,,,,,,,,,,,,,,,,,,,459574.38629595
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,448230.63632774
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,479348.64327601
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,274007.59210636
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,241942.3143466
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,372394.406576702
2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,438927.654563016
2017-08-20,,,,,,,,,,,,,,,,,,,,,,,,,464032.051829985
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,374908.013766376
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,476886.002223782
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,406412.513078233
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,480564.419881566
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,643052.675242725
2017-08-26,,,,,,,,,,,,,,,,,,,,,,,,,521057.342210111
2017-08-27,,,,,,,,,,,,,,,,,,,,,,,,,349840.640874474
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,619951.541071977
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,742005.788316788
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,847696.528779751
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,677684.141762866
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,706814.881315389
2017-09-02,,,,,,,,,,,,,,,,,,,,,,,,,490995.719355766
2017-09-03,,,,,,,,,,,,,,,,,,,,,,,,,641772.728526495
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,801100.071097147
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,819009.020862121
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,983266.349836584
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,618582.874078529
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,447122.980985084
2017-09-09,,,,,,,,,,,,,,,,,,,,,,,,,396033.212907723
2017-09-10,,,,,,,,,,,,,,,,,,,,,,,,,776919.710496197
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,573440.938950138
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,515463.026444926
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,549885.418357109
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,651798.559110733
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,655246.190821974
2017-09-16,,,,,,,,,,,,,,,,,,,,,,,,,591219.25335415
2017-09-17,,,,,,,,,,,,,,,,,,,,,,,,,653360.03528259
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,629731.546190865
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,460336.861674
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,382913.699038455
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,721905.944411433
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,579623.864818781
2017-09-23,,,,,,,,,,,,,,,,,,,,,,,,,389762.5015159
2017-09-24,,,,,,,,,,,,,,,,,,,,,,,,,277098.561412394
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,241216.314071743
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,266657.856923371
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,504380.999308567
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,417309.857533531
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,331992.908469135
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,409074.257681896
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,459885.935837066
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,508522.082077913
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,529819.792194339
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,481713.989947217
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,498726.613093154
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,519762.718045807
2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,447328.909203344
2017-10-08,,,,,,,,,,,,,,,,,,,,,,,,,457251.368128779
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,742645.959569023
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,806277.601755687
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,482153.427669189
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,445476.609874001
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,687737.738383576
2017-10-14,,,,,,,,,,,,,,,,,,,,,,,,,635748.427327408
2017-10-15,,,,,,,,,,,,,,,,,,,,,,,,,340489.886960997
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,478540.140316752
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,1088005.56796135
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,1038027.61994079
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,1486935.03056608
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,849557.843806413
2017-10-21,,,,,,,,,,,,,,,,,,,,,,,,,666881.423110982
2017-10-22,,,,,,,,,,,,,,,,,,,,,,,,,564406.618533018
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,438683.485324566
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,398774.098469792
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,182586.053023924
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,215851.625210906
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,287190.900435969
2017-10-28,,,,,,,,,,,,,,,,,,,,,,,,,354536.643429864
2017-10-29,,,,,,,,,,,,,,,,,,,,,,,,,555413.513976947
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,663598.408513571
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,699021.769498142
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,476853.007716983
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,698693.069243787
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,642364.75917298
2017-11-04,,,,,,,,,,,,,,,,,,,,,,,,,562476.548400832
2017-11-05,,,,,,,,,,,,,,,,,,,,,,,,,337903.557423125
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,517433.692849314
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,600040.131071479
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,594924.396298025
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,514616.729931334
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,524188.874291593
2017-11-11,,,,,,,,,,,,,,,,,,,,,,,,,505007.412917554
2017-11-12,,,,,,,,,,,,,,,,,,,,,,,,,279292.094937043
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,391987.658743388
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,369236.284289855
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,179374.780215132
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,376538.663825376
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,273662.357340011
2017-11-18,,,,,,,,,,,,,,,,,,,,,,,,,184408.533480209
2017-11-19,,,,,,,,,,,,,,,,,,,,,,,,,252156.067198546
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,284755.828431217
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,297441.587404375
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,849997.968444628
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,317286.175493352
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,774044.697367449
2017-11-25,,,,,,,,,,,,,,,,,,,,,,,,,571617.799194204
2017-11-26,,,,,,,,,,,,,,,,,,,,,,,,,789089.063379818
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,388207.448614748
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,501804.321997945
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,431670.215858922
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,340713.051967767
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,510997.146670478
2017-12-02,,,,,,,,,,,,,,,,,,,,,,,,,466159.308630208
2017-12-03,,,,,,,,,,,,,,,,,,,,,,,,,519811.73331776
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,634839.66964514
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,498701.350185402
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,702543.30142753
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,468136.938182111
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,920163.381208838
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,897642.532555034
2017-12-10,,,,,,,,,,,,,,,,,,,,,,,,,909751.957373699
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,721009.820305352
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,798676.782875153
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,704536.731054804
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,587638.696614599
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,967364.850531568
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,746917.000249495
2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,3077246.24611304
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,2921923.19499836
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,3262534.61687948
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,2503767.0926524
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,1873081.67995163
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,1747349.93366611
2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,1587617.78886046
2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,1762197.40424395
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,1333223.33809374
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,802300.657937181
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,1135490.69836918
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,578946.800307115
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,950133.217479678
2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,740315.007538543
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,516381.134953855
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,681205.58090237
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,1743193.04791805
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,1685512.72902104
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,1195222.02781288
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,1787006.55753075
2018-01-06,,,,,,,,,,,,,,,,,,,,,,,,,1260640.2363423
2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,1272525.94952121
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,1416697.213183
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,1542956.5478224
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,1136312.03320942
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,987348.40617067
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,1119097.3015842
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,1680778.8789997
2018-01-14,,,,,,,,,,,,,,,,,,,,,,,,,3329945.80834257
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,3276437.27793739
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,3590944.58885355
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,2438815.78988045
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,3923379.09519989
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,4715460.6774723
2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,3037901.56061308
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,1318102.93131969
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,2751309.60783389
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,3102392.3183878
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,2921522.33562948
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,1306071.56570727
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,614867.30885224
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,342437.401856858
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,602078.032003262
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,2027331.97170505
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,1481285.72972965
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,2117890.61176585
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,3227737.09698654
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,2762357.89328462
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,1621295.61207488
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,1559362.12113038
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,2193967.72197925
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,1556180.83949625
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,2178766.60643674
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,1877691.15893891
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,1072286.22321219
2018-02-10,,,,,,,,,,,,,,,,,,,,,,,,,1107599.00360435
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,610520.282054616
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,917236.563071513
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,1556064.49529023
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,1809624.13551256
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,747096.697026877
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,894153.877413148
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,885546.947919479
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,1059068.7816708
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,1513616.16958986
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,2118052.88555248
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,1120761.41917352
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,2204625.66918234
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,1569365.69253647
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,1221848.18066422
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,516899.400274259
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,1589934.69578465
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,545220.731691186
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,707943.480870969
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,539057.776469579
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,325456.997205899
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,254159.794170221
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,416800.597926214
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,303828.884701614
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,926942.540865084
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,374930.386483579
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,671854.047905697
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,480347.58771872
2018-03-10,,,,,,,,,,,,,,,,,,,,,,,,,309414.493378974
2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,245207.296959145
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,358992.798632477
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,179870.216191213
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,333669.73319126
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,233265.347902294
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,413693.5335065
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,350885.26766579
2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,389743.926125233
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,689451.535784933
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,788537.865748677
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,754796.569536702
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,484710.815460041
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,455900.951938488
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,1248451.10849311
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,538298.541905847
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,1055452.70813584
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,1657167.69543595
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,436109.514668988
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,382287.901178238
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,428271.883314526
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,309614.104683736
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,523713.086773285
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,250796.034255598
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,671804.464546805
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,857780.316926161
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,940141.934859467
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,432864.767494909
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,422336.453912778
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,640463.16836395
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,600126.550157909
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,560152.512460619
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,616911.856293796
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,744837.514117516
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,565298.396390433
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,560040.79440953
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,696576.843908489
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,312687.378641539
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,311236.420642882
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,344405.8031864
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,423035.202422136
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,735058.336842133
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,315662.915736891
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,486357.804014807
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,1115713.35859423
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1428929.35340768
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1242916.22806164
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,1031728.84882343
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,1001305.43434068
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,920650.036465724
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,1175067.95279704
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,926686.157043612
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,441136.352650365
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,317290.603135124
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,834184.398896918
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,1094818.09263706
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,686093.492066055
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,939972.191285694
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,390534.997859131
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,634692.718253208
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,711643.884321039
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,439137.879237589
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,699444.721639053
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,601214.727443149
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,768221.749091126
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,905497.811987004
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,1407593.95330578
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,819883.180464717
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,855491.151243333
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,699456.387270781
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,539241.069378785
2018-05-20,,,,,,,,,,,,,,,,,,,,,,,,,710032.676852107
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,652075.554272527
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,855322.33023476
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,707626.210111035
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,803939.080416238
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,748577.184009183
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,866227.28749227
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,876225.39641776
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,747942.589029391
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,737760.449587078
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,1358062.62101821
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,798878.593345584
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,958650.109490458
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,1268217.40003167
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,1261898.63923958
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,1350159.47109987
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,1544528.31332238
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,1499974.40905042
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,1232704.07666104
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,1223781.21041356
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,1283063.80255431
2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,1387234.69080824
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,1234278.24925304
