time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,volume_reported_spot_usd_1d
2025-12-22,,,,,,55017.2528816595
2025-12-23,,,,,,77437.9270158648
2025-12-24,,,,,,122926.393081771
2025-12-25,,,,,,57899.3353978262
2025-12-26,,,,,,85217.3672449481
2025-12-27,,,,,,64812.946428545
2025-12-28,,,,,,66721.3430733945
2025-12-29,,,,,,109394.253962561
2025-12-30,,,,,,73388.5791830917
2025-12-31,,,,,,117811.079164281
2026-01-01,,,,,,54709.0238809566
2026-01-02,,,,,,1021349.79414856
2026-01-03,,,,,,68838.7920259225
2026-01-04,,,,,,64382.8263646656
2026-01-05,,,,,,1083834.16612513
2026-01-06,,,,,,1380580.82070506
2026-01-07,,,,,,784567.424193176
2026-01-08,,,,,,1627273.1564646
2026-01-09,,,,,,1146221.78769901
2026-01-10,,,,,,54746.8060070742
2026-01-11,,,,,,56760.226571741
2026-01-12,,,,,,1093979.93206083
2026-01-13,,,,,,901279.730335497
2026-01-14,,,,,,1292329.67228015
2026-01-15,,,,,,860084.883532504
2026-01-16,,,,,,733683.665839007
2026-01-17,,,,,,57208.9246026465
2026-01-18,,,,,,54914.3031695589
2026-01-19,,,,,,56502.9100706818
2026-01-20,,,,,,2179638.36148628
2026-01-21,,,,,,2007946.91397864
2026-01-22,,,,,,972404.473083488
2026-01-23,,,,,,1163482.71618585
2026-01-24,,,,,,60775.5708205892
2026-01-25,,,,,,61932.0861664533
2026-01-26,,,,,,1055569.7283673
2026-01-27,,,,,,1053615.52635075
2026-01-28,,,,,,933795.951940454
2026-01-29,,,,,,1160872.58039043
2026-01-30,,,,,,1174565.24327852
2026-01-31,,,,,,57478.1532215451
2026-02-01,,,,,,57545.5481274076
2026-02-02,,,,,,752190.75227752
2026-02-03,,,,,,860938.031347827
2026-02-04,,,,,,1343203.50523281
2026-02-05,,,,,,1368316.8625182
2026-02-06,,,,,,980859.259856633
2026-02-07,,,,,,70524.8990746728
2026-02-08,,,,,,64544.9221022025
2026-02-09,,,,,,711430.542284846
2026-02-10,,,,,,719934.299529998
2026-02-11,63.6590557803535,0.000926774993342394,0.031557237154687,53.569952129805,63.6590557803535,1084401.08976608
2026-02-12,62.8758268757149,0.000938589235398785,0.0324092452543366,52.9745415233595,62.8758268757149,748785.019604233
2026-02-13,61.6925353888372,0.000931608225544069,0.0317208676760816,52.0048086770148,61.6925353888372,729971.619135023
2026-02-14,63.5350487084513,0.000922658620415784,0.0310152141314142,53.5680605958168,63.5350487084513,80332.6073106172
2026-02-15,63.2257209863118,0.000905837549952502,0.030300261853675,53.3841758378391,63.2257209863118,56529.0902295798
2026-02-16,63.2222637069077,0.000921205020795323,0.0322516152432906,53.3191692848639,63.2222637069077,59384.7434540754
2026-02-17,63.2199515951248,0.000919597201117358,0.031667103627292,53.3709521207467,63.2199515951248,
