time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-01-15,,,25046480.9352495
2026-01-16,,,12146024.6726829
2026-01-17,,,9011175.89745333
2026-01-18,,,8066047.32838173
2026-01-19,1.83540237518747,1.83540237518747,11997574.5800367
2026-01-20,1.67029500498619,1.67029500498619,16156510.1799737
2026-01-21,1.65063002046386,1.65063002046386,17953737.48379
2026-01-22,1.73394601636814,1.73394601636814,14510929.9970537
2026-01-23,1.75093232483155,1.75093232483155,11519843.9571174
2026-01-24,1.70304003821792,1.70304003821792,8445493.90590722
2026-01-25,1.81536967966691,1.81536967966691,
