time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2024-07-24,,,61420.5256385483
2024-07-25,,,17022.4761164733
2024-07-26,,,105896.026854141
2024-07-27,,,49705.8926912432
2024-07-28,,,62176.7897824942
2024-07-29,,,43966.4429286299
2024-07-30,,,14253.6399571559
2024-07-31,,,35281.9405949578
2024-08-01,,,48298.3701999533
2024-08-02,,,16760.7566102905
2024-08-03,,,115157.522080167
2024-08-04,,,301640.774553475
2024-08-05,,,375744.148149876
2024-08-06,,,44307.0553396701
2024-08-07,,,19400.5939733079
2024-08-08,,,31244.0486332593
2024-08-09,,,47474.522424935
2024-08-10,,,51866.6094075844
2024-08-11,,,12693.0540100386
2024-08-12,,,26373.9232291005
2024-08-13,,,31964.6539915994
2024-08-14,,,35294.4234135231
2024-08-15,,,43769.7336682452
2024-08-16,,,8373.33676706293
2024-08-17,,,8717.57214438096
2024-08-18,,,2390.65680384561
2024-08-19,,,20279.438264305
2024-08-20,,,6856.09619489819
2024-08-21,,,8477.69367849611
2024-08-22,,,7034.23088260182
2024-08-23,,,102518.323163899
2024-08-24,,,31950.4141718318
2024-08-25,,,33645.8882918903
2024-08-26,,,20293.0843315993
2024-08-27,,,6995.67418491734
2024-08-28,,,20421.4530832322
2024-08-29,,,9083.01639485361
2024-08-30,,,12621.9928676171
2024-08-31,,,4646.39169586829
2024-09-01,,,22329.9497157268
2024-09-02,,,29164.4017221946
2024-09-03,,,18766.9208151201
2024-09-04,,,38046.8214074981
2024-09-05,,,14209.8041559048
2024-09-06,,,30395.147491118
2024-09-07,,,46671.1056367422
2024-09-08,,,41095.9623529808
2024-09-09,,,15702.179632767
2024-09-10,,,19749.6190923531
2024-09-11,,,30661.0778906264
2024-09-12,,,20331.2264608016
2024-09-13,,,2062.43993902785
2024-09-14,,,5402.91723296927
2024-09-15,,,11658.6412851347
2024-09-16,,,3001.15071862711
2024-09-17,,,110309.793026953
2024-09-18,,,11263.3267515082
2024-09-19,,,465566.934787832
2024-09-20,,,30236.8995791429
2024-09-21,,,76252.6889969808
2024-09-22,,,28430.8566554708
2024-09-23,,,24545.376682292
2024-09-24,,,38950.1262580524
2024-09-25,,,31982.3549600505
2024-09-26,,,87290.0934741333
2024-09-27,,,46878.8223302584
2024-09-28,,,49871.0907332679
2024-09-29,,,119121.847648375
2024-09-30,,,151046.225645933
2024-10-01,,,84586.2226578877
2024-10-02,,,87954.5324440144
2024-10-03,,,17399.5299254632
2024-10-04,,,53727.7986870319
2024-10-05,,,26249.2650913877
2024-10-06,,,11196.6814012189
2024-10-07,,,1986.57634639099
2024-10-08,,,34885.3161398782
2024-10-09,,,44419.2277249496
2024-10-10,,,32340.6280430001
2024-10-11,,,13460.3582730989
2024-10-12,,,48675.0083045499
2024-10-13,,,56327.9993356234
2024-10-14,,,305943.111465185
2024-10-15,,,16395.0898773604
2024-10-16,,,13853.9635057262
2024-10-17,,,6871.18925069479
2024-10-18,,,81224.3660079461
2024-10-19,,,19103.1121862437
2024-10-20,,,15119.7144851517
2024-10-21,,,42652.1062207356
2024-10-22,,,23362.7705908545
2024-10-23,,,46947.0405574883
2024-10-24,,,15350.8278918007
2024-10-25,,,74108.3722261902
2024-10-26,,,429045.183983154
2024-10-27,,,146187.648442639
2024-10-28,,,58585.1112586318
2024-10-29,,,37887.1962131547
2024-10-30,,,39207.5705684884
2024-10-31,,,24586.0081813816
2024-11-01,,,10689.4210707088
2024-11-02,,,101692.036045321
2024-11-03,,,7085.15206221286
2024-11-04,,,18085.7395406964
2024-11-05,,,32172.3772840731
2024-11-06,,,7285.03267861127
2024-11-07,,,56893.1475554157
2024-11-08,,,24988.3193745249
2024-11-09,,,37822.8647270391
2024-11-10,,,55058.8021058594
2024-11-11,,,51807.3860693315
2024-11-12,,,71185.0016222543
2024-11-13,,,20874.2813753433
2024-11-14,,,122953.763782481
2024-11-15,,,133197.971127618
2024-11-16,,,69343.1582497026
2024-11-17,,,123342.817011123
2024-11-18,,,18916.4628134587
2024-11-19,,,145506.725745572
2024-11-20,,,98813.5401986591
2024-11-21,,,153598.283628774
2024-11-22,,,185627.291307198
2024-11-23,,,150058.227418405
2024-11-24,,,249166.483130281
2024-11-25,,,51860.891123275
2024-11-26,,,89383.999771963
2024-11-27,,,389457.510857688
2024-11-28,,,91439.9966658083
2024-11-29,,,86988.3669098853
2024-11-30,,,104002.80368491
2024-12-01,,,210026.030482123
2024-12-02,,,70090.0156575188
2024-12-03,,,15984.5222573693
2024-12-04,,,41913.1548154313
2024-12-05,,,270930.424372166
2024-12-06,,,94620.7931950635
2024-12-07,,,252427.885702434
2024-12-08,,,114769.600184469
2024-12-09,,,46786.5884394207
2024-12-10,,,21236.9732850641
2024-12-11,,,83224.8554166508
2024-12-12,,,47325.6517400363
2024-12-13,,,146104.957420684
2024-12-14,,,53667.4564228175
2024-12-15,,,125844.245609798
2024-12-16,,,215437.134041255
2024-12-17,,,46537.187637362
2024-12-18,,,153292.983828932
2024-12-19,,,275311.93592785
2024-12-20,,,167911.650913399
2024-12-21,,,88867.9662264608
2024-12-22,,,25239.5146367119
2024-12-23,,,32922.9859843459
2024-12-24,,,35646.402552088
2024-12-25,,,211157.092128643
2024-12-26,,,168179.52401414
2024-12-27,,,38246.0349934116
2024-12-28,,,137694.090473912
2024-12-29,,,65284.4170082485
2024-12-30,,,159001.647176663
2024-12-31,,,16326.269325347
2025-01-01,,,4577.72231885247
2025-01-02,,,8842.03096446507
2025-01-03,,,190423.935267919
2025-01-04,,,14952.5006993529
2025-01-05,,,22622.4093650295
2025-01-06,,,135454.606234306
2025-01-07,,,88506.436576399
2025-01-08,,,10799.1972540487
2025-01-09,,,97675.7288174716
2025-01-10,,,24811.2176563136
2025-01-11,,,2880.32977217846
2025-01-12,,,14649.1706013599
2025-01-13,,,42815.9158357439
2025-01-14,,,44846.2894387129
2025-01-15,,,31484.2588882881
2025-01-16,,,28983.0514332595
2025-01-17,,,199671.596318328
2025-01-18,,,256232.449878742
2025-01-19,,,6627.55732205283
2025-01-20,,,139215.114790223
2025-01-21,,,141415.01077133
2025-01-22,,,297682.941073713
2025-01-23,,,246062.405370539
2025-01-24,,,207346.671479397
2025-01-25,,,112551.357463191
2025-01-26,,,30976.7764303091
2025-01-27,,,105403.634258232
2025-01-28,,,211626.456743382
2025-01-29,,,247967.195632224
2025-01-30,,,20928.3004275146
2025-01-31,,,73430.2056872115
2025-02-01,,,12608.3537504895
2025-02-02,,,53078.7602753967
2025-02-03,,,1083.31174524174
2025-02-04,,,16669.6569222543
2025-02-05,,,23695.624200078
2025-02-06,,,12021.601973194
2025-02-07,,,9990.98384112496
2025-02-08,,,14150.0272551386
2025-02-09,,,19001.0728443374
2025-02-10,,,137529.887183272
2025-02-11,,,17023.185872087
2025-02-12,,,1378.71780832744
2025-02-13,,,1665.71127820639
2025-02-14,,,21171.075848013
2025-02-15,,,19499.2385820655
2025-02-16,,,8825.23083247464
2025-02-17,,,6637.16519208049
2025-02-18,,,58710.2981596625
2025-02-19,,,24606.4952235038
2025-02-20,,,232105.453196144
2025-02-21,,,41437.6000025645
2025-02-22,,,65345.428229493
2025-02-23,,,126893.017952632
2025-02-24,,,107972.962477665
2025-02-25,,,2599.28040642241
2025-02-26,,,36879.956249039
2025-02-27,,,19975.7309949897
2025-02-28,,,266827.307908547
2025-03-01,,,88662.7932411397
2025-03-02,,,21374.5431580625
2025-03-03,,,78031.0689427994
2025-03-04,,,2131.29042228778
2025-03-05,,,3914.01650997629
2025-03-06,,,25612.7395877557
2025-03-07,,,5028.96659622036
2025-03-08,,,9695.47035170146
2025-03-09,,,12234.3805921336
2025-03-10,,,15741.5634239051
2025-03-11,,,17240.4331795165
2025-03-12,,,24269.8474637648
2025-03-13,,,29262.3379248245
2025-03-14,,,5607.6409621137
2025-03-15,,,44548.7440308356
2025-03-16,,,3256.12930979948
2025-03-17,,,21257.7353289149
2025-03-18,,,2457.31117619677
2025-03-19,,,12304.496543161
2025-03-20,,,91277.4556526366
2025-03-21,,,2486.43318091599
2025-03-22,,,5880.85555752497
2025-03-23,,,178.960959485199
2025-03-24,,,735.439058537113
2025-03-25,,,29035.7503537594
2025-03-26,,,3042.49951700293
2025-03-27,,,20614.7343098316
2025-03-28,,,2701.55016335671
2025-03-29,,,1944.64433205662
2025-03-30,,,2837.13804593694
2025-03-31,,,1902.49257612797
2025-04-01,,,1208.51976448388
2025-04-02,,,3403.50872623353
2025-04-03,,,90058.7591256651
2025-04-04,,,154959.240264993
2025-04-05,,,22177.39783821
2025-04-06,,,8069.69604767909
2025-04-07,,,67755.8080258276
2025-04-08,,,11629.0027129862
2025-04-09,,,1416.587919259
2025-04-10,,,14361.5311085437
2025-04-11,,,7375.03042969548
2025-04-12,,,17905.907544198
2025-04-13,,,18449.0453789411
2025-04-14,,,1920.48457612004
2025-04-15,,,19094.2635946485
2025-04-16,,,19107.9454405765
2025-04-17,,,16660.1954876801
2025-04-18,,,2873.63084180373
2025-04-19,,,6682.2900787734
2025-04-20,,,19081.5085710233
2025-04-21,,,1765.32006745315
2025-04-22,,,12834.798188228
2025-04-23,,,8577.79855735391
2025-04-24,,,5150.9798764876
2025-04-25,,,1175.62041155914
2025-04-26,,,22747.16700259
2025-04-27,,,2675.64455128905
2025-04-28,,,11987.1919442931
2025-04-29,,,6201.63984589822
2025-04-30,,,1500.89934233742
2025-05-01,,,23449.3837362309
2025-05-02,,,10840.7070579514
2025-05-03,,,7103.39305981398
2025-05-04,,,15231.3939249882
2025-05-05,,,4387.62904324266
2025-05-06,,,8649.24256294779
2025-05-07,,,5975.93920036373
2025-05-08,,,1427.48290698756
2025-05-09,,,79548.4142217915
2025-05-10,,,402338.4186292
2025-05-11,,,89715.2394712153
2025-05-12,,,168228.983974312
2025-05-13,,,296887.574943089
2025-05-14,,,69111.2253890321
2025-05-15,,,26172.6473188616
2025-05-16,,,7893.24978767529
2025-05-17,,,3445.95891924372
2025-05-18,,,10087.4502884867
2025-05-19,,,7036.56480983402
2025-05-20,,,101186.613615197
2025-05-21,,,363.336257604064
2025-05-22,,,264.930413465392
2025-05-23,,,1834.78104830918
2025-05-24,,,881.529309393717
2025-05-25,,,3236.30930583094
2025-05-26,,,20261.927554527
2025-05-27,,,3401.90071229053
2025-05-28,,,3145.93124936102
2025-05-29,,,30429.9488021501
2025-05-30,,,135.553700427375
2025-05-31,,,9327.47441027056
2025-06-01,,,961.270502456002
2025-06-02,,,381.216896378461
2025-06-03,,,5102.35050108906
2025-06-04,,,3208.36114810947
2025-06-05,,,184.868796716187
2025-06-06,,,423.012860333409
2025-06-07,,,34.0682151559862
2025-06-08,,,23667.6598409944
2025-06-09,,,71.6473068987368
2025-06-10,,,4710.62942331063
2025-06-11,,,9785.76691363486
2025-06-12,,,390.00714896888
2025-06-13,,,42.5046078759507
2025-06-14,,,17.6003472081089
2025-06-15,,,5701.26460337478
2025-06-16,,,493.263296265235
2025-06-17,,,15.7343429800548
2025-06-18,,,48.6694094079314
2025-06-19,,,0
2025-06-20,,,0
2025-06-21,,,110.205367128877
2025-06-22,,,249.41958165775
2025-06-23,,,25084.0406413115
2025-06-24,,,5533.9384103596
2025-06-25,,,153.397685393379
2025-06-26,,,392.851192460745
2025-06-27,,,405.239704031468
2025-06-28,,,30.5755101093979
2025-06-29,,,0
2025-06-30,,,10.634270240647
2025-07-01,,,278.222262707178
2025-07-02,,,125.902051178392
2025-07-03,,,17.3323337092737
2025-07-04,,,34.1099201469033
2025-07-05,,,161.495950012096
2025-07-06,,,6543.59272073216
2025-07-07,,,5.59707925847025
2025-07-08,,,2327.20806951856
2025-07-09,,,12.9767313099505
2025-07-10,,,917.272737933333
2025-07-11,,,62.2141124306318
2025-07-12,,,2885.52437560079
2025-07-13,,,321.844878431525
2025-07-14,,,46.7456661989435
2025-07-15,,,0
2025-07-16,,,126.991465790511
2025-07-17,,,640.513489932049
2025-07-18,,,18.279265272141
2025-07-19,,,21.3365463325393
2025-07-20,,,153.966694894446
2025-07-21,,,179.359105414307
2025-07-22,,,3484.4756396552
2025-07-23,,,389.967409238765
2025-07-24,,,0.731056629549151
2025-07-25,,,19.6301032065879
2025-07-26,,,15.5246618979951
2025-07-27,,,12200.5377596648
2025-07-28,,,39.9544741473857
2025-07-29,,,420.445014264461
2025-07-30,,,6.84331926834803
2025-07-31,,,2048.93328800645
2025-08-01,,,57.6833255774657
2025-08-02,,,383.102058510718
2025-08-03,,,40.9332299753687
2025-08-04,,,4.41622426414277
2025-08-05,,,7152.75355751596
2025-08-06,,,10922.3533317011
2025-08-07,,,17741.3873800518
2025-08-08,,,152.097949147407
2025-08-09,,,12837.380978303
2025-08-10,,,13845.7035629424
2025-08-11,,,2367.17466929967
2025-08-12,,,51059.2508814431
2025-08-13,,,83967.3706234018
2025-08-14,,,19246.0271516437
2025-08-15,,,6159.13415685702
