time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2020-03-14,1375,4264,160741,253440,503,80187,219612,46,23605,404714,264659,231089,178667,6792,15,33886,91,104025,930,3,5738,15,29984,69,0,93026,734,3,1614335656,9867324.69122171066811717924168,0.17576459,14670845.30627026167702046672506,11529406.90466901675022831169943,83468720.52167239530461076543435,4083.37862817,3378.43853916546788575430697,0.817333858236,12.21817603,4.742250486732729,0.0001608038457042664,0.827363525845641,-69.39791183344497,-55.761951579435234,0.870738110095397,0.00015472382817066,0.00646139954450058,0.787776747299767,0.870738110095397,0.003847521472,17732042.62452266,10426645.93707086,506804.32864941,11926226.35997448,16293245.33701389,7686400.20944095,17693407.12587946,17732042.62452266,17732042.62452266,1143293.35635111,8457282.91929694,17732042.62452266,67.258051,16322017.71975396,17727337.0001391,17732021.11600439,14492998.8126978,17669397.07544964,17731753.210803,12386209.04949519,17331169.44993877,17732033.79988195,17731901.17603733,17729684.3302461,17699965.80573055,17467438.48920535,16652059.52485526,11244150.37093243,12970616.23972127,15040465.39203644,6560975.39826815,17688228.20623621,17424659.52433861,16537045.18789124,11244150.37093243,12728765.89993475,0,14827233.0816317,6560975.39826815,13055384.44133911,17523683.90881191,16282053.14158647,17732042.62452266,9311,0.1077662,11852,1451283.93840795,1200739.39628434960098298724595,126.51784666,104.67625169501575486740906,0.0010001,0.0008274462621982255641,538.5179566137664,0.06879678712506597,0.13018690238864328,,
2020-03-15,1578,4258,160783,253497,498,80211,219654,46,23599,404785,264725,231148,178721,6783,15,33891,91,104062,924,4,6277,15,32171,80,0,97302,824,3,1614335656,11033341.53557875575310666331766,0.1976505,16401584.21757476881279437892719,12881149.82148734826362650345041,82982760.97479810127118856262257,11558.35404791,10684.15129275604041749864697,0.817296372263,6.95689452,5.313961197778706,0.00017250108533021642,0.924366155290767,-65.78470712450918,-61.31566841461863,0.827363525845641,0.000160803845704267,0.00677732679705108,0.750659853119347,0.827363525845641,0.003846612953,17743600.97857057,10436188.07833364,825185.85198529,11936115.86969898,16301944.57360341,7707180.33918711,17704965.19008849,17743600.97857057,17743600.97857057,1605188.04806036,8463840.43751301,17743600.97857057,67.269975,16332704.34559862,17738892.96595453,17743579.45726818,14501780.71067254,17680924.86354698,17743311.25778047,12411788.68652182,17342395.29114928,17743592.15393297,17743459.49086268,17741242.65493815,17711515.69880733,17478851.30777899,16662620.09773244,11267724.82596895,12990539.25327297,15048587.18877071,7631375.42685953,17704619.51512225,17461038.84347464,16610211.72804332,11267724.82596895,12876543.59892981,0,14945267.53028203,6560975.39826815,13076503.18029898,17535119.77462974,16293844.94714826,17743600.97857057,10090,0.11678241,13523,2550505.96507993,2357601.39298710212971754600631,208.44782656,192.68211601598382598537152,0.001,0.000924366155290767,538.303976683254,0.06924841715582229,0.12259759623648986,,
2020-03-16,1380,4254,160798,253506,500,80231,219667,46,23592,404807,264742,231168,178743,6775,15,33898,92,104079,924,4,5694,15,29823,64,0,92746,727,3,1614335656,9787185.71371132966653993083975,0.17556415,14552770.44542089747965018438175,11425535.15429263269272424957275,82891471.84696018173947676472262,5637.46143474,4622.2085771168341823945145,0.817515069469,8.82053066,4.693933448944526,0.00016355903565166567,0.819909569337925,-69.1319648004316,-63.50521238569702,0.924366155290767,0.000172501085330216,0.00746933975665703,0.83266939437952,0.924366155290767,0.003844975816,17749238.44000531,10439925.05505744,796573.24254059,11936908.75155227,16304062.90550012,3264342.00250808,17710102.35856151,17749238.44000531,17749238.44000531,1661635.48714934,8467044.76026547,17749238.44000531,67.253076,16338315.44956558,17744529.72027589,17749216.90339402,14510269.896296,17686563.78937583,17748948.62152738,12399786.3098087,17347730.49714599,17749229.61244402,17749096.98922052,17746880.48313112,17717154.03133046,17484399.66715899,16667833.74406022,11267699.23862386,12991251.49035099,15054084.12138963,7643352.13529112,17705009.35029865,17439520.72491732,16549433.67126191,11267699.23862386,12680781.69973798,0,14839111.42341689,6560975.39826815,13068241.01560992,17540639.39673203,16300401.77652209,17749238.44000531,9193,0.10640046,11976,2012264.24150263,1649874.70764452766947624624275,171.57023985,140.67208146661799795131125,0.001,0.000819909569337925,538.1607625398693,0.06970051824036985,0.12354693399970798,,
2020-03-17,1455,4251,160775,253489,503,80194,219644,46,23579,404802,264727,231152,178724,6774,15,33879,92,104057,925,4,6221,15,31954,78,0,96853,821,4,1614335656,10907194.70484246985391953658708,0.19606193,16220945.19891183059183750684844,12732603.78894467844265901952044,82733782.10355247825354089666072,3670.59589292,3353.84666850987625367179376,0.817821492816,6.91718132,5.191702108159296,0.00016868150204558737,0.913706320812628,-65.34737026039485,-57.27292778449922,0.819909569337925,0.000163559035651666,0.00743014556461004,0.735592904918064,0.819909569337925,0.00384522701,17752909.03589823,10464713.17191828,554253.22126168,11937309.01975361,16303974.32001219,2498649.77112634,17713772.52104723,17752909.03589823,17752909.03589823,1808735.61353759,8530241.6967322,17752909.03589823,67.241425,16342118.14599228,17748199.16909538,17752887.49132187,14518710.56956903,17690213.52181928,17752619.13578702,12386080.39054109,17351527.58105542,17752900.20543307,17752767.58430924,17750550.86937527,17720826.08610844,17488127.42900112,16672087.73369518,11285263.56974145,12982638.79975311,15060351.26852129,7687891.14784276,17713447.08661158,17468083.21692678,16614534.45402612,11285263.56974145,12837232.39152938,0,14952433.37518434,7687891.14784276,13060208.48816621,17544502.55953818,16304762.74057092,17752909.03589823,9136,0.10574074,11515,2566494.67687688,2345022.40859436855416270524064,247.83861129,226.45170567709694781537012,0.0050001,0.0045686229746952212628,538.1915485221957,0.07019383472134012,0.12617924130760394,,
2020-03-18,1320,4251,160789,253527,498,80218,219670,46,23584,404846,264773,231187,178745,6773,15,33892,91,104085,922,4,6102,15,31483,77,0,95913,803,4,1614335657,10672652.14077121733140448479938,0.19196066,15878324.79806414934378349236756,12460332.72256232903362917357459,82716556.93176146608614033938662,4746.93286309,4244.55468263051632530598497,0.817626810689,13.40390763,5.062839057809788,0.0001658173115137347,0.894167835326733,-66.61050965630643,-58.22476880890473,0.913706320812628,0.000168681502045587,0.00775750934481198,0.83440070757729,0.913706320812628,0.003844664775,17757655.96876132,10184491.64017134,488538.6815672,11935848.86317386,16305492.051541,2444772.02799311,17718137.63488268,17757655.96876132,17757655.96876132,1455416.32459999,8511448.65632345,17757655.96876132,67.215228,16346023.76336493,17752944.6699976,17757634.41303697,14519135.61505849,17694954.58475272,17757365.93042483,12419611.2737577,17356063.12015073,17757647.13929707,17757514.49820429,17755297.45417123,17725575.39785245,17492783.46002028,16675845.40222025,11291485.02826817,13002217.47409775,15062934.18370844,7687891.14784276,17717126.68701577,17467389.4549173,16605242.20538187,11291485.02826817,12854675.59441514,0,14938555.60300858,7687891.14784276,13088822.20843263,17549099.51274018,16308673.88344154,17757655.96876132,9316,0.10782407,11019,1324811.87233347,1184604.16409957502542058165351,129.32994255,115.64267477286423936918915,0.0115092,0.0102911564503424354436,538.1161393412681,0.07019093975122455,0.12606609600429453,,
2020-03-19,1588,4265,160847,253592,502,80255,219725,46,23618,404913,264833,231251,178809,6785,15,33929,93,104130,926,4,6905,15,34386,96,0,105312,943,4,1614335657,12169481.9810502290833270905525,0.21893425,18102562.381458887746741733826,14201581.2190208512028924085585,82684926.32524342946188967774735,5247.12781256,5347.462519720459785213612,0.817318552191,7.20767725,5.724393415501269,0.00016428038234706836,1.01912183402895,-63.36690596066116,-53.44399729628363,0.894167835326733,0.000165817311513735,0.00759808319111086,0.817078044695276,0.894167835326733,0.003845837464,17762903.09657388,10192994.18621436,374962.5592223,11941145.38095995,16307043.88671595,2424052.33160177,17723384.76269524,17762903.09657388,17762903.09657388,1493822.80932313,8520815.31254337,17762903.09657388,67.22519,16349897.26406432,17758191.15359831,17762881.54349652,14517950.24159988,17700177.15181783,17762612.94017219,12387408.73506121,17361206.94087628,17762894.26197606,17762761.65133902,17760544.7447305,17730813.56601339,17497968.36207677,16679550.44722983,11235906.22761335,12988608.66845084,15062838.98188019,7647891.14684276,17731988.22260078,17502502.35440481,16691455.18267688,11235906.22761335,13018202.6677645,0,15079690.53753999,7647891.14684276,13056540.19783232,17554071.71717488,16310087.29569077,17762903.09657388,7515,0.08697917,9322,2464442.07621626,2511566.728571628269927300727,272.39118894,277.599808045859040879813,0.00237861,0.0024240933856396007595,538.0703483319364,0.07087731749658106,0.12910919876453816,,
2020-03-20,1605,4264,160848,253627,502,80272,219755,48,23611,404959,264877,231299,178836,6784,16,33937,94,104159,926,4,6657,15,33505,88,0,100239,897,4,1614335657,11801743.33104981017703500469718,0.21238461,17555237.3188114632299158551733,13763151.87113423013524009611426,82657767.14694140286375407443571,11678.98560827,11534.86270721886363176477674,0.817364279831,4.17937713,5.473202796369843,0.00015996691408533007,0.987659638783262,-63.03713087290605,-51.61678098496725,1.01912183402895,0.000164280382347068,0.00741948427944303,0.959490654263994,1.01912183402895,0.003844617096,17774582.08218215,10017433.09508357,477920.88598833,11949200.78498789,16315016.52079532,2327189.52424799,17735059.03940923,17774582.08218215,17774582.08218215,1432169.74106873,8535688.08543118,17774582.08218215,67.226339,16361448.76667815,17769865.54843331,17774560.51293088,14528308.48290275,17711830.99135952,17774291.68668759,12403083.66994842,17372553.52148116,17774573.24659415,17774440.68353861,17772223.40109811,17742491.03163165,17509573.4289541,16690965.96951414,11265267.35326504,13001269.83557892,15073991.49021062,7626896.87470527,17738565.90037921,17505236.78295903,16678214.4619984,11164795.41333008,12940988.80486838,0,15044888.54717435,7626896.87470527,13059245.17845443,17565651.93769364,16321805.07143863,17774582.08218215,5670,0.065625,7613,4252926.10114365,4200443.4568274441488326775863,569.69409237,562.66386148711249623791094,0.002,0.001975319277566524,537.9494481412297,0.07082535410045471,0.12884401570573978,,
2020-03-21,1288,4268,160907,253691,504,80320,219820,48,23636,405026,264944,231363,178894,6793,16,33967,93,104206,928,4,6826,16,34109,93,0,104715,931,4,1614335657,11983372.9896294907742374902224,0.21573141,17827996.661680686634299397692,13974738.2366934257270662602664,82639782.74091750317365927808644,2867.5976185,2875.75111675044089817308,0.817229011513,12.15488646,5.53185825345105,0.00016238192343658706,1.00284332020568,-64.59897388122431,-48.519598333060856,0.987659638783262,0.00015996691408533,0.00750887397329373,0.924437855644414,0.987659638783262,0.003844770221,17777449.67980065,10019227.67777887,386933.84772045,11949397.02761518,16314790.10115135,2304470.99704431,17737926.49372333,17777449.67980065,17777449.67980065,1313679.30305827,8537648.37913365,17777449.67980065,67.216599,16362811.28615513,17772732.20771391,17777428.10724812,14528247.62904231,17714693.02696294,17777159.26903676,12400622.95489315,17375253.78968957,17777440.84621766,17777308.26901605,17775090.2511842,17745352.89631333,17512338.4594622,16693007.66239528,11260883.57284715,12985060.9004153,15073936.93976015,7630932.72604974,17745861.33495033,17513757.09181433,16696303.05424321,11260883.57284715,12985060.9004153,0,15076935.08365506,7630932.72604974,13052071.28921259,17568254.12157701,16322601.67202505,17777449.67980065,4008,0.04638889,5657,1462576.36709438,1466734.9400312894997255720784,265.93930106,266.6954516481883146420208,0.002,0.00200568664041136,537.9168697317793,0.07079835621156033,0.12896682182123845,,
2020-03-22,1380,4272,160942,253729,503,80350,219855,48,23640,405069,264983,231403,178930,6798,16,33990,94,104239,924,4,6252,16,32105,82,0,97128,821,3,1614335657,10947657.1594580811843864839816,0.1971828,16291037.5505885493074582787528,12768025.5163804071386930132792,82618956.57758409571393776557803,2707.60701792,2480.8401236063768435712768,0.817230927837,5.15146596,5.006373551838432,0.00015714580946814735,0.91624822479304,-67.09340309833277,-52.90590029268905,1.00284332020568,0.000162381923436587,0.00756796436842519,0.942928032161666,1.00284332020568,0.003845165998,17780157.28681857,10017065.88041887,313090.28725327,11948352.92797529,16314164.40859034,2277291.49830532,17740634.10074125,17780157.28681857,17780157.28681857,1237759.5662981,8536167.20512929,17780157.28681857,67.200491,16364836.56274369,17775439.07614903,17780135.71299258,14530494.43659473,17717389.34045389,17779866.77371539,12394623.61231234,17377674.8351446,17780148.45255195,17780015.88162209,17777797.28142643,17748053.93972004,17515008.58896448,16695125.40564029,11256365.40887138,12991293.73644979,15073244.99644014,7637980.2902419,17740776.17001388,17495412.0346645,16638369.1602085,11256365.40887138,12867587.27501295,0,14966593.87350767,6560975.39826815,13049269.0793253,17570780.74099084,16323858.68372807,17780157.28681857,4142,0.04793981,5378,3451475.25272815,3162408.073229276526729132076,646.48540505,592.341104731671916820852,0.003,0.00274874467437912,538.015886668959,0.06988988430527919,0.12949348984011172,,
2020-03-23,1532,4263,160833,253640,497,80277,219768,46,23621,404982,264893,231315,178832,6789,16,33972,92,104177,919,4,6688,16,33622,89,0,100510,892,4,1614335657,11844850.84256714076971992812528,0.21338497,17629092.94874270845779931710184,13811860.87862220217093813920712,82616374.58461029623020958309605,6255.53545754,6200.20557979020620741907376,0.817454024903,18.60534714,5.403711365037221,0.0001528049041701276,0.991155053292344,-63.81747586323387,-48.992298387309745,0.91624822479304,0.000157145809468147,0.0074831169803441,0.86141501722576,0.91624822479304,0.003843244346,17786412.82227611,10022376.60497481,426227.20522693,11950552.84561362,16317639.45601655,2282706.03535818,17746497.97790719,17786412.82227611,17786412.82227611,919152.57733231,8540661.54446633,17786412.82227611,67.189225,16371201.79911961,17781692.16050029,17786391.24887054,14539574.75015298,17723645.88231705,17786122.33420095,12435020.03026919,17384102.51117456,17786403.98918543,17786271.43013799,17784052.22579795,17754329.53256613,17521485.68941505,16701583.06752172,11374832.38791047,13029730.28962305,15082497.62536815,7617980.2882419,17750660.03562556,17517977.92413209,16691457.46791216,11374832.38791047,12999660.25727963,0,15055436.86141476,7617980.2882419,13105715.08018742,17577334.11791374,16331758.87740633,17786412.82227611,7694,0.08905093,9590,955983.92711136,947528.30022268432288952342784,104.78746474,103.86062519874431781195056,0.01236708,0.01225769383647068163552,537.8725365788132,0.07011671033738243,0.1308140697797709,,
2020-03-24,1464,4260,160767,253638,496,80210,219738,45,23581,405011,264927,231344,178872,6795,16,33996,92,104220,918,4,6918,16,34451,94,0,105390,935,4,1614335657,12239107.8932752362232913171372,0.22000361,18189949.7468793335047257041628,14203273.3524508028444317323524,82680233.45261533414500300676225,60111.5539387,61268.296408966753158571156,0.817854945492,31.12317604,5.567567104694843,0.0001504405306642846,1.01924326347388,-61.266498924732595,-49.102384762947224,0.991155053292344,0.000152804904170128,0.00730995449650697,0.921123772800669,0.991155053292344,0.003840106011,17846524.37621481,10075413.75218647,460012.0064189,12008034.12873269,16374291.26005731,2331789.73954862,17806509.22807461,17846524.37621481,17846524.37621481,944949.4637345,8599300.87305203,17846524.37621481,67.285001,16429213.62195072,17841786.05804663,17846502.74074165,14595868.2209228,17783583.2888296,17846232.82094638,12475392.39518784,17443095.18267636,17846515.54443705,17846382.95054869,17844164.56143928,17814454.08677121,17581568.81051401,16761138.3901046,11442196.79677517,13087432.7509752,15139619.55691731,7607980.2872419,17815616.79204792,17586082.89654855,16773338.29430478,11442196.79677517,13107212.71620754,0,15156471.11257711,7607980.2872419,13163417.54153957,17637265.869173,16390455.68321395,17846524.37621481,10083,0.11670139,11811,573415.91215652,584450.3056342631439774916976,54.8559189,55.911525800494493548332,0.01409328,0.0143644807002511635264,536.0844908932069,0.07011679142478561,0.13078473537230997,,
2020-03-25,1375,4258,160780,253652,495,80228,219745,45,23580,405035,264940,231350,178891,6800,16,34006,92,104240,919,4,6922,16,34468,95,0,105419,936,4,1614335657,12240918.4290402138791172547135,0.22022135,18194646.626390861636222447947,14205469.4892460255526585650753,82619810.62412646553338086761932,2340.45373289,2385.8605499264281006977079,0.817859809094,18.76035703,5.552453357619499,0.00015237751607247255,1.01940086078111,-61.85461718575562,-46.34045622596595,1.01924326347388,0.000150440530664284,0.007310868862581,0.944621049289219,1.01924326347388,0.003840063727,17848372.8299477,10100368.23300411,341977.18883399,12007953.78930785,16372495.66416476,2349326.52777809,17808311.25133814,17848372.8299477,17848372.8299477,854806.13947307,8626786.66584026,17848372.8299477,67.277583,16430259.11364367,17843634.78742102,17848351.19230041,14597466.79534234,17785426.90872324,17848081.23533211,12487959.50000964,17444735.02145627,17848363.99542428,17848231.35414635,17846013.8570409,17816301.5570248,17583378.56866345,16763074.93645992,11452230.55356865,13096160.37079205,15144423.91087063,7595980.2862419,17817473.08370525,17587961.34749341,16775176.45211976,11452230.55356865,13125915.65496705,0,15161275.46653043,7595980.2862419,13173146.078532,17639014.90750087,16391894.95137507,17848372.8299477,9873,0.11427083,11459,951387.69500652,969845.4352262026360537428372,87.44694831,89.1434943798952323944241,0.032896,0.03353421071625539456,536.0642215297413,0.07007583089279638,0.13072012829862323,,
2020-03-26,1367,4260,160791,253666,495,80230,219755,46,23586,405052,264958,231361,178905,6801,16,34017,93,104252,916,4,6970,16,34641,95,0,105785,943,4,1614335657,12353814.8842580474852768186175,0.22228925,18367804.4697850365480669669675,14338194.5871785885841592942425,82630197.97765861536989908167815,3072.04950763,3160.9096663423071560018925,0.817989405254,29.74487948,5.598989140148402,0.00015233272764465179,1.02892536675975,-63.785441070180696,-40.73110923481449,1.01940086078111,0.000152377516072472,0.00749033414798569,0.938880525905452,1.01940086078111,0.003840334942,17851444.87945533,10100206.52552673,371732.2635082,12006521.83662473,16372428.25798019,2337995.18595125,17811383.30084577,17851444.87945533,17851444.87945533,856198.94102997,8623975.03248581,17851444.87945533,67.257983,16432985.45593069,17846706.47867284,17851423.23722445,14602292.77986434,17788485.50870305,17851153.21343116,12494600.51029231,17447752.69010433,17851436.04638537,17851303.35446976,17849085.95651795,17819375.95638763,17586481.37513019,16765706.3603689,11432616.3565465,13106782.03797105,15144118.85978763,7595980.2852419,17820893.3152719,17592646.6465257,16782400.58612814,11432616.3565465,13126562.00320339,0,15170756.55798661,7595980.2852419,13173792.42676834,17642049.58661788,16394239.48776525,17851444.87945533,9857,0.11408565,11931,600151.86455791,617511.4773517953540429321225,53.74600551,55.3006284312482943462225,0.008668,0.008918725079073513,535.9791307225858,0.06997757248138586,0.13015977181196461,,
2020-03-27,1356,4266,160830,253730,498,80259,219818,46,23607,405125,265028,231427,178958,6815,16,34053,92,104299,921,4,6680,16,33562,87,0,100254,886,4,1614335658,11825355.74778244197677057658988,0.21288051,17589475.85270030187948357644239,13725913.54078037145179113366453,82626049.53478659833690042915715,6119.92775216,6028.05156128800027649871376,0.817653086739,13.97278083,5.341036791887173,0.00015175141262419625,0.984987373284011,-66.38001265106756,-37.3625759542412,1.02892536675975,0.000152332727644652,0.00742326393235107,0.932678865981065,1.02892536675975,0.003841609842,17857564.80720749,10103504.06176868,317339.91037964,12005591.20707908,16375411.36769456,2320562.7896663,17817503.22859793,17857564.80720749,17857564.80720749,831029.69929245,8624459.60055939,17857564.80720749,67.229722,16437622.84845783,17852823.57668739,17857543.15559753,14601292.9862564,17794570.51146166,17857273.07692283,12496670.22614222,17453688.37069791,17857555.97450799,17857423.2612495,17855205.25231416,17825492.92092323,17592610.54483622,16771312.48715094,11422025.40684956,13087960.26595611,15147141.27411733,7601032.31923816,17821441.09368778,17587676.39475091,16757746.67481079,11422025.40684956,13037679.23524557,0,15111974.76732546,7601032.31923816,13163945.05652048,17647955.41225158,16397890.03306302,17857564.80720749,9652,0.11171296,11425,1278025.11370472,1258838.59973901164106895123192,115.09847657,113.37054610567558403912227,0.00688128,0.00677797391203179921408,535.8530597813325,0.07005100780362115,0.12935525856832078,,
2020-03-28,1324,4264,160848,253748,496,80268,219831,46,23598,405156,265050,231445,178979,6815,16,34058,92,104316,916,4,6696,16,33648,88,0,100456,887,4,1614335658,11872069.81954933313049907671576,0.2139631,17659711.96332568253493132743568,13778280.89651941877795840697336,82536248.38663401298725806390506,3164.03165125,3128.42147193647675587209,0.817885614745,29.48299505,5.353943038255749,0.00015866076563413197,0.988745315079432,-66.42215240239376,-39.82689673566783,0.984987373284011,0.000151751412624196,0.00736815885480186,0.887369817957596,0.984987373284011,0.003841730151,17860728.83885874,10101854.62504468,389983.92310107,12007207.15283043,16340675.24998533,2404577.7807408,17820610.90526386,17860728.83885874,17860728.83885874,895351.84212169,8617912.19601272,17860728.83885874,67.22686,16440250.68477926,17855987.05192678,17860707.18268522,14608033.18616685,17797721.05586146,17860436.97974806,12507126.94544071,17456632.10510952,17860720.00744414,17860587.25807015,17858369.48262186,17828656.7293018,17595746.91675066,16774341.50031022,11434279.66287005,13101676.4842798,15150340.51220481,7605526.48037758,17824792.34870299,17591633.33721496,16762396.80674946,11434279.66287005,13061515.2467471,0,15121254.80014699,7605526.48037758,13177695.87307709,17651079.16247744,16400887.23569926,17860728.83885874,9302,0.10766204,10709,605797.64066684,598979.57909551124404804843488,59.39867033,58.73015701073515913165256,0.06483936,0.06410961343274872004352,535.7644436654233,0.07001990282569674,0.1289250692910048,,
2020-03-29,1353,4268,160898,253799,500,80312,219878,46,23615,405220,265105,231496,179023,6818,16,34077,90,104366,920,4,6355,16,32480,80,0,97877,831,3,1614335658,11180300.19775876027889277150251,0.20156618,16631657.75080805172079931598169,12974062.07640080971463023487911,82512145.04473613542412329410146,2919.61927343,2718.26377641490413599277751,0.81803912747,81.6736678,5.043509530687043,0.00015767249795441263,0.931033645774457,-67.91190418002833,-43.69739123439241,0.988745315079432,0.000158660765634132,0.00754607470927043,0.889047217810835,0.988745315079432,0.003841975904,17863648.45813217,10070530.21427616,233127.33033505,12008481.37819843,16340847.27036306,2394974.24670386,17823530.52453729,17863648.45813217,17863648.45813217,879694.5904341,8610145.6015786,17863648.45813217,67.223005,16442427.08362926,17858906.57338338,17863626.79279958,14613163.39811992,17800630.53385983,17863356.5293751,12507507.78229515,17459356.39585095,17863639.62324405,17863506.86793273,17861288.45881172,17831576.29592425,17598524.87289357,16776364.87036565,11434857.10610075,13072275.61458163,15153805.5786203,7607864.73831689,17824972.59609855,17582047.45430921,16728602.34713197,11434857.10610075,12969507.55550016,0,15062382.21017857,6560975.39826815,13166019.96222145,17653771.45586107,16402477.74713639,17863648.45813217,9846,0.11395833,11307,218719.80210732,203635.49475904590256202872524,22.60815325,21.04895134457513879153525,0.01333584,0.01241611573466483463888,535.6497935926562,0.07007212468483151,0.12908251463522516,,
2020-03-30,1375,4270,160895,253804,500,80319,219868,46,23614,405219,265109,231497,179018,6820,16,34081,91,104373,918,4,6725,16,33741,88,0,100771,893,4,1614335658,11912036.0578700556667985217636,0.21487184,17724630.0840740903757998471844,13825102.1878205202864835132188,82489310.80600786545178527478998,2026.39630832,2010.3984462573040595923392,0.81799246635,24.11935263,5.366157166052483,0.00015412766803039155,0.99210526489956,-66.09122580062485,-40.67091488258818,0.931033645774457,0.000157672497954413,0.00743763361963057,0.838024777107386,0.931033645774457,0.003841185293,17865674.85444049,10069661.11197312,165368.87585879,12006826.77465281,16338343.73079925,2383144.04961941,17825272.82664561,17865674.85444049,17865674.85444049,855948.54909273,8605897.35415562,17865674.85444049,67.206119,16444169.8675996,17860933.53868216,17865653.18868263,14613987.43718994,17802664.71428393,17865382.78558544,12506427.21447774,17461307.85118873,17865666.01908248,17865533.26017421,17863315.01724463,17833607.96048169,17600557.57488729,16778222.50367436,11445985.49522209,13083801.11363505,15152231.11332874,7607864.73731689,17830004.05875115,17597150.85597867,16768701.51886617,11445985.49522209,13053731.08129163,0,15127182.36770436,7607864.73731689,13168794.90419942,17655762.59074295,16403827.29591051,17865674.85444049,9936,0.115,11308,740719.50146072,734871.7172129576359640852832,67.56137795,67.027998768064041948702,0.00999923,0.0099202887279416273388,535.6000757300592,0.07023570856090942,0.12985827131320832,,
2020-03-31,1364,4281,160957,253882,505,80375,219933,46,23632,405292,265186,231579,179094,6830,16,34109,90,104444,927,4,6936,16,34474,92,0,105491,944,4,1614335658,12182184.823698214349469211392,0.21989626,18138819.4396325948838472273263,14143280.1534594160530056221679,82488074.49660750294333051047071,6173.44306382,6265.6624648677424848005486,0.817632687747,23.1498561,5.482336919520259,0.00015778569842197566,1.01493808237873,-65.41950761878495,-41.50494188458039,0.99210526489956,0.000154127668030392,0.00746492056015432,0.900460451761611,0.99210526489956,0.003841941258,17871848.29750431,10067892.05132349,173758.25463642,12002884.7426304,16337615.50961186,2388842.88171174,17831446.26970943,17871848.29750431,17871848.29750431,708858.76095972,8601566.8446246,17871848.29750431,67.160847,16449250.93135955,17867104.20138758,17871826.63526807,14612607.358502,17808814.38955215,17871555.97032637,12497786.45923113,17467091.19286807,17871839.46464099,17871706.71728609,17869488.22615369,17839783.32899575,17606521.95051938,16783242.53329187,11436840.47069031,13060390.61534393,15156319.65130357,7607864.73731689,17840825.05489364,17610151.24551577,16793773.29484646,11436840.47069031,13080260.18344163,0,15173182.52853964,7607864.73731689,13155419.68952238,17661600.2605672,16406785.97761815,17871848.29750431,10769,0.1246412,12556,772006.88493474,783539.1873788418783000140802,67.49470951,68.5029510407888311527223,0.00188464,0.0019127929075742497072,535.4293303938368,0.0702584794319444,0.12967968854129053,,
