time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2019-02-08,2454,3466,153423,242505,397,73059,211819,41,19636,381579,251675,219377,164956,4738,10,24789,63,88210,593,4,8129,14,39215,110,0,112188,1143,4,1614335615,25304408.1145121144200087616037,0.17062412,28354429.8155331199831575480255,,166180666.2930377326377239016214,6233.82924702,12620.6145655233476993194914,0.845211670428,100.47379865,26.38392132816637,0.0005604284780829932,2.02453645511007,-95.0511556443688,-20.949513650633452,1.87294332639186,0.000557610541496201,0.018131272824309,1.65168210194362,1.87294332639186,0.003825085644,14005393.55266465,7341907.6896877,85525.38162497,12498865.13559291,13964974.90769633,2718949.6285017,14005393.55266465,14005393.55266465,14005393.55266465,229462.72863298,4947499.75731586,14005393.55266465,89.243227,13023804.47919314,14001588.96827489,14005375.68358005,11837522.07965481,13955400.01727277,14005172.20188804,10584866.2529326,13701411.7608815,14005385.271046,14005257.94870235,14002921.42918614,13972756.989573,13761535.44594452,13171552.22186252,9662972.257519,10844321.37597793,12063630.06575832,8278085.99965227,13989915.66602235,13865199.65095844,13405180.59621588,9947625.23118359,11161187.49816345,0,12436817.27617993,8278085.99965227,11110472.55336467,13859877.99873172,13069912.68848174,14005393.55266465,6924,0.08013889,8991,139393.49104274,282207.2042210861346457743918,19.85257647,40.1922647913753869420529,0.001,0.00202453645511007,13.230617028620118,0.07601435055390046,0.04658624370833766,,
2019-02-09,2432,3467,153479,242546,399,73126,211865,41,19652,381665,251715,219430,165017,4746,10,24819,63,88279,595,4,8217,14,39473,109,0,112680,1161,4,1614335615,25615006.3162376910329903455396,0.17294517,28706217.6254680302532534195877,,165984500.9205295810799239775255,3310.94018146,6784.6794428731236941796622,0.845181680637,162.15807546,26.914843730593294,0.0005658708433664538,2.04917004567607,-95.22344827064224,-5.70381426754972,2.02453645511007,0.000560428478082992,0.0172298797198053,1.78586977802811,2.02453645511007,0.00382476211,14008704.49284611,7343548.01619406,93552.71792129,12500185.80463228,13968285.84787779,2711441.56633442,14008704.49284611,14008704.49284611,14008704.49284611,221639.17423082,4949033.9087685,14008704.49284611,89.231562,13025293.88653073,14004899.54916793,14008686.62041837,11839900.40680466,13958709.21191307,14008483.0905069,10585302.57597671,13704373.78135733,14008696.20734888,14008568.93054876,14006232.65020662,13976070.63241647,13764662.70556784,13174035.9685675,9667105.78702569,10844322.73689624,12065347.91116469,8278085.99965227,13993435.32269015,13869516.89659623,13411685.60326695,9947841.57917862,11154653.17795611,0,12446133.37659887,8278085.99965227,11109192.27763267,13862965.25170053,13071474.64240546,14008704.49284611,7176,0.08305556,9716,86389.1881621,177026.136652049062735250947,10.93939935,22.4166894657082704685545,0.001,0.00204917004567607,13.18541012565889,0.07473514900582533,0.03611770810104604,,
2019-02-10,2572,3472,153541,242610,400,73181,211924,42,19682,381784,251787,219485,165082,4752,10,24859,63,88358,595,4,8310,13,39853,110,0,113277,1174,4,1614335615,26034264.4681249339266144920776,0.1759209,29191474.1910880433523279550204,,165935222.7862377017681447806324,5668.41409158,11807.1186458042098789148328,0.844993607401,129.93298015,27.891109908935263,0.0005719258820418621,2.08296685017116,-94.80394764410674,-3.6674117429051454,2.04917004567607,0.000565870843366452,0.0173505611957543,1.80913535358958,2.04917004567607,0.003825766883,14014372.90693769,7340059.686647,85384.11670315,12498645.60541886,13973954.26196937,2697786.01264947,14014372.90693769,14014372.90693769,14014372.90693769,223041.80312068,4951377.04805532,14014372.90693769,89.18448,13029437.19423214,14010567.17038991,14014355.01645393,11842055.51810159,13964350.51776358,14014151.4834015,10594616.21804748,13709675.92555915,14014364.6129529,14014237.27121102,14011900.88356992,13981745.51927624,13770115.89047683,13178321.20493842,9667209.93673489,10840718.34776419,12066722.51325575,8278085.99965227,13999360.15109711,13876672.25188222,13420332.90637237,9892006.45145516,11157348.45971779,0,12454239.90150972,8278085.99965227,11106633.51691901,13868320.41600977,13075127.34073919,14014372.90693769,8011,0.09271991,11142,107858.47357855,224665.624974181577405204618,12.30588842,25.6327576407651528619672,0.001,0.00208296685017116,13.125505628489641,0.07474993645107991,0.03626584557549445,,
2019-02-11,2694,3465,153535,242597,400,73176,211917,42,19673,381814,251776,219484,165083,4746,10,24866,62,88385,595,4,8411,14,40194,111,0,113863,1190,5,1614335615,26466305.2835895133635305960941,0.17895793,29693198.4819441315354650111611,,165922784.189490723526358000704,5367.35050854,11369.0144886264109449032478,0.845129067216,86.38324594,28.672898578509365,0.000589920652250147,2.11817999784757,-94.50579774267467,-0.2570479065632683,2.08296685017116,0.000571925882041862,0.016855500749564,1.84288284295562,2.08296685017116,0.003826604044,14018260.25744623,7332551.48676588,110482.49371234,12494832.97476313,13977839.07494815,2674348.62031892,14018260.25744623,14018260.25744623,14018260.25744623,245107.70246794,4945991.26826986,14018260.25744623,89.132551,13032488.06322848,14014453.49906672,14018242.36171435,11847239.21536025,13968211.41375319,14018038.81413252,10600159.91294914,13713282.99624985,14018251.9610135,14018124.68637294,14015788.18765152,13985645.98541011,13773932.93529889,13181498.07262713,9681298.69489086,10836055.16311449,12071779.24158344,8278085.99965227,14003522.86897961,13882097.48374819,13428718.57257347,9954645.09739317,11167323.58537135,0,12466479.60608102,8760383.50277717,11111843.94204257,13872133.33482877,13079180.16098029,14018260.25744623,8039,0.09304398,10532,162279.8507409,343737.933893063542869764613,18.89584103,40.0247925122534248917971,0.001,0.00211817999784757,13.100702139252727,0.07474748544346128,0.03626699460597655,,
2019-02-12,2587,3460,153567,242652,397,73222,211955,41,19663,381896,251833,219538,165137,4739,10,24870,61,88447,593,4,8451,14,40370,111,0,114109,1192,5,1614335616,26618587.0020112589116791750304,0.18016907,29887009.455785935749638578436,,165883128.5088974237655164048299,6281.21209507,13385.5816738722969698083804,0.845151764447,80.37414598,29.009325447111706,0.0005939544786424209,2.13105073849972,-94.55341261730787,8.358120141015446,2.11817999784757,0.000589920652250146,0.0176918055375377,1.88126368397582,2.11817999784757,0.003826031495,14024541.4695413,7329589.56024211,154934.66771867,12490827.42194632,13984120.28704322,2736959.98162086,14024541.4695413,14024541.4695413,14024541.4695413,308069.11420239,4946235.04445743,14024541.4695413,89.06407,13038369.99615621,14020731.99094447,14024523.57012166,11852865.96853882,13974475.40111217,14024319.7953767,10605054.7611917,13719084.52647944,14024533.17172251,14024405.88233674,14022069.56522049,13991929.72582679,13779918.25784849,13187059.77679172,9687697.06247981,10840590.41521983,12078502.57100992,8278085.99965227,14009894.85947385,13888973.62916195,13436542.14256254,9961407.76959392,11180528.98664273,0,12475025.27099924,8766781.87036612,11125049.34331395,13878204.07801046,13085639.38693649,14024541.4695413,6615,0.0765625,8157,174490.70590697,371848.5476843858733996910484,24.29391797,51.7715718310201185479684,0.001,0.00213105073849972,13.07521752219556,0.07463716485038234,0.03325418956342406,,
2019-02-13,2388,3469,153629,242722,398,73292,212005,41,19682,381989,251907,219597,165208,4751,10,24896,60,88533,593,4,8354,13,40067,109,0,113672,1188,5,1614335616,26179107.4910916209383750690848,0.1773004,29412630.1353972346515731673456,,165891505.8765389037136909332991,6732.56224769,14112.9282206454596410838736,0.844916353789,77.5562077,29.061300497582856,0.0005861771390999402,2.09621949288144,-94.43978631236929,-0.9894480693461817,2.13105073849972,0.000593954478642421,0.017636957978389,1.8844666148035,2.13105073849972,0.003825628926,14031274.03178899,7333933.27534439,146010.72997751,12488724.38215242,13990852.84929091,2752045.230427,14031274.03178899,14031274.03178899,14031274.03178899,320784.38264267,4945978.80896279,14031274.03178899,89.006346,13044411.66273087,14027464.06685029,14031256.12915477,11855252.89394836,13981193.913913,14031052.11411755,10617389.57640546,13725532.24775573,14031265.7361295,14031138.34107549,14028802.76963561,13998668.92275231,13786454.76096025,13193448.00610295,9696038.75641835,10842356.11432977,12079859.8642093,8278085.99965227,14016384.67871997,13893995.23516048,13437622.62504468,9922818.67651082,11174196.02901816,0,12475146.08167142,8775123.56430466,11128983.03318984,13884689.30782337,13090688.83717509,14031274.03178899,6420,0.07430556,8146,180917.48485834,379242.7583631350746168152096,23.74232823,49.7691312421152969550512,0.001,0.00209621949288144,13.066648226672664,0.06929800843261935,0.03057806730703336,,
2019-02-14,2002,3474,153678,242779,398,73322,212058,41,19697,382074,251971,219653,165259,4762,10,24924,60,88575,596,4,8202,13,39555,109,0,112729,1158,5,1614335616,25440238.8225175166622148146316,0.17240608,28599321.284697707596190474635,,165883483.4597681148294302918266,3222.08770426,6566.3933643500139346558748,0.844647958873,199.32658476,28.68875129448059,0.0005721446195207477,2.03793129394598,-95.25230195554441,0.22571198218858715,2.09621949288144,0.000586177139099941,0.0173685936653193,1.86345010736543,2.09621949288144,0.003827134143,14033506.11949325,7333197.64382943,61912.36486241,12483364.33033442,13985653.76587589,2395379.29834432,14033506.11949325,14033506.11949325,14033506.11949325,288978.77173872,4924739.36622613,14033506.11949325,88.953995,13046064.43988168,14029696.0029029,14033488.20319696,11853372.29966112,13983401.9315327,14033284.13609431,10616416.21832908,13727602.51662991,14033497.81892465,14033370.3894753,14031035.0916656,14000893.29274956,13788683.97006828,13195743.62654506,9699054.6543363,10840541.88304305,12081341.98129205,8278085.99965227,14018135.25668524,13893579.32942529,13431727.83721568,9926170.11412596,11171717.36327659,0,12460521.67557288,8778139.46222261,11126504.36744827,13886788.41346225,13091829.57581736,14033506.11949325,21874,0.2531713,23734,70404.58821177,143479.7135541463262751801846,4.23945579,8.6397196237414768582242,1,2.03793129394598,13.034900281174526,0.06818348230963493,0.030104337357181436,,
2019-02-15,2482,3484,153701,242810,401,73348,212068,41,19723,382139,252006,219685,165305,4769,10,24964,60,88626,594,4,8598,15,40877,113,0,114940,1223,5,1614335616,27177283.0757308001463442724388,0.18440607,30544608.4547069190026200842426,,165637764.759831836459376625944,11328.76625436,24637.7214349076688044621976,0.844609055032,18.76753628,30.901725461920826,0.000610038924605493,2.17479298996266,-95.12245889335884,3.2139694018373475,2.03793129394598,0.000572144619520748,0.0170280393030849,1.80835998326112,2.03793129394598,0.003827285401,14044834.88574761,7352710.15683789,223168.76259413,12496491.94252618,13995872.91760281,1220857.88012943,14044834.88574761,14044834.88574761,14044834.88574761,426398.2264719,4945204.28088082,14044834.88574761,88.975713,13056579.02717592,14041021.94482827,14044816.96189388,11862394.72092681,13994692.79432813,14044612.61072347,10619054.6911006,13738669.29211096,14044826.5840185,14044699.14619912,14042364.15228767,14012219.43866984,13799950.57172241,13205917.98213941,9661070.91593998,10842420.78516622,12084997.63297883,8278085.99965227,14030489.9914439,13910950.68199889,13460506.17925388,9987031.55485866,11189401.83577553,0,12497909.06999046,8754279.28307282,11125258.21711323,13897886.05180728,13101215.65731777,14044834.88574761,15461,0.17894676,17093,748357.94507796,1627523.6129384087258311889736,50.4864275,109.79752861525806179715,1,2.17479298996266,13.0621220742002,0.0681430687605923,0.03173421351753669,,
2019-02-16,2919,3486,153757,242894,405,73399,212132,41,19720,382267,252100,219765,165407,4776,10,24991,60,88743,600,4,8437,14,40380,110,0,114139,1200,5,1614335616,26451104.6975445811817001134612,0.1795562,29732082.7953424727571193654464,,165586499.7138441567533797023946,19486.08657607,41193.7370156025169754361836,0.844655918574,24.85736095,30.120246617031007,0.0005897247931034476,2.11400769748148,-95.49286938200906,-3.770275908411555,2.17479298996266,0.000610038924605494,0.0180690638964746,1.93132245522958,2.17479298996266,0.003827882022,14064320.97232368,7372488.12279036,308564.06833786,12512302.92541369,14015214.32017888,1280948.51281297,14064320.97232368,14064320.97232368,14064320.97232368,486883.81663184,4964827.09340456,14064320.97232368,88.964856,13074137.62676645,14060502.57803973,14064303.03743213,11879511.95000099,14014104.14897781,14064098.37799272,10637637.04346569,13757399.79569041,14064312.67291272,14064185.14483858,14061851.16627396,14031719.63574411,13819070.36579937,13224036.7265294,9668838.51183439,10860165.36153286,12103970.62235931,8278085.99965227,14049556.4126669,13927707.91944709,13470966.54472293,9962834.28332802,11190096.50488482,0,12501883.52361948,8762046.87896723,11140460.44933687,13916996.65967805,13118696.7262748,14064320.97232368,8617,0.0997338,10602,565801.0518216,1196107.778793980161286263968,67.50530251,142.7067291269558725225148,0.00520785,0.011009434987328925618,13.03011365934046,0.06758203773986465,0.031212337650834636,,
2019-02-17,5954,3349,153177,242489,389,72770,211650,38,19416,381948,251716,219334,164899,4618,11,24638,56,88162,572,4,9749,16,45122,138,1,121531,1419,5,1614335616,33627629.822785496348533590752,0.22845371,37794294.806537476279635219456,,165435243.0562953575856243558436,21901.86179536,58766.230430043983753768704,0.849420111496,3.07869286,34.67699391005098,0.0007406406487434246,2.6831614124464,-94.51870494448089,22.560262726691054,2.11400769748148,0.000589724793103448,0.0173556895176954,1.87588065218597,2.11400769748148,0.003820756851,14085732.83411904,7411176.89416077,798479.13852808,12532838.93648618,14036626.18197424,1601188.61485028,14085732.83411904,14085732.83411904,14085732.83411904,1008647.2069997,5049434.85374516,14085732.83411904,88.975413,13105668.9840025,14081901.88476597,14085714.86291738,11964704.75446294,14035426.26878938,14085509.37284225,10738529.2168494,13780352.82194326,14085724.52362536,14085596.80288067,14083259.77278945,14053108.6061469,13841465.00132552,13253158.02097458,9979633.48554851,10950089.21929872,12176341.60287442,8278085.99965227,14074298.18725194,13971260.56521866,13560621.18191266,10254542.25604629,11428104.42451374,4174872.33934343,12670714.74316846,8754072.99544994,11261725.51329584,13940892.43955682,13166649.25046732,14085732.83411904,16301,0.18866898,23960,4575231.59084623,12276084.857564360143830517072,236.08800235,633.46221784707500244904,0.02175912,0.058383231152790711168,13.334876366573946,0.06989528014975951,0.05373925595507835,,
2019-02-18,3540,3395,153245,242560,392,72869,211709,41,19489,382044,251787,219405,164988,4667,11,24729,58,88287,579,4,9286,14,43366,128,1,118764,1340,5,1614335616,31041251.1337573936922336964336,0.21099834,34896677.5761061253566714656156,,165388398.6994690798600963147745,8917.46939262,22078.5934725547997423665692,0.847915696635,9.39732556,31.399508585233708,0.0006404030775396962,2.47588104881266,-94.53555943881786,9.608266415128194,2.6831614124464,0.000740640648743425,0.0202035413415979,2.38085392623989,2.6831614124464,0.003821701349,14094650.30351166,7414463.12464317,740847.99690613,12537456.57475896,14045543.65136686,1610375.97729341,14094650.30351166,14094650.30351166,14094650.30351166,1025627.46961412,5052131.5718221,14094650.30351166,88.951881,13112518.73069921,14090817.25167155,14094632.32811358,11951075.23092301,14044325.32216805,14094426.69069739,10756886.92448089,13788891.56827,14094641.98878982,14094514.28221786,14092178.04985634,14062044.027609,13850232.49799431,13260643.2326496,9939269.42091912,10953921.97901896,12167991.3486364,8278085.99965227,14082104.26283081,13972904.8346095,13548516.2993902,10134280.92084397,11371377.11239442,4174872.33934343,12632314.34348186,8725242.57632511,11246819.69148313,13949297.01631976,13168214.03601721,14094650.30351166,9362,0.10835648,12590,1499857.61462797,3713469.0439747527828161261002,145.98203061,361.4341430544886362755226,0.00321037,0.0079484942426766992842,13.420445287920726,0.06992882989078084,0.05581163580046868,,
2019-02-19,3181,3415,153355,242632,389,72959,211781,41,19537,382207,251858,219474,165097,4682,11,24799,58,88403,576,4,9301,14,43415,127,1,118853,1349,5,1614335616,31008551.301311574181285592888,0.21087389,34878662.2754553484183866342224,,165400576.8288019607573084007579,5962.83658717,14749.4127710090138503478576,0.84718715559,16.47106034,31.274243926700485,0.000634988465809468,2.47355642828528,-94.81874310938613,16.535267843893493,2.47588104881266,0.000640403077539697,0.0171441627274545,2.18951603661784,2.47588104881266,0.003824122244,14100613.14009883,7414035.67147959,476743.865532,12536019.37143085,14051506.48795403,1615734.27870526,14100613.14009883,14100613.14009883,14100613.14009883,1056206.86902352,5052830.08149705,14100613.14009883,88.904073,13117461.44107875,14096781.43276501,14100595.16240063,11945858.33824025,14050246.14456004,14100389.52337608,10763157.31755833,13794506.91067399,14100604.82213995,14100477.09830577,14098142.5676668,14067996.89820072,13856127.28473864,13264823.90977675,9928744.33177351,10957222.50076979,12162116.13379912,8278085.99965227,14088056.84948747,13978692.66756959,13553008.68857413,10140033.58084836,11365826.76277027,4174872.33934343,12634499.4427629,8741038.05361978,11245582.51121898,13954895.53222246,13170864.40512386,14100613.14009883,8459,0.09790509,11162,856084.11679367,2117572.3702479088550496581776,121.70052817,301.0331237806173034363376,0.001,0.00247355642828528,13.476732754924612,0.06855242983665139,0.05444476075365359,,
2019-02-20,2898,3397,153186,242616,383,72747,211687,39,19437,382268,251882,219492,165146,4684,11,24795,58,88467,576,4,9622,17,44616,133,1,120701,1423,5,1614335616,32813257.9937309463224762439348,0.22266907,36881973.1445252788553525844694,,165635813.1096506058976244934586,116080.59639891,301144.6626295378942178035671,0.847689188243,24.47993821,32.89102518214341,0.000659849186440679,2.59427218649581,-94.0518014902998,22.509287992606296,2.47355642828528,0.000634988465809468,0.0172810057337597,2.18378000231115,2.47355642828528,0.003819291024,14216693.73649774,7525867.12676258,507193.93629245,12648348.22056708,14167587.08435294,1731522.72590097,14216693.73649774,14216693.73649774,14216693.73649774,1170513.59658739,5166061.53108939,14216693.73649774,88.968282,13230440.0893909,14212832.64034424,14216675.69708778,12051337.5729967,14165948.94869405,14216468.4770524,10853229.24529065,13908865.51780056,14216685.4142908,14216557.66245883,14214224.32684234,14184086.61758835,13971887.55983464,13380625.33574259,10048980.10144914,11074962.60955034,12275361.45564316,8443704.39947293,14204848.29013377,14099345.9315021,13681378.61011671,10383532.17007291,11509120.67457557,4174872.33934343,12777962.77553364,8858635.47953357,11364021.07045784,14070804.68305939,13286441.7712001,14216693.73649774,12927,0.14961806,15098,580748.7591277,1506620.353146946774415304937,44.57996615,115.6525662578696969168315,0.13244,0.3435854083795050764,13.36663465488551,0.06865098681242204,0.054971575335598516,,
2019-02-21,2546,3391,153225,242659,384,72774,211726,39,19452,382329,251922,219532,165214,4684,11,24828,57,88518,576,4,9428,17,43984,130,1,119745,1367,5,1614335617,31781054.5853715274005984951481,0.21606332,35787726.0202568672057009362381,,165635362.0127565767008767000313,6441.53866649,16209.0777723260990247434003,0.84821784686,51.05606309,32.27846626681608,0.000646497194623027,2.51633633073547,-93.83998465130978,15.13960108461526,2.59427218649581,0.000659849186440678,0.0176250724060513,2.29026312364063,2.59427218649581,0.003820509854,14222155.27516423,7530390.1645206,435006.65055668,12629891.40091723,14172504.75748983,1734351.88749619,14222155.27516423,14222155.27516423,14222155.27516423,1161492.16778425,5166568.98424743,14222155.27516423,88.804342,13234257.16874523,14218291.69381849,14222137.23357537,12063485.92520706,14171376.75527694,14221929.95196328,10867365.99056798,13914099.53672442,14222146.94825533,14222019.15604925,14219687.24477173,14189545.59516679,13977357.88318032,13385010.20177223,10064260.4875156,11078319.93378516,12286492.38674044,8443704.39947293,14209914.56086962,14102160.95822571,13678511.08462918,10397666.91535024,11508876.98454184,4174872.33934343,12763778.03934249,8880546.33219118,11375549.69933474,14076085.59831026,13291032.3034995,14222155.27516423,8123,0.0940162,10680,278559.5757772,700949.580802428556872857284,33.72579935,84.8654541874996991479445,0.001,0.00251633633073547,13.367899466313995,0.06867509189507062,0.05517413549225766,,
2019-02-22,2540,3396,153261,242702,385,72827,211761,39,19468,382365,251970,219567,165267,4693,11,24851,57,88596,574,4,9475,17,44180,131,1,120030,1380,5,1614335617,32008708.7024621240719445511784,0.21767096,36051497.5077335703763224446296,,165623826.9472145173545508789579,7551.23658999,19131.3423702349041778821132,0.848203755141,48.08009034,32.64565341863425,0.0006416780245470487,2.53353767190868,-93.28114891923818,18.129011319863494,2.51633633073547,0.000646497194623027,0.0175230768841771,2.22171592694802,2.51633633073547,0.003820597304,14229706.51175422,7535362.82783672,134403.34872897,12633997.53529138,14179732.67427738,1739035.08564936,14229706.51175422,14229706.51175422,14229706.51175422,1167624.66503548,5168085.51703329,14229706.51175422,88.786072,13241174.23501699,14225840.47472253,14229688.47315505,12069690.49782487,14178902.56060007,14229481.15332048,10875141.30715356,13921368.09047587,14229698.19463433,14229570.3646864,14227238.82809037,14197103.72014234,13984725.36212722,13392397.27176566,10072086.96888507,11081995.89581566,12289510.60656184,8443704.39947293,14217552.76785148,14110264.15642382,13687166.71195734,10405442.23193582,11516910.54153768,4174872.33934343,12774134.7570864,8903331.90029143,11380699.82264603,14083383.32471252,13297384.44396131,14229706.51175422,7132,0.0825463,9262,295958.39799267,749821.7506321717039595493756,42.42594088,107.4877194856504944388384,0.001,0.00253353767190868,13.367556222349378,0.06865313462583016,0.054995552814258615,,
2019-02-23,3462,3404,153344,242773,386,72869,211848,39,19479,382485,252047,219663,165391,4698,11,24885,56,88699,578,4,10253,17,46678,142,1,123753,1524,5,1614335617,35735082.5433364313182182356276,0.24296755,40255519.7278507393348969306745,,165682699.423994576700929280913,10298.58433993,29113.3930267131256676466679,0.848019810812,19.68359548,36.51534556086407,0.0006877926066627707,2.82693155347903,-92.72781563074699,29.75733813708809,2.53353767190868,0.000641678024547049,0.017227531269964,2.23419789855563,2.53353767190868,0.003823825085,14240005.09609415,7541356.80158474,238807.81391629,12640943.67596492,14190031.24588483,1752800.41152912,14240005.09609415,14240005.09609415,14240005.09609415,1107455.03885695,5126581.4683572,14240005.09609415,88.77064,13250442.59639126,14236135.22589947,14239987.04653157,12075806.42754736,14189125.90321234,14239779.67920582,10885909.46096676,13931071.41986519,14239996.77639389,14239869.03157903,14237539.09859273,14207406.22999765,13994731.51013877,13401414.0965357,10089664.44714465,11080207.563106,12298827.15083198,8574563.61249182,14229203.33494984,14129600.32612971,13725304.14842693,10416170.0330223,11561154.15204952,4174872.33934343,12834944.23692718,8963390.74894275,11384282.91779984,14093353.41926839,13305836.89094976,14240005.09609415,9098,0.10530093,11574,723445.32349559,2045130.4122065276406653624777,73.27713941,207.1494575468107518215723,0.002,0.00565386310695806,13.392738214895818,0.06784465778207992,0.058171805817170325,,
2019-02-24,3891,3421,153460,242867,395,73002,211940,40,19545,382628,252149,219766,165520,4726,11,24975,56,88858,590,4,9390,14,43796,131,1,119429,1369,4,1614335617,31421350.1003637655086032351205,0.21374438,35399210.4593020874650098658678,,165614697.3281827053633925592266,10150.29339759,25214.6283590644015289697423,0.847449243435,31.75607545,32.089459379252,0.0006616959026895301,2.48412803171297,-93.33042637467759,16.280435406824882,2.82693155347903,0.00068779260666277,0.0179452966471828,2.49512058774319,2.82693155347903,0.003824174565,14250155.38949174,7551994.57686513,315821.62792206,12648844.86597765,14200129.92520722,1734614.70446581,14250155.38949174,14250155.38949174,14250155.38949174,1083984.58292165,5132503.4529317,14250155.38949174,88.762856,13257365.5953372,14246285.0292543,14250137.32930278,12076283.40365319,14199251.73671015,14249929.84428452,10860739.15777298,13940720.11476556,14250147.06929024,14250019.34743452,14247691.00312518,14217566.59444683,14004679.0594873,13409777.24273387,10059179.72583461,11044965.9946539,12302834.80153666,8574563.61249182,14237663.47642143,14128320.54776033,13700268.69494981,10255468.97490946,11496192.97606411,4174872.33934343,12776323.35711772,8574563.61249182,11358122.48135701,14102914.59367018,13311017.03464152,14250155.38949174,10095,0.11684028,12974,448737.92453048,1114722.4572188645599373763256,42.73788112,106.1663685062085018221264,0.001,0.00248412803171297,13.403305820804334,0.06803499327797483,0.06323591396625493,,
2019-02-25,2580,3432,153530,242934,398,73062,211996,41,19571,382731,252223,219827,165606,4734,10,25007,58,88925,595,4,9449,14,44002,132,1,119740,1384,4,1614335617,31611026.6516290594343625072891,0.21512011,35622396.0666499580065590912666,,165593051.4189713454320200559622,3655.0889938,9134.611968674826746334402,0.847084020417,33.34394161,32.12769615752586,0.0006538819374634733,2.49914899039929,-93.28035916454502,18.931712665272368,2.48412803171297,0.000661695902689529,0.018348874430739,2.19616131696553,2.48412803171297,0.003825927638,14253810.47848554,7542724.10734478,294848.25544924,12648716.33226579,14203785.01420102,1703140.96926755,14253810.47848554,14253810.47848554,14253810.47848554,982758.3929307,5082645.52435149,14253810.47848554,88.739193,13260356.31840963,14249940.09161812,14253792.40790324,12074175.08637886,14202877.06937744,14253584.8098162,10855536.7690562,13944209.03423546,14253802.15639352,14253674.37766406,14251347.81084547,14221201.94815054,14008233.49277552,13412308.53862024,9966604.36741406,11047784.32248027,12303560.5987156,8574563.61249182,14241409.478821,14132568.57581053,13705316.78883054,10233668.9844519,11488944.18753436,4174872.33934343,12781884.69842899,8574563.61249182,11345171.12217013,14106353.55857591,13312695.36014257,14253810.47848554,7737,0.08954861,10376,427478.27015539,1068331.8872764778600464456731,47.46255001,118.6159839392673114934929,0.001,0.00249914899039929,13.42187792899649,0.06764703523396813,0.06310488327770972,,
