time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2017-07-19,0,0,1705410354,1611240374,,,0,,,,,,0,0,0
2017-07-20,0,0,1705410354,1611240375,,,0,,,,,,0,0,0
2017-07-21,0,0,1705410354,1611240375,,,0,,,,,,0,0,0
2017-07-22,0,0,1705410355,1611240375,,,0,,,,,,0,0,0
2017-07-23,0,0,1705410355,1611240375,,,0,,,,,,0,0,0
2017-07-24,0,0,1705410355,1611240375,,,0,,,,,,0,0,0
2017-07-25,0,0,1705410355,1611240375,,,0,,,,,,0,0,0
2017-07-26,0,0,1705410355,1611240375,,,0,,,,,,0,0,0
2017-07-27,0,0,1705410356,1611240375,,,0,,,,,,0,0,0
2017-07-28,0,0,1705410356,1611240375,,,0,,,,,,0,0,0
2017-07-29,0,0,1705410356,1611240375,,,0,,,,,,0,0,0
2017-07-30,0,0,1705410356,1611240375,,,0,,,,,,0,0,0
2017-07-31,0,0,1705410357,1611240375,,,0,,,,,,0,0,0
2017-08-01,1607,1606,1705410357,1611240376,,,99384579.942059134221,,,,,,99384579.942059134221,6,6
2017-08-02,547,2071,1705410357,1611240376,,,78136455.225,,,,,,177521035.167059134221,5,5
2017-08-03,651,2549,1705410357,1611240376,,,62795884.83054,,,,,,240316919.997599134221,9,9
2017-08-04,720,3069,1705410357,1611240376,,,74438016.414299976,,,,,,314754936.411899110221,9,9
2017-08-05,383,3345,1705410358,1611240376,,,19016638.815077994232,,,,,,333771575.226977104453,11,11
2017-08-06,332,3583,1705410358,1611240376,,,14535322.4316302,,,,,,348306897.658607304453,11,11
2017-08-07,344,3823,1705410358,1611240376,,,15986208.178955,,,,,,364293105.837562304453,7,7
2017-08-08,372,4086,1705410358,1611240376,,,46196492.3113300078,,,,,,410489598.148892312253,7,7
2017-08-09,383,4378,1705410358,1611240376,,,9156814.02942879594,,,,,,419646412.178321108193,15,15
2017-08-10,396,4661,1705410359,1611240376,,,20947548.8610612,,,,,,440593961.039382308193,6,6
2017-08-11,520,5019,1705410359,1611240376,,,31709527.6616862,,,,,,472303488.701068508193,6,6
2017-08-12,486,5356,1705410359,1611240376,,,26370911.243849244285,,,,,,498674399.944917752478,14,12
2017-08-13,499,5709,1705410359,1611240377,,,15902787.8054248,,,,,,514577187.750342552478,3,3
2017-08-14,1154,6503,1705410359,1611240377,,,61631530.5235280017593016,,,,,,576208718.2738705542373016,23,23
2017-08-15,980,7177,1705410359,1611240377,,,42858633.45381016,,,,,,619067351.7276807142373016,32,32
2017-08-16,1239,8042,1705410359,1611240377,,,61124210.6206350944,,,,,,680191562.3483158086373016,19,19
2017-08-17,584,8377,1705410360,1611240377,,,714884492.1755420836373015,,,,,,1395076054.5238578922746031,68,68
2017-08-18,118,8423,1705410360,1611240377,,,0,,,,,,1395076054.5238578922746031,102,102
2017-08-19,114,8485,1705410360,1611240377,,,0,,,,,,1395076054.5238578922746031,96,96
