time,CapMrktEstUSD,volume_reported_spot_usd_1d
2021-07-22,,1040889.45782725
2021-07-23,,845263.463267103
2021-07-24,,2593907.40514234
2021-07-25,,2880368.92340002
2021-07-26,,1156171.30984671
2021-07-27,,1334916.77058319
2021-07-28,,2559895.30711518
2021-07-29,,1187169.43495639
2021-07-30,,332767.388358413
2021-07-31,,520370.018429226
2021-08-01,,550786.66218265
2021-08-02,,312779.562777557
2021-08-03,,213277.092234687
2021-08-04,,230964.494273598
2021-08-05,,278619.699944328
2021-08-06,,236830.518007393
2021-08-07,,287993.715885865
2021-08-08,,1332731.98110454
2021-08-09,,340976.528145974
2021-08-10,,1077218.25258472
2021-08-11,,1116953.46814492
2021-08-12,,2602394.43099224
2021-08-13,,1404244.9539665
2021-08-14,,1081410.91047279
2021-08-15,,644604.019379534
2021-08-16,,816607.538158135
2021-08-17,,903231.549401546
2021-08-18,,294797.002499786
2021-08-19,,530665.151014889
2021-08-20,,716558.810744264
2021-08-21,,349701.616536915
2021-08-22,,317353.80063046
2021-08-23,,282629.484023278
2021-08-24,,610438.537150376
2021-08-25,,521439.282001928
2021-08-26,,958901.850466609
2021-08-27,,391818.037469956
2021-08-28,,146114.634636099
2021-08-29,,817756.154931241
2021-08-30,,2506060.71314171
2021-08-31,,2871932.48604381
2021-09-01,,3884217.85811582
2021-09-02,,2656195.56338647
2021-09-03,,453063.388598463
2021-09-04,,352811.810168188
2021-09-05,,8410581.819255
2021-09-06,,3893337.55706978
2021-09-07,,2479313.18782052
2021-09-08,,1530001.65737933
2021-09-09,,521150.538171289
2021-09-10,,816468.85287746
2021-09-11,,1150694.64709529
2021-09-12,,766061.067778451
2021-09-13,,364175.801305543
2021-09-14,,10243269.9291187
2021-09-15,,1496572.16963428
2021-09-16,,339203.013559446
2021-09-17,,855296.201501288
2021-09-18,,275152.859030232
2021-09-19,,196197.034436762
2021-09-20,,513243.031344459
2021-09-21,,338334.493964773
2021-09-22,,281439.369819174
2021-09-23,,237655.302089866
2021-09-24,,138378.280280561
2021-09-25,,122800.657269073
2021-09-26,,348125.880845711
2021-09-27,,69846.9419914964
2021-09-28,,383318.142008292
2021-09-29,,702035.897462623
2021-09-30,,1315252.80458477
2021-10-01,,252511.085298861
2021-10-02,,735463.367628691
2021-10-03,,434494.871424101
2021-10-04,,171765.951508054
2021-10-05,,315196.465462603
2021-10-06,,545590.78092017
2021-10-07,,1115831.90540116
2021-10-08,,582769.533253232
2021-10-09,,949346.95924411
2021-10-10,,509854.761306214
2021-10-11,,311424.61662284
2021-10-12,,491230.751933649
2021-10-13,,306946.060084914
2021-10-14,,204384.569710901
2021-10-15,,289274.803781083
2021-10-16,,353390.673321387
2021-10-17,,474984.663505128
2021-10-18,,360803.506968586
2021-10-19,,314488.536364433
2021-10-20,,282554.605834898
2021-10-21,,199724.447183256
2021-10-22,,318669.915822091
2021-10-23,,488987.495570869
2021-10-24,,659136.051479045
2021-10-25,,309601.083454399
2021-10-26,,237788.128306676
2021-10-27,,339106.740579815
2021-10-28,,954934.59917216
2021-10-29,,680039.883188946
2021-10-30,,808699.260117746
2021-10-31,,559186.507617632
2021-11-01,,1069031.27492048
2021-11-02,,408211.008786812
2021-11-03,,442124.037049139
2021-11-04,,2611885.79845017
2021-11-05,,274304.627890422
2021-11-06,,533457.279986318
2021-11-07,,660387.838455509
2021-11-08,,326907.228720715
2021-11-09,,723308.138543256
2021-11-10,,488324.744697738
2021-11-11,,765772.787729585
2021-11-12,,753984.55167682
2021-11-13,,1079732.71616086
2021-11-14,,299497.303098426
2021-11-15,,558330.896837977
2021-11-16,,523899.998085962
2021-11-17,,245377.153314125
2021-11-18,,650649.449582591
2021-11-19,,451504.50780088
2021-11-20,,1338794.72137943
2021-11-21,,2703818.99761032
2021-11-22,,655381.101961958
2021-11-23,,709847.100119573
2021-11-24,,441598.311031359
2021-11-25,,3042705.11163581
2021-11-26,,999027.558587765
2021-11-27,,856964.466275321
2021-11-28,,2118067.45915943
2021-11-29,,2127947.1664875
2021-11-30,,775919.488463276
2021-12-01,,3098643.03278784
2021-12-02,,3635410.27189859
2021-12-03,,23262659.575509
2021-12-04,,17229325.2929012
2021-12-05,,28649104.6210663
2021-12-06,,4050349.13197148
2021-12-07,,1843235.12928842
2021-12-08,,4890738.58615336
2021-12-09,,2818908.00928952
2021-12-10,,807102.60938473
2021-12-11,,1030917.106448
2021-12-12,,802316.778301923
2021-12-13,,1053535.13623636
2021-12-14,,486336.148064124
2021-12-15,,935739.732044916
2021-12-16,,1426222.90975218
2021-12-17,,2192753.34483044
2021-12-18,,4915256.79905617
2021-12-19,,1187847.72139291
2021-12-20,,707536.634023547
2021-12-21,,420944.550370674
2021-12-22,,337653.725726444
2021-12-23,,471344.564325021
2021-12-24,,629232.161911385
2021-12-25,,377821.276949903
2021-12-26,,845388.432911574
2021-12-27,,266026.360386201
2021-12-28,,259075.091234776
2021-12-29,,280484.533831664
2021-12-30,,158085.492848029
2021-12-31,,984764.411153879
2022-01-01,,522298.034600035
2022-01-02,,477074.633875876
2022-01-03,,322130.457173802
2022-01-04,,218242.926259829
2022-01-05,,170299.14017916
2022-01-06,,115620.041008899
2022-01-07,,229540.790165519
2022-01-08,,133762.055354844
2022-01-09,,339448.026546599
2022-01-10,,151705.697932689
2022-01-11,,350764.192043529
2022-01-12,,102090.257112509
2022-01-13,,452742.04912545
2022-01-14,,249206.961291997
2022-01-15,,187426.40391835
2022-01-16,,100033.700234019
2022-01-17,,180891.538376652
2022-01-18,,172467.767702149
2022-01-19,,107780.768159624
2022-01-20,,149408.766224078
