time,CapMrktEstUSD,volume_reported_spot_usd_1d
2021-08-03,,637067.003167881
2021-08-04,185296111.7296918106579002,4363826.67591349
2021-08-05,186956706.3990063577193692,1612744.85384112
2021-08-06,189311574.0716919593807339,487008.712042327
2021-08-07,188259410.2076071453911908,167578.936549466
2021-08-08,176888828.59715136126431286,69952.5510060676
2021-08-09,176912113.70357986799392208,168872.90013308
2021-08-10,184712448.3276911870528299,187329.12657104
2021-08-11,188401165.218075710249393,945513.146036639
2021-08-12,178099088.30934468932912613,161458.551824779
2021-08-13,181227605.25186247444639884,306450.173040656
2021-08-14,177333746.11001175624229336,302029.610162743
2021-08-15,174422854.80933743883762925,198199.643286878
2021-08-16,169087819.10064150860376293,53565.2537802729
2021-08-17,181385539.0041306778381215,1720492.89559422
2021-08-18,172155598.06037560697197776,637421.77634369
2021-08-19,173774324.69607648510377844,558102.870079493
2021-08-20,178275019.16994988560011362,688355.898257446
2021-08-21,180608969.03354193808003744,508996.600452922
2021-08-22,190670079.3735849205059504,444943.827085318
2021-08-23,195933560.1745380858151801,890871.904632416
2021-08-24,180463688.37263944487446268,1140644.61871815
2021-08-25,180448910.76635888831236068,446292.158497244
2021-08-26,169484087.43667034614905067,624712.482704885
2021-08-27,176107493.1139516358636578,220405.767514792
2021-08-28,183417261.943461110026209,248370.111893465
2021-08-29,189669249.3745821026649669,178753.128869162
2021-08-30,235350516.7584461548896909,1735593.55490163
2021-08-31,223905481.6935740226980348,827118.430289689
2021-09-01,228460508.7141610022865262,261127.908126912
2021-09-02,219580096.9585675581182911,12433258.3131715
2021-09-03,221264379.8005069358446374,70994221.1557741
2021-09-04,219580619.2329882815480127,119513628.799553
2021-09-05,212969441.8574852646410278,77745833.9139197
2021-09-06,209362891.7400153815326557,41853154.3935172
2021-09-07,167929920.13483824765655138,66682899.2141619
2021-09-08,178567466.17894105375747106,96770133.1260501
2021-09-09,184203704.7031068021388034,45276088.9102797
2021-09-10,165545163.91300166715098146,51476311.6636838
2021-09-11,176779560.80018158188773016,29711522.4342215
2021-09-12,180638649.63259154255557248,20311410.865366
2021-09-13,162592068.66998756264559744,37479336.5896841
2021-09-14,207662111.66219960093589398,36219934.8114527
2021-09-15,224286156.11945131883036,53557529.6074644
2021-09-16,219692092.921795741963364,24415348.313108
2021-09-17,214575195.272705404032552,33028778.3725911
2021-09-18,218336476.742336856369997,12660563.9157295
2021-09-19,208280937.826711432012273,10407896.8783375
2021-09-20,178179466.298357108147141,47995841.2794457
2021-09-21,159695228.059727737444666,38088162.9222952
2021-09-22,189352468.216891207190696,226756726.751555
2021-09-23,194962799.133050512117429,79192784.5290119
2021-09-24,178245671.370439158752951,53472801.4044328
2021-09-25,172711192.14015466400254,26510397.2770383
2021-09-26,169640584.771617367012193,24902142.6130796
2021-09-27,165956264.727846921689551,22997969.7564585
2021-09-28,159929047.247356082342109,28576264.138904
2021-09-29,159131456.715002944808567,29278941.7360716
2021-09-30,170648886.647556146627091,76509366.6556282
2021-10-01,198071925.696828538969982,79326891.2881673
2021-10-02,198936965.817357752281826,54275407.1373671
2021-10-03,202867299.964668254938728,47595433.0310544
2021-10-04,204685667.25269413650907,88607835.5381953
2021-10-05,210108952.568096277910043,52215630.9868803
2021-10-06,212727919.307699680276241,85815628.1960851
2021-10-07,229428161.146812817319127,75041988.3085473
2021-10-08,231635042.518437601306786,69676388.2084013
2021-10-09,217157220.391429478456135,38475657.5298195
2021-10-10,202474864.41603666625997,25138751.3165349
2021-10-11,201319196.290373192268894,22370811.0813832
2021-10-12,194925816.027387319441844,27972291.7456139
2021-10-13,202266083.182700327717704,22439486.7063886
2021-10-14,203877263.423493268229774,15908613.3805347
2021-10-15,191533166.265917115769581,29131029.6733721
2021-10-16,193556135.394931295192099,29270789.959311
2021-10-17,186328510.738393077689453,8581049.93426393
2021-10-18,188387159.009315967435862,15902495.0024192
2021-10-19,189061116.875206409532818,9261078.18900307
2021-10-20,194266909.182465621232761,17749871.6100307
2021-10-21,190955223.060387638045037,20679556.4263361
2021-10-22,193167630.861763383228664,12875209.3707487
2021-10-23,193100358.10664213644518,5515755.54589743
2021-10-24,190949121.068169009997114,5560812.43876753
2021-10-25,193698901.730708640286282,6393169.43504299
2021-10-26,201652898.721072254186946,19165338.0719185
2021-10-27,205871822.670155532573662,155289975.183026
2021-10-28,234971556.758336514456809,319426545.790832
2021-10-29,250844442.75768485718088,134352022.941161
2021-10-30,356747766.68827275094794,578879873.442711
2021-10-31,320948923.36021825518562,2791618168.84777
2021-11-01,324948252.11905822328117,407959721.637492
2021-11-02,407435482.13482491005574,857486812.169516
2021-11-03,390727040.69585356237437,400232378.614603
2021-11-04,358711810.85151676872263,125705935.298007
2021-11-05,374077755.09385823114398,154544410.625807
2021-11-06,378651229.95250846980956,101399796.101555
2021-11-07,360109084.98576688651634,62717189.5755279
2021-11-08,348422700.06218086349763,69113471.5230697
2021-11-09,329414622.07098721924331,65369927.7725616
2021-11-10,319751300.4563793815207,145127501.722652
2021-11-11,348146877.25274295173507,123213642.707906
2021-11-12,365092089.8078394334042,164010077.821348
2021-11-13,369879792.21105074231667,205838540.92674
2021-11-14,400467393.56890198939352,210988829.992201
2021-11-15,435572473.36407579996507,676602942.446192
2021-11-16,562808024.35490949152065,710967768.296376
2021-11-17,615239563.59931568876813,1179140009.93496
2021-11-18,568872458.81181767242194,483006899.39931
2021-11-19,633151012.26238471006809,251674112.48688
2021-11-20,644099057.21494925007023,226854387.045269
2021-11-21,590006870.8678388118969,133750544.861144
2021-11-22,590681526.28797490885812,168785835.433773
2021-11-23,666294852.48774919329599,1193437356.93712
2021-11-24,738194700.29796681231286,566784219.050069
2021-11-25,692198843.96366090368795,492071348.270505
2021-11-26,579719233.42957567456266,262855452.451894
2021-11-27,572933097.43590502003148,101016396.880289
2021-11-28,604215667.64702003049195,177357731.868512
2021-11-29,583591062.27222246472726,102620263.281282
2021-11-30,578596484.72871524066465,150650190.949998
2021-12-01,547577130.51566914238807,73922336.1162127
2021-12-02,574449321.05100288199913,251042041.776909
2021-12-03,509093216.86704288634047,122870525.36523
2021-12-04,479775660.8630601212228,325583476.392256
2021-12-05,408950475.04352093790215,151976500.447458
2021-12-06,404398986.24523071321789,176517370.747675
2021-12-07,394189523.70964004934103,101448758.800984
2021-12-08,387083238.39818966941704,75685777.8768584
2021-12-09,362062358.69558434543231,66191065.9203158
2021-12-10,342024443.17366124489562,75104889.7156896
2021-12-11,439039275.40178104818552,51446609.3737539
2021-12-12,450500534.90829928345176,37166223.5963237
2021-12-13,390218908.32791520181968,49240674.8727867
2021-12-14,391044089.67968625120696,76065694.4896917
2021-12-15,420566791.9118744731944,77556876.5216037
2021-12-16,418758025.38165279486516,80022299.2268628
2021-12-17,414254419.2117370723758,46584589.8790108
2021-12-18,429537852.89407399146684,30050053.3235032
2021-12-19,420739968.96591365396088,29903330.6602068
2021-12-20,404430875.48969360322348,29128959.8698339
2021-12-21,427963593.44864226137256,27525495.0457244
2021-12-22,442264722.86771994341316,34664369.7559462
2021-12-23,499187212.39649292840636,55383566.5226874
2021-12-24,496926894.07808514672144,169986735.496622
2021-12-25,523346208.52614364053396,83737192.6676807
2021-12-26,523990488.0235873167432,63176038.6660028
2021-12-27,520085055.56238184553664,51620065.6562185
2021-12-28,458360581.07190632786964,69305353.9334031
2021-12-29,427511927.23183390898916,66963768.6026509
2021-12-30,430256496.13017249157704,41145810.8389902
2021-12-31,430852668.39412256664432,36052876.2556634
2022-01-01,440119456.72977535552452,18888847.1970152
2022-01-02,465130381.61801520440028,84339941.6467394
2022-01-03,453024692.53802599700004,69458212.5889298
2022-01-04,440691903.56644615673316,42457694.303505
2022-01-05,402172658.67811216005024,47095474.8842719
2022-01-06,382234505.50435471309632,117428211.149953
2022-01-07,363322799.93276295256032,57896489.1536607
2022-01-08,349283183.84079302905932,35797079.2931788
2022-01-09,353226180.55939595682348,27585535.9139067
2022-01-10,329681504.75501658662136,63418528.8551774
2022-01-11,343017419.0142081296808,43227187.9085948
2022-01-12,361981011.63573797649576,40994133.9313386
2022-01-13,342941035.79955266099184,37725456.0475991
2022-01-14,341807058.20803087714164,32871531.8321775
2022-01-15,339835802.89161087284676,13965581.9117673
