time,CapMrktEstUSD
2023-10-25,214828864107.11744047436315982
2023-10-26,217027499336.54573280162890161
2023-10-27,214164643632.71822160047921376
2023-10-28,213620559747.57107671940256528
2023-10-29,216207966966.62807206050773104
2023-10-30,217612477072.85699773284269816
2023-10-31,218114032484.21673769589740176
2023-11-01,222027275405.76282692058713628
2023-11-02,216391070925.5903652750267552
2023-11-03,220406219446.3169825052038017
2023-11-04,223642462356.14774982475667697
2023-11-05,228094907098.5377094025273635
2023-11-06,228374429493.44231459300815264
2023-11-07,226850590273.92024179879514317
2023-11-08,227626509906.7077916986598583
2023-11-09,254463307871.49217336393761876
2023-11-10,250243645420.1472741794863595
2023-11-11,246098347073.84219910339545964
2023-11-12,245928881822.5661726656473358
2023-11-13,248042513646.97015086067085982
2023-11-14,238409318387.72972603177513715
2023-11-15,247283034167.92497712807538688
2023-11-16,235658410044.7070022659335762
2023-11-17,235561163786.061516548840915
2023-11-18,235984545175.9058549781785197
2023-11-19,241681699406.02961786461558299
2023-11-20,243423940840.26043299630189384
2023-11-21,233954030002.9050983432437488
2023-11-22,248246148100.0503437165411739
2023-11-23,248100701272.6528684396950063
2023-11-24,250029953951.2288578472004748
2023-11-25,250657103814.24094000314979428
2023-11-26,248351451795.8584914765240994
2023-11-27,243765969061.52153082664729368
2023-11-28,246470595926.90520314458865664
2023-11-29,243956120965.50554630224157356
2023-11-30,246619094048.8569654906517673
2023-12-01,250834195560.08867361096923864
2023-12-02,260284806714.50803911451682016
2023-12-03,263743103341.98032304766558152
2023-12-04,269086702691.966807713800959
2023-12-05,275515002256.52544126345562834
2023-12-06,268308751200.5520255607706547
2023-12-07,283061296004.48494778440957626
2023-12-08,283641599334.85885270961232
2023-12-09,281550561198.5146888192551992
2023-12-10,282637883140.80608365991570414
2023-12-11,267104871475.65566316854864088
2023-12-12,264623465227.2357020295186285
2023-12-13,271788076576.3001510551562592
2023-12-14,278837850954.86647529673839421
2023-12-15,267040010000.4412687748450328
2023-12-16,267423490786.41854348606301364
2023-12-17,264454392013.12983253420298465
2023-12-18,266349880088.84728293175563825
2023-12-19,261559820244.98191872148394921
2023-12-20,263932804444.82752849347928002
2023-12-21,268952393161.21135109731542216
2023-12-22,279591058545.91086586577467184
2023-12-23,277750377161.77523417837505528
2023-12-24,272603116920.6968622051506779
2023-12-25,273329024351.75685844612185232
2023-12-26,267943547602.77158225678262192
2023-12-27,285865435493.34456732235140756
2023-12-28,282605908433.22959452690528728
2023-12-29,275935092579.7490073931185828
2023-12-30,275669970152.0582194567619583
2023-12-31,273905566501.14819880331840208
2024-01-01,282122400852.43885760807753505
2024-01-02,283349342548.66915961832426074
2024-01-03,265289716259.714633323661646
2024-01-04,273083090124.15000137146458543
2024-01-05,272534865557.85718142912150712
2024-01-06,269084549870.25779951425787413
2024-01-07,266625527225.4138329307068715
2024-01-08,280307923268.40317980016466031
2024-01-09,281190323472.17506780547353595
2024-01-10,311378088518.29445485786458198
2024-01-11,314726164915.47387280522871564
2024-01-12,302756684709.21414391774654625
2024-01-13,310070118098.51438958833531196
2024-01-14,297941348780.266898693598159
2024-01-15,301985209964.1662030073913918
2024-01-16,311338731226.7594163508230329
2024-01-17,303399147121.20527313485005757
2024-01-18,296451087657.63155926525816878
2024-01-19,299250948034.24878527543530464
2024-01-20,296805630278.20241404892747871
2024-01-21,294980412813.08968541320021503
2024-01-22,277873799554.95121566585766905
2024-01-23,269077240535.63112270414115212
2024-01-24,268436335054.3265627321038239
2024-01-25,266569075426.6277436747207058
2024-01-26,272434339372.81804943163476508
2024-01-27,272403932147.76004641339698448
2024-01-28,271018101613.57389490486922988
2024-01-29,278211111160.663948024522559
2024-01-30,282226807740.1628477332119078
2024-01-31,274522114329.87612255723362358
2024-02-01,276441100504.09823651680852224
2024-02-02,277165487698.49741707756142545
2024-02-03,275800925353.44926357974414884
2024-02-04,274921938854.18598216057346456
2024-02-05,276034746258.077693933489562
2024-02-06,285343553711.31398152372838156
2024-02-07,291409081051.98787435584372746
2024-02-08,291067917628.49439028517253664
2024-02-09,299343923104.97476521390640011
2024-02-10,300505173876.80446239013887456
2024-02-11,300967240026.8601015997965268
2024-02-12,319034101549.6513012785023504
2024-02-13,317054903874.8470324231187215
2024-02-14,333994452390.63577569634978976
2024-02-15,339522913242.0298011861884484
2024-02-16,336793505486.29447842350430039
2024-02-17,334859242523.59814554918302556
2024-02-18,345742965358.20725919100185696
2024-02-19,354310304298.14043488577627576
2024-02-20,362194013961.01885791916079478
2024-02-21,356290454157.81483109306133903
2024-02-22,357182494341.59163169027802562
2024-02-23,351255707160.16851575084456107
2024-02-24,359290266092.70631168554005853
2024-02-25,373894929982.33720471200487513
2024-02-26,381600198124.69616076741694144
2024-02-27,389826153429.74220118535721618
2024-02-28,405710940104.22274422715760865
2024-02-29,402534241823.49737881539402673
2024-03-01,413088241843.05457398732500288
2024-03-02,410926715980.45593097244010624
2024-03-03,418381639156.23080953742123574
2024-03-04,436182165198.46155664226478064
2024-03-05,426827056421.1037642116318177
2024-03-06,458977455705.772627392969088
2024-03-07,464706063596.3119716370694666
2024-03-08,467894214146.4256227200002195
2024-03-09,470131026095.90607093335197774
2024-03-10,465083705768.34593928578988788
2024-03-11,489163054444.07697129948525312
2024-03-12,476921062806.70650528219816569
