time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2021-04-05,32440,916,70894,367602,425,25895,112266,186,4700,10058333,10058333,10058333,10058333,70894,916,112266,4700,367602,25895,425,78440,1073,129382,5916,231,421583,31029,450,1622814106,19644,9701182641.12575734764582062926,1.866773452542,1.866773452542,13932163891.3046,3648537412.5036204521634361192,13932163891.3046,7463232280.454430269440210306842,0.00102507,0.0014281443240059606322,0.001,0.00139321638913046,928.421279,1293.49174192026337105834,0,0,0.968788402232,128.372368588969,117.70703375918485,128.372368588969,117.70703375918485,0.000023711959390438662,1.39321638913046,711.0785085640874,31.62691668802369,1.30763270996932,0.0000224670669429928,0.000629457731399165,1.11328666454999,1.30763270996932,0.002085674082,7126056431.781504,6594327750.743045,400008009.497863,6963155699.869781,7126056431.781504,5411612881.789223,7126056431.781504,7126056431.781504,7126056431.781504,1100748779.735631,5932053921.23565,7126056431.781504,69.6315569987,9824028188.272704,9995366745.497893,9998004448.550709,9687884022.320976,9979149684.449719,9997077636.616839,8730868291.524755,9918314389.694854,10000000000,10000000000,10000000000,9998004448.550709,9997077636.616839,9995366745.497893,9824028188.272704,9918314389.694854,9979149684.449719,9687884022.320976,9998056659.230691,9997214689.301184,9996018626.968862,9837360496.087072,9928629351.821093,9093715646.856355,9983557587.103494,9708916932.626962,6812384009.355141,9998200887.470411,9996919333.759282,10000000000,2703631868.230791,905711,44.0225,970036,77898383.506646,108529304.58822912073357103716,87.99022368,122.5894217142310961012928,0.001,0.00139321638913046,2.256995096329,0.06741886668623082,0.05036404703663957,,
2021-04-06,35591,914,70838,367988,419,25946,112457,186,4710,10079434,10079434,10079434,10079434,70838,914,112457,4710,367988,25946,419,78441,1075,129608,5951,233,422665,31093,448,1622814106,19635,9794627177.83594525328159306673,1.853682810779,1.853682810779,13965265032.3141,3658483648.833297155292198471,13965265032.3141,7533794320.745615990791731457191,0.00103406,0.0014440921959314718246,0.001,0.00139652650323141,909.042712,1269.50223987735770998392,0,0,0.968321561685,92.662793279628,116.66821037588949,92.662793279628,116.66821037588949,0.000024043194446092443,1.39652650323141,648.8817116715835,26.559555355723067,1.39321638913046,0.0000237119593904386,0.000663585749333039,1.17847580143034,1.39321638913046,0.00208333792,7176346086.951639,6644586101.046992,440669279.262178,7013563405.472253,7176346086.951639,5222231746.867095,7176346086.951639,7176346086.951639,7176346086.951639,1126208974.333163,5981598284.568041,7176346086.951639,70.1356340547,9823266865.292839,9995351827.638628,9997999483.750535,9683215616.85229,9979173048.902466,9997071997.536498,8726631177.959853,9918131945.588735,10000000000,10000000000,10000000000,9997999483.750535,9997071997.536498,9995351827.638628,9823266865.292839,9918131945.588735,9979173048.902466,9683215616.85229,9998052353.283927,9997209341.039851,9996007742.915116,9836905533.708189,9928649537.958294,9106477241.777063,9983589292.983192,9707424764.640202,6807805521.916092,9998197308.890496,9996914516.582139,10000000000,2705948774.86455,879099,43.009247685185,952983,107918179.951937,150710598.48337663270898874117,122.30904783,170.8078268795931752483403,0.001,0.00139652650323141,2.267565154296,0.06742030862681664,0.04999995393641246,,
2021-04-07,31613,927,71127,368694,421,26054,113059,186,4735,10099623,10099623,10099623,10099623,71127,927,113059,4735,368694,26054,421,77584,1065,121060,5753,231,423392,30362,444,1622814106,19686,9325220367.1583015951217788694,1.745254434584,1.745254434584,13176747008.134,3455090635.1468288855563898,13176747008.134,7550043562.145781747379700176647,0.00103596,0.001365058283054649864,0.001,0.0013176747008134,747.185305,984.547173218044027087,0,0,0.967682886319,67.774005342549,108.33498893307639,67.774005342549,108.33498893307639,0.000023418319306496525,1.3176747008134,608.6282660291358,14.484255965883007,1.39652650323141,0.0000240431944460925,0.000659703184221764,1.178359038878,1.39652650323141,0.002092515135,7240119887.137593,6707541018.732094,442331793.448157,7077027707.522841,7240119887.137593,5158848619.654902,7240119887.137593,7240119887.137593,7240119887.137593,1060057599.136413,6012853956.69365,7240119887.137593,70.7702770752,9822391197.828981,9995331671.875851,9997994725.967466,9676828863.19006,9979081331.07574,9997067047.844597,8710381029.040899,9917763008.775297,10000000000,10000000000,10000000000,9997994725.967466,9997067047.844597,9995331671.875851,9822391197.828981,9917763008.775297,9979081331.07574,9676828863.19006,9998047705.177154,9997137539.243452,9995904034.150053,9834380580.719709,9926641518.576305,9075353030.757636,9982879393.537018,9697175606.777408,6814672846.820179,9998193840.211676,9996902088.39463,10000000000,2723299043.534914,721248,35.82599537037,791453,147549196.029616,194421842.7335819699656896544,219.28249905,288.94300132932341972727,0.001,0.0013176747008134,2.283211560537,0.0674617174489114,0.05096991612146809,,
2021-04-08,32052,930,71369,369328,423,26123,113541,188,4730,10120532,10120532,10120532,10120532,71369,930,113541,4730,369328,26123,423,78321,1074,121750,5849,233,424465,30779,449,1622814106,19628,9580728818.97971276413955313816,1.763991878536,1.763991878536,13451523337.3032,3549588355.627298081757128844,13451523337.3032,7625615231.554535770785452766124,0.0010276,0.001382278538141276832,0.001,0.00134515233373032,846.81102,1139.0898197815526841264,0,0,0.96769946331,101.241343277425,109.40526378784462,101.241343277425,109.40526378784462,0.00002320694816744382,1.34515233373032,556.5238987294333,14.276737060870346,1.3176747008134,0.0000234183193064966,0.00066368293559341,1.11215708829076,1.3176747008134,0.002099239612,7285689779.708111,6760585323.004327,478619827.625359,7122411773.550463,7285689779.708111,5207078337.273322,7285689779.708111,7285689779.708111,7285689779.708111,993702007.611815,6063897594.00532,7285689779.708111,71.2241177355,9822403582.141855,9995316621.648414,9997989944.018061,9676994633.097554,9979014129.377708,9997061633.074291,8714529382.013348,9917471762.347818,10000000000,10000000000,10000000000,9997989944.018061,9997061633.074291,9995316621.648414,9822403582.141855,9917471762.347818,9979014129.377708,9676994633.097554,9998043329.816711,9997133731.980155,9995926461.322252,9834806813.123906,9927117599.159932,9079122201.383066,9983074069.558969,9699568680.260523,6799982037.73379,9998190326.198382,9996891495.433506,10000000000,2738651111.423466,824065,40.191284722222,889102,98773877.116562,132865911.31493522517491355984,126.2916333,169.881485264108794531656,0.001,0.00134515233373032,2.28273109269,0.06745792345198817,0.05094896321979947,,
2021-04-09,33112,914,71611,370066,418,26178,114143,186,4731,10141925,10141925,10141925,10141925,71611,914,114143,4731,370066,26178,418,79235,1074,131291,5946,230,426001,31294,449,1622814107,19631,9921874542.67256078803323239558,1.80417934124,1.80417934124,13860665132.2537,3678972893.6688177963059586481,13860665132.2537,7682531783.524897694526845033491,0.00104918,0.0014542332643457936966,0.001,0.00138606651322537,810.398053,1123.26560364633859820461,0,0,0.967968454495,73.728263922857,111.00753140101992,73.728263922857,111.00753140101992,0.000023876389831897807,1.38606651322537,590.829174344733,24.69112795100221,1.34515233373032,0.0000232069481674438,0.000647158986057063,1.12962366922881,1.34515233373032,0.002107917281,7321848446.060656,6796134604.628358,452352813.452142,7158296119.270934,7321848446.060656,2290336618.262714,7321848446.060656,7321848446.060656,7321848446.060656,984216601.895872,6097285167.928417,7321848446.060656,71.5829611927,9822009387.93032,9995295427.728922,9997984952.81001,9679684544.953494,9978927406.862071,9997056195.131185,8746501583.039283,9917317662.042473,10000000000,10000000000,10000000000,9997984952.81001,9997056195.131185,9995295427.728922,9822009387.93032,9917317662.042473,9978927406.862071,9679684544.953494,9998039055.39088,9997193585.036106,9995955192.262732,9835605369.495848,9927665416.407733,9102092590.370966,9983328788.035281,9705977141.604974,6850602403.580176,9998186779.64658,9996878588.692393,10000000000,2748462737.149588,772409,38.034259259259,845063,135633195.031733,187996629.71525073682133066621,185.26010601,256.7828291770431132214737,0.001,0.00138606651322537,2.294644460505,0.06747785712555802,0.04978170560322318,,
2021-04-10,36924,917,72032,370907,421,26277,114911,186,4742,10166550,10166550,10166550,10166550,72032,917,114911,4742,370907,26277,421,79798,1074,132074,5980,229,427295,31446,457,1622814107,19661,9970636509.92514354322263691124,1.802598421885,1.802598421885,13901402502.6227,3703688402.8825563315944298567,13901402502.6227,7711868785.552823868029173144756,0.00103605,0.0014402548062842248335,0.001,0.00139014025026227,962.81121,1338.4426164247189960467,0,0,0.967815811036,169.447972809185,110.70504366257325,169.447972809185,110.70504366257325,0.000023304340638411408,1.39014025026227,680.4134798150417,28.35848918196962,1.38606651322537,0.0000238763898318979,0.000670876355967861,1.16676332691245,1.38606651322537,0.002119493086,7336232037.154805,6820778988.289653,382197154.066793,7172396100.353212,7336232037.154805,2126884159.049836,7336232037.154805,7336232037.154805,7336232037.154805,936235955.587376,6118760029.582065,7336232037.154805,71.7239610035,9821434495.861452,9995275328.793416,9997979376.914791,9678158110.359739,9978811718.448233,9997050489.259014,8743118613.557001,9916963251.237414,10000000000,10000000000,10000000000,9997979376.914791,9997050489.259014,9995275328.793416,9821434495.861452,9916963251.237414,9978811718.448233,9678158110.359739,9998033916.70306,9997187961.741164,9995945901.100336,9834742557.943217,9927486840.802524,9091429017.243349,9983249440.528715,9708796814.955818,6848936598.505672,9998182766.203978,9996862782.632106,10000000000,2764399187.7875,929308,45.463078703704,1008796,59015164.561815,82039355.63323055176337722005,81.40714366,113.1673470606489665677082,0.001,0.00139014025026227,2.291466212076,0.0674169783673039,0.049390684963595305,,
2021-04-11,38225,916,72195,371476,423,26274,115389,186,4735,10191864,10191864,10191864,10191864,72195,916,115389,4735,371476,26274,423,81628,1141,133911,6343,233,429548,32703,463,1622814107,19645,10838961701.20071069164411608312,1.940895877279,1.940895877279,15079713395.5436,4041941864.8579845960254137464,15079713395.5436,7769460264.238592941973606114355,0.00102731,0.0015491540368375895716,0.001,0.00150797133955436,953.041905,1437.1598781342891054558,0,0,0.967956502284,185.774736376096,119.37020331316404,185.774736376096,119.37020331316404,0.000025160981171376974,1.50797133955436,742.1741924003572,43.30697406905656,1.39014025026227,0.0000233043406384114,0.000652590469532148,1.1666316971687,1.39014025026227,0.00212546278,7352022280.346019,6835806696.524809,377038966.645095,7187776993.430042,7352022280.346019,2129070450.995159,7352022280.346019,7352022280.346019,7352022280.346019,615739169.757929,6122848691.111347,7352022280.346019,71.8777699343,9821235763.639362,9995255950.351848,9997973982.260621,9679565022.842668,9978752061.648135,9997044832.89724,8742443154.96468,9916900326.378266,10000000000,10000000000,10000000000,9997973982.260621,9997044832.89724,9995255950.351848,9821235763.639362,9916900326.378266,9978752061.648135,9679565022.842668,9998029822.192651,9997191598.053711,9996042518.369378,9839323277.093949,9929980852.426983,9119213731.977515,9984063521.596283,9712787011.61425,6847323534.198609,9998178866.063614,9996852708.143771,10000000000,2781909502.229297,927703,45.572847222222,1014964,53828632.434473,81172034.95859152024572145228,75.01996961,113.1279640661190781429996,0.001,0.00150797133955436,2.298184038546,0.06763160972071613,0.050615437453278886,,
2021-04-12,38530,922,72463,372157,424,26383,115939,185,4749,10216520,10216520,10216520,10216520,72463,922,115939,4749,372157,26383,424,81774,1136,134435,6322,230,430536,32709,459,1622814108,19619,10766505782.00679782093776406611,1.915046973536,1.915046973536,14930275992.7639,4028198138.5143293927043125337,14930275992.7639,7796297531.644117492260271832429,0.00103964,0.0015522112133117060996,0.001,0.00149302759927639,927.512109,1384.80117740005136280651,0,0,0.967958960998,99.439340447339,116.76342268571271,99.439340447339,116.76342268571271,0.000024922865572850553,1.49302759927639,729.3586332036867,31.35459903336434,1.50797133955436,0.000025160981171377,0.000703222788660341,1.26678785658092,1.50797133955436,0.0021324566,7375895102.473603,6858507726.594451,408319232.25723,7211190059.195749,7375895102.473603,2135515159.190497,7375895102.473603,7375895102.473603,7375895102.473603,618164790.98081,6140551725.703242,7375895102.473603,72.111900592,9820824610.864456,9995238479.864695,9997968853.712969,9679589609.981898,9978682170.351535,9997039335.540417,8734718177.628661,9916600066.66834,10000000000,10000000000,10000000000,9997968853.712969,9997039335.540417,9995238479.864695,9820824610.864456,9916600066.66834,9978682170.351535,9679589609.981898,9998025015.548192,9997185941.840402,9996017435.666597,9838157724.052515,9929447388.134804,9096572796.103159,9983928023.107446,9708400274.328494,6846225750.649409,9998175178.908533,9996841036.036385,10000000000,2808477126.787436,892150,44.025324074074,983911,100563820.667091,150144559.74464828843868628149,142.34466206,212.5245090652508350867634,0.001,0.00149302759927639,2.311555459259,0.06751553333075463,0.049229330396670386,,
2021-04-13,40090,936,73177,373389,427,26563,117008,186,4793,10241342,10241342,10241342,10241342,73177,936,117008,4793,373389,26563,427,82778,1164,135584,6448,233,432249,33076,469,1622814108,19679,10923181098.6284599133538268794,1.896283613175,1.896283613175,15111266127.651,4117434298.804661001983163297,15111266127.651,7968885045.812805678991504429318,0.00105133,0.001588692741798332583,0.001,0.0015111266127651,764.863502,1155.8055930049122893802,0,0,0.967289224979,96.181250671009,116.75098573088302,96.181250671009,116.75098573088302,0.000023817659541479752,1.5111266127651,758.2901832712985,31.252582050888954,1.49302759927639,0.0000249228655728505,0.000696755396193762,1.25151690213807,1.49302759927639,0.002150543648,7393522643.511185,6901431764.145825,897191585.552713,7228501573.829694,7393522643.511185,2239006311.572042,7393522643.511185,7393522643.511185,7393522643.511185,1018731310.768108,6180536737.658166,7393522643.511185,72.2850157383,9819284411.303856,9995217321.947323,9997964119.121965,9672892249.785471,9978501406.253914,9997033983.198933,8715827214.114289,9915940339.023834,10000000000,10000000000,10000000000,9997964119.121965,9997033983.198933,9995217321.947323,9819284411.303856,9915940339.023834,9978501406.253914,9672892249.785471,9998020733.49311,9997181208.804513,9996016870.770898,9837650593.798348,9929376425.230851,9091700253.552109,9983872746.025258,9706974715.982744,6826956339.097294,9998171356.823627,9996818135.654144,10000000000,2831046755.654193,727519,36.485729166667,822540,103970367.719643,157112389.6001260207818148593,164.62970315,248.776325681583413680065,0.001,0.0015111266127651,2.31506874402,0.06741360976219003,0.049227501848350806,,
2021-04-14,37857,948,75043,376607,430,26879,120046,187,4847,10264887,10264887,10264887,10264887,75043,948,120046,4847,376607,26879,430,84444,1154,137860,6368,234,435742,33064,469,1622814108,19755,10606825309.53017058856625930134,1.835303068819,1.835303068819,14634186960.4226,4020605848.125381182345533123,14634186960.4226,7973716825.87451349830972616622,0.00104278,0.0015260237478589478828,0.001,0.00146341869604226,835.145325,1222.1672825172894414345,0,0,0.966615102256,51.86804600114,110.68955388467828,51.86804600114,110.68955388467828,0.000023277086643846314,1.46341869604226,719.406293408375,20.48947254686734,1.5111266127651,0.0000238176595414797,0.000657614376888783,1.26408112093683,1.5111266127651,0.00220961902,7413376356.996145,6942308980.19715,848507592.433938,7247977177.150859,7413376356.996145,2268321810.033537,7413376356.996145,7413376356.996145,7413376356.996145,977372644.604824,6209898612.763065,7413376356.996145,72.4797717715,9816772302.073549,9995151129.860743,9997959569.22583,9666151022.560046,9977910994.471567,9997028697.089807,8695980047.371,9914712081.042495,10000000000,10000000000,10000000000,9997959569.22583,9997028697.089807,9995151129.860743,9816772302.073549,9914712081.042495,9977910994.471567,9666151022.560046,9998016518.930998,9997170900.607325,9995941907.404599,9833752451.753223,9927241125.786701,9075921077.35396,9983078573.550189,9698317536.568738,6751221563.877234,9998167297.829918,9996748455.783739,10000000000,2967723006.942572,800885,39.805358796296,888106,192796929.342204,282142630.93891991367998554104,252.1067173,368.937683494660670673098,0.001,0.00146341869604226,2.335640246608,0.06735764686321234,0.049043683703893094,,
2021-04-15,40729,954,75189,377906,428,27056,120436,187,4875,10288604,10288604,10288604,10288604,75189,954,120436,4875,377906,27056,428,85969,1205,140398,6717,238,437938,34377,479,1622814108,19025,11437929182.6143276941937751124,1.961598451622,1.961598451622,15751097999.951,4364746780.055636829092428151,15751097999.951,8029725954.834673486617547581692,0.00105852,0.001667285225490813252,0.001,0.0015751097999951,692.674277,1091.0380419072204960427,0,0,0.966472160512,196.537994939279,118.50302283151679,196.537994939279,118.50302283151679,0.000024910340496432072,1.5751097999951,832.5121815318956,31.416271902036378,1.46341869604226,0.0000232770866438463,0.000602155841309229,1.22245829262478,1.46341869604226,0.002214820608,7427371014.273886,6955777249.310673,653159471.586147,7261671016.617324,7427371014.273886,2269653390.835299,7427371014.273886,7427371014.273886,7427371014.273886,960469719.522169,6220109895.86238,7427371014.273886,72.6167101662,9815818226.794949,9995138823.536113,9997954355.976057,9664721605.115476,9977859017.07978,9997021352.33694,8692943562.340706,9914374449.364268,10000000000,10000000000,10000000000,9997954355.976057,9997021352.33694,9995138823.536113,9815818226.794949,9914374449.364268,9977859017.07978,9664721605.115476,9998012042.377282,9997177715.785605,9996020413.649777,9835811449.947458,9928999593.08717,9100204849.558382,9983780880.585059,9704849812.358816,6750713468.045806,9998163158.065878,9996738714.18923,10000000000,2983255845.44613,654379,32.777326388889,736521,50880747.018354,80142763.2596808496088100654,97.27674056,153.221547367636831971256,0.001,0.0015751097999951,2.341728028675,0.06749270398694442,0.050397429515255894,,
2021-04-16,41081,953,74606,377503,431,26983,120029,186,4853,10311562,10311562,10311562,10311562,74606,953,120029,4853,377503,26983,431,84656,1184,138686,6513,236,435926,33592,489,1622814108,18400,10999106426.32139729342901151368,1.881793174646,1.881793174646,15126826083.9572,4215484170.753856323946586546,15126826083.9572,8038516818.83331984996688395271,0.00105527,0.0015962885761617514444,0.001,0.00151268260839572,708.399731,1071.58395287590638955132,0,0,0.965810689087,99.288189575884,112.52941038780783,99.288189575884,112.52941038780783,0.000024568058074153484,1.51268260839572,710.9082358125584,17.7192197965328,1.5751097999951,0.000024910340496432,0.000625147203118862,1.31646050077701,1.5751097999951,0.002191683903,7446299796.993665,6964296118.690156,463656548.587849,7271258600.630394,7446299796.993665,2130872771.438513,7446299796.993665,7446299796.993665,7446299796.993665,963274992.946666,6238283318.520661,7446299796.993665,72.7125860063,9817023055.886452,9995127527.619714,9997950559.02661,9658106890.866918,9978090281.413803,9997017454.433405,8670777311.806353,9914705412.368507,10000000000,10000000000,10000000000,9997950559.02661,9997017454.433405,9995127527.619714,9817023055.886452,9914705412.368507,9978090281.413803,9658106890.866918,9998006723.543689,9997165340.838227,9995962454.663848,9835626285.783009,9928135753.216475,9074566937.965981,9983537320.511671,9705200211.03766,6746892547.787941,9998159193.034588,9996751155.291168,10000000000,3007308903.930408,671296,33.656793981481,758763,100716913.489063,152352723.40620189532219601036,170.16541275,257.40626041740430913343,0.001,0.00151268260839572,2.342829003038,0.06759319467283509,0.049843014105943106,,
2021-04-17,84462,954,74728,376194,432,27031,120472,179,4824,10334877,10334877,10334877,10334877,74728,954,120472,4824,376194,27031,432,86970,1240,142080,7101,247,403576,35535,506,1622814108,18519,12319467025.49699707773926382758,2.072738599595,2.072738599595,16916507638.6591,4755105676.3654468347063676846,16916507638.6591,8161428383.667669022162784170624,0.00111007,0.0018778507634446307137,0.001,0.00169165076386591,714.407706,1208.52834156659245470246,0,0,0.965918532054,109.181186377385,124.4048783283044,109.181186377385,124.4048783283044,0.00002806280981935908,1.69165076386591,793.6233697397132,34.15251475319148,1.51268260839572,0.0000245680580741535,0.000622925375257348,1.2635114364714,1.51268260839572,0.002194315466,7457815609.427304,6975288383.306847,527864100.464312,7282512022.365338,7457815609.427304,2135714209.528616,7457815609.427304,7457815609.427304,7457815609.427304,1014191679.395416,6248693552.981177,7457815609.427304,72.8251202237,9817478084.022666,9995146578.379682,9997980569.226323,9659185320.544367,9978063913.456425,9997049381.170563,8599417023.281871,9914508807.799774,10000000000,10000000000,10000000000,9997980569.226323,9997049381.170563,9995146578.379682,9817478084.022666,9914508807.799774,9978063913.456425,9659185320.544367,9998000681.161254,9997215938.094177,9996119071.74884,9839492616.961931,9931790924.455544,9137238111.953016,9984695027.978614,9716143211.788047,6741622010.744406,9998155271.778744,9996778895.011754,10000000000,3024972292.339699,643569,33.360590277778,772707,91590871.39276,154939767.5547067781235848116,143.99755194,243.5935687341220504203654,0.001,0.00169165076386591,2.348896726928,0.06794156288056387,0.05324094755068805,,
2021-04-18,35811,961,75359,377461,436,27254,121606,179,4880,10357601,10357601,10357601,10357601,75359,961,121606,4880,377461,27254,436,84836,1162,139457,6410,234,391703,33376,486,1622814108,18765,10654759846.69858586154853857388,1.800174757796,1.800174757796,14587694191.2686,4126446731.6807416687370262094,14587694191.2686,8103487802.000665973551692975035,0.00105706,0.0015420068021822386316,0.001,0.00145876941912686,718.075173,1047.50610300662950344678,0,0,0.965650245067,86.56657942221,105.99387435077229,86.56657942221,105.99387435077229,0.00002586949554757433,1.45876941912686,631.5466516899188,16.52895749315379,1.69165076386591,0.000028062809819359,0.000722260785005942,1.42329068030592,1.69165076386591,0.002209500241,7479890287.412977,6996152968.254454,596841833.604762,7303936939.585658,7479890287.412977,2130699873.295165,7479890287.412977,7479890287.412977,7479890287.412977,1003169655.690515,6265520645.555029,7479890287.412977,73.0393693959,9815791168.31517,9995117931.809212,9997976151.163345,9656502450.665065,9977912173.386268,9997044533.335358,8586068810.645586,9913819536.68721,10000000000,10000000000,10000000000,9997976151.163345,9997044533.335358,9995117931.809212,9815791168.31517,9913819536.68721,9977912173.386268,9656502450.665065,9997988324.143264,9997187089.075327,9995916505.955157,9832354230.615972,9926403891.37992,9042261504.457437,9983037140.602846,9697733367.994364,6738111294.841476,9998151381.859783,9996752298.746078,10000000000,3049543268.519153,679316,33.801886574074,757391,115518021.69781,168514157.4107983035049741766,204.88461421,298.8794096591525061486806,0.001,0.00145876941912686,2.361115765352,0.068788934599067,0.060510736141376864,,
2021-04-19,38361,967,76519,379387,433,27591,123390,177,4917,10381572,10381572,10381572,10381572,76519,967,123390,4917,379387,27591,433,83307,1104,131476,5929,228,392143,31869,474,1622814108,18410,9458825811.02336481011141547262,1.62318606511,1.62318606511,12994080226.8943,3707226662.3056024110234444213,12994080226.8943,8005293112.232733448697035956529,0.00104902,0.0013631050039616658586,0.001,0.00129940802268943,650.176137,844.84408857902194813191,0,0,0.965076016283,59.820511925392,92.88865905893971,59.820511925392,92.88865905893971,0.000023287659602198476,1.29940802268943,587.4353015787168,6.98127553618994,1.45876941912686,0.0000258694955475743,0.000650225437316673,1.22333201693973,1.45876941912686,0.002241070339,7455516365.411354,6971381473.603793,483281407.331716,7279334624.582434,7455516365.411354,1602205069.109276,7455516365.411354,7455516365.411354,7455516365.411354,1043006942.649144,6239258923.388931,7455516365.411354,72.7933462458,9813938995.772109,9995082251.93988,9997971711.753825,9650760162.829133,9977596672.458095,9997039429.25091,8574244040.319662,9912544707.165705,10000000000,10000000000,10000000000,9997971711.753825,9997039429.25091,9995082251.93988,9813938995.772109,9912544707.165705,9977596672.458095,9650760162.829133,9997982825.734614,9997110821.617329,9995687471.120941,9825933610.914259,9921407950.665188,9000757890.501811,9981391748.250683,9686745183.865019,6770594380.79255,9998147396.565467,9996708784.254922,10000000000,3036305347.081012,619795,31.151122685185,702292,167166740.606833,217217803.87136171419089487519,275.38424781,357.8365009266080937876483,0.001,0.00129940802268943,2.3787355288,0.06935029208044846,0.06413457161493401,,
2021-04-20,42317,966,77134,380789,431,27825,124597,177,4951,10407515,10407515,10407515,10407515,77134,966,124597,4951,380789,27825,431,83939,1100,132544,5973,228,393552,32096,470,1622814108,19117,9409430200.95455739513703621674,1.62514306208,1.62514306208,12949020712.6907,3710191415.2388038129015739097,12949020712.6907,7967926648.943940451428499661019,0.00104845,0.0013576400766220564415,0.001,0.00129490207126907,694.36298,899.1320610145638270286,0,0,0.964932448284,81.203629271359,91.52076893687213,81.203629271359,91.52076893687213,0.000022929020458087078,1.29490207126907,630.3784806969471,9.411603796729636,1.29940802268943,0.0000232876596021984,0.000599185185849099,1.0815890588602,1.29940802268943,0.002258704463,7443420109.201604,6958270011.435685,484479828.588257,7266518765.957982,7443420109.201604,1578348202.695004,7443420109.201604,7443420109.201604,7443420109.201604,1066232690.326854,6216420502.040986,7443420109.201604,72.6651876596,9812221120.536354,9995046456.110869,9997966802.281866,9649324482.839315,9977420458.265807,9997033616.799468,8567880154.50318,9911745117.434728,10000000000,10000000000,10000000000,9997966802.281866,9997033616.799468,9995046456.110869,9812221120.536354,9911745117.434728,9977420458.265807,9649324482.839315,9997977926.14051,9997103997.866681,9995654329.202126,9824027025.855324,9920698850.325382,8993934964.133237,9981215806.932036,9684431222.092369,6787714605.788689,9998143149.514937,9996678231.34519,10000000000,3045576266.184582,662277,33.467013888889,758817,123147205.238609,159463571.13447206177279152363,191.34636384,247.7748028662210787584288,0.001,0.00129490207126907,2.39089025568,0.06929551920987519,0.06392493503825981,,
