time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2020-09-13,19394,482,14730,26272,231,7035,19930,113,1622,5666965,5666965,5666965,5666965,14730,482,19930,1622,26272,7035,231,11527,332,17991,907,81,21761,3769,183,1622814094,19560,746200606.283197984804737753252,4.365879152328,4.365879152328,3766423008.51884,302477231.875851241041516,3766423008.51884,862695204.586746069147107021689,0.00100501,0.00037852927877915193884,0.001,0.000376642300851884,538.900085,202.97256794367586001014,0,0,0.986755484389,718.434967405559,294.0826207349909,718.434967405559,294.0826207349909,0.000036487424481182536,0.376642300851884,16.47657788295044,-41.43324427790678,0.40861936498532,0.0000391511193711874,0.0010580071947723,0.345418993233097,0.40861936498532,0.000440883332,2131582262.414363,1785565772.752897,324018906.360483,1981191715.841403,2131582262.414363,1451219839.015296,2131582262.414363,2131582262.414363,2131582262.414363,620537179.624039,1647363501.582674,2131582262.414363,19.8119171584,9947282359.976876,9998620066.965086,9998862036.198669,9867554843.89154,9995591660.677907,9998846300.073316,9361445777.459041,9979833479.514313,10000000000,10000000000,10000000000,9998862036.198669,9998846300.073316,9998620066.965086,9947282359.976876,9979833479.514313,9995591660.677907,9867554843.89154,9998856326.297373,9998813736.047029,9998085445.554342,9922836498.342869,9969056361.746737,8853946855.630156,9990314777.899437,9786840360.406751,9225553852.980021,9998981812.437301,9998879532.772733,10000000000,1310363311.710012,536211,25.859444444444,560935,13919144.325773,5242538.544748588342716806332,34.84102406,13.12260346599424894032904,0.001,0.000376642300851884,1.445275534563,0.06373150414017716,0.08456720221251687,,
2020-09-14,18140,483,14825,26400,230,7070,20029,113,1636,5683583,5683583,5683583,5683583,14825,483,20029,1636,26400,7070,230,11629,333,18102,915,81,21875,3819,183,1622814094,19589,756405004.65520220824304813766,4.404593466959,4.404593466959,3815165685.09534,306391701.878751305586366,3815165685.09534,866178845.724281502577477673722,0.00100435,0.0003831761655825504729,0.001,0.000381516568509534,514.112545,196.14245399610338150403,0,0,0.98662191411,778.69651722887,297.57443004450306,778.69651722887,297.57443004450306,0.00003578041734626171,0.381516568509534,15.666810092348529,-40.25568501338855,0.376642300851884,0.0000364874244811825,0.00103008599892513,0.318659260003404,0.376642300851884,0.00044368044,2131935325.624283,1786893252.993685,465453455.335288,1982626881.99949,2131935325.624283,1433125010.983048,2131935325.624283,2131935325.624283,2131935325.624283,627680577.617231,1648955312.603792,2131935325.624283,19.82626882,9947035117.273637,9998616671.92565,9998858727.953483,9866219141.095337,9995563694.187758,9998842912.369748,9360576483.363389,9979735867.740102,10000000000,10000000000,10000000000,9998858727.953483,9998842912.369748,9998616671.92565,9947035117.273637,9979735867.740102,9995563694.187758,9866219141.095337,9998853009.574551,9998810762.16505,9998085903.261637,9922462798.570767,9968882657.162512,8853409774.244401,9990334089.182132,9785465726.86106,9224899073.398361,9998978832.848755,9998876253.933918,10000000000,1310962854.849452,511884,24.729178240741,536299,12841973.450179,4899425.643602833165635506586,31.24052649,11.91877846489599674455566,0.001,0.000381516568509534,1.446448919758,0.0637258501515415,0.084732682987829,,
2020-09-15,19673,484,15018,26679,230,7163,20282,113,1645,5701661,5701661,5701661,5701661,15018,484,20282,1645,26679,7163,230,11536,327,18211,889,79,22082,3674,178,1622814094,19558,701402460.845728863408069889905,4.131223209861,4.131223209861,3536992793.58917,284051947.152482111416533,3536992793.58917,856161144.996086320363389391365,0.00100614,0.00035587099293418075038,0.001,0.000353699279358917,524.68096,185.57927744534475612032,0,0,0.986488659958,666.706428117763,275.1418721853328,666.706428117763,275.1418721853328,0.00003281257787808407,0.353699279358917,10.168088845884396,-44.18011049044776,0.381516568509534,0.0000357804173462618,0.00101520901959142,0.321928661770511,0.381516568509534,0.000447896255,2132219921.14874,1787276427.311054,470504287.229223,1983047469.355965,2132219921.14874,1432867143.173399,2132219921.14874,2132219921.14874,2132219921.14874,631610777.066657,1649219641.390482,2132219921.14874,19.8304746936,9946477224.957896,9998609844.674162,9998855161.575197,9864886599.576552,9995521542.369507,9998839249.346867,9359725952.466616,9979461527.183377,10000000000,10000000000,10000000000,9998855161.575197,9998839249.346867,9998609844.674162,9946477224.957896,9979461527.183377,9995521542.369507,9864886599.576552,9998849263.746884,9998803278.216666,9998005675.98919,9919975829.853149,9967753671.046662,8799429740.432174,9989716467.60724,9771018441.608675,9224130189.692259,9998975599.04508,9998872692.970854,10000000000,1311564640.844909,521479,25.216689814815,547878,14999105.420705,5305172.778331784091978176485,36.73525309,12.99323254500042894330353,0.001,0.000353699279358917,1.447077174743,0.0633792007989135,0.08537815696745454,,
2020-09-16,20672,487,15262,26987,231,7275,20574,112,1668,5720506,5720506,5720506,5720506,15262,487,20574,1668,26987,7275,231,11770,327,18512,897,79,22391,3765,178,1622814094,19625,710048101.468638809406496053516,4.17334212045,4.17334212045,3579354339.18621,287453955.642020898557229,3579354339.18621,857670959.120906805193324961625,0.00100406,0.00035938865178033060126,0.001,0.000357935433918621,552.104485,197.617758406891779115185,0,0,0.986441365055,635.433842860119,277.6672983825413,635.433842860119,277.6672983825413,0.000032633567955870726,0.357935433918621,11.374793150799972,-39.69093519996327,0.353699279358917,0.0000328125778780841,0.000971870604675136,0.299057895140123,0.353699279358917,0.000454320736,2132826586.416158,1787959726.562498,370141984.392084,1983732355.567996,2132826586.416158,1435769666.595381,2132826586.416158,2132826586.416158,2132826586.416158,636476014.820521,1654148448.448066,2132826586.416158,19.8373235557,9945879218.91374,9998604158.532467,9998851452.518684,9864413650.546757,9995457306.486323,9998835474.953896,9349446677.373522,9979133130.424797,10000000000,10000000000,10000000000,9998851452.518684,9998835474.953896,9998604158.532467,9945879218.91374,9979133130.424797,9995457306.486323,9864413650.546757,9998845562.972299,9998799906.108607,9998003711.733315,9919055733.323292,9967264616.048828,8799635199.199282,9989652137.849359,9769418350.657356,9223895524.651892,9998972224.144578,9998868976.100123,10000000000,1312191854.081327,549870,26.575127314815,578047,15737279.517549,5632929.972812527861407379929,37.85953487,13.55126904165061249181427,0.001,0.000357935433918621,1.444845205598,0.06336895469292694,0.08510827300411306,,
2020-09-17,18869,490,15495,27272,230,7370,20835,112,1688,5737637,5737637,5737637,5737637,15495,490,20835,1688,27272,7370,230,11927,327,18756,902,79,22664,3803,178,1622814094,19595,708415319.568106814412412605355,4.165064618436,4.165064618436,3570688869.03935,286758041.397392332720815,3570688869.03935,857294951.255852149066805314048,0.00100673,0.00035947196051279848255,0.001,0.000357068886903935,534.33642,190.7949107216335118127,0,0,0.986274469984,890.885951886977,276.8553796215158,890.885951886977,276.8553796215158,0.00003264990203246048,0.357068886903935,4.537755164059924,-36.45463169551539,0.357935433918621,0.0000326335679558706,0.000979780465580682,0.30351948420741,0.357935433918621,0.000460747696,2133064604.975386,1786624457.656772,328889178.805088,1983973808.837333,2133064604.975386,1433588634.947975,2133064604.975386,2133064604.975386,2133064604.975386,607616854.467432,1654223432.108069,2133064604.975386,19.8397380884,9945324616.756857,9998598595.283679,9998848062.293133,9862744699.835034,9995393045.710491,9998831969.828409,9349785954.773185,9978855369.79574,10000000000,10000000000,10000000000,9998848062.293133,9998831969.828409,9998598595.283679,9945324616.756857,9978855369.79574,9995393045.710491,9862744699.835034,9998842156.968404,9998795933.777484,9997980829.835582,9918293515.649805,9966756466.02077,8799580142.030698,9989488765.986305,9769487646.509522,9224242199.347755,9998969157.38239,9998865595.925877,10000000000,1312450420.125257,530767,25.636377314815,556582,11224781.330112,4008020.17528316280686679072,25.77325334,9.2028268820069249978929,0.001,0.000357068886903935,1.443745659694,0.06333149713770521,0.08484154128608462,,
2020-09-18,19290,483,15689,27523,231,7446,21064,112,1676,5755138,5755138,5755138,5755138,15689,483,21064,1676,27523,7446,231,11871,323,18876,876,79,22827,3687,176,1622814094,19539,664105362.600706275379733173944,3.940725563844,3.940725563844,3346976505.16388,268791950.916210294557412,3346976505.16388,849330015.739390774855383212854,0.00100541,0.00033650836480568165908,0.001,0.000334697650516388,537.245145,179.81468778283619593626,0,0,0.986487895659,460.343115378726,258.5101469311478,460.343115378726,258.5101469311478,0.00003064965127185392,0.334697650516388,4.0860356908075355,-43.80954583057225,0.357068886903935,0.0000326499020324604,0.000916863403629166,0.301576034904513,0.357068886903935,0.000465739129,2133328937.561521,1786915777.04214,328351250.65569,1984194874.317438,2133328937.561521,1347733192.096176,2133328937.561521,2133328937.561521,2133328937.561521,596122140.842359,1653921126.446414,2133328937.561521,19.8419487432,9944714345.546151,9998592920.101464,9998844570.588298,9864878956.586696,9995343138.65562,9998828410.646998,9349687140.385173,9978503593.1916,10000000000,10000000000,10000000000,9998844570.588298,9998828410.646998,9998592920.101464,9944714345.546151,9978503593.1916,9995343138.65562,9864878956.586696,9998838432.598524,9998789269.056725,9997908467.082521,9917609509.004059,9965848134.69199,8799524937.869135,9988944177.151024,9764817239.404706,9224150782.255943,9998966019.445848,9998862135.535613,10000000000,1312735298.84795,534353,25.814259259259,560833,21722927.238247,7270612.708979719970253891836,46.82272823,15.67145712934835448523324,0.001,0.000334697650516388,1.444015439779,0.06341962195398425,0.08414039460490638,,
2020-09-19,20931,484,15838,27734,229,7515,21244,112,1681,5774462,5774462,5774462,5774462,15838,484,21244,1681,27734,7515,229,12054,322,19082,881,79,23053,3753,177,1622814094,19533,677229642.30156360949143560662,4.01067257358,4.01067257358,3412798865.64119,274078071.287628892409031,3412798865.64119,850929314.978952323887315744586,0.0010056,0.0003431910539288780664,0.001,0.000341279886564119,551.510515,188.219445998118850211285,0,0,0.986345620629,726.463402188303,262.9243395671164,726.463402188303,262.9243395671164,0.00003081873583366254,0.341279886564119,6.601488351024182,-45.60534687172513,0.334697650516388,0.0000306496512718539,0.000875572078742587,0.28303772286346,0.334697650516388,0.000469584588,2133582423.300589,1787083638.288021,327258796.028878,1984381936.83098,2133582423.300589,1344424669.141756,2133582423.300589,2133582423.300589,2133582423.300589,490568361.383867,1653931724.724097,2133582423.300589,19.8438193683,9944561906.276755,9998587278.364737,9998840726.959323,9863456206.289682,9995304690.231382,9998824419.383277,9349880388.004055,9978298873.294447,10000000000,10000000000,10000000000,9998840726.959323,9998824419.383277,9998587278.364737,9944561906.276755,9978298873.294447,9995304690.231382,9863456206.289682,9998834649.083251,9998786168.757111,9997915473.164834,9917262685.187158,9965780173.404175,8799469909.951983,9988969196.499621,9769057742.852503,9224351427.171025,9998962554.620329,9998858318.150932,10000000000,1313009332.197378,548441,26.470115740741,575135,13765318.348973,4697826.284656491278782299787,28.58620596,9.75589712732734247994924,0.001,0.000341279886564119,1.443953287961,0.0630937210252512,0.08339871909488997,,
2020-09-20,18486,485,16017,27960,229,7604,21465,112,1691,5791384,5791384,5791384,5791384,16017,485,21465,1691,27960,7604,229,11942,317,19150,864,78,23133,3634,172,1622814094,19497,646611013.682392996480513081596,3.850706967854,3.850706967854,3258142377.25436,261657781.162732775263164,3258142377.25436,846115376.852430224919759600645,0.00100395,0.0003271012039644514722,0.001,0.000325814237725436,533.80733,173.92202831620026424588,0,0,0.98622317251,1000.271841069984,250.76370797504939,1000.271841069984,250.76370797504939,0.000029833140840824863,0.325814237725436,3.410786095380362,-38.80818601284162,0.341279886564119,0.0000308187358336625,0.000885873914099319,0.288499007417614,0.341279886564119,0.000474296585,2133816745.201063,1787157339.450847,322173240.884229,1984600237.842561,2133816745.201063,1342366525.540841,2133816745.201063,2133816745.201063,2133816745.201063,488760876.087212,1654032534.635902,2133816745.201063,19.8460023784,9944022572.208154,9998581843.38867,9998837362.012354,9862231725.096252,9995257577.239412,9998821058.145504,9350551449.475242,9978004564.155117,10000000000,10000000000,10000000000,9998837362.012354,9998821058.145504,9998581843.38867,9944022572.208154,9978004564.155117,9995257577.239412,9862231725.096252,9998830855.698793,9998778393.416557,9997827652.751291,9914597554.059973,9964740905.870022,8768793641.138049,9988362628.403738,9754048307.570783,9225029885.938412,9998959517.723581,9998854968.364298,10000000000,1313264202.066852,531708,25.648368055556,556294,9997282.328075,3257256.9210477283067244157,25.70649492,8.37554204695259288878512,0.001,0.000325814237725436,1.443639600338,0.0632060739309796,0.0790541054296026,,
2020-09-21,18675,490,16195,28165,233,7697,21669,112,1715,5808237,5808237,5808237,5808237,16195,490,21669,1715,28165,7697,233,11655,305,19130,822,75,23206,3424,172,1622814094,19512,575874410.979989772569837027928,3.47745930555,3.47745930555,2901370504.67108,233005829.911884676078692,2901370504.67108,834336292.603150427704081081966,0.00101502,0.00029449490896512396216,0.001,0.000290137050467108,542.156375,157.2996515344393300135,0,0,0.986353688477,489.512583340974,222.67159739236334,489.512583340974,222.67159739236334,0.00002775002453408762,0.290137050467108,-3.3741459778532517,-48.63802607856717,0.325814237725436,0.0000298331408408249,0.000877715708901334,0.275510745475754,0.325814237725436,0.000477482791,2134055958.077395,1787310567.843354,323025386.084286,1984835821.736166,2134055958.077395,1341228553.996119,2134055958.077395,2134055958.077395,2134055958.077395,488446470.493238,1644552830.923503,2134055958.077395,19.8483582174,9943558116.47343,9998577458.918211,9998834007.909566,9863536884.771218,9995225720.415066,9998817711.215996,9349169498.605216,9977818599.586539,10000000000,10000000000,10000000000,9998834007.909566,9998817711.215996,9998577458.918211,9943558116.47343,9977818599.586539,9995225720.415066,9863536884.771218,9998827071.61292,9998767941.407824,9997679489.15435,9909263952.697451,9962730619.468707,8673607587.676984,9987450519.059331,9750052916.765054,9223655332.364586,9998956496.384771,9998851636.025457,10000000000,1313523962.303872,534132,25.865358796296,563351,20428484.047844,5927060.107155825346820315152,50.89217631,14.76570592643542819181148,0.001,0.000290137050467108,1.445085666466,0.06375459222503621,0.0797481269214716,,
2020-09-22,16884,493,16351,28354,233,7785,21848,112,1728,5823499,5823499,5823499,5823499,16351,493,21848,1728,28354,7785,233,11949,308,19397,840,76,23449,3547,172,1622814094,19543,605705810.208766615197352796208,3.637642258743,3.637642258743,3051441841.50601,245057891.628550199748249,3051441841.50601,838851548.464413084500648956501,0.00100716,0.00030732901650911930316,0.001,0.000305144184150601,509.621695,155.508096346221416888695,0,0,0.986305290395,735.411908576998,234.89862110532962,735.411908576998,234.89862110532962,0.000029006544623943725,0.305144184150601,13.660353158525806,-50.63011740967946,0.290137050467108,0.0000277500245340875,0.000847223350295863,0.247065995192414,0.290137050467108,0.000480275378,2134302792.13688,1782774195.516822,324175280.120667,1984982318.751408,2134302792.13688,1333789695.013254,2134302792.13688,2134302792.13688,2134302792.13688,388390980.305921,1644834125.647777,2134302792.13688,19.8498231875,9943193879.551249,9998573082.56992,9998830966.626554,9863052903.950752,9995197799.198023,9998814633.381756,9349575883.735254,9977607334.56312,10000000000,10000000000,10000000000,9998830966.626554,9998814633.381756,9998573082.56992,9943193879.551249,9977607334.56312,9995197799.198023,9863052903.950752,9998824216.913805,9998767892.758441,9997726000.406079,9909306822.792681,9962768054.470799,8706869964.356296,9987632456.018122,9749883832.91919,9224069114.790824,9998953757.627762,9998848614.336552,10000000000,1313791344.332357,505997,24.425833333333,529230,13597821.687916,4149296.205184476024565837516,33.62237588,10.25967245710744534990388,0.001,0.000305144184150601,1.445186275599,0.06380836352246183,0.07813985469112776,,
2020-09-23,19263,497,16077,28009,235,7659,21502,112,1722,5839985,5839985,5839985,5839985,16077,497,21502,1722,28009,7659,235,11322,293,18859,805,74,22952,3263,167,1622814095,19491,536778885.601412738678563591936,3.278283729323,3.278283729323,2702118100.62752,217004091.529502121452448,2702118100.62752,824247784.430109861012573954046,0.00101004,0.00027292473663578203008,0.001,0.000270211810062752,539.955575,145.9023732742240422424,0,0,0.986522421581,537.785747664217,208.10681662403573,537.785747664217,208.10681662403573,0.000026405149995647168,0.270211810062752,37.936586581634,-57.03774384374017,0.305144184150601,0.0000290065446239438,0.000888328764524168,0.261016675687834,0.305144184150601,0.000473927636,2135983680.91869,1779174213.000214,333749531.697373,1986511564.674968,2135983680.91869,1341388978.01698,2135983680.91869,2135983680.91869,2135983680.91869,360238122.07089,1646107527.955624,2135983680.91869,19.8651156467,9944045649.667296,9998573256.505943,9998827587.1621,9865224215.811163,9995261270.841052,9998811267.442268,9349561286.090094,9978008075.953946,10000000000,10000000000,10000000000,9998827587.1621,9998811267.442268,9998573256.505943,9944045649.667296,9978008075.953946,9995261270.841052,9865224215.811163,9998820311.935127,9998757467.759058,9997593125.526317,9904403232.69709,9962091614.205255,8641241131.851118,9986989533.046569,9731676087.985255,9224052816.704613,9998950800.120981,9998845393.967897,10000000000,1314308490.882408,534589,25.831087962963,562365,18594765.747202,5024525.310244313595788419904,41.49748547,11.21311066190145090821344,0.001,0.000270211810062752,1.442471999552,0.06447944525885876,0.07973244270428814,,
2020-09-24,19418,495,16231,28213,233,7742,21689,114,1735,5857658,5857658,5857658,5857658,16231,495,21689,1735,28213,7742,233,11742,304,19194,840,76,23254,3462,172,1622814095,19454,608534214.805431362390407027986,3.400156353447,3.400156353447,2947522405.73541,236712237.622376141544309,2947522405.73541,866878490.086845213842534202417,0.00100489,0.00029619357902994561549,0.001,0.000294752240573541,548.385695,161.637912299728479895995,0,0,0.986352464493,80.659399200105,221.32705867768732,80.659399200105,221.32705867768732,0.00002744678911792342,0.294752240573541,42.13936107768666,-47.99977091072791,0.270211810062752,0.0000264051499956471,0.000842861591920366,0.232151514676316,0.270211810062752,0.000477430179,2214062442.337142,1857153779.317015,373913195.203521,2064561794.751146,2214062442.337142,1414711958.113285,2214062442.337142,2214062442.337142,2214062442.337142,393339961.226358,1723914337.715249,2214062442.337142,20.6456179475,9943070470.736574,9998567414.943958,9998824081.830557,9863524644.92982,9995226251.122308,9998807691.109407,9366585739.362399,9977746930.002486,10000000000,10000000000,10000000000,9998824081.830557,9998807691.109407,9998567414.943958,9943070470.736574,9977746930.002486,9995226251.122308,9863524644.92982,9998817176.928771,9998759134.655819,9997688564.587563,9907541697.633929,9962664311.522465,8663643403.57082,9987430216.79734,9748804639.408205,9214582350.846319,9998947628.445947,9998841901.650571,10000000000,1329595538.761383,545716,26.453935185185,577313,123978111.654307,36542826.192183624034002891087,225.53308551,66.47638227753651379649091,0.001,0.000294752240573541,1.441208916128,0.06463939724621537,0.0810790029987048,,
2020-09-25,19601,496,16390,28433,233,7813,21879,114,1745,5875453,5875453,5875453,5875453,16390,496,21879,1745,28433,7813,233,12107,315,19521,866,77,23524,3655,172,1622814095,19500,654991911.935115755888183760276,3.634627172578,3.634627172578,3171889343.58564,254730896.209555716052836,3171889343.58564,872686301.229683274738534882128,0.00100645,0.0003192348029851767378,0.001,0.000317188934358564,552.03407,175.09909839292092427548,0,0,0.986323139194,729.645069808786,238.1165130087887,729.645069808786,238.1165130087887,0.000029689245801227374,0.317188934358564,66.24002099741938,-42.066511730927296,0.294752240573541,0.0000274467891179234,0.000844213926214618,0.252335488716259,0.294752240573541,0.000481228993,2214519851.123129,1857475170.968217,404538570.03072,2064989793.101309,2214519851.123129,1260249266.126581,2214519851.123129,2214519851.123129,2214519851.123129,432675106.671139,1718198847.913779,2214519851.123129,20.649897931,9942638279.859207,9998561926.020383,9998820541.678147,9863231391.939235,9995188269.074458,9998804067.75956,9366513263.140851,9977547758.337917,10000000000,10000000000,10000000000,9998820541.678147,9998804067.75956,9998561926.020383,9942638279.859207,9977547758.337917,9995188269.074458,9863231391.939235,9998813833.265848,9998760113.506669,9997756560.260957,9910324440.161725,9963156462.313478,8697042634.710518,9987861570.816818,9748633471.697956,9214812690.550694,9998944435.585239,9998838382.78479,10000000000,1330092214.227197,548494,26.529155092593,577503,13705293.729485,4347167.51312645645980905954,30.3489653,9.6263559623920365938292,0.001,0.000317188934358564,1.426266644513,0.06478063178644787,0.08286684470642708,,
2020-09-26,19449,497,16586,28671,234,7896,22103,114,1762,5893137,5893137,5893137,5893137,16586,497,22103,1762,28671,7896,234,12333,319,19765,887,78,23773,3746,172,1622814095,19472,669662331.179798348541045305123,3.771177734237,3.771177734237,3242313599.59897,260386589.679898367888553,3242313599.59897,859761546.151382164230456927938,0.00100441,0.00032566122025732014577,0.001,0.000324231359959897,545.78624,176.96101484259873441728,0,0,0.986328978971,565.665682135122,242.51946095537588,565.665682135122,242.51946095537588,0.000030183433417720044,0.324231359959897,71.20252855389043,-37.7656934253729,0.317188934358564,0.0000296892458012274,0.000901837766772611,0.27271665490025,0.317188934358564,0.00048580907,2214922170.978422,1857818635.071936,439999308.014156,2065384209.789659,2214922170.978422,1244804117.338868,2214922170.978422,2214922170.978422,2214922170.978422,496863863.330536,1718416286.81092,2214922170.978422,20.6538420979,9941924303.449788,9998557815.43132,9998817030.436155,9863289789.708113,9995142475.328184,9998800534.073878,9366370383.81037,9977300974.321962,10000000000,10000000000,10000000000,9998817030.436155,9998800534.073878,9998557815.43132,9941924303.449788,9977300974.321962,9995142475.328184,9863289789.708113,9998810372.042872,9998757461.624586,9997768680.254556,9910666789.043407,9963170962.950673,8728315934.757569,9987893027.038917,9748985974.54019,9215116135.007547,9998941259.759475,9998834880.65739,10000000000,1330452802.360115,543390,26.345844907407,574631,17678286.514138,5731854.878239670643603523786,36.52053833,11.84110380920344565135201,0.001,0.000324231359959897,1.42657869695,0.06458790155259236,0.082960855566062,,
2020-09-27,20195,494,16718,28856,233,7941,22275,114,1760,5911828,5911828,5911828,5911828,16718,494,22275,1760,28856,7941,233,12357,314,19900,870,77,23934,3725,172,1622814095,19558,658107099.308067325883509930942,3.712560655791,3.712560655791,3185978571.97727,255862386.430788941846223,3185978571.97727,858162025.449269975864385122624,0.00100315,0.00031960144044789984005,0.001,0.000318597857197727,552.935035,176.163917320550180665445,0,0,0.98634954639,797.001702444359,237.8624331172379,797.001702444359,237.8624331172379,0.0000296127019655309,0.318597857197727,56.46982690013656,-40.439713483793966,0.324231359959897,0.00003018343341772,0.000914355340556052,0.278755201776691,0.324231359959897,0.000490257955,2215219838.394361,1858152798.226137,386729941.856051,2065635673.436546,2215219838.394361,1244603037.359422,2215219838.394361,2215219838.394361,2215219838.394361,493578947.604142,1718754836.960713,2215219838.394361,20.6563567344,9941778627.697566,9998551779.450921,9998813311.706827,9863495463.895722,9995097993.473539,9998796745.187198,9366547690.258179,9977116121.688591,10000000000,10000000000,10000000000,9998813311.706827,9998796745.187198,9998551779.450921,9941778627.697566,9977116121.688591,9995097993.473539,9863495463.895722,9998806584.835623,9998752601.204045,9997734732.157272,9909699841.913818,9962554989.066437,8697357346.650003,9987686530.285227,9752622341.33499,9215560546.53822,9998937903.671786,9998831184.672195,10000000000,1330715650.466323,551198,26.697881944444,582063,12547024.641642,3997455.165034219702511947734,25.27865216,8.05372441102269317564032,0.001,0.000318597857197727,1.426251016638,0.06460469641729331,0.08257714304310225,,
2020-09-28,22520,503,16869,29040,235,8009,22440,115,1775,5932632,5932632,5932632,5932632,16869,503,22440,1775,29040,8009,235,12600,325,20104,896,81,24145,3844,175,1622814095,19517,689919058.575652430196261688586,3.851132339302,3.851132339302,3282376605.65674,263604005.022139821569226,3282376605.65674,852314674.351512091839648943662,0.001004,0.000329550611207936696,0.001,0.000328237660565674,570.223665,187.16888179878460147521,0,0,0.986163856213,116.88915392768,239.9975568040018,116.88915392768,239.9975568040018,0.00003059813411106545,0.328237660565674,47.06196407991571,-38.89496581035004,0.318597857197727,0.0000296127019655309,0.000894631232221878,0.273985846959094,0.318597857197727,0.000494673561,2257976597.195826,1894149228.691347,595338985.356147,2101888788.101489,2257976597.195826,1358903809.301821,2257976597.195826,2257976597.195826,2257976597.195826,711721141.667647,1754703964.867904,2257976597.195826,21.018887881,9941456554.444986,9998546710.381588,9998809165.885969,9861638562.128496,9995053844.603947,9998792535.893784,9351198282.367867,9976931320.620566,10000000000,10000000000,10000000000,9998809165.885969,9998792535.893784,9998546710.381588,9941456554.444986,9976931320.620566,9995053844.603947,9861638562.128496,9998802539.214252,9998749670.209602,9997759866.158577,9910726166.39034,9962797645.234409,8773823719.868266,9987850811.117407,9754245106.076268,9183525371.860072,9998934170.736468,9998827073.414302,10000000000,1338582910.535944,567951,27.458668981481,598117,85551136.816227,28081105.007292254276202391998,148.57825832,48.76897992187918889690768,0.001,0.000328237660565674,1.432561216435,0.06463307460195836,0.0829383043692614,,
