time,AdrActCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetCompletionTime,AssetEODCompletionTime,CapAct1yrUSD,CapMrktCurUSD,CapMrktEstUSD,CapRealUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2019-12-24,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824521,1752824521,0,155817434.3920870551563835,156691686.47785266008437,0,0,0,23.232433305103879403,17.274799994854335743,0.00013821502845443568,1.00007267970463,-0.3952631562345377,0.0029138747677898316,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155806110.45,679,0.007858796296296296,713,6706405.153685357481148372,6706892.57323105644268605782447016536236,11549.644732794151072099,11550.48415756191198627351175315411837,,39.083734452475,0.0007367616264070415,0.000607046822298753,,
2019-12-25,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824521,1752824521,0,156197032.513438281242467,155961969.47926961006334,0,0,0,59.343935328742253815,17.47656031921717619,0.00013909579098324133,1.00026205867526,-0.6340928888375041,-0.03699151046935478,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156156110.45,402,0.004652777777777778,419,2631374.370185530482860968,2632063.94466709441981972689340884125168,10755.605587378827936375,10758.4241871306754861997779120665825,,38.984966409917,0.0007263179111143939,0.0005980338856465267,,
2019-12-26,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824521,1752824521,0,155759385.2916815476614,156168953.7757502217075,0,0,0,38.096653491714238327,17.766914781998608103,0.0001390037977135078,1.00008224958825,-0.39986749541745537,-0.1183332213732351,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155746575.2,609,0.007048611111111111,636,4088195.705532870893445365,4088531.95794633639032319129089512096125,9265.812955033150665639,9266.57506433350365804634902117314175,,39.045455569885,0.0007186598202143334,0.0005860311663636034,,
2019-12-27,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824521,1752824521,0,154118506.0231703484272121,155838471.88532311748925,0,0,0,30.187762314939086493,17.700555938872139113,0.0001382574603664808,1.00059004113139,-0.07890074708992334,-0.06349982288684768,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154027623.39,550,0.006365740740740741,572,5102319.999179800094535862,5105330.57784482996765567596897140890818,11043.897482750417150344,11050.41383651609437948838343348769816,,39.454793610051,0.0007196358205648794,0.0005944805239465165,,
2019-12-28,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824521,1752824521,0,154129189.678512666879177,154145174.5586287540041,0,0,0,30.444505064754735253,17.645376213929098001,0.00013696620222038,1.0007631849167,-0.17006569407772415,-0.03869551310850702,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154011650.31,451,0.005219907407407407,484,5058766.762094535536540478,5062627.5365844693833614578345086081826,12454.347715387631764853,12463.8526857113527099096696107927451,,39.367517082574,0.0007193447816726905,0.0005954295370700818,,
2019-12-29,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,153936232.9203409449088512,154036247.050949898297,0,0,0,51.168501127725982843,17.806768119531762475,0.00013531070611422832,1.00015970902818,-0.37580506401592007,-0.12305093072422947,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153911651.84,456,0.005277777777777778,500,3007937.470277040757532916,3008417.86504724491134766783302872157288,7853.225723062359713487,7854.47995411066818077037859200906366,,39.344936920127,0.0007183713856746078,0.0006029170497425799,,
2019-12-30,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,154738215.44224418617078968,153911090.484479204487144,0,0,0,25.542083391079827485,17.959250545395864816,0.00013832361734709742,0.999996358199544,-0.515856514277988,-0.08650138240392495,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154738778.97,581,0.006724537037037037,615,6058189.404551082728710486,6058167.341834146700208929288427793218384,11856.241695088124967902,11856.198517021713349755531709511036688,,39.145536009606,0.0007153603202529159,0.0005963665731986172,,
2019-12-31,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,153888550.214289204052131,153602508.36901378455621,0,0,0,31.604069727286720108,18.015502537664919407,0.0001393675897661105,0.99890257366761,-0.2856159161862429,-0.16239124922971446,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154057617.1,548,0.006342592592592593,575,4874613.251691056502271029,4869263.72274843349416837744293877867069,13773.734559454411676141,13758.61890045351622873584738990149301,,39.322791676329,0.000714942105572431,0.000625234331319971,,
2020-01-01,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,153526004.4898324101734636,153940687.867690731521955,0,0,0,111.708757371905119779,18.127760334104008348,0.0001393518761208844,0.999241003888115,-0.33886494859029803,-0.15217853449759053,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153642618.64,337,0.003900462962962963,364,1375385.621097610510902092,1374341.70875885488869825320376808743658,4232.441436619362591234,4229.22903002518753136854637541578391,,39.338853361285,0.000715394295646023,0.0006271498565710512,,
2020-01-02,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,152958287.8552394199495429,153705592.14046945643898,0,0,0,19.223360315804073002,18.016931538668583126,0.00014400964979119674,1.00040987416961,-0.25488642606363693,-0.02895386978684895,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152895619.89,564,0.006527777777777778,590,7953636.480730174340215068,7956896.47087809342318923418062530968348,17318.233048851217586339,17325.33134524122793771163812610495779,,39.518735608128,0.0007094160674597992,0.0006654868619772518,,
2020-01-03,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,153022476.45943836611515482,152865424.700631229716311,0,0,0,16.121228126277384396,18.05116390885009834,0.00013667262280570662,0.999802516909469,-0.39918224980813355,-0.06421225529421834,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153052701.78,760,0.008796296296296296,812,9493861.173673621089635562,9491986.296627971756008070909443756936578,17344.413300993937850366,17340.988072651810583985213983690515654,,39.511230109869,0.0007057212632794022,0.0006730364561367795,,
2020-01-04,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,152856935.5408867283876424,153065580.41691950352093,0,0,0,32.405471252356435811,18.137877179158846231,0.00013619253549771804,1.00008415020993,-0.43682277655654245,-0.07647631579742442,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152844073.68,483,0.005590277777777778,532,4716613.206755498231879048,4717010.11074700531754944236570756854664,13196.026452049151937656,13197.13690044533370687023221867212408,,39.570473338353,0.000705482110911116,0.0006707281888870512,,
2020-01-05,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824522,1752824522,0,153078597.03761937485843189,152769905.033903971932131,0,0,0,27.170563359213824617,18.413158428456732202,0.0001360711416847429,0.999514747515947,-0.46254701701396694,-0.13177405010235743,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153152914.87,1578,0.018263888888888889,1625,5636722.096822634749858133,5633986.863423235131567208022672405146951,4115.010124789888073858,4113.013305904930535155464565968813526,,39.498269895242,0.0007051316957438613,0.0006780311290772764,,
2020-01-06,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,152250913.593846457159124,153214256.89073787908974,0,0,0,23.108344218940024173,18.4875575231759564,0.00012882134814730067,1.00040053361791,-0.19425866622961452,-0.002298841792450422,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152189956.4,818,0.009467592592592593,893,6585930.820403060772405372,6588568.70710186178478098112274027941252,8563.409507931635026004,8566.83944132349177662190705905013164,,39.760138272477,0.0007064069126586232,0.0006949758157301981,,
2020-01-07,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,152543756.6063608793825456,152193245.70994592933648,0,0,0,16.542679831878830557,18.690597918900738708,0.0001229118660170168,1.00002161581508,-0.47820282308252693,-0.08277668729008121,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152540459.32,947,0.010960648148148148,1004,9221024.699156935628625648,9221224.01912168071757809583556171317184,11469.14268605901048873,11469.3906009264384747946921681040484,,39.704258459458,0.0007069107230256288,0.0006934598343217002,,
2020-01-08,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,147325631.704506941881425,152581726.12331375701125,0,0,0,13.174256761371448168,18.121899723514492672,0.00012410767035799685,1.00027053231375,-0.2533869374106413,0.01215813776013712,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147285786.14,1008,0.011666666666666667,1079,11179817.48859337244232449,11182841.9904858643216042275327079887375,12280.475552733669398591,12283.79781819890074831092839421992625,,41.135138402748,0.0007070148754833339,0.0006832703223405594,,
2020-01-09,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,147516270.0520573360594312,147320862.54626120387784,0,0,0,12.776350388631244843,17.990624869763327614,0.0001279545527971463,1.00023815296244,-0.6628769200721741,-0.13400543693871916,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147481146.98,735,0.008506944444444444,874,11543292.293488824773448797,11546041.36274482995899162789286120418468,16489.297936724348727777,16493.22491187653541109619973766569588,,41.069108975677,0.0007065412488679473,0.0006279454124713389,,
2020-01-10,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,148969333.9152628844036347,147480155.90256490943848,0,0,0,21.73109315856128486,18.248542843794784537,0.0001230447559928057,1.00033146222371,-0.3944780990287956,-0.004435898548278429,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148919972.57,712,0.008240740740740741,755,6852852.338508832862330422,6855123.80018371127373644676596890270562,11336.566928067125554681,11340.32457175033992772950233145968651,,40.646891972337,0.0007046300730748211,0.0005888553034699149,,
2020-01-11,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,149123531.0725317999045856,149004972.11039357547904,0,0,0,27.440455891722343933,18.213408814448044859,0.00012457296969270996,1.00057077710432,-0.26020963887077636,0.08456571508694587,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149038463.33,567,0.0065625,604,5431340.642374632333287798,5434440.72725906245461961665448762908736,13055.658324418174829713,13063.11019527157753869108309523666016,,40.307825952112,0.0006943769696656696,0.0005773347055808502,,
2020-01-12,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824523,1752824523,0,149386282.68567713129567875,149001074.016460870784125,0,0,0,36.626673745956217607,18.28451564425896894,0.00012244999820213014,0.999749131983875,-0.49320762313530336,-0.02656684633780778,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149423768.33,480,0.005555555555555556,519,4079643.414152430104509684,4078619.9621026242626210179291590693455,12811.151360462887748053,12807.937452336811328641957375058645375,,40.176924621906,0.0006964948359183049,0.0005953466238672157,,
2020-01-13,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,146883935.3279121203118843,149498504.86605666952008,0,0,0,9.835629089113469734,17.816097115434960861,0.0001231850928133813,1.00050016718931,-0.42668389643071253,-0.008370174632962597,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146810505.53,632,0.007314814814814815,697,14926397.101787487473006387,14933862.79587241345059268743908146812297,25856.746314696350202895,25869.67901082527357712209744037505245,,40.972170867604,0.0006981263067839151,0.0006023238693673086,,
2020-01-14,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,148627944.4231695656169909,146846902.95834995371545,0,0,0,10.431696182504164599,17.897044777108301683,0.00011327620709904988,1.00024792475409,-0.554944635505596,0.059204900767315084,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148591105.01,1472,0.017037037037037037,1567,14244194.080269906157874749,14247725.56858446730807976747386284547341,12337.860022798462350502,12340.91888371061150107387833173805318,,40.439404414921,0.0006980775843455422,0.0005787169102806011,,
2020-01-15,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,147887236.6569784204407858,148731813.33214991376135,0,0,0,18.671496693991999426,17.766624809165935947,0.00011359619064836424,1.00094694990087,-0.326258838578795,0.10233020096512548,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147747327.34,1055,0.012210648148148148,1164,7912987.896012708816097481,7920481.09911642356057914468469320670847,8606.390316136407961615,8614.54013659312186109564920301510505,,40.563815151783,0.0007000197380223173,0.0005903149539603229,,
2020-01-16,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,147748357.3145692555118548,147756663.35940663398427,0,0,0,16.902505997137724669,17.723602787208475273,0.00011470341711096429,1.00006319139301,-0.24461469107475525,-0.01790967840036616,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147739021.48,2941,0.034039351851851852,2992,8740657.835294847361854955,8741210.16963928341440382593814402086455,3769.096251044579273041,3769.33442548707154867287283392884341,,40.577839886871,0.0007015674773638362,0.0006107719419596451,,
2020-01-17,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,145565024.4628235016369785,147980174.850160610979,0,0,0,11.933392133085705495,17.205930111520647005,0.0001122705939683234,1.00061637334645,-0.1518796469094089,-0.04157207512119484,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145475357.33,1146,0.013263888888888889,1195,12190612.334498335179704311,12198126.30301822456534097910829256154595,12596.9505547485650011,12604.714979317060558048063354931095,,41.265820059514,0.0006981511446578747,0.0006015992881103328,,
2020-01-18,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,144033472.6054518821446214,145505334.09927066970727,0,0,0,12.832651143520374529,16.890577498264967188,0.00011202798087813297,1.00020606307411,-0.4616342975201132,0.018876654390005746,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144003798.74,693,0.008020833333333333,722,11221671.744167395219759721,11223984.11634365167868113600712481592331,19715.737353282725767604,19719.80003873008856117563258968913244,,41.725185911191,0.0006944374679367135,0.0005765207807410608,,
2020-01-19,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,143351052.3063192763630272,144082185.15530173323168,0,0,0,44.197207973624126317,16.847465062983747852,0.00011517249608219481,1.00054434088816,-0.18179418905421124,-0.009979729233779884,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143273062.92,688,0.007962962962962963,717,3241676.782060578517218451,3243441.35927925302328343710747007944016,5081.511346589019002171,5084.27742098861638636114487910819536,,41.92126332594,0.000686237229157603,0.0005681596533867789,,
2020-01-20,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824524,1752824524,0,142277547.67126835926972596,143386227.049156329085386,0,0,0,28.285528849865730195,16.948978370983813424,0.00011577728686578427,0.999882610937826,-0.29641404650134356,-0.10862911975574087,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142294251.46,714,0.008263888888888889,746,5030637.829515973952161918,5030047.287659030025083321500106182910268,8205.228813472779626782,8204.265609357442974405535087286455932,,42.204750522617,0.0006657738029284707,0.0005769738784259067,,
2020-01-21,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,139288236.3489535152641589,142347350.41122688269177,0,0,0,15.830109579139173695,16.542215148613884283,0.0001145788960085316,1.00037316624427,0.011720753217685132,0.00225451888803537,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139236278.07,658,0.007615740740740741,690,8795661.039105171904715241,8798943.28290100674731645630878779791907,18153.691724873981348201,18160.46606983458794995975019829105827,,43.156898787142,0.0006633461090860788,0.000573883643398092,,
2020-01-22,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,139086707.6699621097181886,139278260.99035278391274,0,0,0,13.171370947198913368,16.477877228777385571,0.00011566986997227741,1.00030152335983,0.0878155334823574,0.05482423474663729,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139044782.42,608,0.007037037037037037,641,10556591.487507223179163361,10559774.54644088913456773599065715518863,25246.290703668965936699,25253.90305006518109821633530557940117,,43.228487552966,0.0006520488963305565,0.0005629189999071646,,
2020-01-23,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,138833188.28966700608837758,139012672.692152222275454,0,0,0,13.544099307808262448,16.421230309317220111,0.00011949833988204316,0.999769072183897,-0.2914184575220966,-0.030358545623170693,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138865256.14,778,0.00900462962962963,825,10252823.239411960403461275,10250455.577332392913527365777002118088675,15255.305707983093934504,15251.782833551965768368859885561482088,,43.330592833954,0.0006522683892430063,0.0005686624955472761,,
2020-01-24,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,139143602.60546051665874345,138810504.67997755286572,0,0,0,26.520091085311563491,16.683679529757214454,0.0001186702277471119,0.999605723406995,-0.5258218614534517,-0.06561633149758414,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139198485.31,615,0.007118055555555556,660,5248793.635821883435002269,5246724.159349765256078494059014235471655,10577.078594217989936166,10572.90829970591555220168909208788117,,43.206535306908,0.0006459463928128233,0.0005680424059345692,,
2020-01-25,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,139499449.260547812271524,139199562.2731026512446,0,0,0,31.084149039968569485,16.829950123083476094,0.00011988697393825112,1.00042977127015,-0.45397201720289776,0.0347493100735543,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139439522.16,487,0.005636574074074074,530,4485872.268232471236201699,4487800.16725492016686035474484081798485,9396.487361850856112815,9400.52570215930717790146939424197225,,43.062397245958,0.0006487657864636191,0.0005876470087171228,,
2020-01-26,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,138993071.15039192616123948,139419314.209637706773166,0,0,0,36.452743755378680277,17.119011162696208036,0.0001166164774579551,0.999855078459303,-0.2404876528230342,-0.07345292696056702,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139013217.16,492,0.005694444444444444,526,3813518.622709663729951185,3812965.961715383944030529694525199124055,10099.830054651802219636,10098.366371719504214746462626493473708,,43.07964443207,0.0006500195362588965,0.0005893616060434572,,
2020-01-27,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824525,1752824525,0,140879268.7077632369250648,138896516.594261584805256,0,0,0,17.572533790788246793,17.505162629509375363,0.00011233335974278172,0.999986994762072,-0.28781012623423685,-0.07755982297576722,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140881100.9,782,0.009050925925925926,825,8017119.362368318506184562,8017015.097823513730552819784231709532464,14871.394535125542545782,14871.201129101292079147842018257180304,,42.550549150052,0.0006498639195913099,0.0005889342430716247,,
2020-01-28,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,141503482.9680287896472392,141244713.664657018108,0,0,0,15.917242762238309942,17.633451455924005854,0.0001078346910466183,1.00258099677428,-0.10275781088417171,0.2420901106337052,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141139203.14,794,0.009189814814814815,841,8867063.551662057047055169,8889949.41408623257642628773336220025332,13248.53199824500954574,13282.7264165964252779986627481155672,,42.430125017378,0.0006772289881196466,0.0007481333889426216,,
2020-01-29,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,140243022.1586464848907008,141265537.58004931946112,0,0,0,27.830944972390938861,17.533173581691622919,0.00010748504558804147,1.00089510623104,-0.20576304498051534,0.08987513045689435,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140117602.02,895,0.010358796296296296,953,5034597.357689453457621267,5039103.85715509880706847586866811952768,6871.39280986525126506,6877.5434363852851054501304486394624,,42.716649351333,0.0006881307388535245,0.0008137839268536455,,
2020-01-30,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,135536639.37813630680893056,140062156.956261002553096,0,0,0,9.423587705239993692,16.84770570108465857,0.00010512128971497464,0.999590035631496,0.01211484818903221,0.06882172315982764,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135592227.36,903,0.010451388888888889,950,14388599.289483328148004377,14382700.476461958012291744177735367057992,16669.306746251496170775,16662.4729244378697091781830529847294,,44.202314770371,0.0006927322477656146,0.0008246401172476981,,
2020-01-31,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,135678052.90007787168054558,135591075.059015444263227,0,0,0,13.416128194607238138,16.699012593619543386,0.00010686770015304256,0.999991504373001,0.022514248161530352,0.07510705445090413,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135679205.58,902,0.010439814814814815,1002,10113141.706154668744107139,10113055.788674945223578886661967762954139,14078.83394028441849267,14078.71433176268097481051465786440267,,44.242447551626,0.0006889681778396578,0.0008255487796046696,,
2020-02-01,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,136977356.2559143880383938,135755212.13474571843765,0,0,0,17.130128087573093853,16.744420551177852565,0.0001066488730338544,1.00056757188633,-0.28606876534360465,0.015763310698131288,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136899655.86,750,0.008680555555555556,813,7991747.356478478076717554,7996283.24760066735746560413257840363682,12764.069337149432037742,12771.31386406036485362874936269386686,,43.84311380354,0.0006771799540315791,0.0008040262332750782,,
2020-02-02,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,135992555.3741098713728089,136937555.71536045539395,0,0,0,17.933665792625273808,16.666421473209214881,0.00010710305115042781,1.00027685033509,0.0312731972643152,0.047442711695437526,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135954916.21,805,0.00931712962962963,853,7580988.615607396637437248,7583087.41484594102040020504134764743232,11250.965375260480434357,11254.08020879470728596128612419868713,,44.165852472262,0.0006769352882960275,0.0007977610802887818,,
2020-02-03,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824526,1752824526,0,138188589.5807897601840894,135957077.08020162844168,0,0,0,7.56330014176300402,16.823085741410805311,0.00010776251064925131,1.00001589556498,0.12459531911693003,-0.006824890179055896,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138186393.03,847,0.009803240740740741,892,18270647.791294551811369477,18270938.21356374502739611460022444211546,27237.417124365453032576,27237.85007849924074837594644986478848,,43.616013995231,0.0006752002198472383,0.0007976766807018055,,
