time,AdrActCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetCompletionTime,AssetEODCompletionTime,CapAct1yrUSD,CapMrktCurUSD,CapMrktEstUSD,CapRealUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2021-03-20,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824594,1752824594,0,299229386.78605255007989491,298576344.95166434710016835,0,0,0,12.455242386356940329,4.229031071740693315,0.000017164508451976066,0.999796309356237,-0.20087322793018664,-0.027928486745219697,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299290349.43,703,0.008136574074074074,773,24029267.367597175671190127,24024372.830657916554111201681419000272099,40035.364244201742685756,40027.209415085555040848291883749660172,,95.778550237668,0.0006034155319071439,0.00045592468800701623,,
2021-03-21,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824594,1752824594,0,299674360.81573608563672,299363630.1824727960954174,0,0,0,12.253895661281132932,4.235778136242559891,0.000017411328759525472,1.00024484836418,0.043786220505680755,-0.03698085006458735,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299601004,608,0.007037037037037037,660,24449449.569466711534738311,24455435.97719889686433255561269272609998,61408.823342529263459131,61423.85919247090034911274847363432758,,95.787240484167,0.0006042862539628385,0.0004524554250639819,,
2021-03-22,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752824594,1752824594,0,298260086.1638115519021777,299490778.114606313519188,0,0,0,4.651069779816396309,4.20921877591131992,0.000018357658340736337,0.999632091068047,-0.00903330049028769,-0.05965736960391381,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298369859.1,1060,0.012268518518518519,1150,64150802.55187621031790124,64127200.89862542175448691175619506567828,104323.808135842222707495,104285.426475013695303400563950621912265,,96.55635707473,0.0006056507173427859,0.00046073534372033544,,
2021-03-23,867,,,,,,,,,,,,,,,,,,,,1752833878,1752833878,,306858894.86527590803088306,298245156.3749078606183697,0,0,0,4.732439857138425752,4.348986424992801034,0.0000183195726522229,0.999582053209167,-0.29666044677339737,-0.07144681538802101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306987199.18,1187,0.013738425925925926,1297,64868695.313040193186937012,64841583.650008584369857789324977689989004,80880.446162184961431989,80846.642439270334996319126321261843163,,,0.0006056311155042841,0.00046046344063100205,,
2021-03-24,849,,,,,,,,,,,,,,,,,,,,1752833885,1752833885,,324462997.72069167691728884,306698928.45712443383972242,0,0,0,4.573856937383810215,4.567346658161548673,0.000019005115430065827,0.999581863300369,-0.05291849175449204,-0.08269520474124797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324598724.36,1202,0.013912037037037037,1356,70968272.248949366766485966,70938597.809812676792259000203917281121454,88571.093734106390872717,88534.058909289703682576457251818132573,,,0.00060540638311348,0.0004597733792969064,,
2021-03-25,764,,,,,,,,,,,,,,,,,,,,1752833891,1752833891,,325755402.23159848906633131,324479858.03022527864747652,0,0,0,6.581290541093848954,4.571075236025575507,0.000019392620002321344,0.999633805308357,-0.019770796089518174,0.0017379278951151478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325874735.83,958,0.011087962962962963,1028,49515324.357012464346976838,49497192.108077945040350589285449326835166,78655.019800705341421199,78626.216749983248069383360996811660043,,,0.0006052268846232559,0.0004365803062112146,,
2021-03-26,886,,,,,,,,,,,,,,,,,,,,1752833898,1752833898,,327380330.73295903870094688,325874710.22038212600746712,0,0,0,4.820139716646895821,4.561510401328546432,0.000018242151082126748,0.999995631439464,-0.12313751995556257,0.028033822761373152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327381760.92,1122,0.012986111111111111,1163,67919558.387353417856174215,67919261.67665102431623148379960041022076,84331.182142864180724618,84330.813736989917180244078461921524752,,,0.0006048036415592648,0.0004412377047480749,,
2021-03-27,704,,,,,,,,,,,,,,,,,,,,1752833904,1752833904,,328521051.9336850927050696,327482680.7404745576849736,0,0,0,3.434844866997558297,4.532905413116825891,0.000017856322180329436,1.00030826341758,0.012544008248205648,-0.027198539058503887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328419812.12,924,0.010694444444444444,1006,95614161.581357223303556466,95643635.92957533881842683953397766707228,132162.250036732970573948,132202.99082360435635999499078459320584,,,0.0006042115615412012,0.000415054214486779,,
2021-03-28,561,,,,,,,,,,,,,,,,,,,,1752833911,1752833911,,335863254.6716420726478168,328438517.1035685984392824,0,0,0,4.216877860849062128,4.62071803751908684,0.000017950142154959583,1.00005695449202,-0.0612179514018727,-0.007571257363451548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335844126.84,659,0.007627314814814815,716,79642839.542044094489322036,79647375.55951324198015611621787457215272,134773.424176142015272008,134781.10012805376342749119629776537616,,,0.0006044974961547729,0.00040941167608224703,,
2021-03-29,673,,,,,,,,,,,,,,,,,,,,1752833917,1752833917,,341702031.79244069244636881,335750929.36470800175363612,0,0,0,12.706175249111655368,4.724111995774677506,0.00001736496579441732,0.999722497826093,-0.06695174094619637,-0.05266901187169762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341796881.17,819,0.009479166666666667,873,26900060.36190131441933418,26892595.53667265728342301403965849075874,41459.391741940269225368,41447.886670603018877111815529087927224,,,0.000604828482562065,0.00041315209316711505,,
2021-03-30,595,,,,,,,,,,,,,,,,,,,,1752833924,1752833924,,329977754.10171950867678776,341971808.93245616851798444,0,0,0,4.59211121834527145,4.556141736613100207,0.000017034930096170675,0.999687179585932,-0.07360789440605042,-0.026025632798133407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330081010.18,747,0.008645833333333333,787,71880012.152436915116219532,71857526.617272176928497627637656970823824,127010.794623362402326452,126971.063053997216391649816078850673264,,,0.0006040584065947338,0.00040967869632375784,,
2021-03-31,749,,,,,,,,,,,,,,,,,,,,1752833930,1752833930,,327610406.08940625622707138,330113479.68797327066022126,0,10,9.99793951268278,6.683470197466218272,4.51596657565827831,0.000017005555825909723,0.999793951268278,-0.017837911061296195,0.045771683660679664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327677923.71,872,0.010092592592592593,924,49028111.748628210194140347,49018009.568383680863756533550104581012466,80943.103655535563874556,80926.425431685698389654981615894134568,,,0.0006037821045489429,0.00039394117302083895,,
2021-04-01,614,,,,,,,,,,,,,,,,,,,,1752833937,1752833937,,322152663.85361653068396658,327919333.77079833607931819,0,0,0,5.841318679778754751,4.466134808996919737,0.000016997382038606232,0.999768624864889,-0.040739656715727185,-0.08570400190407981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322227219.22,705,0.008159722222222222,751,55163437.724340122551530523,55150674.276483466121301844327181034506947,112966.390769415147283277,112940.253155487871830327881819534161253,,,0.0006036817167899661,0.0003118533368601596,,
2021-04-02,684,,,,,,,,,,,,,,,,,,,,1752833945,1752833945,,326252271.426951670396008,322076919.4289845982415072,0.99953359062576,1024,1023.52239680077824,4.740773110151520182,4.533987468550073318,0.00001693219746415838,0.99953359062576,-0.11853005899821177,-0.0425123375004177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326404509.55,804,0.009305555555555556,847,68850481.127447958070568069,68818368.61762918213875620958917638485744,134148.359378317121847655,134085.7913259641583234297573988385928,,,0.0006036066361530012,0.00029058666404746503,,
2021-04-03,698,,,,,,,,,,,,,,,,,,,,1752833952,1752833952,,318100266.7973279207025619,326502067.5697776577046505,0.99953359062576,0,0,5.792132052388933903,4.409664370273488075,0.000017462591864815865,1.00029899105891,-0.004958321840844109,0.05209203013779328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318005186.09,967,0.01119212962962963,1064,54902958.567534809727643088,54919374.06125420881715184137557966231408,84250.913128815066716411,84276.10339854558555444210202156477201,,,0.0006059842894820819,0.0003215859135475545,,
2021-04-04,766,,,,,,,,,,,,,,,,,,,,1752833959,1752833959,,319420494.711298703176927,318052963.0784955749487722,0.99953359062576,0,0,15.145907622421817769,4.474815392599503871,0.00001718406446891374,1.00015034658458,-0.04800117936627537,0.027198651915631436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319372478.15,905,0.010474537037037037,988,21086387.564995105385123866,21089557.83134663258198293653879334558628,30921.542156237242172256,30926.19110449037893036079702963341248,,,0.0006060872099642589,0.0003225824260875533,,
2021-04-05,745,,,,,,,,,,,,,,,,,,,,1752833967,1752833967,,323903028.97350722704549348,319295541.7773953513303407,0.99953359062576,0,0,9.558742721621930567,4.56113614848933899,0.000017015482965940246,0.999759207865258,-0.06921940379047764,-0.027664356606976567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323981041.06,967,0.01119212962962963,1038,33893687.746941136607157696,33885526.413514271882593442655343125725568,61084.71296579464936008,61070.00424735951334043418497256410064,,,0.0006065192782021501,0.0003293589206566687,,
2021-04-06,918,,,,,,,,,,,,,,,,,,,,1752833975,1752833975,,316856424.92666699307988,323995272.099705308598684,0.99953359062576,1100,1100.04843352954,7.120528180067914847,4.486378495583789362,0.000017217183507711825,1.0000440304814,-0.003183873855278528,-0.001437292458010028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316842474.2,1118,0.012939814814814815,1180,44497046.593666874565138246,44499005.8200492719478165824526289316244,52468.266200187630489973,52470.5764032066481001137988290630022,,,0.000602495999387964,0.00033368466888045113,,
2021-04-07,796,,,,,,,,,,,,,,,,,,,,1752833982,1752833982,,323218640.16384712283012114,316180549.5631663068172406,0.999300558344093,0,0,4.442206825443603156,4.572412433883875708,0.000017760027982639588,0.999300558344093,-0.0006273777989575239,-0.0366047263570015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323444870.98,1064,0.012314814814814815,1161,72811754.087496922447698401,72760826.513648470324496816470803643895293,90360.923052896212537028,90297.720859246809800378892522127575604,,,0.0006018862753472094,0.00035350590845543463,,
2021-04-08,888,,,,,,,,,,,,,,,,,,,,1752833990,1752833990,,314588027.042166840241609,323235384.78253370691587838,501033.577345013102827200999845498102231,800000,799876.3984817848,3.890378515757232772,4.440779054907225055,0.00001724961706423534,0.999845498102231,-0.04117718419306426,-0.00744572033678488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314636639,1165,0.013483796296296296,1210,80875585.171372034598640008,80863089.739979879224204983390537550657848,89151.570785559553468305,89137.796698684097179153578651508288455,,,0.0006014100635100923,0.00036489257627253746,,
2021-04-09,929,,,,,,,,,,,,,,,,,,,,1752833997,1752833997,,298483619.835512164393811,312422650.85742400240196,501127.698435678300427968602939725266632,1500,1500.05134017993,4.733655691048033279,4.200372046303906549,0.00001722659541672044,1.00003422678662,-0.05802931979292482,0.012087539138217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298473404.05,1188,0.01375,1228,63053467.241914645463363602,63055625.35948358563585412949703312860524,82752.723096819381872703,82755.55545661504065528703730158363386,,,0.0005987635756721448,0.00036655565569637184,,
2021-04-10,1214,,,,,,,,,,,,,,,,,,,,1752834004,1752834004,,288887837.3582932394532456,297703455.813526791135166,751172.216544342351174692337046230789702,0,0,3.627810936638663788,4.053225878486751938,0.00001676580509684743,1.00010641171132,-0.09287563783798425,0.08113941156734027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288857099.58,1692,0.019583333333333333,1775,79622975.018549227167744226,79631447.83558134059975080909979270883832,71935.221004937510060861,71942.87575490882787147623593636264652,,,0.0005780251307206504,0.00034732239457461723,,
2021-04-11,1408,,,,,,,,,,,,,,,,,,,,1752834010,1752834010,,293780118.38581525936565896,287977342.79024839309033428,750984.306148298136355162649379020656189,0,0,5.741830432402302648,4.173504655136527748,0.00001668079212957649,0.999728757838766,-0.06569109835906248,-0.015401676337743682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293859825.56,1930,0.022337962962962963,2026,51178771.128748415965838088,51164889.288258154003822060045498765719408,36209.773483372930903321,36199.951866155507244978770264051941886,,,0.0005786398126648468,0.0003382044981729511,,
2021-04-12,1049,,,,,,,,,,,,,,,,,,,,1752834017,1752834017,,292784267.807614061668937,293538525.06771843440252104,751060.933915261065124000909684970536766,0,0,5.277109643476526735,4.182541731397434234,0.000016691723341293526,0.999933316463609,0.10800993588164869,-0.008395078277046965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292803793,1412,0.016342592592592593,1446,55485637.551980575803352858,55481937.573449700470472149985633743144522,44296.891972215861150195,44293.938098808023698057083568600753755,,,0.0005788062934387251,0.0003394419926655391,,
2021-04-13,1172,,,,,,,,,,,,,,,,,,,,1752834023,1752834023,,298124228.33890070076367827,291744363.537131759372076,750854.921801931666474703741033177143673,0,0,5.274381272520205148,4.297641010894001753,0.00001575611199316631,0.999656582760177,-0.11538428436804786,-0.04164825677885186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298226644.51,1612,0.018657407407407407,1665,56542488.891308634655906495,56523071.225840858805138556870123121649615,43995.122617033383490346,43980.013933458567445503098718912751242,,,0.0005790770316191694,0.0003428758855956043,,
2021-04-14,1068,,,,,,,,,,,,,,,,,,,,1752834029,1752834029,,305102758.93145286753395124,297325586.07820706115260589,750863.327216607528890055124275403523719,0,0,4.138002777733415359,4.383418753340433805,0.000015900704883639508,0.999669295518139,-0.14944926532080402,-0.0524410664674465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305203691.16,1519,0.017581018518518519,1583,73756279.914141297707508202,73731888.381808296728083098352928182276078,61756.985358641247580433,61736.562046796920763392930284812974187,,,0.000579056386513756,0.00034197999372134676,,
2021-04-15,915,,,,,,,,,,,,,,,,,,,,1752834035,1752834035,,330894905.37150773510769972,304514705.01987630994180256,750943.1854945612819309744731247452657,0,0,3.990779496841616035,4.758794100002772808,0.000015811473677142708,0.999777869146316,0.02198562131872339,-0.007095330940926499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330968423.67,1275,0.014756944444444444,1349,82933277.554406384512593692,82914855.514664412106646049606947006638672,85382.128920469929004655,85363.16291528346767398274511244010098,,,0.0005790958062213044,0.0003369917914718952,,
2021-04-16,1039,,,,,,,,,,,,,,,,,,,,1752834042,1752834042,,322782552.73995553051190952,328558745.21250187419715869,749779.389812002070410570294153765614629,0,0,2.858879303673174061,4.600545806961633785,0.000016211381364242307,0.998152746698307,-0.20436403245606136,-0.18661495488603244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323379917.36,1490,0.01724537037037037,1544,113114225.194645944701744435,112905274.568686689454807984492309561171545,96034.14442219404090935,95856.74503183488056753309370038547045,,,0.0005916152864251402,0.00044701156775600576,,
2021-04-17,1095,,,,,,,,,,,,,,,,,,,,1752834048,1752834048,,323618691.23889029092603926,322523970.02354806784829288,750933.379548434917677687360737297318495,0,0,12.167061982888848177,4.641434383051112937,0.000016586559899996412,0.999852363514233,-0.05279806073146938,0.02049349169587933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323666476.22,1454,0.016828703703703704,1483,26601859.732052689519702358,26597932.326966982592372388392757056661414,22656.666011191879257694,22653.321060642790255149265477243758702,,,0.0006051130258252177,0.0005466551965348264,,
2021-04-18,1181,,,,,,,,,,,,,,,,,,,,1752834054,1752834054,,367085307.22920819438428718,322755817.06885529379771054,37750003.523308353087476352068527729521304,37000000,36998990.624839509,2.028349344128320325,5.147294898570320504,0.00001773329593968291,0.999972719590257,-0.026847315620580833,0.04166355006675086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367095321.74,1963,0.022719907407407407,2081,180982296.172338394229475127,180977358.901142583857538096251767613037639,107477.680709086299558202,107474.748673918328357166904609563637914,,,0.0006049924414831513,0.0005467111492909044,,
2021-04-19,1168,,,,,,,,,,,,,,,,,,,,1752834061,1752834061,,339500818.5058451931303936,330942998.6434251276040192,37758376.027519024155578745135112162703195,130,130.0247581348352,2.201487250007852233,4.700748004826624698,0.00001792515842971875,1.00019044719104,0.03705436170477137,0.0394218133348497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339436173.84,2168,0.025092592592592593,2195,154184937.404833620528601234,154214301.49306304931894945938499557774336,89248.950320422196351978,89265.94753231398926722010154524787712,,,0.0006051902323948723,0.0005464066233170019,,
2021-04-20,1061,,,,,,,,,,,,,,,,,,,,1752834067,1752834067,,360229320.73952116293900515,301456636.1665960895908192,37729136.20980281450274086449902524746522,0,0,3.398146159966352989,5.001564782821624845,0.00001769670971693063,0.999410598851755,-0.1206806538179144,-0.0834045297798127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360441765.53,2129,0.024641203703703704,2157,106070118.400548416217200762,106007600.55096864987784462769155751103731,66996.011409052935335065,66956.523883000604414590524955188289075,,,0.000607727544763685,0.0005585524431219968,,
2021-04-21,1137,,,,,,,,,,,,,,,,,,,,1752834074,1752834074,,375020294.56379460586354842,322303619.44100609734849677,37732509.357903244195882101662712899738459,0,0,7.160038637067511639,5.235090359032603254,0.000018500409720859368,0.999499427625609,-0.08953459906448465,-0.013271226846695672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375208113.38,1776,0.020555555555555556,1831,52403085.010959024222592048,52376853.474269675041580936615628084557232,39026.776911066907639656,39007.241184683707021053751498649550504,,,0.0006077292483521698,0.0005477995307616594,,
2021-04-22,1063,,,,,,,,,,,,,,,,,,,,1752834080,1752834080,,370018492.56880508417427912,337122756.46072100120034288,37719797.978927891058102561219706052315011,0,0,3.987095341117330391,5.129975091670757769,0.0000192582843759554,0.999159461843576,-0.10273623236527994,-0.04227680601450894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370329768.87,2046,0.023680555555555556,2122,92882095.15607419918733721,92804024.21104691403940693342250098426296,54837.081161874654189692,54790.988502771178807943623758735618592,,,0.0006081143334854013,0.000551183631377724,,
2021-04-23,1232,,,,,,,,,,,,,,,,,,,,1752834087,1752834087,,361657341.5938334942908779,332368888.66590675997637946,37742545.478784981218369560600061650015507,9218,9213.588866851098444,2.769467136701476257,4.953495910574916899,0.00001961580275731714,0.999521465269158,-0.06470567336524076,-0.0060423296408792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361830490.05,2749,0.03181712962962963,2869,130649858.687599976678896897,130587338.192638360688693895596332636002726,54820.214282829550013601,54793.980906343015410823077468025817958,,,0.0006086638459843218,0.0005554543502673195,,
2021-04-24,1223,,,,,,,,,,,,,,,,,,,,1752834093,1752834093,,342850204.77646528784768556,316533286.33839947717187996,37747813.21271024804005789952406496664966,0,0,5.903859120037628325,4.696989683447208937,0.000019881947992692418,0.999663320086692,-0.07477564852641469,0.002952559044950605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342965674.43,2118,0.024513888888888889,2185,58091778.183862575584679559,58072219.849019725167047123488662920328828,33499.470598357872922535,33488.19199950095389899228163560040422,,,0.0006087348893143342,0.0005559982722805913,,
2021-04-25,1016,,,,,,,,,,,,,,,,,,,,1752834100,1752834100,,350958339.23529172828517124,304810819.67285719999204362,37746761.480922766359664709822270184732196,0,0,7.748541104998534268,4.837506891415555054,0.000020422826826703223,0.999634894487934,-0.07904077953805268,-0.03607385274381444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351086522.86,1873,0.021678240740740741,1978,45310016.182725846475749153,45293473.246065733608947931304042969219902,30375.679818050767479855,30364.58948991644519268428323988556957,,,0.0006087373785676604,0.0005518126849016529,,
2021-04-26,1083,,,,,,,,,,,,,,,,,,,,1752834106,1752834106,,365663553.30420145802048355,313050200.18636404609640334,37733645.302273246845302145555117354300513,0,0,7.594593751231034608,5.06573010950170867,0.00001852463118194477,0.999280663067969,-0.11588090863506038,-0.10272836756342381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365926777.95,2241,0.0259375,2396,48182534.831528761119587358,48147875.354745572425114055753195587135902,29695.130477420421805044,29673.769673366533954503813713839035636,,,0.0006092873771732291,0.0005517199765894673,,
2021-04-27,1026,,,,,,,,,,,,,,,,,,,,1752834112,1752834112,,384562591.799005438226954,327896155.37479378427297315,37735484.547084816542170411459354827035761,0,0,7.614942731114174322,5.324552909134615221,0.000018160721232474702,0.999330569965777,-0.17223579088434463,-0.07263431577373813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384820202,2242,0.025949074074074074,2352,50534878.013940800384012747,50501048.448822472863740581335233721759419,30127.23225802185859379,30107.06418390032675142527709364472483,,,0.0006085100586891898,0.0005503738141218157,,
2021-04-28,825,,,,,,,,,,,,,,,,,,,,1752834119,1752834119,,401322723.72327808801509075,346463578.214113425163923,37737520.728122164705392574282251838120298,0,0,2.362897113831710314,5.450185127340958352,0.000018241164375360942,0.999385580692981,-0.10256356310108447,-0.0337010654301212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401569455.75,2331,0.026979166666666667,2421,169947922.573238405714671248,169843503.288421637906157363322362436110288,74450.661278338080286889,74404.917354628337506923130875908626109,,,0.0006078726954114319,0.0005473882912082919,,
2021-04-29,901,,,,,,,,,,,,,,,,,,,,1752834125,1752834125,,506321661.7854340404578028,363675206.134282941846675,37740643.443596586786151444626941553263057,0,0,3.89175020987708851,6.788459433023993486,0.000018658298623467503,0.99947059730154,-0.1019839004386509,-0.02166500569525544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506589851.82,1849,0.021400462962962963,1905,130170186.805488580322340859,130101274.35733471238077949729262148562286,71943.322676911736156693,71905.23568775040057283240317641020722,,,0.000607720038661084,0.0005476468317565374,,
2021-04-30,910,,,,,,,,,,,,,,,,,,,,1752834132,1752834132,,660903302.6622277000119738,468620840.59300951205315028,37748519.841016935458911465461071927980592,0,0,1.693212542793963035,8.39798302198849568,0.000017313113757433044,0.999684195702054,-0.05045815265563096,-0.010977818587991708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661112084.7,2163,0.025034722222222222,2220,390448374.312832383869453266,390325069.038098362818286599736416013208364,181116.293635406833438079,181059.096331448722194956996503942114266,,,0.0006076169032422945,0.000548760811940855,,
2021-05-01,1069,,,,,,,,,,,,,,,,,,,,1752834138,1752834138,,660905449.53019891785863096,623136442.9061605966874984,37758276.39849278671497075110509618276361,0,0,1.958392524653624369,8.087308560183774156,0.0000172811453628462,0.999949116793352,0.0055688977109408806,0.018053369947202993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660939080.23,1811,0.020960648148148148,1941,337490606.152563067812361836,337473433.548308448165567486755409863314272,184538.740109219268394822,184529.350186371729424698322896920823344,,,0.0006077828065389809,0.0005509207711993321,,
2021-05-02,820,,,,,,,,,,,,,,,,,,,,1752834144,1752834144,,911183351.9492528486456592,623040075.78315309586921491,37754954.565513314090779795800672435841026,0,0,3.404676292393812238,10.827607132748816027,0.000017673905402860725,0.999858724962517,-0.045067472056744246,0.03252860532216035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911312097.6,1486,0.017199074074074074,1549,267664828.998841665686034551,267627014.640091973544351174313897841924867,175740.71088640287944375,175715.88311088511381080154508855991875,,,0.0006077065081500935,0.0005493679789205767,,
2021-05-03,1146,,,,,,,,,,,,,,,,,,,,1752834150,1752834150,,1023756539.95867412478572875,665452207.06944690005542875,37747174.944108450913822803798951674779906,0,0,1.332217212862303659,11.157599533726216184,0.00001746321739483588,0.999647679898375,-0.03926887751325859,-0.0651116482528377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024117357.09,2202,0.025486111111111111,2282,768731515.553426134192004859,768460675.987744010828289400960814626204125,342553.447046852940884797,342432.758581577399600528038203542504875,,,0.0006077751034058607,0.0005317622321786836,,
2021-05-04,7524,,,,,,,,,,,,,,,,,,,,1752834156,1752834156,,1124926082.3141807407980696,916712022.16184201143911,37740815.944756688402945689508678730262435,0,0,1.945996364421533767,11.546856655402666787,0.000018603837701472596,0.99947460310047,-0.09542424669271979,-0.06756419036574222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125517425.68,9212,0.10662037037037037,9307,578375913.880276408634866332,578072036.96836088111815016990931121637604,65025.643664322761571061,64991.47939275158380405435711882749867,,,0.0006074679145106254,0.0005319830171213654,,
2021-05-05,918,,,,,,,,,,,,,,,,,,,,1752834163,1752834163,,1143454210.45703751823680656,1029836414.50286422113012886,37750183.106487099021025845631107954781275,0,0,17.672734078037607821,11.724711378937849445,0.000017434462094592516,0.999727372824341,-0.07678414611054517,-0.0031842708390701457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143766032.16,3244,0.037546296296296296,3349,64719246.445369733251054288,64701602.220000553325440050849478478824208,26027.903128249542530122,26020.807214531361806485454038207299602,,,0.0006076990867104652,0.0005295836062442586,,
2021-05-06,1063,,,,,,,,,,,,,,,,,,,,1752834169,1752834169,,1144941575.10769127119231369,1029275341.26732359768900138,37730002.056777187857156604005460364969553,0,0,21.106944205062533258,11.715135704195818634,0.000017676092208020307,0.999182703531403,-0.019079824999706403,-0.0861289027026481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145878097.23,3712,0.042962962962962963,3799,54289151.764335424909077994,54244781.432315306974329217085696555245582,17148.465725397304301764,17134.450344918080393023384885962294892,,,0.0006072976771652713,0.000535770107934556,,
