time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2017-10-09,,,,35811.3006623377
2017-10-10,,,,147303.192367255
2017-10-11,,,,34870.5664512769
2017-10-12,,,,62646.8869527518
2017-10-13,,,,31169.6670161981
2017-10-14,,,,45617.5499198765
2017-10-15,,,,10912.6900457891
2017-10-16,,,,4709.75335673139
2017-10-17,,,,956833.058945681
2017-10-18,,,,804575.469818143
2017-10-19,,,,879718.755640281
2017-10-20,,,,1050336.74271551
2017-10-21,,,,881295.803722032
2017-10-22,,,,849535.184524042
2017-10-23,,,,619078.906348697
2017-10-24,,,,856224.825384377
2017-10-25,,,,1358194.11888135
2017-10-26,,,,1298271.11964968
2017-10-27,,,,867724.291109919
2017-10-28,,,,749961.694257008
2017-10-29,,,,1079018.76818327
2017-10-30,,,,817502.770528358
2017-10-31,,,,819446.769173111
2017-11-01,,,,864786.584704107
2017-11-02,,,,694488.326168556
2017-11-03,,,,919230.894883262
2017-11-04,,,,647923.179017017
2017-11-05,,,,596155.027115014
2017-11-06,,,,489105.358718128
2017-11-07,,,,692225.212774774
2017-11-08,,,,822402.458595514
2017-11-09,,,,618094.790698466
2017-11-10,,,,680117.438361685
2017-11-11,,,,604810.726349976
2017-11-12,,,,609491.639983415
2017-11-13,,,,696070.371775169
2017-11-14,,,,528754.992845133
2017-11-15,,,,816919.995208108
2017-11-16,,,,2210083.42086556
2017-11-17,,,,1103436.57219775
2017-11-18,,,,2376615.520797
2017-11-19,,,,3000770.22853331
2017-11-20,,,,4678557.07940365
2017-11-21,,,,3923678.25363149
2017-11-22,,,,3451213.66539962
2017-11-23,,,,3460164.36243076
2017-11-24,,,,3179870.7977567
2017-11-25,,,,3223854.84221934
2017-11-26,,,,3389127.37101771
2017-11-27,,,,4428962.16749197
2017-11-28,,,,3940237.94935527
2017-11-29,,,,4387991.63806004
2017-11-30,,,,3534578.69679685
2017-12-01,,,,3529739.06972015
2017-12-02,,,,3365213.61275967
2017-12-03,,,,4556236.26061713
2017-12-04,,,,5043894.95126516
2017-12-05,,,,6184618.63702066
2017-12-06,,,,4942502.75205159
2017-12-07,,,,5606363.89669008
2017-12-08,,,,5013502.24548885
2017-12-09,,,,4396212.67683587
2017-12-10,,,,4878453.65452515
2017-12-11,,,,6558539.36227414
2017-12-12,,,,6385659.30569778
2017-12-13,,,,6817903.24006515
2017-12-14,,,,5702596.6188103
2017-12-15,,,,6444563.67317447
2017-12-16,,,,6501625.57987982
2017-12-17,,,,6532140.055598
2017-12-18,,,,4374760.55060482
2017-12-19,,,,3568087.99475179
2017-12-20,,,,7913222.16402191
2017-12-21,,,,16215107.2628002
2017-12-22,,,,9311590.69600582
2017-12-23,,,,9247969.15807406
2017-12-24,,,,9127642.37955484
2017-12-25,,,,10710882.466139
2017-12-26,,,,10322729.5483858
2017-12-27,,,,5642683.06710858
2017-12-28,,,,4100736.69841453
2017-12-29,,,,3365320.77959055
2017-12-30,,,,3911402.76468935
2017-12-31,,,,4359182.4071312
2018-01-01,,,,6505019.9982501
2018-01-02,,,,7195052.56715148
2018-01-03,,,,6505036.42340906
2018-01-04,,,,10171985.5965967
2018-01-05,,,,8987464.62085649
2018-01-06,,,,33803268.573655
2018-01-07,,,,13452726.7509806
2018-01-08,,,,10355252.9635149
2018-01-09,,,,12474798.6944517
2018-01-10,,,,7846001.15541111
2018-01-11,,,,4678177.85120794
2018-01-12,,,,4299180.66851083
2018-01-13,,,,5631175.8452257
2018-01-14,,,,2669552.25726521
2018-01-15,,,,6213641.41721117
2018-01-16,,,,4112492.06331983
2018-01-17,,,,2852441.37078984
2018-01-18,,,,4378744.64871297
2018-01-19,,,,4733242.04076497
2018-01-20,,,,3851119.86759078
2018-01-21,,,,14422433.2835859
2018-01-22,,,,5626354.59930911
2018-01-23,,,,2901951.68079192
2018-01-24,,,,9916779.07396061
2018-01-25,,,,5314219.31607962
2018-01-26,,,,6130096.42816672
2018-01-27,,,,6406582.29598495
2018-01-28,,,,4404923.9069636
2018-01-29,,,,4830307.52782357
2018-01-30,,,,8410992.94328318
2018-01-31,,,,3209316.05641587
2018-02-01,,,,5674747.38720159
2018-02-02,,,,2153978.52047021
