time,CapMrktEstUSD
2022-11-07,42045578.204140600895102079571
2022-11-08,42370192.002429904302227333976
2022-11-09,40760097.9262514312176645044477
2022-11-10,39921681.782121317648047780192
2022-11-11,38442155.55075976806172358331
2022-11-12,36986039.95853460278535832896
2022-11-13,36362069.611868667054157140462
2022-11-14,36203563.90869107938524593209
2022-11-15,36151847.363365006964915279842
2022-11-16,34513000.743301852867376270094
2022-11-17,33469876.921936665493194143032
2022-11-18,33392778.875196258449606658312
2022-11-19,33150957.534572052931406123343
2022-11-20,33087055.580617453840402232359
2022-11-21,32924644.403516413932867051366
2022-11-22,33029538.2683762605577679979
2022-11-23,33329910.217076393385093893066
2022-11-24,33153810.23356952356526067039
2022-11-25,33005730.517478425741599763352
2022-11-26,32918554.583020944890917671162
2022-11-27,32924512.96097230174588676961
2022-11-28,32918864.31171262875395545485
2022-11-29,31944406.41403657521445624279
2022-11-30,32148208.73484001193486043032
2022-12-01,32535891.169848595627156977107
2022-12-02,32617959.051193098596088982764
2022-12-03,32514526.6186400197371081359
2022-12-04,32542805.75664433400929877295
2022-12-05,32496054.016430141206739153679
2022-12-06,32066958.486630946882220141515
2022-12-07,32067512.531929381855610653632
2022-12-08,32168428.487152416878346438453
2022-12-09,32138311.729701950966223843903
2022-12-10,31913886.447708273507257583
2022-12-11,31894112.1933926863265762835
2022-12-12,31768136.25849475402314305677
2022-12-13,31897863.228420327533736323965
2022-12-14,31519251.044398663970507504835
2022-12-15,31042026.904015533220145882199
2022-12-16,30743318.508006740016812607738
2022-12-17,30665295.418598865605942456603
2022-12-18,30609607.977541367651264659425
2022-12-19,30686586.454434272235557614608
2022-12-20,30708630.785093995347833576971
2022-12-21,30694576.174321962195873758304
2022-12-22,30547995.497486799737396131515
2022-12-23,30517853.766263402183945880243
2022-12-24,30482780.874226243001197695585
2022-12-25,30507572.732809788906899671777
2022-12-26,30526397.893172813565510254194
2022-12-27,30495881.243141809569474924588
2022-12-28,29289441.79790509778832677125
2022-12-29,29132448.409099682118304702
2022-12-30,28496169.69829057196336138626
2022-12-31,28074641.206347422797035362798
2023-01-01,28082321.534689894904997543097
2023-01-02,28062783.541336634686602322445
2023-01-03,27531792.162569427186196326753
2023-01-04,28752885.340070316449131159242
2023-01-05,28611928.8310995810115490082
2023-01-06,28825491.86257646880774583855
2023-01-07,28852688.29639172931192162357
2023-01-08,28910837.751497063225767235959
2023-01-09,29148277.972139276728292991663
2023-01-10,28819876.887191701027773744773
2023-01-11,28990098.067754552481914246751
2023-01-12,29108590.177961001101242560543
2023-01-13,29061409.820481994690740806335
2023-01-14,28921984.259882042426133387615
2023-01-15,28925517.573141326434077889155
2023-01-16,28813571.932565481904677857425
2023-01-17,28675158.706737852134113940688
2023-01-18,28266901.71072874366286337952
2023-01-19,28289054.045248280655883934091
2023-01-20,28747860.96066198675519683814
2023-01-21,28438759.2778144623848576781
2023-01-22,28508478.8158003966755229002
2023-01-23,28685740.492613654680981253266
2023-01-24,28758237.385698947679809938506
2023-01-25,28860169.755631143321425462172
2023-01-26,28965511.133853865986462871824
2023-01-27,28851826.900718796184085003928
2023-01-28,29091684.925636121721873437902
2023-01-29,29135688.515156996274666747793
2023-01-30,29104908.949579378231678390326
2023-01-31,28859403.606044246957911153506
2023-02-01,29228412.039505414752371217785
2023-02-02,28809149.87024638822972064432
2023-02-03,28628480.673649563485352789984
2023-02-04,28723162.317597600693831332044
2023-02-05,28649359.990759982270476062835
2023-02-06,28576296.310387905712677170316
2023-02-07,28576230.694804539047509821414
2023-02-08,30463647.086179935454502477664
2023-02-09,30607812.291454537779505338345
2023-02-10,30489315.883839751828752498737
2023-02-11,30736581.946230517531971250272
2023-02-12,30669188.434853838904260442944
2023-02-13,30743090.13738926321306282065
2023-02-14,30848994.972550067415891012912
2023-02-15,30763274.7316788531508378403
2023-02-16,30797121.650125973229094575984
2023-02-17,30822707.676820338526824218213
2023-02-18,30993948.76767908052813828752
2023-02-19,30993341.11873039967950168425
2023-02-20,30989693.35485197125858140327
2023-02-21,30937889.9761106887412305919
2023-02-22,31321555.060813156305402254001
2023-02-23,31447204.19371327307089912476
2023-02-24,32874817.242622987792100063677
2023-02-25,34019473.743149773588062911937
2023-02-26,33984229.537892000618099475777
2023-02-27,34083126.661634780991424295703
2023-02-28,34284186.486685669355887390576
2023-03-01,34429629.04155871406112767804
2023-03-02,34413251.70563007316720653726
2023-03-03,34388805.896140273524820501803
2023-03-04,33846748.544162665436711629359
2023-03-05,33853445.146360597284461967382
2023-03-06,33965288.25532071979124999908
2023-03-07,33660291.401542297384114326466
2023-03-08,33609130.219915101907444951329
2023-03-09,33635284.425004299241349205405
2023-03-10,33838993.453441610639064129165
2023-03-11,33070674.682862695603234941184
2023-03-12,26698137.694094892951730392966
2023-03-13,24409305.2876063792085108890444
2023-03-14,13781133.260841782864906466404
2023-03-15,15006046.657782315880338701672
2023-03-16,15857867.5819227628374086777499
2023-03-17,16050442.5724785916294678267638
2023-03-18,16629165.9957069854673986285724
2023-03-19,15801459.5861434452736690921261
2023-03-20,18987644.79373601214946587138
2023-03-21,19003593.852890682206766792591
2023-03-22,20960297.35897977455851731036
2023-03-23,18747207.332942870055000639072
2023-03-24,19849240.790389399003623065028
2023-03-25,21053650.59184919228588914035
2023-03-26,20902198.6014915299644143558
2023-03-27,21110028.13063149333076114815
2023-03-28,21596402.66402897474910065688
2023-03-29,21702721.022728873769652189
2023-03-30,21830678.13283023784086986517
2023-03-31,21969880.83666656364231690693
2023-04-01,22096530.07087732594853237328
2023-04-02,21998479.53459352448258301444
2023-04-03,22075783.57445703385806651918
2023-04-04,22192913.64414047807206931769
2023-04-05,22169206.5414415067573172729
2023-04-06,22230452.56373588670886385202
2023-04-07,22163436.46664292161977927689
2023-04-08,22261796.38259281073305127442
2023-04-09,22330308.55258091526448879449
2023-04-10,22247435.53892397419364365796
2023-04-11,22761323.390153003744981238742
2023-04-12,22942454.67342310801353512889
2023-04-13,23072121.259763665691227868288
2023-04-14,23042644.60260749143595776703
2023-04-15,23055263.8952297259449296534
2023-04-16,22953234.418106560732464187958
2023-04-17,23062347.853302355612822303906
2023-04-18,23303596.302046168491371849376
2023-04-19,21097697.537347541051210533105
2023-04-20,20905700.87384108547822665526
2023-04-21,20953208.273548180296806966799
2023-04-22,20460019.249439942227991486466
2023-04-23,20462447.396096451007204083813
2023-04-24,20511440.89646911316307471988
2023-04-25,20481008.77394285348944595273
2023-04-26,19525829.55664002470295509926
2023-04-27,19380435.476588846196026906325
2023-04-28,19434293.96335696863439781184
2023-04-29,18995172.40780693640900188276
2023-04-30,18991483.268238503913499333032
2023-05-01,18831773.697131307874949358934
2023-05-02,18825519.026982960036359004181
2023-05-03,19469595.634327888952409087801
2023-05-04,19399977.414628832962114434891
2023-05-05,19090743.362276059555469869481
2023-05-06,19125559.487551538133656707538
2023-05-07,19098244.413604070422161431546
2023-05-08,19228128.719010297579457602275
2023-05-09,18998866.314415872579737772027
2023-05-10,18909833.412403053815116954004
2023-05-11,19034717.762253785201359670028
2023-05-12,19003292.848637406002791012038
2023-05-13,18977395.690980370566793958992
2023-05-14,18953114.27585534694681145259
2023-05-15,18954099.400317008880450414569
2023-05-16,18974306.568782610966287297106
2023-05-17,18932896.536261316712008888653
2023-05-18,18887423.242787707011060778872
2023-05-19,18865852.711267241299008991644
2023-05-20,19001482.013527965396237696454
2023-05-21,19023769.211393852725204983332
2023-05-22,19027779.811493551635145158176
2023-05-23,19047070.886827304064167901714
2023-05-24,18988823.861658272825330460564
2023-05-25,19038276.965840306573657899404
2023-05-26,19033768.161934126206220907944
2023-05-27,19063590.70767836198406026441
2023-05-28,19094709.289830048982791661194
2023-05-29,19208026.22854238602980860762
2023-05-30,19630453.670972748219410871624
2023-05-31,19524975.006543179317619566788
2023-06-01,19616624.704846940878246802778
2023-06-02,20081047.9008553102077851772
2023-06-03,19957749.522053563639924068473
2023-06-04,19937853.265640966913611803357
2023-06-05,20039405.549132430350540312493
2023-06-06,20190435.633506864797490158628
2023-06-07,20185119.49415752213723576654
2023-06-08,20086917.421199171470015857795
2023-06-09,19777240.91690528576377978045
2023-06-10,19582321.894864551756695528637
2023-06-11,19656838.123723676837672739288
2023-06-12,19640695.043080439044474065087
2023-06-13,19767237.086364789807304791328
2023-06-14,19968899.342780226577138128322
2023-06-15,20428592.283163195692148738728
2023-06-16,19906821.608338539866169260025
2023-06-17,19909908.08241459490583943378
2023-06-18,19931346.127962380145509247645
2023-06-19,19922323.79258450366143472214
2023-06-20,19900313.00147339754978091994
2023-06-21,20319789.023733167984203946888
2023-06-22,20172916.910127862096933717481
2023-06-23,20046354.67103081513045484888
2023-06-24,20616716.70609705006406806048
2023-06-25,20635633.74351902270437019808
2023-06-26,20644104.06580828337660255544
2023-06-27,20714653.12150006655472750744
2023-06-28,20574742.632721569307109373017
2023-06-29,20560406.196583260012706782862
2023-06-30,21054588.014643838895016155898
2023-07-01,20812006.289995648159766009598
2023-07-02,20539225.521275822909050420422
2023-07-03,20549933.003690086724955446128
2023-07-04,20464374.29126513410116240314
2023-07-05,20553225.713990300082556781031
2023-07-06,20464356.22794120526862285859
2023-07-07,20978030.695555675151937734857
2023-07-08,20888104.022451308366492835396
2023-07-09,20890632.02323763757413613101
2023-07-10,21209954.320549040667336627828
2023-07-11,21189572.939451558634964590262
2023-07-12,21295555.154640650058011796064
2023-07-13,21348744.25362548154946501445
2023-07-14,21606047.197710261428622897475
2023-07-15,21469099.34671787476399829305
2023-07-16,21466249.89285619374515559915
2023-07-17,21544989.732118284736341114
2023-07-18,21506793.32417576754587704295
2023-07-19,21429912.50010786403040812615
2023-07-20,21472295.6750833317259550259
2023-07-21,21662538.93899200525011041205
2023-07-22,21725655.319788972332131562042
2023-07-23,21720241.742022543229310276144
2023-07-24,21720617.195634549687676544198
2023-07-25,21658326.987274991832765549252
2023-07-26,21795200.81917273444894584339
2023-07-27,21639670.907181625350695010135
2023-07-28,21770842.136781652506137076219
2023-07-29,21732951.8637089654168278884
2023-07-30,21110181.351715346812367860051
2023-07-31,21677326.869806232586095225825
2023-08-01,21375352.329753798530818245408
2023-08-02,21026901.723613381127627976816
2023-08-03,21131132.491191934391090871936
2023-08-04,21264244.415198237916905141712
2023-08-05,20889207.212820516147972326006
2023-08-06,21010685.259186711962004182543
2023-08-07,20974156.118129565052492018569
2023-08-08,20996974.736191186606274555142
2023-08-09,21068566.672269839339070786928
2023-08-10,21116200.684737145125943070098
2023-08-11,20902895.07803041138667893305
2023-08-12,20836018.21195218137863327668
2023-08-13,20883838.99686577146645153822
2023-08-14,20882286.520698296421774820944
2023-08-15,21157692.339305587447859885716
2023-08-16,16995683.75135069003579018916
2023-08-17,17004001.40039582090473845528
2023-08-18,16970157.588622478834649328168
2023-08-19,16918796.380571923480539690612
2023-08-20,16924969.473038792287807363224
2023-08-21,16928421.953185893950589328812
2023-08-22,16763378.894939577382859246562
2023-08-23,16806330.95625988690651243059
2023-08-24,16967690.760259660816146767316
2023-08-25,16950437.082277686641740743924
2023-08-26,16899444.17552847679249223457
2023-08-27,16980242.09806639422753623154
2023-08-28,17075164.654587336205716764062
2023-08-29,17030747.72206335910502960047
2023-08-30,17105333.249496477189526138375
2023-08-31,16555368.91943697550163616142
2023-09-01,16489427.561994164709406765913
2023-09-02,16627295.349646896694257829455
2023-09-03,16605474.686946099071969783272
2023-09-04,16647197.912979654329116015325
2023-09-05,16534447.209729224007154761076
2023-09-06,16889958.715270748307881418576
2023-09-07,16613925.936419576569360136532
2023-09-08,16595882.883375894678089308212
2023-09-09,16710915.706731072850503466248
2023-09-10,16720047.58264500644374511352
2023-09-11,16751737.064266482021782187072
2023-09-12,16599248.662486227325039853952
2023-09-13,16553113.747997518724038816431
2023-09-14,16351916.969261925759065610828
2023-09-15,16764346.027489127101634544444
2023-09-16,16765403.200990917826078556492
2023-09-17,16737672.419727892200217748756
2023-09-18,16788224.728724221462048016076
2023-09-19,16761853.562470723417810918708
2023-09-20,16636471.206661139956293003287
2023-09-21,16619478.310453635176111324223
2023-09-22,16381060.161962764221460257441
2023-09-23,16496034.746984212000860876897
2023-09-24,16259479.51306390180984609255
2023-09-25,16145883.17961284997644864646
2023-09-26,15913866.874062149435473674681
2023-09-27,15904979.505930430058788465054
2023-09-28,16909121.479526128005624856506
2023-09-29,16839800.490818234300557085205
2023-09-30,16829123.428434590330365863835
2023-10-01,16862475.5851519441403450403
2023-10-02,16846705.232568862591817614752
2023-10-03,17185145.472307805756079697472
2023-10-04,17448927.4767033540320803642
2023-10-05,17940908.07738311303013353345
2023-10-06,17985548.612252170491227546696
2023-10-07,17952976.78096659453050303663
2023-10-08,17946644.407904878170009650578
2023-10-09,17963740.495989186094802213874
2023-10-10,17964251.290438832947381233
2023-10-11,17883477.939772881621298014156
2023-10-12,17698567.553005313474858156344
2023-10-13,17840869.7538379401351979168
2023-10-14,17932114.384346699809745452122
2023-10-15,17974705.685284187321183495676
2023-10-16,18004226.54390518344708161046
2023-10-17,18173819.19744191018797304863
2023-10-18,17866035.765209063746934096455
2023-10-19,18076459.308851944168426654172
2023-10-20,17992261.453467816684051035484
2023-10-21,17934542.858229096141776523339
2023-10-22,17973261.52834190656281222865
2023-10-23,18116025.903563593935440761796
2023-10-24,17972213.242727337240208971612
2023-10-25,18200472.289121174125744535436
2023-10-26,18186658.1225862892333742266
2023-10-27,20291107.733259828968505466567
2023-10-28,20210267.84918777134229779596
2023-10-29,20091194.355007552368821742096
2023-10-30,20152745.600925026010572575492
2023-10-31,20489152.347305668759619042722
2023-11-01,20672238.01148437327561983477
2023-11-02,20809616.242588702972127783524
2023-11-03,20664395.280889071836286282288
2023-11-04,20237512.04210675777975037855
2023-11-05,20248083.63253731967884010845
2023-11-06,20279462.771551908132581154645
2023-11-07,20285309.8619247301831021288
2023-11-08,20279357.878539018825918041552
2023-11-09,20416998.811696119375814998065
2023-11-10,20492609.381290353125839822564
2023-11-11,20337413.149725641692275744912
2023-11-12,20339616.954128453863643708388
2023-11-13,20425652.357788224692742970396
2023-11-14,20966752.154959113124659380144
2023-11-15,20628421.94656283189924103837
2023-11-16,20547798.027932898711199951992
2023-11-17,20538546.596975909380573037112
2023-11-18,20195887.514631461099638357704
2023-11-19,20193190.624694404321541737395
2023-11-20,20279262.132637950914941773425
2023-11-21,19860835.779006330533557140408
2023-11-22,20036468.72170729488336768986
2023-11-23,20050132.16944881170711835182
2023-11-24,19918644.372359469980989891725
2023-11-25,19936464.832943725391703287403
2023-11-26,19881664.754783923612666208656
2023-11-27,19945319.071771725162959693376
2023-11-28,19992324.304986384933920127798
2023-11-29,19938416.81937981663621264128
2023-11-30,19848343.532652077083929371321
2023-12-01,20238399.014218943044191074818
2023-12-02,20282816.923678857323417099012
2023-12-03,20197437.708624091438240867725
2023-12-04,20093964.969896813349967746825
2023-12-05,20064763.295699473743617214675
2023-12-06,19723279.714491289038869758658
2023-12-07,19731672.063274579130144511428
2023-12-08,19561581.754387466638624051911
2023-12-09,19927948.410640313181890961268
2023-12-10,19882677.404053593016504971142
2023-12-11,19953651.425780677604392810872
2023-12-12,19909203.800146537709494031528
2023-12-13,19941149.143648743743341465032
2023-12-14,20082076.794754245989935861312
2023-12-15,19858086.327195213627930189672
2023-12-16,20021031.6994696547584129447
2023-12-17,20015155.16114734200737467795
2023-12-18,20104932.4279845877664659292
2023-12-19,20127443.38431676445959285505
2023-12-20,20111694.7649791281631204077
2023-12-21,20141475.349900292621187498642
2023-12-22,20087986.82548066569282925674
2023-12-23,20074741.98997690730237352174
2023-12-24,20033724.177922539051883578446
2023-12-25,20050193.676216891802981524606
2023-12-26,20025288.160866428807589111443
2023-12-27,20107951.001996570246692493244
2023-12-28,19804805.177533056290915997372
2023-12-29,19785353.184028445425600280196
2023-12-30,19810293.396154728054443504964
2023-12-31,19765202.557852869464053974834
2024-01-01,19793896.69511105443241340075
2024-01-02,19705739.808202489642136087838
2024-01-03,19632303.384054853784463230379
2024-01-04,19627733.469457177042626790065
2024-01-05,19627254.30856034021596176555
2024-01-06,19619588.997462320899193029755
2024-01-07,19638098.663254392150011943369
2024-01-08,19680077.5329076491942384674
2024-01-09,19719640.89851994377928870516
2024-01-10,19704476.043280012743317163984
2024-01-11,19623009.00669119500377467593
2024-01-12,19722958.12339504841497710486
2024-01-13,19704188.365112320637317716285
2024-01-14,19643219.45790161729080027033
2024-01-15,19716912.632391599321327097099
2024-01-16,19629614.8523943269942874175
2024-01-17,19768671.36849963168553390764
2024-01-18,19733925.03077871164351064613
2024-01-19,19753506.798857023279419077562
2024-01-20,19738206.44013828404090014674
2024-01-21,19729124.604577120040255431404
2024-01-22,19667445.579325178971837491708
2024-01-23,19611944.387334973380637580896
2024-01-24,19521286.634645591335645158312
2024-01-25,22116905.050520043989471957268
2024-01-26,22410971.171743128336396257657
2024-01-27,22409876.805612410286269455482
2024-01-28,22414138.12785992466508426218
2024-01-29,22365477.772379425159021851552
2024-01-30,22680264.45612226858089501816
2024-01-31,22640982.084412588744818360144
2024-02-01,22657878.839292473040874906672
2024-02-02,22579458.872399735423363417192
2024-02-03,22747748.732623528732246401144
2024-02-04,22744364.566301000231201367212
2024-02-05,22681223.791185313053105404976
2024-02-06,22636195.900165374912590249
2024-02-07,22695887.181672441757216411568
2024-02-08,22661251.494677789215296919654
2024-02-09,22671278.7487843246116155343
2024-02-10,21921441.435493758767422875048
2024-02-11,21861477.534336129957662676712
2024-02-12,21870224.053919351792632167818
2024-02-13,21711422.976469282150359207742
2024-02-14,20964338.993762185259702720598
2024-02-15,21149244.20643127217779541292
2024-02-16,21099362.879630326935834024879
2024-02-17,21042122.31303731428266439792
2024-02-18,21002164.27307455750422785868
2024-02-19,21073578.25909204506906290638
2024-02-20,21139180.841336961769494051504
2024-02-21,21155978.20989638981997886501
2024-02-22,21243953.6570982072271084861
2024-02-23,21173595.42260870140032481232
2024-02-24,21210158.91994106252754637644
2024-02-25,21187424.661459670984719098093
2024-02-26,21206247.465993541066582866256
2024-02-27,21243184.301152052944820502992
2024-02-28,21234257.582301438446696091954
2024-02-29,21215334.506553809564856575767
2024-03-01,21376218.725240323332659786874
2024-03-02,21353504.535266495332913255149
2024-03-03,21276359.515075471410164813784
2024-03-04,21360995.41547609210724544817
2024-03-05,21069012.661018170562380228192
2024-03-06,20395291.129097288289604169152
2024-03-07,20473770.831472574761975738272
2024-03-08,20348705.157194032346280798315
2024-03-09,20376976.367902061078329897143
2024-03-10,20285160.749820593021243128683
2024-03-11,20244338.246401675299661971434
2024-03-12,20372774.865513489033921164
2024-03-13,20087896.027486443460284340392
2024-03-14,20034890.4399718759985246856
2024-03-15,19703894.712268350370218338358
2024-03-16,19528117.356077781136172644272
2024-03-17,19513548.832461678925736368332
2024-03-18,19557476.11684996024807013104
2024-03-19,19555281.672649828214308114932
2024-03-20,19537326.224456308220048408388
2024-03-21,19862706.26359813560173811618
2024-03-22,19861378.414671123999767588446
2024-03-23,19622505.609029827844671351888
2024-03-24,19624336.159124476626521736708
2024-03-25,19692328.758538578909736704732
2024-03-26,19569875.583717343942067916255
2024-03-27,19560463.211439016529203235345
2024-03-28,19568043.814510644511644134252
2024-03-29,19428873.221047902774645616171
2024-03-30,19373603.843990475493718378592
2024-03-31,19253014.722984093160496387112
2024-04-01,19228785.377296121639565607224
2024-04-02,19208832.179838691462641118872
2024-04-03,19205275.81715333753837009944
2024-04-04,19349939.268304429112979111291
2024-04-05,18773500.533068728365457294415
2024-04-06,18874185.143664423836989114948
2024-04-07,18882085.174540661385770274102
2024-04-08,18719495.497723585556540095426
2024-04-09,18543404.633224361831289686151
2024-04-10,18582428.566281120195546271787
2024-04-11,18375285.27975024439636451019
2024-04-12,18038176.956385682001868420401
2024-04-13,18015912.751643821006702742056
2024-04-14,18019099.745573347748484110319
2024-04-15,17918465.414254690690824770614
2024-04-16,17947617.825864341015301012255
2024-04-17,17859052.655231852048620214432
2024-04-18,24226491.138048376990161389694
2024-04-19,23612091.170166109289597157212
2024-04-20,23645893.97109368541938565561
