time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2022-11-30,149894678.3145570101093099,0.0385037595259101,0.00000234164527802459,0.0000316361562193496,0.0372992648470867,0.0385037595259101,0.0384476928,gate.io-astr-usdt-spot
2022-12-01,149396054.8504384680772136,0.0394792557535351,0.00000229839253655735,0.0000304145275992898,0.0378847000513103,0.0394792557535351,0.03930786,binance-astr-usdt-spot
2022-12-02,158226062.1274314238771101,0.0393438681823474,0.00000231962686784189,0.0000308407391369167,0.0373717399865866,0.0393438681823474,0.03930393,binance-astr-usdt-spot
2022-12-03,154673970.3260105107065642,0.0416637178605039,0.00000244002644586853,0.0000322257274772226,0.0395459256228273,0.0416637178605039,0.04154190773,gate.io-astr-usdt-spot
2022-12-04,160249010.87678991242196,0.0405897150299859,0.00000240182829651913,0.0000327090763615214,0.0385600010443859,0.0405897150299859,0.04060406,binance-astr-usdt-spot
2022-12-05,160495016.5534008299856484,0.042036279229252,0.00000245514419976618,0.000032839984443619,0.0398772535680388,0.042036279229252,0.04195861494,gate.io-astr-usdt-spot
2022-12-06,167557292.7507542014765525,0.0420956028276794,0.00000248185423880846,0.0000334482416966324,0.0400948893271594,0.0420956028276794,0.04219578,binance-astr-usdt-spot
2022-12-07,164694368.3782534145848288,0.0439383268079465,0.0000025739308202648,0.0000345920512120323,0.0419397582362803,0.0439383268079465,0.04389561,binance-astr-usdt-spot
2022-12-08,167970877.7928711749203704,0.0431714533725512,0.00000256236990179016,0.0000350260576886561,0.0410738180139838,0.0431714533725512,0.043152,gate.io-astr-usdt-spot
2022-12-09,162821502.8752628240943192,0.0440227200311539,0.00000255478812746172,0.0000343489269115633,0.0416814003209969,0.0440227200311539,0.0438,binance-astr-usdt-spot
2022-12-10,166835284.100930808534696,0.0426668509870359,0.00000248987394920837,0.000033776567351824,0.0404797274060704,0.0426668509870359,0.04270427,binance-astr-usdt-spot
2022-12-11,164108645.0576608367561112,0.0437131557693037,0.00000255271010010602,0.0000345075317576536,0.0414613607835351,0.0437131557693037,0.0435,binance-astr-usdt-spot
2022-12-12,158555870.8224324261039492,0.0429931846082682,0.00000251505075066787,0.0000340386486558941,0.0408279423154064,0.0429931846082682,0.043101724,binance-astr-usdt-spot
2022-12-13,162544919.677504035102508,0.0415329285024244,0.00000241533355402642,0.0000325804616072063,0.0393607465816803,0.0415329285024244,0.0416421638,gate.io-astr-usdt-spot
2022-12-14,158279216.9448330032678624,0.042562239059758,0.00000239451131843435,0.0000322343059648887,0.0400377846910606,0.042562239059758,0.042491925,binance-astr-usdt-spot
2022-12-15,156591595.4070750367386912,0.0414400947434464,0.00000232682407369018,0.0000316784418052778,0.0388084152704536,0.0414400947434464,0.0417,binance-astr-usdt-spot
2022-12-16,143481717.0418649013980515,0.0409934071186502,0.0000023635423436001,0.0000324282012781148,0.0385142732293653,0.0409934071186502,0.04147524422,gate.io-astr-usdt-spot
2022-12-17,146052835.0987295057587708,0.0375557389228885,0.00000226156146906266,0.0000322491916908511,0.0354740550284226,0.0375557389228885,0.038403839999999995,binance-astr-usdt-spot
2022-12-18,146762297.955248274568984,0.0382182206131898,0.00000227836786681724,0.0000321950551184663,0.036096839195356,0.0382182206131898,0.0385365414,gate.io-astr-usdt-spot
2022-12-19,143294434.5747143069673694,0.0383983647019544,0.00000228887096825726,0.0000323381640735811,0.0362473528009721,0.0383983647019544,0.03840499199999999,binance-astr-usdt-spot
2022-12-20,151135983.9211978241227791,0.0374877833706374,0.00000228248194624083,0.0000321194993264324,0.0353085630830413,0.0374877833706374,0.0376,binance-astr-usdt-spot
2022-12-21,154240610.1979099249185867,0.0395328359480229,0.00000233896959699824,0.0000324628086771646,0.0372061440429199,0.0395328359480229,0.039601188,binance-astr-usdt-spot
2022-12-22,155432092.8091184565234858,0.0403382647417239,0.00000240101101625097,0.0000332720479079654,0.0380015822532315,0.0403382647417239,0.0397,binance-astr-usdt-spot
2022-12-23,153461504.980099466318547,0.0405810522534719,0.0000024134956024484,0.0000333493725315173,0.0382746558500384,0.0405810522534719,0.04039192,binance-astr-usdt-spot
2022-12-24,150308474.7038643965436471,0.0400617642604002,0.00000238739749845245,0.0000328410743936731,0.0377039313450727,0.0400617642604002,0.0401,binance-astr-usdt-spot
2022-12-25,148860596.1794404753279488,0.0392333972555679,0.00000233010458129532,0.0000321432233430747,0.0368947181076445,0.0392333972555679,0.039397636,binance-astr-usdt-spot
2022-12-26,148311648.2743873329304624,0.0388507296417168,0.00000230912935942197,0.0000319028480241376,0.0365756616924294,0.0388507296417168,0.03879612,binance-astr-usdt-spot
2022-12-27,147273168.1593431852052604,0.0387025429164332,0.00000229281306573262,0.0000316099648246769,0.0363427539166947,0.0387025429164332,0.038891830999999995,binance-astr-usdt-spot
2022-12-28,143955040.1476653255917318,0.0384273849277034,0.00000230119103600972,0.0000317168697632024,0.0361146827753178,0.0384273849277034,0.03847844715,gate.io-astr-usdt-spot
2022-12-29,145742452.364738475089904,0.0375574563332534,0.00000227121360315754,0.0000316111487323418,0.0353238682981462,0.0375574563332534,0.03748125,binance-astr-usdt-spot
2022-12-30,146525526.1358423013844776,0.0380183152509345,0.00000228604685931542,0.0000316576329750791,0.0356597234135217,0.0380183152509345,0.03798328,binance-astr-usdt-spot
2022-12-31,147701094.2223861806058228,0.0382180066070876,0.00000230316519741287,0.0000318859826240134,0.0357022617269121,0.0382180066070876,0.0381809,binance-astr-usdt-spot
2023-01-01,151050014.2764570627836864,0.0385195756109804,0.00000233109827475514,0.0000322250318114467,0.0359415202033373,0.0385195756109804,0.038480365,binance-astr-usdt-spot
2023-01-02,150659121.6953337755918468,0.0393867085414336,0.00000237172858599065,0.0000328220952134291,0.0367167325192576,0.0393867085414336,0.03938424,binance-astr-usdt-spot
2023-01-03,149492662.0932098532840889,0.0392751954715556,0.00000235339781496828,0.00003232958053175,0.0367619463373961,0.0392751954715556,0.039187848,binance-astr-usdt-spot
2023-01-04,150973206.267654987670521,0.0389652831244637,0.00000233743864696025,0.0000320906417149055,0.0369241796122345,0.0389652831244637,0.038784092,binance-astr-usdt-spot
2023-01-05,149260246.2571159284060412,0.0393382891196991,0.00000233484297695518,0.000031322236140796,0.0370827377267219,0.0393382891196991,0.039287424,binance-astr-usdt-spot
2023-01-06,155624754.5279116527714068,0.0388864223639582,0.00000231125611845766,0.0000311054524386254,0.0369510133861775,0.0388864223639582,0.038784868,binance-astr-usdt-spot
2023-01-07,156972774.589762520607399,0.0405384031088444,0.00000239053734806167,0.0000319388073086686,0.0380721936266367,0.0405384031088444,0.040189146,binance-astr-usdt-spot
2023-01-08,156050521.3682219078406825,0.0408840272909955,0.00000241308643909173,0.0000323576514243081,0.0383999780373635,0.0408840272909955,0.040491900000000004,binance-astr-usdt-spot
2023-01-09,159581165.041776797066229,0.0406382828072251,0.00000238218601411853,0.0000316339845486115,0.0381286096096127,0.0406382828072251,0.04059188,binance-astr-usdt-spot
2023-01-10,161244306.8716594941288917,0.0415530399732722,0.00000241836028725267,0.0000314647603409596,0.0387146242624062,0.0415530399732722,0.0411,binance-astr-usdt-spot
2023-01-11,161076640.442965975662615,0.0419602525125581,0.00000240681759650995,0.0000314154543196044,0.0390869747792044,0.0419602525125581,0.04145904684,gate.io-astr-usdt-spot
2023-01-12,160831746.6093360538984923,0.041904003260611,0.0000023497074619692,0.000030353911868395,0.0389169511509579,0.041904003260611,0.041895391,binance-astr-usdt-spot
2023-01-13,166804959.1776167393457888,0.0418341761497387,0.00000221700218912933,0.0000295200467111609,0.0385365225709265,0.0418341761497387,0.041804598,binance-astr-usdt-spot
2023-01-14,175962534.3208750108950222,0.0426823397697144,0.00000214821737763742,0.0000294384504425504,0.0393992218587429,0.0426823397697144,0.04270427,binance-astr-usdt-spot
2023-01-15,174509083.7410925716784856,0.0450185595244203,0.00000214262648643544,0.0000290146384477518,0.0415327062635561,0.0450185595244203,0.04510902,binance-astr-usdt-spot
2023-01-16,173031746.3332540990983908,0.0445982846573692,0.00000213634155866072,0.0000287300914523976,0.0411751331440283,0.0445982846573692,0.0445089,binance-astr-usdt-spot
2023-01-17,167639211.692303460873776,0.0442135898731114,0.00000208747544573138,0.0000280196059075912,0.0408302762127561,0.0442135898731114,0.044202210000000006,binance-astr-usdt-spot
2023-01-18,165757639.2777892660507175,0.0428275309570886,0.00000202223654297062,0.000027275379336538,0.039698513212347,0.0428275309570886,0.04290643500000001,binance-astr-usdt-spot
2023-01-19,167853361.69370966388303,0.0415410414624775,0.00000200587668768337,0.000027330023462415,0.0384609551666814,0.0415410414624775,0.04139586,binance-astr-usdt-spot
2023-01-20,175764868.0550727567209235,0.0420597503088322,0.0000019960175975188,0.0000271296388901206,0.0388120098144041,0.0420597503088322,0.04210084199999999,binance-astr-usdt-spot
2023-01-21,187930274.3162581494332139,0.0440358065978865,0.00000194326625721179,0.0000265584288275407,0.0405652081346392,0.0440358065978865,0.04400704,binance-astr-usdt-spot
2023-01-22,203033275.7748960651863756,0.0470734064020707,0.00000206433582266495,0.0000289126365208972,0.0433635494655073,0.0470734064020707,0.046907503999999996,binance-astr-usdt-spot
2023-01-23,204137180.082358895641446,0.0508481058425714,0.00000223839960229171,0.0000312283606662616,0.0467958401002335,0.0508481058425714,0.050711661,binance-astr-usdt-spot
2023-01-24,189971081.095834053545265,0.0511163368690554,0.00000222932885747171,0.0000313994842592397,0.04703478870815,0.0511163368690554,0.0510051,binance-astr-usdt-spot
2023-01-25,196174647.1453790053031715,0.047561906391885,0.00000210347350872789,0.0000306111984494223,0.043692777374476,0.047561906391885,0.047806214,binance-astr-usdt-spot
2023-01-26,200273442.059122484114049,0.0491041107266733,0.00000212488342782734,0.0000305424748588079,0.044960864872987,0.0491041107266733,0.049208364,binance-astr-usdt-spot
2023-01-27,219240918.6820611590479522,0.050121549766531,0.00000217837481867263,0.0000312881282724729,0.0459858752644632,0.050121549766531,0.0501,binance-astr-usdt-spot
2023-01-28,218055413.9536610358661472,0.0548445498953258,0.00000237725919746321,0.0000343203313107316,0.0504649201249051,0.0548445498953258,0.055016499999999996,binance-astr-usdt-spot
2023-01-29,229923837.5411139965774818,0.0545396049901168,0.00000237037927030686,0.0000347344553170575,0.0501932204082628,0.0545396049901168,0.054512534999999994,binance-astr-usdt-spot
2023-01-30,214187201.0688029805919098,0.0575011651078186,0.00000241855620997787,0.0000349275802908569,0.0528952519101417,0.0575011651078186,0.057402296,binance-astr-usdt-spot
2023-01-31,234189289.1825772843859752,0.0535516675648778,0.00000234881635185662,0.0000341967212413893,0.0493586740567034,0.0535516675648778,0.053503745,binance-astr-usdt-spot
2023-02-01,240806018.6051178863478912,0.0582257503124264,0.00000251732034717899,0.000036739636370656,0.0536047069955119,0.0582257503124264,0.05890589,binance-astr-usdt-spot
2023-02-02,235268384.9111742293691159,0.0598584620306618,0.0000025227778858196,0.0000364567787802985,0.0543689050645724,0.0598584620306618,0.05970298500000001,binance-astr-usdt-spot
2023-02-03,241819948.2779532990783312,0.0584688897103619,0.00000248744459462779,0.0000355145182709674,0.053593347564166,0.0584688897103619,0.058209312,binance-astr-usdt-spot
2023-02-04,229415755.8750662231674708,0.0595496361018288,0.00000253988358822533,0.000035752550669857,0.0551524424412969,0.0595496361018288,0.059804186,binance-astr-usdt-spot
2023-02-05,219445412.6962948043459112,0.0564760443303473,0.00000241810217557854,0.0000337968028128865,0.0523304993795954,0.0564760443303473,0.05640564,binance-astr-usdt-spot
2023-02-06,224804389.8514033862808228,0.0540068300117016,0.00000235249815966328,0.0000331102507533079,0.0500569769833329,0.0540068300117016,0.053912397,binance-astr-usdt-spot
2023-02-07,263115729.40407438118662,0.0553201625703714,0.00000243217239708337,0.0000342693584792809,0.0515730943151477,0.0553201625703714,0.05520496799999999,binance-astr-usdt-spot
2023-02-08,277843075.3026570924713801,0.0647382781251945,0.00000278249501707602,0.000038702346290359,0.0603358303394774,0.0647382781251945,0.06460646,binance-astr-usdt-spot
2023-02-09,312804144.7783188990892254,0.0683504033823529,0.000002979843712597,0.0000414186381359956,0.0638048482935216,0.0683504033823529,0.0693,binance-astr-usdt-spot
2023-02-10,309143179.3828829849472592,0.0769367528838549,0.00000352626507236102,0.00004977713212324,0.0716524715100558,0.0769367528838549,0.0776,binance-astr-usdt-spot
2023-02-11,324385481.6933497216631864,0.0759913308550907,0.00000351477052452659,0.0000501841383622403,0.071193556879169,0.0759913308550907,0.075908349,binance-astr-usdt-spot
2023-02-12,305609892.2831701384137537,0.0797288276077291,0.0000036464362440873,0.0000517658666718061,0.0747097283910465,0.0797288276077291,0.07990799,binance-astr-usdt-spot
2023-02-13,311710561.0340557851843626,0.0751042113281687,0.00000344955620140577,0.0000496139022216749,0.0703539325536681,0.0751042113281687,0.0750135,binance-astr-usdt-spot
2023-02-14,321559323.8894587352911504,0.0765935971496474,0.00000351367475701811,0.0000508514410303918,0.0713795645469847,0.0765935971496474,0.0765459,binance-astr-usdt-spot
2023-02-15,392135199.2895794966904712,0.0790058796263024,0.00000355523373451815,0.0000507284739883881,0.0735663105511964,0.0790058796263024,0.07912373,binance-astr-usdt-spot
2023-02-16,374982706.2997037909867456,0.0963362675082413,0.00000396370300471688,0.0000575883413598342,0.0900363910339553,0.0963362675082413,0.09671547199999998,binance-astr-usdt-spot
2023-02-17,433934424.25570127411793,0.0907568333326627,0.00000382255570861976,0.0000552083862088732,0.0850576208944462,0.0907568333326627,0.09,binance-astr-usdt-spot
2023-02-18,434123697.422031705587376,0.10499199142589,0.00000426669482259791,0.0000619039832340693,0.0981539876136231,0.10499199142589,0.105118918,binance-astr-usdt-spot
2023-02-19,427717716.924230597491875,0.105011596479492,0.00000426243512853533,0.0000621026289472111,0.0981598017801037,0.105011596479492,0.104515675,binance-astr-usdt-spot
2023-02-20,404255322.6787764777293114,0.103450735195875,0.00000424552773922611,0.0000614604821018916,0.0967721453863953,0.103450735195875,0.10272978299999999,binance-astr-usdt-spot
2023-02-21,380802457.391725920048955,0.0977638523565167,0.00000394243371146476,0.0000574782302525282,0.0914238129576328,0.0977638523565167,0.0977,binance-astr-usdt-spot
2023-02-22,369957216.9816852278537504,0.092010088683515,0.00000377084509650746,0.0000555920393246964,0.0864131758808738,0.092010088683515,0.092612964,binance-astr-usdt-spot
2023-02-23,369182614.9972323267332582,0.0893359924458208,0.00000369710964495048,0.0000544087648951592,0.0842421457137228,0.0893359924458208,0.089802694,binance-astr-usdt-spot
