time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2019-06-15,4,1614334986,1614334986,651900400.1764094,0,0,0.0002166358673493187,1.91735411816591,,,340000000,14,14
2019-06-16,2,1614334986,1614334986,633403153.763232,0,0,0.00020654658679135005,1.8629504522448,,,340000000,8,8
2019-06-17,2,1614334986,1614334986,649984731.9235476,0,0,0.00020466838231514645,1.91171979977514,,,340000000,8,8
2019-06-18,2,1614334986,1614334986,636031028.221239,0,0,0.00020677042634423173,1.87067949476835,,,340000000,8,8
2019-06-19,7,1614334986,1614334986,630859638.079996167315814,0,0,0.00020012892742000455,1.85820823358566,,,339498892.9,14,14
2019-06-20,4,1614334986,1614334986,643114861.069230012368245,0,0,0.00019842482589776386,1.89430620988405,,76.61790494857327,339498892.9,12,12
2019-06-21,4,1614334986,1614334986,622390728.095094681433059,0,0,0.00018180843928882625,1.83326290927971,,63.05866406009844,339498892.9,12,12
2019-06-22,2,1614334987,1614334987,621976520.644742551213971,0,0,0.0001714545844535368,1.83204285390099,,64.86151648243613,339498892.9,8,8
2019-06-23,2,1614334987,1614334987,631358567.343628409212447,0,0,0.00017228128168292873,1.85967783856543,,52.75339230064453,339498892.9,8,8
2019-06-24,2,1614334987,1614334987,642933371.177354536223322,0,0,0.0001720952399181776,1.89377162819418,,41.90536265405241,339498892.9,8,8
2019-06-25,2,1614334987,1614334987,648403260.599958597688287,0,0,0.00016287227644652252,1.90988328433503,,29.254977090926587,339498892.9,8,8
2019-06-26,2,1614334987,1614334987,636549313.421388215385273,0,0,0.0001459999216832265,1.87806425258227,,33.221330676792185,338939049.9,6,6
2019-06-27,2,1614334987,1614334987,594617992.864767043617687,0,0,0.00015791023595227593,1.75435079858813,,20.631124206782854,338939049.9,8,8
2019-06-28,2,1614334987,1614334987,620939740.561345975139106,0,0,0.00014824236983822827,1.83201003467894,,21.748496670528564,338939049.9,8,8
2019-06-29,4,1614334987,1614334987,644239178.885200006791243,0,0,0.000159133988407747,1.90075230067257,,35.338930063145504,338939049.9,9,9
2019-06-30,2,1614334987,1614334987,594113638.063915165527111,0,0,0.00016166418176505055,1.75286275877389,,18.070485940431286,338939049.9,8,8
2019-07-01,2,1614334987,1614334987,592868579.48898194379897,0,0,0.00016549323983992384,1.7491893591603,,24.179156452720747,338939049.9,8,8
2019-07-02,2,1614334987,1614334987,584659552.87716454507887,0,0,0.00016022257456086317,1.7249695868613,,19.765770662411107,338939049.9,8,8
2019-07-03,2,1614334987,1614334987,578204557.083934744485027,0,0,0.0001427310344827581,1.70592487721473,,20.07164344912146,338939049.9,8,8
2019-07-04,2,1614334987,1614334987,606499640.203092516286362,0,0,0.00016009703381215655,1.78940620852638,,22.380760661306155,338939049.9,8,8
2019-07-05,4,1614334987,1614334987,592036806.830499717153228,0,0,0.00015916945793193594,1.75060922294052,,17.861453899222308,338189013.9,10,10
2019-07-06,2,1614334987,1614334987,578235282.054311902305546,0,0,0.00015254860063165568,1.70979913092414,,3.6733278396317752,338189013.9,8,8
2019-07-07,2,1614334987,1614334987,578395176.45446305661679,0,0,0.00014928810378890206,1.7102719268861,,1.111739082206256,338189013.9,8,8
2019-07-08,4,1614334987,1614334987,546199787.747352430203462,0,0,0.00013109756285305366,1.61507253428658,,-6.2247210942892455,338189013.9,9,9
2019-07-09,2,1614334987,1614334987,529733425.652321055502608,0,0,0.00012452256252586756,1.56638271463472,,-11.172220267120172,338189013.9,8,8
2019-07-10,4,1614334987,1614334987,509134473.253076825999142,0,0,0.0001243495599481113,1.50547312989778,,-21.32247789863119,338189013.9,9,9
2019-07-11,4,1614334987,1614334987,509772883.265028997790661,0,0,0.0001334576211459061,1.50736086127199,,-21.385173388721025,338189013.9,10,10
2019-07-12,2,1614334987,1614334987,508007270.652632296651926,0,0,0.00012715643039790076,1.50214007484834,,-23.642042827620198,338189013.9,8,8
2019-07-13,2,1614334987,1614334987,482535746.188732709465967,0,0,0.00012574628813686895,1.42682265347453,,-27.131684531179484,338189013.9,8,8
2019-07-14,2,1614334987,1614334987,478253345.863319589044646,0,0,0.00013752304662464177,1.41415991119314,,-26.544830246315442,338189013.9,8,8
2019-07-15,2,1614334987,1614334987,488451141.656080667985177,0,0,0.00013266728267295971,1.44957318041743,,-24.39721141319198,336962043.9,8,8
2019-07-16,4,1614334988,1614334988,454672248.768967803725223,0,0,0.0001424672914896114,1.34932778631857,,-27.570387892352688,336962043.9,16,16
2019-07-17,2,1614334988,1614334988,455127078.252937405959486,0,0,0.00013960661394665135,1.35067758073074,,-29.347513119359377,336962043.9,8,8
2019-07-18,2,1614334988,1614334988,446018290.370213057569656,0,0,0.0001239381123294787,1.32364549196104,,-29.242529483921576,336962043.9,8,8
2019-07-19,2,1614334988,1614334988,418413941.647793972162757,0,0,0.00011789786838968816,1.24172425120963,,-33.1762593251695,336962043.9,8,8
2019-07-20,2,1614334988,1614334988,424374195.28674403358244,0,0,0.00011593972229177494,1.2594124559996,,-33.51589888539254,336962043.9,8,8
2019-07-21,2,1614334988,1614334988,428821983.703097442326385,0,0,0.00012017444761022309,1.27261212788215,,-30.582126467492866,336962043.9,8,8
2019-07-22,2,1614334988,1614334988,429041207.444996121583824,0,0,0.00012339537712122655,1.27326271671216,,-30.500385730552814,336962043.9,8,8
2019-07-23,2,1614334988,1614334988,435786700.619353927226463,0,0,0.00013107604004400798,1.29328127161017,,-30.456703586476173,336962043.9,8,8
2019-07-24,2,1614334988,1614334988,443651525.300000034857025,0,0,0.00013444809807305454,1.31662165911975,,-30.476217960070283,336962043.9,8,8
2019-07-25,3,1614334988,1614334988,433703821.931834362939647,0,0,0.00013004704814718507,1.28709992648473,,-32.608451152926676,336962043.9,9,9
2019-07-26,4,1614334988,1614334988,428161457.051282975162724,0,0,0.0001291746522974807,1.27065188736316,,-32.342469880034194,336962043.9,10,10
2019-07-27,2,1614334988,1614334988,439649819.656306490514798,0,0,0.00013811698097493006,1.30474582409282,,-25.62799725443417,336962043.9,8,8
2019-07-28,4,1614334988,1614334988,420021312.986881919299212,0,0,0.00013079979667734513,1.24649443636308,,-31.96028336266573,336962043.9,9,9
2019-07-29,6,1614334988,1614334988,454504592.304545392211238,0,0,0.00014192000000000043,1.34883023335242,,-29.037032711987543,336962043.9,11,11
2019-07-30,2,1614334988,1614334988,450921323.083478512678065,0,0,0.00013955375421663305,1.33819618929335,,-23.65653371348908,336962043.9,8,8
2019-07-31,4,1614334988,1614334988,439587283.863205248055857,0,0,0.00012969079588547657,1.30456023703863,,-25.419153151898584,336962043.9,9,9
2019-08-01,2,1614334988,1614334988,439676500.274355153788136,0,0,0.00012546023902760013,1.30482500398424,,-24.35663713013873,336962043.9,8,8
2019-08-02,2,1614334988,1614334988,434000578.552874684178291,0,0,0.0001223188967825126,1.28798060912069,,-24.499570507255815,336962043.9,7,7
2019-08-03,2,1614334988,1614334988,445597338.278588430176685,0,0,0.0001223260549677149,1.32239623525915,,-26.09860025308754,336962043.9,8,8
2019-08-04,2,1614334988,1614334988,448754305.236299467056567,0,0,0.000121218228059632,1.33176514494753,,-23.925618150774522,336962043.9,8,8
2019-08-05,4,1614334988,1614334988,441434888.647873944815466,0,0,0.0001111145633218954,1.31004336137894,,-23.380276800651643,336962043.9,9,9
2019-08-06,2,1614334988,1614334988,422331499.770785470259163,0,0,0.00010971687233872364,1.25335036220317,,-26.71631086846225,336962043.9,8,8
2019-08-07,2,1614334988,1614334988,423226133.442457833328155,0,0,0.00010495334259619666,1.25600536055645,,-22.232263016517663,336962043.9,8,8
2019-08-08,2,1614334988,1614334988,419236678.799476296884775,0,0,0.00010421690671159442,1.24416588274225,,-20.57076019046922,336962043.9,8,8
2019-08-09,2,1614334988,1614334988,413526465.260521394248386,0,0,0.0001034900000000003,1.22721972028174,,-18.482788174036223,336962043.9,8,8
2019-08-10,2,1614334988,1614334988,416058208.992521263419336,0,0,0.00010923235939068575,1.23473315919224,,-18.086425691701493,336962043.9,8,8
2019-08-11,2,1614334988,1614334988,440974530.637516323926595,0,0,0.00011349999999999948,1.30867715999605,,-12.879152756231637,336962043.9,8,8
2019-08-12,2,1614334988,1614334988,425818320.221559813016554,0,0,0.00011099972704782346,1.26369817589286,,-11.432708696097384,336962043.9,8,8
2019-08-13,2,1614334989,1614334989,413476865.956363060744929,0,0,0.00011291675178366875,1.22707252475911,,-13.229577854189243,336962043.9,8,8
2019-08-14,2,1614334989,1614334989,420611908.292210029211235,0,0,0.000124521136762127,1.24824714209365,,-13.888642604839355,336962043.9,6,6
2019-08-15,2,1614334989,1614334989,412093838.307300020095338,0,0,0.00011861861659847959,1.22296812287142,,-9.364638061141733,336962043.9,6,6
2019-08-16,4,1614334989,1614334989,389906460.871231323055994,0,0,0.00011213048509618593,1.16316561702046,,-13.882807146975281,335211473.9,8,7
2019-08-17,2,1614334989,1614334989,401451125.605467560331745,0,0,0.00011733000000000056,1.19760556204955,,-9.522181783338093,335211473.9,8,8
2019-08-18,2,1614334989,1614334989,438521818.471732668455497,0,0,0.000126624265341905,1.30819453573523,,5.353063247403579,335211473.9,8,8
2019-08-19,2,1614334989,1614334989,444114912.888113451268924,0,0,0.00012172024539089872,1.32487980712916,,5.198245484843833,335211473.9,6,6
2019-08-20,2,1614334989,1614334989,437710279.324423390593479,0,0,0.00012122606930536197,1.30577355909661,,2.605776771092568,335211473.9,7,7
2019-08-21,2,1614334989,1614334989,400687180.461466035955814,0,0,0.00011838631936300714,1.19532656743426,,-6.120979453411474,335211473.9,8,8
2019-08-22,2,1614334989,1614334989,408232481.839728117655147,0,0,0.00012034288545783549,1.21783564592873,,-5.83365949369298,335211473.9,8,8
2019-08-23,2,1614334989,1614334989,402488967.004227898017593,0,0,0.00011529527743510766,1.20070164162787,,-8.804352920138067,335211473.9,8,8
2019-08-24,2,1614334989,1614334989,390006821.898668021479584,0,0,0.00011465999999999962,1.16346501317856,,-9.60569655565409,335211473.9,8,8
2019-08-25,2,1614334989,1614334989,394735233.372524288158798,0,0,0.00011658704693877661,1.17757076981882,,-7.325461715364128,335211473.9,8,8
2019-08-26,4,1614334989,1614334989,397609249.069902882687569,0,0,0.00011446350653807779,1.18614450884971,,-9.089993855743714,335211473.9,9,9
2019-08-27,2,1614334989,1614334989,397599705.653588785950976,0,0,0.00011664931086065054,1.18611603901184,,-4.843856144870357,335211473.9,8,8
2019-08-28,2,1614334989,1614334989,387374179.891966924839532,0,0,0.00011883137346580991,1.15561133807588,,-14.324923218566099,335211473.9,8,8
2019-08-29,2,1614334989,1614334989,378762472.001734807831976,0,0,0.00011916091733592007,1.12992096480184,,-15.563878163596637,335211473.9,8,8
2019-08-30,2,1614334989,1614334989,378724642.639430535641322,0,0,0.00011796262261378452,1.12980811257198,,-13.395481443106044,335211473.9,8,8
2019-08-31,2,1614334989,1614334989,378237450.394126833699233,0,0,0.00011747546602998882,1.12835472483547,,-13.524440335671361,335211473.9,8,8
2019-09-01,2,1614334989,1614334989,386152930.09290563532225,0,0,0.00011799401844046076,1.1519681161275,,-10.560135147224491,335211473.9,8,8
2019-09-02,2,1614334989,1614334989,385765572.37299514945053,0,0,0.00011089669732691688,1.1508125538927,,-12.975209456250811,335211473.9,8,8
2019-09-03,2,1614334989,1614334989,379731449.78892515201465,0,0,0.00010668000000000083,1.1328116110435,,-14.939085518105264,335211473.9,8,8
2019-09-04,2,1614334989,1614334989,369511992.629605749834261,0,0,0.00010421668610588943,1.10232501390999,,-15.855837569399798,335211473.9,8,8
2019-09-05,2,1614334989,1614334989,357178016.23658129309962,0,0,0.00010071000000000004,1.0655304010958,,-14.985431589712517,335211473.9,8,8
2019-09-06,2,1614334989,1614334989,354474662.205317505858696,0,0,0.00010236000000000046,1.05746577848664,,-15.807224101483996,335211473.9,8,8
2019-09-07,3,1614334989,1614334989,358773612.269471005585934,0,0,0.00010198576961275222,1.07029036952506,,-13.975267737928409,335211473.9,5,5
2019-09-08,2,1614334989,1614334989,356176458.706039261382879,0,0,0.0001020962275992044,1.06254256324261,,-13.418718287978962,335211473.9,8,8
2019-09-09,2,1614334990,1614334990,351551404.428824906303042,0,0,0.00010150000000000031,1.04874514090678,,-15.063013162061093,335211473.9,8,8
2019-09-10,2,1614334990,1614334990,352877076.576447590345152,0,0,0.00010437288246179627,1.05269987471168,,-19.560002505518064,335211473.9,8,8
2019-09-11,2,1614334990,1614334990,356805479.653617064522871,0,0,0.00010495006056050696,1.06441905314989,,-15.769518904478142,335211473.9,8,8
2019-09-12,2,1614334990,1614334990,358132979.341089966202617,0,0,0.0001026955946787454,1.06837923885603,,-12.932673717409946,335211473.9,8,8
2019-09-13,4,1614334990,1614334990,353718444.330689322660019,0,0,0.00010199857748574761,1.05520983579521,,-15.464670399698571,335211473.9,8,8
2019-09-14,2,1614334990,1614334990,352932857.573979381495529,0,0,0.00010159415888117654,1.05286628010611,,-13.90893512137717,335211473.9,2,2
2019-09-15,2,1614334990,1614334990,358882829.249513795286802,0,0,0.0001038810944542215,1.07061618468518,,-7.956685701590168,335211473.9,8,8
2019-09-16,2,1614334990,1614334990,361709423.982469380677554,0,0,0.00010519273758036227,1.07904845790086,,-9.899511818047563,335211473.9,8,8
2019-09-17,2,1614334990,1614334990,371730159.890456570852763,0,0,0.00010876662632497135,1.10894223149817,,-15.231091308990708,335211473.9,8,8
2019-09-18,2,1614334990,1614334990,369231069.060666217838216,0,0,0.00010839999999999998,1.10148696512344,,-16.86136665406524,335211473.9,8,8
2019-09-19,3,1614334990,1614334990,363550150.43975285339938,0,0,0.00010561922751511271,1.0845396973142,,-16.94274326824851,335211473.9,9,9
2019-09-20,2,1614334990,1614334990,360361430.751903193695404,0,0,0.00010570441599850652,1.07502713603236,,-10.064147713216128,335211473.9,8,8
2019-09-21,2,1614334990,1614334990,358752356.24276087034659,0,0,0.00010716837940903232,1.0702269587281,,-12.120575357938607,335211473.9,8,8
2019-09-22,2,1614334990,1614334990,358543886.82139962339955,0,0,0.00010645999999999995,1.0696050545345,,-10.91833162780004,335211473.9,8,8
2019-09-23,2,1614334990,1614334990,355072726.750953355297601,0,0,0.00010928280393370573,1.05924991952059,,-8.957303612702262,335211473.9,7,7
2019-09-24,2,1614334990,1614334990,351730580.030323631997552,0,0,0.0001218156144755615,1.04927965602768,,-10.89455658031311,335211473.9,8,8
2019-09-25,2,1614334990,1614334990,349459759.114015184184802,0,0,0.00012375188194038516,1.04250536250518,,-12.109750985048791,335211473.9,8,8
2019-09-26,2,1614334990,1614334990,348357107.683724052717972,0,0,0.00012842994005138328,1.03921594219548,,-12.384968416643549,335211473.9,8,8
2019-09-27,2,1614334990,1614334990,349755998.363237858365373,0,0,0.00012744805001132706,1.04338910089807,,-9.711070969990875,335211473.9,8,8
2019-09-28,2,1614334990,1614334990,350264227.552546868635271,0,0,0.00012739672268770362,1.04490524586589,,-7.524041201488778,335211473.9,8,8
2019-09-29,2,1614334990,1614334990,348015612.638384481527666,0,0,0.0001287365812112498,1.03819719709894,,-8.10853758736871,335211473.9,8,8
2019-09-30,2,1614334990,1614334990,348330205.229353862952515,0,0,0.00012546363629811693,1.03913568702385,,-7.907002633824163,335211473.9,8,8
2019-10-01,2,1614334990,1614334990,345137353.572613804058942,0,0,0.00012383239347235332,1.02961079928778,,-10.62158883798285,335211473.9,8,8
2019-10-02,2,1614334990,1614334990,347791681.807953141023407,0,0,0.00012406880187025102,1.03752916856213,,-9.843773857643589,335211473.9,8,8
2019-10-03,3,1614334990,1614334990,349576393.184350228838362,0,0,0.00012633999999999985,1.04285330426558,,-7.941153312778459,335211473.9,9,9
2019-10-04,2,1614334990,1614334990,346722715.749738766129529,0,0,0.00012666911500228796,1.03434023816611,,-6.167398442927046,335211473.9,8,8
2019-10-05,2,1614334990,1614334990,347442319.332242112237896,0,0,0.00012730699879788014,1.03648695341464,,-2.725726797779919,335211473.9,8,8
2019-10-06,2,1614334991,1614334991,323397504.9082381332731775,0,0,0.00012282681021545628,0.964756668814725,,-8.767102591687909,335211473.9,8,8
2019-10-07,2,1614334991,1614334991,318615029.9098606520070719,0,0,0.00011554667191288138,0.950489630330821,,-11.193293203918154,335211473.9,8,8
2019-10-08,2,1614334991,1614334991,322559461.7161955742732866,0,0,0.00011748999999999997,0.962256625536694,,-9.438298396242008,335211473.9,8,8
2019-10-09,3,1614334991,1614334991,325428887.3108439395822556,0,0,0.00011290755932203393,0.970816671412404,,-7.430639385560965,335211473.9,9,9
2019-10-10,2,1614334991,1614334991,330794170.8820007208710878,0,0,0.00011503986269749938,0.986822339442602,,-6.257959828020401,335211473.9,8,8
2019-10-11,2,1614334991,1614334991,335639022.577562684031491,0,0,0.00012078324371712416,1.00127545955569,,-5.932211886600659,335211473.9,8,8
2019-10-12,2,1614334991,1614334991,337891112.794910812806904,0,0,0.00012109852630977166,1.00799387581736,,-5.6520532075602405,335211473.9,8,8
2019-10-13,2,1614334991,1614334991,334902697.5133234999494962,0,0,0.00012049796863316582,0.999078860925958,,-5.319413538914892,335211473.9,8,8
2019-10-14,3,1614334991,1614334991,328845955.1481682605881902,0,0,0.00011753739921653851,0.981010438939418,,-6.8247832155333334,335211473.9,9,9
2019-10-15,2,1614334991,1614334991,334538988.9596990768282441,0,0,0.00012229248770691676,0.997993848681619,,-6.783227924479397,335211473.9,8,8
2019-10-16,2,1614334991,1614334991,326797614.5839866302652096,0,0,0.00012180377261417134,0.974899846899264,,-9.6518937809524,335211473.9,8,8
2019-10-17,2,1614334991,1614334991,341542234.607449215412434,0,0,0.00012621705931199244,1.01888587116006,,-8.120924407076183,335211473.9,8,8
2019-10-18,2,1614334991,1614334991,335695234.818283277413029,0,0,0.0001258200000000007,1.00144315143111,,-9.08261439853884,335211473.9,8,8
2019-10-19,2,1614334991,1614334991,338627945.771246072501529,0,0,0.00012709251681633347,1.01019198964611,,-6.855231565262929,335211473.9,8,8
2019-10-20,2,1614334991,1614334991,342050127.700832203911921,0,0,0.0001242314536112936,1.02040101348939,,-5.081371503288799,335211473.9,8,8
2019-10-21,2,1614334991,1614334991,338656362.383369366156041,0,0,0.00012302962266784697,1.01027676184019,,-5.601633971093114,335211473.9,8,8
2019-10-22,2,1614334991,1614334991,329060560.8687971014733025,0,0,0.00012225999999999998,0.981650648888475,,-8.223073112187505,335211473.9,8,8
2019-10-23,2,1614334991,1614334991,322378236.0598109593253356,0,0,0.0001289503045002922,0.961715994709604,,-9.20782933409419,335211473.9,8,8
2019-10-24,2,1614334991,1614334991,320969670.0676965704177269,0,0,0.00012844999999999998,0.957513972697271,,-8.745588728729555,335211473.9,8,8
2019-10-25,2,1614334991,1614334991,328450990.2060061264936656,0,0,0.0001131883115137346,0.979832182904304,,-6.011784865093654,335211473.9,8,8
2019-10-26,2,1614334991,1614334991,331501801.7355302432239453,0,0,0.00010691579508989239,0.988933337748527,,-4.838513575987344,335211473.9,8,8
2019-10-27,2,1614334991,1614334991,334836710.0298245740144616,0,0,0.00010450572296902403,0.998882007629944,,-4.2656275812942415,335211473.9,8,8
2019-10-28,2,1614334991,1614334991,323112840.0492070290931966,0,0,0.00010343266803039158,0.963907459043594,,-7.751687259946234,335211473.9,8,8
2019-10-29,2,1614334991,1614334991,319900429.9241416937808451,0,0,0.00010118791922546137,0.954324224652209,,-8.078713049996608,335211473.9,8,8
2019-10-30,2,1614334991,1614334991,321206080.7135960853005464,0,0,0.00010434872641599235,0.958219230912776,,-7.786899932464424,335211473.9,8,8
2019-10-31,2,1614334991,1614334991,335604271.588504101988445,0,0,0.00010935461133839893,1.00117179070255,,-2.7621124996845894,335211473.9,8,8
2019-11-01,2,1614334991,1614334991,334682537.7970502548386831,0,0,0.00010792140661752528,0.998422082344629,,-3.769251737924425,335211473.9,8,8
2019-11-02,2,1614334991,1614334991,337819825.530513969800387,0,0,0.00010836134761820202,1.00778121226033,,-3.363089694571115,335211473.9,8,8
2019-11-03,2,1614334991,1614334991,339539808.607449689784459,0,0,0.00010998392928112257,1.01291225105481,,-2.07165749920856,335211473.9,8,8
2019-11-04,2,1614334992,1614334992,338181467.085204495755246,0,0,0.00010711631794272373,1.00886005825114,,-2.6654358815115695,335211473.9,8,8
2019-11-05,2,1614334992,1614334992,335153246.7408066704388343,0,0,0.00010715347733745622,0.999826297237037,,3.6350749941327294,335211473.9,8,8
2019-11-06,2,1614334992,1614334992,328134325.5666427995409301,0,0,0.00010463864056107534,0.978887511662359,,2.9877107992913086,335211473.9,8,8
2019-11-07,2,1614334992,1614334992,329031629.5841289322839696,0,0,0.00010656727527761548,0.981564341327664,,2.0065038035151206,335211473.9,8,8
2019-11-08,2,1614334992,1614334992,331834429.8467217592910695,0,0,0.00011260243762866448,0.989925631083005,,1.9683386403737901,335211473.9,8,8
2019-11-09,2,1614334992,1614334992,327215614.817594754457713,0,0,0.00011078999999999989,0.97614682161867,,-1.0818074740750225,335211473.9,8,8
2019-11-10,2,1614334992,1614334992,330524293.1619425651878622,0,0,0.00010903783676252039,0.986017242537898,,-1.5238780569497634,335211473.9,8,8
2019-11-11,3,1614334992,1614334992,327155142.1893031225780629,0,0,0.00011201000000000002,0.975966420191511,,-3.1773462512238693,335211473.9,10,10
2019-11-12,2,1614334992,1614334992,329077353.3328034906483081,0,0,0.0001116970553341437,0.981700744023379,,-1.7394139323969593,335211473.9,8,8
2019-11-13,2,1614334992,1614334992,321309240.5879794152273287,0,0,0.00010933689515173476,0.958526976567133,,-2.2918678007740745,335211473.9,8,8
2019-11-14,2,1614334992,1614334992,320068421.4055679038457631,0,0,0.00011044271186440684,0.954825375401829,,-4.325524985631616,335211473.9,8,8
2019-11-15,2,1614334992,1614334992,321950666.5266692010087731,0,0,0.00011344842030350019,0.960440472937729,,-1.4831650663936398,335211473.9,8,8
2019-11-16,2,1614334992,1614334992,324606340.3051883301636003,0,0,0.00011422484526876607,0.968362856224977,,-4.958653011603702,335211473.9,8,8
2019-11-17,2,1614334992,1614334992,324446944.2264634311003809,0,0,0.0001138000000000001,0.967887347207131,,-3.3507447902585508,335211473.9,8,8
2019-11-18,2,1614334992,1614334992,323808442.4321000600221757,0,0,0.00011803979104248808,0.965982574118863,,-4.376337961532879,335211473.9,8,8
2019-11-19,2,1614334992,1614334992,319427999.7658689286136993,0,0,0.00011740001578024554,0.952914875047387,,-6.613687907975076,335211473.9,8,8
2019-11-20,2,1614334992,1614334992,319548096.4606790981744154,0,0,0.00011802967807436703,0.953273146479486,,-5.642376179857243,335211473.9,8,8
2019-11-21,2,1614334992,1614334992,315367415.4751602442435448,0,0,0.0001235900000000001,0.940801374744232,,-4.161284280766963,335211473.9,8,8
2019-11-22,2,1614334992,1614334992,315360231.4630819278484015,0,0,0.0001292719760374051,0.940779943460885,,-2.1769473902782255,335211473.9,8,8
2019-11-23,2,1614334992,1614334992,312358704.9052663791134767,0,0,0.00012721456049094094,0.931825815122453,,-2.682797150464103,335211473.9,8,8
2019-11-24,2,1614334992,1614334992,309129874.3357327223755174,0,0,0.0001328162232612508,0.922193595401666,,-5.882495850645811,335211473.9,8,8
2019-11-25,2,1614334992,1614334992,304069637.8572062796756031,0,0,0.0001270615300993571,0.907097941247429,,-8.275117581475207,335211473.9,8,8
2019-11-26,2,1614334992,1614334992,304778461.4317826690397447,0,0,0.00012688861893629463,0.909212497668573,,-8.976987199332035,335211473.9,8,8
2019-11-27,2,1614334992,1614334992,306223379.7951638654222816,0,0,0.00012136833985973106,0.913522965763744,,-5.227108972664485,335211473.9,8,8
2019-11-28,3,1614334992,1614334992,306988244.9321976523578386,0,0,0.0001231526732904734,0.915804704894374,,-4.03631373518501,335211473.9,9,9
2019-11-29,2,1614334992,1614334992,304668795.2860382078773064,0,0,0.0001173097667505927,0.908885342561176,,-5.148496999439865,335211473.9,8,8
2019-11-30,2,1614334992,1614334992,307931355.7721187331410175,0,0,0.00012157155030330987,0.918618185080325,,-8.245698329583853,335211473.9,8,8
2019-12-01,2,1614334992,1614334992,307227640.8276800096064015,0,0,0.00012355790975126214,0.916518868680885,,-8.203265443749796,335211473.9,8,8
2019-12-02,2,1614334992,1614334992,306404108.53072958022851,0,0,0.00012490066684881938,0.9140621141809,,-9.299548050635865,335211473.9,8,8
2019-12-03,2,1614334992,1614334992,305236052.5414816298734649,0,0,0.00012462660375147893,0.910577579550691,,-10.10301449089509,335211473.9,8,8
2019-12-04,2,1614334993,1614334993,305004299.4414667483704973,0,0,0.00012610999999999994,0.909886215686207,,-9.810462982993329,335211473.9,8,8
