time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2024-11-19,,,55854.442275795
2024-11-20,,,463863.603119361
2024-11-21,,,39690.3594810557
2024-11-22,,,55841.4571450695
2024-11-23,,,67145.7439998487
2024-11-24,,,58687.4415777657
2024-11-25,,,50388.5125521978
2024-11-26,,,56857.5351231314
2024-11-27,,,55960.0028312181
2024-11-28,,,70391.163274727
2024-11-29,,,72162.2013756957
2024-11-30,,,42204.0214602763
2024-12-01,,,26250.7374604367
2024-12-02,,,25789.9142766949
2024-12-03,,,56494.6691071595
2024-12-04,,,40341.9612607062
2024-12-05,,,46889.2172508131
2024-12-06,,,51843.4786298229
2024-12-07,,,55293.0087617775
2024-12-08,,,70570.3224337384
2024-12-09,,,53516.747852363
2024-12-10,,,48026.1163931654
2024-12-11,,,54024.3204471662
2024-12-12,,,54943.5078582218
2024-12-13,,,44048.4154655062
2024-12-14,,,0
2024-12-15,,,0
2024-12-16,,,0
2024-12-17,,,0
2024-12-18,,,0
2024-12-19,,,37840923.4801885
2024-12-20,,,13782021.3444659
2024-12-21,,,20022443.8369898
2024-12-22,,,9298796.73860407
2024-12-23,,,5968106.1864612
2024-12-24,,,11784388.3919574
2024-12-25,,,8094768.0897948
2024-12-26,,,12629786.0599272
2024-12-27,,,21585588.5641084
2024-12-28,,,26234258.7349659
2024-12-29,,,25383978.8088868
2024-12-30,,,56526784.9159589
2024-12-31,,,80282666.5771273
2025-01-01,,,14533646.7886453
2025-01-02,,,12122524.1460829
2025-01-03,,,14287232.208911
2025-01-04,,,12826732.5009021
2025-01-05,,,7609343.72401877
2025-01-06,,,9226839.61786163
2025-01-07,,,11620622.0673446
2025-01-08,,,10892556.4070132
2025-01-09,,,7113352.61286302
2025-01-10,,,6112040.8519102
2025-01-11,,,5481082.00116874
2025-01-12,,,4239680.58031806
2025-01-13,,,4622463.60969883
2025-01-14,,,4653327.94854807
2025-01-15,,,6011596.88073377
2025-01-16,,,8747255.41975161
2025-01-17,,,3707130.58282711
2025-01-18,,,3411254.07043486
2025-01-19,,,4274601.83318165
2025-01-20,,,4729059.97573613
2025-01-21,,,1574127.43932057
2025-01-22,,,1536473.76087114
2025-01-23,,,1898146.38508842
2025-01-24,,,1982797.44856541
2025-01-25,,,1473826.63341896
2025-01-26,,,1022458.61831542
2025-01-27,,,1349242.90594805
2025-01-28,,,602354.677742814
2025-01-29,,,965772.190518633
2025-01-30,,,1224954.05000039
2025-01-31,,,1514723.31181482
2025-02-01,,,965239.152082011
2025-02-02,,,2963382.30604808
2025-02-03,,,1609901.02901167
2025-02-04,,,682812.505779448
2025-02-05,,,604317.874558381
2025-02-06,,,1583978.98391068
2025-02-07,,,777987.691350327
2025-02-08,,,1614535.72870567
2025-02-09,,,663240.438120657
2025-02-10,,,583129.381797199
2025-02-11,,,740849.146883324
2025-02-12,,,1312109.85836127
2025-02-13,,,1129681.59320658
2025-02-14,,,851660.690187944
2025-02-15,,,835318.941770761
2025-02-16,,,1563240.95767542
2025-02-17,,,912744.719317029
2025-02-18,,,983318.958294117
2025-02-19,,,1107190.13683969
2025-02-20,,,770249.840238262
2025-02-21,,,2767460.77772668
2025-02-22,,,835580.422726621
2025-02-23,,,347698.495397916
2025-02-24,,,895901.095765562
2025-02-25,,,711275.678570291
2025-02-26,,,571481.645378452
2025-02-27,,,261697.393037179
2025-02-28,,,1007045.17723866
2025-03-01,,,424926.55634364
2025-03-02,,,1596112.64215429
2025-03-03,,,943135.432139035
2025-03-04,,,729918.687040139
2025-03-05,,,474067.369337838
2025-03-06,,,247156.578606455
2025-03-07,,,1755703.40585221
2025-03-08,,,876149.704841808
2025-03-09,,,653629.009873956
2025-03-10,,,646820.133478845
2025-03-11,,,722741.733750402
2025-03-12,,,690676.870742646
2025-03-13,,,577008.276841033
2025-03-14,,,766912.524265606
2025-03-15,,,940634.651033518
2025-03-16,,,552394.34521152
2025-03-17,,,1093522.67364472
2025-03-18,,,975708.469171873
2025-03-19,,,1390086.72338868
2025-03-20,,,1080038.71706789
2025-03-21,,,1677540.19915852
2025-03-22,,,694257.863753676
2025-03-23,,,841913.54469703
2025-03-24,,,1268863.14300638
2025-03-25,,,672164.758619848
2025-03-26,,,549294.651124659
2025-03-27,,,765602.990654453
2025-03-28,,,515583.885508151
2025-03-29,,,1440994.32049973
2025-03-30,,,1896273.64812861
2025-03-31,,,537785.829143906
2025-04-01,,,783865.473611033
2025-04-02,,,562465.937687611
2025-04-03,,,915811.59366812
2025-04-04,,,578058.576027052
2025-04-05,,,583282.727415121
2025-04-06,,,482188.377974348
2025-04-07,,,736467.821974387
2025-04-08,,,323008.743721399
2025-04-09,,,466111.249991126
2025-04-10,,,345211.207004741
2025-04-11,,,329027.912129867
2025-04-12,,,586706.448758618
2025-04-13,,,524591.785832593
2025-04-14,,,384520.714915904
2025-04-15,,,2375591.54297059
2025-04-16,,,12897816.2256913
2025-04-17,,,1297049.11463293
2025-04-18,,,1847700.99838162
2025-04-19,,,573659.308878237
2025-04-20,,,574110.212456651
2025-04-21,,,435185.912486763
2025-04-22,,,1309659.57259136
2025-04-23,,,1161722.020444
2025-04-24,,,838527.047952107
2025-04-25,,,768287.36784376
2025-04-26,,,382026.976749606
2025-04-27,,,525933.283110296
2025-04-28,,,552040.132483409
2025-04-29,,,357080.266616486
2025-04-30,,,304456.880750838
2025-05-01,,,587690.419780042
2025-05-02,,,277247.188931293
2025-05-03,,,313271.313423658
2025-05-04,,,272972.724028599
2025-05-05,,,235361.373858293
2025-05-06,,,727969.073585276
2025-05-07,,,364588.414458256
2025-05-08,,,1020764.83293493
2025-05-09,,,1103198.76302107
2025-05-10,,,613404.010212173
2025-05-11,,,621069.06173793
2025-05-12,,,1411895.61116589
2025-05-13,,,1008050.36943369
2025-05-14,,,602603.376311047
2025-05-15,,,1129832.10139092
2025-05-16,,,774857.947272286
2025-05-17,,,418588.321485957
2025-05-18,,,460018.883097863
2025-05-19,,,531594.017518794
2025-05-20,,,527407.399615398
2025-05-21,,,736987.391906354
2025-05-22,,,1203251.43085524
2025-05-23,,,866411.952359218
2025-05-24,,,407344.029191898
2025-05-25,,,530389.10298317
2025-05-26,,,554295.872724404
2025-05-27,,,563033.809910738
2025-05-28,,,491290.853913748
2025-05-29,,,559560.094414558
2025-05-30,,,579036.118914346
2025-05-31,,,414489.568337509
2025-06-01,,,295708.796402197
2025-06-02,,,475597.861943145
2025-06-03,,,465123.188959114
2025-06-04,,,436270.065940604
2025-06-05,,,2581411.13400614
2025-06-06,,,597394.113018138
2025-06-07,,,263735.671118468
2025-06-08,,,290344.475895009
2025-06-09,,,655007.68731771
2025-06-10,,,585567.211059653
2025-06-11,,,532124.095222391
2025-06-12,,,951531.077357018
2025-06-13,,,695517.849618952
2025-06-14,,,392312.248454476
2025-06-15,,,516284.016785483
2025-06-16,,,533978.275863933
2025-06-17,,,756776.649415722
2025-06-18,,,515925.133494043
2025-06-19,,,621363.966781811
2025-06-20,,,585847.387001029
2025-06-21,,,356043.397956663
2025-06-22,,,573209.020577019
2025-06-23,,,342231.757707722
2025-06-24,,,353729.779097964
2025-06-25,,,365196.207533818
2025-06-26,,,281564.190414812
2025-06-27,,,838616.320016928
2025-06-28,,,336548.766406597
2025-06-29,,,2195468.4091841
2025-06-30,,,1045443.5062755
2025-07-01,,,842598.984083216
2025-07-02,,,1552812.47804716
2025-07-03,,,733446.002551979
2025-07-04,,,953154.632045791
2025-07-05,,,535606.057249749
2025-07-06,,,1183191.3055358
2025-07-07,,,2489657.53692004
2025-07-08,,,2434039.43957492
2025-07-09,,,3071840.99927396
2025-07-10,,,1617076.97444898
2025-07-11,,,1950785.12984908
2025-07-12,,,914979.289668558
2025-07-13,,,1934954.59100497
2025-07-14,,,3524068.48561269
2025-07-15,,,1008086.35403145
2025-07-16,,,1086752.22083671
2025-07-17,,,833201.105195498
2025-07-18,,,1289648.35144694
2025-07-19,,,499076.637975589
2025-07-20,,,827432.931059605
2025-07-21,,,1453816.17043618
2025-07-22,,,1096553.35887877
2025-07-23,,,1975324.69321767
2025-07-24,,,1378029.35687808
2025-07-25,,,1763581.86720275
2025-07-26,,,879564.118934459
2025-07-27,,,611826.394212931
2025-07-28,,,994624.12439776
2025-07-29,,,713846.589998445
2025-07-30,,,884004.192232244
2025-07-31,,,936925.740618023
2025-08-01,,,1278612.87191233
2025-08-02,,,1463319.99837408
2025-08-03,,,539093.188663251
2025-08-04,,,378880.129100101
2025-08-05,,,409330.590172547
2025-08-06,,,752039.38784866
2025-08-07,,,683539.745993884
2025-08-08,,,496868.418337566
2025-08-09,,,408436.486549511
2025-08-10,,,278924.417461606
2025-08-11,,,956522.303373287
2025-08-12,,,1173945.25263692
2025-08-13,,,2476007.45672133
2025-08-14,,,1539375.29384748
2025-08-15,,,845649.31670436
2025-08-16,,,1310900.61155173
2025-08-17,,,2210485.90104872
2025-08-18,,,1099399.36780912
2025-08-19,,,745232.498955995
2025-08-20,,,970751.777182452
2025-08-21,,,1001404.98286845
2025-08-22,,,1163771.82981199
2025-08-23,,,1780762.00524239
2025-08-24,,,811230.745406983
2025-08-25,,,1805391.26570456
2025-08-26,,,645969.476630554
2025-08-27,,,494732.091880817
2025-08-28,,,818175.625332644
2025-08-29,,,737809.030858248
2025-08-30,,,325996.920764678
2025-08-31,,,300767.676912954
2025-09-01,,,3606893.4060061
2025-09-02,,,1678271.2765692
2025-09-03,,,908254.85719657
2025-09-04,,,1250059.72859982
2025-09-05,,,765882.142304138
2025-09-06,,,403980.33731531
2025-09-07,,,527806.569134484
2025-09-08,,,540135.0086915
2025-09-09,,,437590.76201237
2025-09-10,,,430311.45015299
2025-09-11,,,284351.249702774
2025-09-12,,,776098.37245219
2025-09-13,,,1354218.85476664
2025-09-14,,,2963735.86308541
2025-09-15,,,1215895.93391501
2025-09-16,,,951250.007454084
2025-09-17,,,931524.211833256
2025-09-18,,,1037181.06335841
2025-09-19,,,2087071.00925367
2025-09-20,,,820057.503704835
2025-09-21,,,774927.34990236
2025-09-22,,,960490.200500903
2025-09-23,,,804195.263185597
2025-09-24,,,929163.746157592
2025-09-25,,,1049645.67644987
2025-09-26,,,1044815.67942351
2025-09-27,,,1510146.0740496
2025-09-28,,,584423.662839019
2025-09-29,,,696153.485649408
2025-09-30,,,541743.523739495
2025-10-01,,,467363.891537438
2025-10-02,,,694273.235154631
2025-10-03,,,786624.202553927
2025-10-04,,,507249.019779641
2025-10-05,,,338695.774603638
2025-10-06,,,346475.918823292
2025-10-07,,,349468.335932872
2025-10-08,,,367978.676312823
2025-10-09,,,280543.608308474
2025-10-10,,,1129597.2728829
2025-10-11,,,617970.061024582
2025-10-12,,,543916.895850646
2025-10-13,,,466633.673603496
2025-10-14,,,434923.513215877
2025-10-15,,,234529.620747922
2025-10-16,,,468329.554817599
