time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2020-03-12,4146,1613,23792,34178,360,12704,31890,56,5334,47122,43285,34703,32791,6884,117,15757,566,25453,2445,15,6896,120,15788,570,3,25514,2469,15,1614335051,192807517.97550034944663093736488162876944,1.00383218,1.00383205,194283174.7594965462725679,194283149.33849259492078269229676698642419,193541489.254305086016991458553438669412766,0,0,0.946961357965,4.18962149,7.220659733887773,4.18962095,7.2206587891001925,0.0002026170437126985,1.00484142286591,0.5288197635610561,0.4417684685395241,0.999988827393829,0.000125953625776712,0.00514831843350657,0.888242555919356,0.999988827393829,0.000469082581,193347099.657966,183631936.2852279448238525,118524500.268908315658665691,191878552.762677404658086384,193347099.657966,146865254.483800030189236215,193347099.657966,193347099.657966,193347099.657966,140072152.58356755940657564,174499625.719992625977163133,193347099.657966,99.240461,190332332.231070616824780244,193341003.939428241269917545,193347045.85292654276941454,183092232.081013268351520268,193260380.063116804388127363,193346845.3843642996919044,164980272.99506862743056367,192795374.412626349252496503,193347099.016454144659251662,193347052.783045577950363805,193346970.335666426694036301,193343106.193775734262354768,193299715.640798533896135657,193000266.129361290463371435,173085144.416527307355251727,185927484.067086380167390841,191413859.299051884767199004,146737332.340950977125239221,193343167.054546673391482008,193300025.003519253069668439,193001463.021471554283931855,173385122.216527307355251727,185967370.868045480167390841,112035557.186922761163334411,191437826.325412624695899004,146737332.340950977125239221,171349947.555390175323288585,192656614.141180538041158317,184870703.861362170708795083,193347099.69,193347074.391476896873444109,5013,0.05802083,5734,46149061.432287775,46372488.55354633832904835725025,8501.15584418,8542.3135344706774809939038,250,251.2103557164775,60.265576279041554,0.0008199061137289449,0.001228363018495078,,
2020-03-13,5357,1444,23167,34058,322,11799,31621,58,4971,47214,43346,34672,32742,6734,114,15619,550,25319,2369,18,6742,115,15638,552,3,25359,2388,18,1614335051,213540488.08630162919621649301887947394355,1.00265005,1.00264993,214900341.9030483044038373,214900316.52519308578750434979786655042852,214332350.607529100846620909871312613240524,20959404.08,21017482.0812258991189592,0.950629546864,2.01087874,7.663080856430481,2.0108785,7.663079951487965,0.00017818510796003943,1.00277097578749,0.25839843773067234,0.2311143980142726,1.00484142286591,0.000202617043712699,0.00910774768337884,0.902201002549303,1.00484142286591,0.000495613801,214306503.737966,204959247.217829105388171199,140743171.412462856928931324,212950407.662732073658086895,214306503.737966,169947817.258842956107250051,214306503.737966,214306503.737966,214306503.737966,162286617.695943880695460055,196516848.701164677953388174,214306503.737966,99.367217,211109341.712720082287454932,214299372.705155169724280771,214306447.814557059336724143,203726094.568839254498764635,214204296.206879453034022605,214306204.429155629832754101,186317590.484201650693620108,213708032.791793551862085734,214306503.089401819618841603,214306456.438746019325567435,214306373.465315853471245615,214302472.03293152826034264,214259051.392135112360014632,213959416.463543442263452378,194340397.551000573966980908,207073403.059592478935843276,212393774.737387624624361567,166178868.880946544135649296,214302511.97783711738946988,214259241.192769522360014632,213960215.200931806084012798,194440395.951000573966980908,207093362.269819738935843276,126978872.670636571163334411,212412758.390860604624361567,166178868.880946544135649296,192898677.101296787911091755,213650408.437800494114805372,206224207.000404885440874666,214306503.77,214306478.462271883231612148,7033,0.08140046,7791,106573559.02337638,106868871.7750167923598891654862,16612.147844,16658.17970345392820567156,180,180.4987756417482,54.95453959679195,0.0008338400888493646,0.001292956725229989,,
2020-03-14,7192,1417,23001,34033,312,11478,31528,54,4827,47299,43386,34663,32717,6655,112,15444,546,25240,2310,21,6503,106,14996,526,3,24756,2225,20,1614335051,220297684.103391595084964997621890994849394,0.99908716,0.99908705,221656561.40170963738526957,221656536.130428095387706412838594924387148,221859082.825903410030977437418645412691612,7658703.3,7648053.7678977879705783,0.952258878516,5.16769651,7.782988259023872,5.16769592,7.782987371678228,0.00019408668708793914,0.998609486268751,-0.20158139861060995,-0.15684586320800173,1.00277097578749,0.00017818510796004,0.0074411626768947,0.907229910387103,1.00277097578749,0.00049557853,221965207.037966,212680914.426087376652452486,145746070.539688209927835568,220604437.603053103658086894,221965207.037966,177159233.758373762171985022,221965207.037966,221965207.037966,221965207.037966,170292010.969579997720918103,204322416.643063349901982562,221965207.037966,99.386945,218798385.907701391660195449,221957887.292553350120935808,221965150.474081674142711033,211368339.154085296405331375,221859134.928078747724753479,221964892.393917277948635847,193972163.802116342935567088,221357589.67639243038023031,221965206.38460442143591706,221965159.433618696089214597,221965075.847215152043783045,221961138.453830995782046895,221917273.566101264002377621,221623304.7521141629685139,202269195.963839392191720137,214833783.54723972032332742,220068918.248419781358665637,176857684.616909450333183376,221960654.444061527585592595,221912793.425450787520867141,221608103.60999834683741246,201669170.573839392191720137,214633756.15217756372532742,135362113.470636571163334411,219983905.219554368768450379,175857684.609730700333183376,201050748.906067157375245904,221335084.198589215293536685,214037000.396407859912622025,221965207.07,221965181.763529463231612148,9204,0.10652778,10944,42952446.367048815,42892720.400584697397649826080065,4724.20067264,4717.63160673551831801267264,100,99.8609486268751,53.26150735174252,0.0008895733117500822,0.0015062099800929232,,
2020-03-15,5201,1398,23030,34100,306,11479,31585,54,4835,47438,43507,34740,32777,6698,109,15527,539,25278,2311,17,6559,103,15057,521,3,24817,2243,16,1614335052,221513488.959511076301723328718520279554554,0.99997099,0.99997088,222758806.61212301921306328,222758781.324502993436477483601801949357058,222765269.201250091824525563684113516349797,1753421.41,1752683.17875512841862298,0.952911632739,7.69284407,7.790092078412332,7.69284319,7.790091194080138,0.00018653696629782605,0.999578976713378,-0.011077183039701117,-0.07809858714321209,0.998609486268751,0.000194086687087939,0.00818008362667572,0.906029848874364,0.998609486268751,0.00049776998,222852632.727966,213686076.599656656652452483,42833736.038532868874310506,221606790.578818323658086893,222852632.727966,179657327.131782141783999778,222852632.727966,222852632.727966,222852632.727966,173096316.426274731079417548,205585660.88582378808696269,222852632.727966,99.440957,219631030.209033278233279753,222845261.679375328058200553,222852575.718959084772753444,212358866.143424364028124648,222745572.409511128869532371,222852316.235569226834137178,195382956.202158215405203897,222238458.267849917804981278,222852632.072343872698113558,222852584.860752906576219606,222852500.588189579670035699,222848548.69893385652615684,222804938.561802082247864791,222510141.242306825762071607,203304000.490727369041748423,215767800.293851028082347484,220938561.863381337108384857,175163379.476237417869317961,222848087.698841068678063465,222800238.550468963853789011,222496241.195992743656071607,202703975.100727369041748423,215587791.990924188082347484,135584860.470636571163334411,220870560.667566841608210777,174163379.469058667869317961,202399760.466733514599967581,222217218.585904580675275428,215079966.351867844447224351,222852632.76,222852607.461728812942384561,5946,0.06881944,7390,28968822.305271793,28956625.756495258767114149146754,4715.49417071,4713.50883785620079347275838,100,99.9578976713378,53.17059201363642,0.0008919798102473058,0.001517276074773597,,
2020-03-16,7181,1380,22916,33956,314,11365,31470,52,4511,47290,43360,34576,32616,6391,105,15332,531,25109,2128,16,6392,107,15339,532,3,25120,2128,16,1614335052,215437400.318425987180203119919825178254,1.00196207,1.00196195,217379973.8904575872996576,217379948.56707167449326235923443169534784,216954295.446120097820221259106120950318845,9048976.55,9056962.300625279434564,0.954645472321,2.24299839,7.388715376786647,2.24299813,7.388714516048674,0.00019966028345508183,1.00088250318488,0.051508904270222415,0.03426480106599981,0.999578976713378,0.000186536966297826,0.00807709688195501,0.900421133346899,0.999578976713378,0.000499092127,217188304.487966,208065497.382989476652448383,144866007.744757912123032864,215247443.763767183946023925,217188304.487966,175523102.849976120871077359,217188304.487966,217188304.487966,217188304.487966,169606611.372032654017383685,200723492.616052423891502273,217188304.487966,99.10637,214370182.787534884613330015,217181055.596135057608716625,217188247.729881624611315736,207337831.551058246418067972,217083552.907043605187393295,217187997.56654493323314202,190310862.707087317113756963,216573850.259375915288056044,217188303.834448050191939402,217188256.5455120566785811,217188171.891427813613251237,217184215.619817570202400649,217140497.602638754781756139,216842327.309905861137098696,197798602.70222886424898192,210513728.961335556622864313,215419734.431795632334459529,171612423.29009605292760665,217184226.617832829331527889,217140567.585468954781756139,216842427.260228661137098696,197998598.50222886424898192,210523728.961335556622864308,136645060.680636571163334411,215419734.431795632334459529,171612423.29009605292760665,197298601.71222886424898192,216618682.940068807197833132,209884322.612415174131689668,217188304.52,217188279.218942351149547768,8937,0.1034375,10657,96829451.7226433,96914904.022178716914662193304,10875.69718469,10885.2950220932793745754872,147.15568862,147.2855539838803595720656,55.07556558729385,0.0008963852624666481,0.0015362778785763863,,
2020-03-17,8280,1357,23199,34324,308,11318,31792,54,4466,47757,43812,34970,32996,6420,102,15490,536,25479,2101,19,6420,104,15494,537,3,25488,2101,19,1614335052,217775333.1529456014023091991624828533488,1.00174961,1.0017495,224766330.887923816999392,224766305.580461065082938913613159356008,224373763.646045058212595341409599029442011,13215598.79,13220058.382964322013168,0.955550000628,3.01353854,7.511402205085281,3.0135382,7.511401359342796,0.0001846746811709993,1.0003374491792,0.06620281333174446,-0.003688001970261184,1.00088250318488,0.000199660283455082,0.00907014989194484,0.897955208150507,1.00088250318488,0.000504200388,224690509.227966,210560356.000426250492389904,145414870.22879847224434326,217701869.835659252948510839,224690509.227966,178073106.921768012024458987,224690509.227966,224690509.227966,224690509.227966,170355601.130649261741356283,203269867.549937221077872058,224690509.227966,96.88966,221823243.761537424176210793,224683083.818128019709404384,224690451.633108998565460063,214703016.264512527672526448,224580879.37822113588297937,224690188.871290655442859764,198435367.675808227900476845,224054866.262535659099245235,224690508.57289139079318114,224690460.928402376899975915,224690375.923307846961026204,224686409.976054607460718028,224641781.932505714536642491,224338209.502756629593799708,205218416.18044882033642705,218056570.668198266423031848,222895637.92439826334335096,180380198.699543587813125112,224686418.975486536589845268,224641821.928544854536642491,224338209.502756629593799708,205418411.98044882033642705,218066570.668198266423031843,134418808.080636571163334411,222895637.92439826334335096,180380198.699543587813125112,205018416.18044882033642705,224119048.905420591373301833,217433156.511566417277908715,224690509.26,224690483.961074349778855865,10513,0.12167824,12583,74560357.02063942,74585517.351916893729738164064,7433.21992167,7435.728255631380629793264,80,80.026995934336,53.59218107381974,0.0008939706395794891,0.0015393418034376843,,
2020-03-18,7744,1362,23309,34469,308,11381,31919,57,4537,47968,44003,35134,33150,6546,110,15551,535,25643,2164,19,6546,112,15555,536,3,25652,2164,19,1614335052,222209940.9568955506938988567755456971127,1.0017242,1.00172409,229208851.599531249314751,229208826.2821122789542241283577396862935,228814330.904112014549741389315610384318755,4937151.91,4938805.318292759108729,0.955782961201,3.47401515,7.581740210646458,3.47401476,7.581739373200635,0.00018550526613043413,1.0003348911119,0.06758276160727612,0.05863017849187025,1.0003374491792,0.000184674681171,0.00849302115265153,0.91351264229938,1.0003374491792,0.000499442593,229132117.257966,214979792.733011047319913936,148542235.802328686601631269,222135549.735652060424311833,229132117.257966,184900956.565684444578809059,229132117.257966,229132117.257966,229132117.257966,161869220.622703852837987663,210034138.821876924390907767,229132117.257966,96.946492,226163159.609020278124725083,229124595.044437334378499701,229132059.176397514606496821,219000573.569657954716234533,229021351.309996131933986393,229131790.57977232344457326,202500626.28005184357677134,228487385.948381901300338552,229132116.60177216878433977,229132068.772109882940848833,229131983.61905877161681986,229128022.840969473596144579,229082982.891954705230587812,228779919.496477744390661468,209951542.790059162020126169,222366738.114200596152376137,227312252.38451196893954631,183425669.83371987993708961,229128031.840401402725271819,229083022.887993845230587812,228779919.496477744390661468,210151538.590059162020126169,222376738.114200596152376132,135722547.590618991163334411,227312252.38451196893954631,183425669.83371987993708961,208938538.664285845423224967,228542314.761591780737212717,221779202.784360812436170742,229132117.29,229132091.981056769778855865,9739,0.11271991,11941,65955992.60956784,65978080.685269326356516081296,6872.13081012,6874.432225648123334572428,100,100.03348911119,52.878792601239454,0.0008923511886189847,0.0015348243473061927,,
2020-03-19,8336,1265,22399,33675,300,10366,31075,54,4101,47301,43288,34358,32366,5816,106,14679,527,24790,2103,19,5816,107,14680,528,3,24795,2103,19,1614335052,227856039.83474282578065578883220247497744,1.00157084,1.00157074,234852798.409645339039704,234852773.10912793693263117644798229788048,234484459.783514994534846662930821485932741,6121417.78,6121575.2828444221487072,0.958403810583,4.23756219,7.659103387126497,4.23756173,7.6591025620174085,0.00016120212889433012,1.00002572979824,0.02509037775522835,-0.053792846761088614,1.0003348911119,0.000185505266130434,0.00850022492573975,0.914092013353969,1.0003348911119,0.000497672911,234846755.817966,220822363.138090846290512174,155191113.021991025161921545,227850177.295652060424311831,234846755.817966,190260064.031620626318876152,234846755.817966,234846755.817966,234846755.817966,168590738.166069261462413368,215771492.476459610038945281,234846755.817966,97.02079,231994130.487437889313246616,234839082.013512027610225129,234846697.001296903574073079,225078025.709746479207105299,234733315.407842657863810568,234846414.978079514120947016,208383821.432582610894925794,234258129.27056627339200332,234846755.156400232718937672,234846706.9727061972454711,234846621.231307380933261212,234842625.789734969224800793,234797617.424576946111860751,234508922.910435131100309788,216064295.279823401275059058,228509326.708631076796168462,233222121.420384055085450799,190271992.672809367255244064,234842630.789732419224777033,234797627.424576936111860751,234508922.910435131100309788,216164293.679823401275059058,228519326.708631076796168457,139042366.941698931163334411,233222121.420384055085450799,190271992.672809367255244064,215464269.889823401275059058,234378980.35489269581962492,227941765.693991770310863067,234846755.85,234846730.550133558351969727,10342,0.11969907,12137,55420250.039037235,55421675.9908891497801803974664,5341.83943526,5341.9768797108997153419424,100,100.002572979824,51.80472964109537,0.000889926684839567,0.001528441290225837,,
2020-03-20,7556,1311,22597,33923,307,10564,31323,52,4175,47599,43565,34604,32594,5913,105,14849,521,24979,2110,18,5796,101,14274,505,3,24474,2079,18,1614335052,224534477.680348532474233972420975807849764,1.00151075,1.00151064,231529582.33098239385974372,231529557.02284052435930918301912537068621,231180326.831085321898995045056505492754665,0,0,0.957852778049,5.01897091,7.44151560342568,5.01897036,7.441514790005485,0.0001619312917531406,0.999788000131714,-0.13724648377346982,-0.08393441692505228,1.00002572979824,0.000161202128894331,0.00728045944413144,0.941511907336576,1.00002572979824,0.000501129807,231578676.947966,217537039.492988846495618809,151569020.384602225929999978,224582089.053647300424311826,231578676.947966,187479401.217142958021184738,231578676.947966,231578676.947966,231578676.947966,165132317.947213865017932371,212553539.526580055997155561,231578676.947966,96.978743,228766550.703369679525729777,231571009.74505137731914356,231578618.040151425022087814,221818279.082318971851916675,231466140.796633188097717149,231578339.737248359121043165,204483824.736533687003051352,230982400.870351726686308558,231578676.28464120181179933,231578627.894067675890485835,231578541.383276284168464889,231574522.807446171829509075,231529427.37358815713148178,231237739.986262276085089274,212332888.015103376259630907,225041984.241923802241263395,229914255.296917704973207096,186305018.839424898062644387,231574017.807353383981415608,231523677.367760960708236636,231226039.923256638508931578,211932887.025103376259630907,224881981.450996002241263395,140908153.956756541163334411,229883255.034293560473207096,186305018.839424898062644387,211832862.625103376259630907,231096259.503929179837482724,224564936.601648407523057999,231578676.98,231578651.666491670067763265,9492,0.10986111,11320,46140669.26745408,46130887.45164675184693344669312,5099.24553984,5098.16450045719594703448576,100,99.9788000131714,52.63726243536591,0.0008878672494354341,0.0015288765837268487,,
2020-03-21,7002,1286,22738,34161,311,10664,31535,57,4194,47884,43835,34843,32814,5943,110,14962,533,25170,2104,18,5818,106,14398,512,3,24667,2068,18,1614335052,224516215.735306535654741650713205365032032,1.00144307,1.00144296,231510778.73440082139725732,231510753.42831434406378566666963196027101,231177173.929897041896712404802619885712082,0,0,0.957979803789,14.07186596,7.412361576798045,14.07186442,7.412360766564628,0.00016187405372539086,0.999706802688034,-0.006055688319940592,-0.08427884820083657,0.999788000131714,0.000161931291753141,0.00760108219289889,0.935789859834091,0.999788000131714,0.000503516785,231578676.947966,217534627.576559576649872167,152737097.953682325923621239,224582062.592374399790329648,231578676.947966,187407118.910773542671847723,231578676.947966,231578676.947966,231578676.947966,162295878.759396285229431488,212531505.723907010891532533,231578676.947966,96.978731,228701251.268950660958766411,231570916.521942985155051305,231578617.83765988188149522,221847695.535096537525771179,231465587.833739924967659613,231578337.475116534765665962,204504764.916967498205920063,230975501.891050036913896236,231578676.281771583005128669,231578627.715001116859627237,231578540.121866911623039091,231574506.978449572861458856,231529148.515302533634499527,231232019.412198575084990819,212411935.061264467619607857,225172190.141410705225698445,229895372.895383750005690213,183729782.694043420941978521,231574003.978379585013365389,231523508.506869460214254383,231219519.306362225084833123,212011909.671264467619607857,224962180.666589905334508968,140908153.956756541163334411,229859372.305227894505755749,183729782.694043420941978521,211377572.774919277619607857,231090884.878204462390382965,224598562.74388913438749305,231578676.98,231578651.666491670067763265,8801,0.10186343,10723,16456856.374575602,16452031.268523165901469553746468,2289.40446265,2288.7332154155480553549301,60,59.98240816128204,52.692818052642,0.0008877904096043606,0.0015288805837008626,,
2020-03-22,6974,1293,22776,34230,310,10776,31595,55,4209,47991,43940,34917,32885,6010,107,15038,541,25211,2097,18,5868,103,14509,519,3,24712,2052,18,1614335052,225044024.397226531387793222370048378623988,1.00130772,1.00130761,231926193.78163524846528912,231926168.49857093356261941140146725882606,231623294.723024925619531593819860237856972,521671.3,521279.8684306979713452,0.957429722391,18.57734655,7.5898017847903825,18.57734452,7.589800957400663,0.00017138139230580795,0.999249658608204,-0.008773331890494672,-0.08216778208516325,0.999706802688034,0.000161874053725391,0.00754429461629522,0.93997890717757,0.999706802688034,0.000500766238,232100348.247966,218155857.416911691003766915,150407699.581819099586442618,225213011.041381889790329647,232100348.247966,187928621.751849681423284045,232100348.247966,232100348.247966,232100348.247966,162599380.447313207005241124,213128529.80623203739377383,232100348.247966,97.032604,229225314.820843648819121433,232092563.473410012002197163,232100288.898279423250947538,222219772.020486705252552096,231987662.46634126818294105,232100006.680112023556032481,204856105.575013479299142268,231487929.452304679342844749,232100347.57962987627805806,232100298.859310109076549555,232100211.293159507568097489,232096162.038298887424733429,232050966.902039049107818134,231751215.020019703979508229,212512093.31805633391487138,225681780.979454366042510041,230387879.514139854553354981,186254338.479982567722288932,232095663.037730264303459032,232045676.83095356882798299,231737014.764054428339088389,212112067.92805633391487138,225461767.886039756042510041,140472458.566756541163334411,230342875.863328846297420517,186254338.479982567722288932,211807959.821071151612411766,231602816.465715369555402582,225026779.105570395062817925,232100348.28,232100322.977950510067763265,8424,0.0975,10339,12493729.806245992,12484355.243634450212948773318368,1564.22176042,1563.04806008720886793448568,80,79.93997268865632,52.63296198084592,0.0008617183508638508,0.0015286708027882235,,
2020-03-23,7268,1244,22585,34191,302,10510,31477,55,4138,48023,43955,34901,32874,5964,111,15019,542,25159,2127,18,5968,113,15038,546,3,25200,2134,18,1614335052,240533091.7487965884323809604198560184895,1.00386791,1.00386781,247468812.26770026577122,247468786.8928166190971405581124791103025,246515313.201876140302487631945144915873791,14775714.64,14811191.12610024774324,0.958961859572,3.76770686,8.251221723910154,3.76770648,8.251220877849299,0.00015453867504092202,1.0024009996785,0.2522012603410587,0.2639051229104195,0.999249658608204,0.000171381392305808,0.00816100035514186,0.939449200108682,0.999249658608204,0.000491306076,246876062.887966,232942276.13583132699085644,164308909.201220354376661278,239956955.176563819790329647,246876062.887966,202811894.676020222943119598,246876062.887966,246876062.887966,246876062.887966,177507113.933187310058558024,227178665.960126963271670567,246876062.887966,97.197336,243870114.157037230302553699,246867951.623031923966377774,246876002.633034735571246098,236744728.381650785529621651,246758243.340775381652924732,246875695.157823968448370037,219016821.388594529141140438,246253119.110965823863097635,246876062.216547599741028958,246876013.317829433375120453,246875925.469945459004383162,246871854.572896389353652624,246826899.416042529743400696,246528839.472286090035067164,227476742.28214400585236955,240460356.228324307842668249,245188276.174572530959613934,199946261.006109365715287102,246871895.521505688482779864,246827089.217202629743400696,246529238.894095703315067164,227676738.08214400585236955,240500329.125912255218668244,153870884.496756541163334411,245195267.139639661355868768,199946261.006109365715287102,226343830.71942542585236955,246386509.999214688405344458,239808919.672878569301462854,246876062.92,246876037.605895510067763265,9259,0.10716435,10920,65524222.53348303,65681546.170719885210515205855,7249.72812786,7267.13472276420426689301,80,80.19207997428,49.791323785307945,0.0008650626781837553,0.0016334687967365193,,
2020-03-24,7714,1185,22964,34663,292,10496,31866,53,4134,48587,44497,35421,33397,6161,111,15444,547,25673,2200,19,6162,113,15450,549,3,25682,2202,19,1614335053,258581839.61959981842216063081827765105316,1.00152395,1.00152386,265504590.8001208419511734,265504565.4878118171312785807135181130419,265100590.376581589427798700240183977137153,18489507.37,18499193.7085240648539102,0.959779808908,3.26206778,8.646995240089911,3.26206747,8.646994415715133,0.00014767754597392577,1.00052388299646,0.08808124301848305,0.05504150533888754,1.0024009996785,0.000154538675040923,0.00739289546127319,0.931575123000139,1.0024009996785,0.00049307153,265365570.257966,251375678.450623437990856439,187468326.355367501145431226,258446443.922133459790329646,265365570.257966,221272580.776957318806496879,265365570.257966,265365570.257966,265365570.257966,193846024.946048619376641393,226952335.236341945792488145,265365570.257966,97.392606,262015085.994975655011772558,265357103.178755063959301263,265365508.679941919331146743,254692516.343816562459724698,265238312.033986406856436598,265365168.477267298218747497,236436069.562328397127971338,264687926.189350310766411462,265365569.583973916988736704,265365520.603928705459701903,265365432.822012892342305428,265361357.166766712525581028,265315945.586845516885266475,265011354.760658954710412531,245448068.47582269074370045,258740339.73999484884552163,263623776.423470570073117481,218055554.088810985606618002,265361366.166198641654708268,265316005.575801406885266475,265011454.710981754710412531,245648064.27582269074370045,258760334.672598664923853801,169807988.685481301163334411,263625775.507635768318117481,218055554.088810985606618002,244309227.34310411074370045,264846782.060121909022529596,258092889.477943400748054964,265365570.29,265365544.990944720067763265,9648,0.11166667,11838,81348882.9859328,81391500.282510144387292197888,8382.57602695,8386.967515997052327714597,80,80.0419106397168,46.6667690225027,0.0008744696283248205,0.0016719659063010792,,
2020-03-25,7703,1184,23014,34752,289,10505,31921,54,4138,48733,44638,35519,33483,6211,111,15378,550,25723,2214,20,6094,106,14854,525,3,25199,2168,20,1614335053,260721721.4819488225207105054448969833414,1.00107798,1.00107789,267615747.905485226060056,267615722.6176606993480329734563689207445,267327573.835307122924039003955885422722597,5128906.29,5126170.669359160779177,0.959858110943,5.24872999,8.701024869522188,5.2487295,8.70102404733641,0.0001493977961602432,0.9994666269013,0.009034423716547125,-0.027968849509930383,1.00052388299646,0.000147677545973925,0.00717659774128583,0.927272177373835,1.00052388299646,0.000490473296,267758563.087966,253791689.155456908107336437,187248187.818049337077276427,260860857.645920966974280878,267758563.087966,223890669.026196819740316099,267758563.087966,267758563.087966,267758563.087966,196402021.144248422341330563,229342355.500208973251806028,267758563.087966,97.423909,264386883.451991810179362754,267750072.015864321030548022,267758501.101764007956079508,257010228.585236546766369242,267630814.009573620184522356,267758153.962988655851679266,239304039.168757838830916203,267072563.841861837346484093,267758562.413026889921788724,267758513.204644243530634668,267758425.044303308163022395,267754332.079647960358138004,267708273.704192931905730543,267406528.107497772077651251,247982814.87545152187794672,261115876.32002209694024562,266009743.537843615425686219,220599823.866018499686086952,267753808.079079337236863612,267703033.692568437755521899,267394828.034016569105631411,247482789.48545152187794672,260865863.22660748694024562,169226352.468108551163334411,265963742.075564720630771267,220599823.866018499686086952,246828856.93959919187794672,267235370.604987592806120509,260460888.436234918815227401,267758563.12,267758537.818680430067763265,9755,0.11290509,11654,51013971.674277104,50986762.1941282007939570578352,5266.30623066,5263.497324587049758853858,75,74.9599970175975,46.44289034534371,0.0008774881780385941,0.0016830008517647941,,
2020-03-26,7517,1220,23394,35143,292,10769,32348,56,4250,49139,45034,35901,33849,6321,114,15609,545,26074,2239,20,6323,116,15616,547,3,26084,2240,20,1614335053,253157441.2016366578788943219567359127072,1.00154158,1.00154148,260068610.3247516530977336,260068585.0107569149244564347203790195317,259668310.657570517420128969072181724626054,1051854.65,1052571.983662541126477,0.958752790408,6.02500576,8.382849353737567,6.02500518,8.382848537786403,0.00014815128382460538,1.00068197032978,0.06323603762065498,0.0734338527653397,0.9994666269013,0.000149397796160243,0.0073438617655419,0.920520855329683,0.9994666269013,0.000502378151,259891372.087966,245921330.322493574725211324,178509950.459381371978835241,252984912.99709066734830224,259891372.087966,216060350.985634182050373178,259891372.087966,259891372.087966,259891372.087966,187372785.991263108187623352,221503578.910186643530227708,259891372.087966,97.342559,256538908.322002671196759539,259882953.913968625663843452,259891310.415315919978505334,249171578.222928148457855053,259764477.332525134172727641,259890978.906845656764846608,231258375.221521279069399448,259203691.673178626266956645,259891371.409866382400199984,259891322.128447140758009124,259891233.567241521171139805,259887134.089906940348933688,259840461.810509014196973389,259531800.198678842251256977,240333302.725054969813970351,253142371.191822659937585355,258107294.980540683620585102,211603152.14430726762206125,259887144.088838869478060928,259840531.793864904196973389,259532000.119001642251256976,240533298.525054969813970351,253162366.124426476015917526,165080836.967904321163334411,258108294.564849012495585102,211603152.14430726762206125,238831776.937360559813970351,259349492.334292718043759199,252588189.016763692277278432,259891372.12,259891346.823256890067763265,9302,0.10766204,11333,43135456.19633664,43164873.2976240664428086971392,4533.20850155,4536.300015246763553141159,75,75.0511477747335,47.999918977237854,0.0008821866416500138,0.0016974947692475367,,
