time,CapMrktEstUSD,volume_reported_spot_usd_1d
2021-11-18,326406326.79747061376,1045712.21877688
2021-11-19,341417806.481449984,2791933.40448223
2021-11-20,411555941.31559265952,2063768.91944886
2021-11-21,402009714.75558849824,1474297.54421011
2021-11-22,344245263.98029050624,1830059.47939869
2021-11-23,398422481.57692806144,1270856.20377503
2021-11-24,426133165.951976208,1893656.00913725
2021-11-25,447028326.7966476928,3705903.58862067
2021-11-26,380924043.01153635488,2418202.44268288
2021-11-27,378557331.68812349824,1028788.7713261
2021-11-28,417220681.76864801792,1813695.54632101
2021-11-29,426325439.5989910816,1253767.70750885
2021-11-30,448293569.0773748736,2109954.77250713
2021-12-01,455425910.1817088224,3014413.04232087
2021-12-02,397373779.44211038784,107527698.04747
2021-12-03,366405160.21931554656,63163414.4426715
2021-12-04,316048126.41613059904,35813715.8140857
2021-12-05,265260608.8507248016,23197788.5656758
2021-12-06,259228223.7742166112,30126893.0191845
2021-12-07,232618113.7854458368,22916497.3158499
2021-12-08,238221353.14028831296,21573139.9037781
2021-12-09,223558061.62804585152,12765345.8952675
2021-12-10,194892048.75038082976,14056300.3956319
2021-12-11,206775146.67011096576,11029666.0588818
2021-12-12,220594918.76422299552,30535563.1024844
2021-12-13,179106091.94004964448,13601249.7202788
2021-12-14,191185775.98491790144,11129148.2188519
2021-12-15,214919728.75442000096,33870576.2020821
2021-12-16,216561403.2245416368,14077431.6093408
2021-12-17,204124367.71081215168,8642880.42618248
2021-12-18,225655984.44364378656,12308395.8001003
2021-12-19,252689140.04792447968,38446238.9618536
2021-12-20,247289163.9310265008,22525381.8965152
2021-12-21,289888502.22388901856,54320529.6966972
2021-12-22,281402329.00370667296,18018565.7134283
2021-12-23,296385847.19784760192,18457779.4042323
2021-12-24,293125965.10765903808,13808282.8835353
2021-12-25,282988756.98301562816,8632669.82548356
2021-12-26,268898746.78422390976,10383568.246741
2021-12-27,250627530.27271267968,13520817.4408171
2021-12-28,222087926.90711640992,12321059.2351165
2021-12-29,204756432.79045725408,10384996.7170191
2021-12-30,216914574.74283973024,6618036.21870561
2021-12-31,207990885.405446616,6932056.9649122
2022-01-01,211677770.14101405952,3984258.32008211
2022-01-02,223108267.056731144,9229205.45443558
2022-01-03,233445868.56455248384,18105065.2509826
2022-01-04,215689403.94442514656,14897843.3207196
2022-01-05,191333107.83834558432,18215960.0777804
2022-01-06,193838249.41114971392,13488441.6210286
2022-01-07,168100943.77380422624,11680359.9739206
2022-01-08,162151354.85294284704,7270521.44414985
2022-01-09,327979018.18033319493233151095760182896816,4451271.20598202
2022-01-10,306293930.71038066313201905161033873775336,6935922.35767732
2022-01-11,324388890.522697849263139756067033818938,6451536.84318489
2022-01-12,368495469.50141551754285843927603112558176,11468310.7415325
2022-01-13,266333000.75728797039813291413781374901,10526498.30306
2022-01-14,258042098.88133973924445967443802168163169,8183452.67911147
2022-01-15,260873345.20118295007134371916029780841816,3674286.55580687
2022-01-16,256927281.9341955052640385999774846818232,4067840.58449143
2022-01-17,236511805.7767959138316295835233793290745,4495870.85843623
2022-01-18,232905742.73670518904388491460327212595005,3740722.13135241
2022-01-19,213975613.56646712297727451355757940116518,4254897.58392624
2022-01-20,207042173.41569720134895033394890282292545,6938255.37219521
2022-01-21,162059710.5844673626218738935503998891244,9882512.57283895
2022-01-22,171991066.62087204861535646502141917361816,7350639.4260816
2022-01-23,178739437.9758350198252603514481521777696,4125782.73292752
2022-01-24,171246390.3580904827969173168966712590339,6629740.54255043
2022-01-25,179416223.89982253240192475066225146870801,3616629.53377636
2022-01-26,171270666.1913375137418093858320370109075,7842617.08727036
