time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2023-11-03,,,,1765916.94840741
2023-11-04,,,,2416195.36827744
2023-11-05,,,,3624015.05493526
2023-11-06,,,,7502621.8852347
2023-11-07,,,,5123471.965765
2023-11-08,,,,4930737.68227855
2023-11-09,,,,6284839.84716521
2023-11-10,,,,4419180.92951364
2023-11-11,,,,4927430.20261172
2023-11-12,,,,2222210.97372964
2023-11-13,,,,4451582.15696614
2023-11-14,,,,5013518.88947018
2023-11-15,,,,5667080.71426798
2023-11-16,,,,5466704.19009895
2023-11-17,1090905904.246201957827,,,5581191.5184625
2023-11-18,1328201435.967449463333,,,18249745.0500101
2023-11-19,1443619926.697686867666,,,14521236.484348
2023-11-20,1622138084.949543559974,,,18919710.3137029
2023-11-21,1276475360.885160789483,,,18988801.4655106
2023-11-22,1342942756.043489217315,,,11902557.5607812
2023-11-23,1345554661.673326998816,,,5391346.29894939
2023-11-24,1590707914.994763268407,,,7667825.1905453
2023-11-25,1565236454.403084412779,,,9513882.40162129
2023-11-26,1513814788.792723532742,,,6054925.14226268
2023-11-27,1381746849.732554803749,,,7232358.10908819
2023-11-28,1398100761.823381042059,,,5167862.78782953
2023-11-29,1416846133.0684913572,,,5144450.62052103
2023-11-30,1672778723.43815891565,,,7849063.25008185
2023-12-01,1720829473.494858543446,,,8595341.17869476
2023-12-02,1717414541.695633717626,,,5490253.7320992
2023-12-03,1968499583.056534809805,,,13598179.7179195
2023-12-04,2003041060.844704142587,,,63380414.7858231
2023-12-05,1950336608.697608801659,,,9368512.93761079
2023-12-06,1909546518.319974536224,,,8037410.50271678
2023-12-07,1839857984.975632852136,,,6154246.30759255
2023-12-08,2027629664.73145393272,,,8212939.68267091
2023-12-09,1931235707.062975608932,,,4842978.98478038
2023-12-10,1987473601.243975053636,,,3865247.32906642
2023-12-11,1868538270.254687635214,,,7578238.76322088
2023-12-12,1887758710.122826096751,,,5524212.60611756
2023-12-13,1922648174.341110700172,,,7418077.84206585
2023-12-14,2182079270.651597961059,,,12004836.4761132
2023-12-15,2048992108.90117193476,,,7649615.70471229
2023-12-16,1944015972.070783928897,,,5256429.12032946
2023-12-17,1841212684.506992417464,,,5717480.31492325
2023-12-18,1920279502.59280212653,,,7241859.03292076
2023-12-19,1828019450.745802148544,,,4906610.92972416
2023-12-20,1821525237.690453638775,,,8383560.86250536
2023-12-21,1787092708.212613961676,,,8860770.59998969
2023-12-22,1598504162.724011631658,,,7240972.83257999
2023-12-23,1653653975.369778148197,,,5138925.27643388
2023-12-24,1609420883.714793629535,,,4918387.74445665
2023-12-25,1609959232.116182360865,,,4281268.91570752
2023-12-26,1531017638.507917597632,,,2787352.89254193
2023-12-27,1887972079.087739138824,,,7917195.70825023
2023-12-28,1800560158.504620639456,,,4271401.96269842
2023-12-29,1626226481.66184405306,,,6831389.21080657
2023-12-30,1640817821.541908063824,,,2225508.55787416
2023-12-31,1575730642.74237979,,,1821470.66487027
2024-01-01,1617779334.424465550481,,,3950343.36378985
2024-01-02,1578310509.157729945845,,,4452326.36862221
2024-01-03,1465784963.913797577589,,,6371649.03903007
2024-01-04,1536598564.759431345984,,,3674752.9927637
