time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktEstUSD,IssTotNtv,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2018-07-16,16,53977,1614335026,1614335026,,0,,,,,,180334365.000076,13,12,
2018-07-17,11,53981,1614335026,1614335026,,0,,,,,,180334365.000076,7,7,
2018-07-18,10,53985,1614335026,1614335026,,0,,,,,,180334365.000076,6,6,
2018-07-19,11,53993,1614335026,1614335026,,0,,,,,,180334365.000076,9,9,
2018-07-20,4,53995,1614335026,1614335026,,0,,,,,,180334365.000076,2,2,
2018-07-21,7,53999,1614335026,1614335026,,0,,,,,,180334365.000076,6,6,
2018-07-22,2,54000,1614335026,1614335026,,0,,,,,,180334365.000076,1,1,
2018-07-23,14,54003,1614335027,1614335027,,0,,,,,,180334365.000076,14,14,
2018-07-24,17,54012,1614335027,1614335027,,0,,,,,,180334365.000076,14,14,
2018-07-25,5,54015,1614335027,1614335027,,0,,,,,,180334365.000076,3,3,
2018-07-26,8,54017,1614335027,1614335027,,0,,,,,,180334365.000076,8,8,
2018-07-27,7,54019,1614335027,1614335027,,0,,,,,,180334365.000076,8,8,
2018-07-28,8,54021,1614335027,1614335027,,0,,,,,,180334365.000076,6,6,
2018-07-29,11,54024,1614335027,1614335027,,0,,,,,,180334365.000076,9,9,
2018-07-30,3,54026,1614335027,1614335027,,0,,,,,,180334365.000076,2,2,
2018-07-31,15,54031,1614335027,1614335027,,0,,,,,,180334365.000076,11,11,
2018-08-01,12,54036,1614335027,1614335027,,0,,,,,,180334365.000076,11,11,
2018-08-02,13,54040,1614335028,1614335028,,0,,,,,,180334365.000076,15,15,
2018-08-03,14,54047,1614335028,1614335028,,0,,,,,,180334365.000076,13,13,
2018-08-04,2,54047,1614335028,1614335028,,0,,,,,,180334365.000076,1,1,
2018-08-05,6,54051,1614335028,1614335028,,0,,,,,,180334365.000076,4,4,
2018-08-06,17,54054,1614335028,1614335028,,0,,,,,,180334365.000076,12,12,
2018-08-07,2,54055,1614335028,1614335028,,0,,,,,,180334365.000076,1,1,
2018-08-08,5,54057,1614335028,1614335028,,0,,,,,,180334365.000076,4,4,
2018-08-09,221,54062,1614335028,1614335028,,0,,,,,,180334365.000076,217,217,
2018-08-10,1733,54064,1614335029,1614335029,,0,,,,,,180334365.000076,1730,1729,
2018-08-11,8,54065,1614335029,1614335029,,0,,,,,,180334365.000076,5,5,
2018-08-12,12,54075,1614335029,1614335029,,0,,,,,,180334365.000076,10,10,
2018-08-13,10,54081,1614335029,1614335029,,0,,,,,,180334365.000076,7,7,
2018-08-14,25,54093,1614335029,1614335029,,0,,,,,,180334365.000076,24,24,
2018-08-15,8,54098,1614335029,1614335029,,0,,,,,,180334365.000076,8,8,
2018-08-16,3,54100,1614335029,1614335029,,0,,,,,,180334365.000076,2,2,
2018-08-17,5,54101,1614335029,1614335029,,0,,,,,,180334365.000076,6,6,
2018-08-18,11,54108,1614335030,1614335030,,0,,,,,,180334365.000076,8,8,
2018-08-19,11,54114,1614335030,1614335030,,0,,,,,,180334365.000076,7,7,
2018-08-20,17,54117,1614335030,1614335030,,0,,,,,,180334365.000076,13,13,
2018-08-21,458,54125,1614335030,1614335030,,0,,,,,,180334365.000076,454,454,
2018-08-22,2162,54128,1614335030,1614335030,,0,,,,,,180334365.000076,2160,2160,
2018-08-23,5094,54135,1614335030,1614335030,,0,,,,,,180334365.000076,5091,5091,
2018-08-24,8565,54138,1614335030,1614335030,,0,,,,,,180334365.000076,8563,8563,
2018-08-25,180,54139,1614335030,1614335030,,0,,,,,,180334365.000076,178,178,
2018-08-26,66,54140,1614335031,1614335031,,0,,,,,,180334365.000076,64,64,
2018-08-27,74,54144,1614335031,1614335031,,0,,,,,,180334365.000076,70,70,
2018-08-28,43,54147,1614335031,1614335031,,0,,,,,,180334365.000076,38,38,
2018-08-29,40,54150,1614335031,1614335031,,0,,,,,,180334365.000076,37,37,
2018-08-30,34,54153,1614335031,1614335031,,0,,,,,,180334365.000076,28,28,
2018-08-31,33,54154,1614335032,1614335032,,0,,,,,,180334365.000076,30,30,
2018-09-01,30,54156,1614335032,1614335032,,0,,,,,,180334365.000076,27,27,
2018-09-02,25,54157,1614335032,1614335032,,0,,,,,,180334365.000076,23,23,
2018-09-03,34,54159,1614335032,1614335032,,0,,,,,,180334365.000076,30,30,
2018-09-04,29,54161,1614335032,1614335032,,0,,,,,,180334365.000076,24,24,
2018-09-05,27,54162,1614335032,1614335032,,0,,,,,,180334365.000076,23,23,
2018-09-06,14,54164,1614335032,1614335032,,0,,,,,,180334365.000076,11,11,
2018-09-07,390,54164,1614335033,1614335033,,0,,,,,,180334365.000076,387,387,
2018-09-08,145,54168,1614335033,1614335033,,0,,,,,,180334365.000076,143,143,
2018-09-09,3044,54173,1614335033,1614335033,,0,,,,,,180334365.000076,3047,3047,
2018-09-10,31,54178,1614335033,1614335033,,0,,,,,,180334365.000076,30,30,
2018-09-11,17,54178,1614335033,1614335033,,0,,,,,,180334365.000076,17,17,
2018-09-12,9,54181,1614335033,1614335033,,0,,,,,,180334365.000076,14,14,
2018-09-13,13,54189,1614335033,1614335033,,0,,,,,,180334365.000076,13,13,
2018-09-14,12,54191,1614335033,1614335033,,0,,,,,,180334365.000076,10,10,
2018-09-15,6,54195,1614335034,1614335034,,0,,,,,,180334365.000076,4,4,
2018-09-16,10,54201,1614335034,1614335034,,0,,,,,,180334365.000076,8,8,
2018-09-17,15,54207,1614335034,1614335034,,0,,,,,,180334365.000076,14,14,
2018-09-18,8,54211,1614335034,1614335034,,0,,,,,,180334365.000076,8,8,
2018-09-19,12,54217,1614335034,1614335034,,0,,,,,,180334365.000076,7,7,
2018-09-20,8,54221,1614335034,1614335034,,0,,,,,,180334365.000076,11,11,
2018-09-21,8,54225,1614335034,1614335034,,0,,,,,,180334365.000076,6,6,
2018-09-22,8,54228,1614335034,1614335034,,0,,,,,,180334365.000076,6,6,
2018-09-23,8,54230,1614335034,1614335034,,0,,,,,,180334365.000076,8,8,
2018-09-24,2,54230,1614335035,1614335035,,0,,,,,,180334365.000076,1,1,
2018-09-25,21,54236,1614335035,1614335035,,0,,,,,,180334365.000076,16,16,
2018-09-26,8,54240,1614335035,1614335035,,0,,,,,,180334365.000076,6,6,
2018-09-27,26,54259,1614335035,1614335035,,0,,,,,,180334365.000076,26,26,
2018-09-28,8,54264,1614335035,1614335035,,0,,,,,,180334365.000076,9,9,
2018-09-29,13,54271,1614335035,1614335035,,0,,,,,,180334365.000076,13,13,
2018-09-30,131,54391,1614335035,1614335035,,0,,,,,,180334365.000076,130,130,
2018-10-01,26,54399,1614335036,1614335036,,0,,,,,,180334365.000076,22,22,
2018-10-02,4,54400,1614335036,1614335036,,0,,,,,,180334365.000076,4,4,
2018-10-03,13,54404,1614335036,1614335036,,0,,,,,,180334365.000076,10,10,
2018-10-04,12,54409,1614335036,1614335036,,0,,,,,,180334365.000076,12,12,
2018-10-05,15,54419,1614335036,1614335036,,0,,,,,,180334365.000076,17,17,
2018-10-06,40,54449,1614335036,1614335036,,0,,,,,,180334365.000076,79,79,
2018-10-07,17,54464,1614335036,1614335036,,0,,,,,,180334365.000076,30,30,
2018-10-08,23,54470,1614335036,1614335036,,0,,,,,,180334365.000076,21,21,
2018-10-09,99,54530,1614335036,1614335036,,0,,,,,,180334365.000076,96,96,
2018-10-10,4,54532,1614335037,1614335037,,0,,,,,,180334365.000076,3,3,
2018-10-11,8,54535,1614335037,1614335037,,0,,,,,,180334365.000076,8,8,
2018-10-12,71,54591,1614335037,1614335037,,0,,,,,,180334365.000076,71,71,
2018-10-13,19,54599,1614335037,1614335037,,0,,,,,,180334365.000076,28,28,
2018-10-14,63,54619,1614335037,1614335037,,0,,,,,,180334365.000076,93,93,
2018-10-15,40,54623,1614335037,1614335037,,0,,,,,,180334365.000076,51,51,
2018-10-16,176,54638,1614335037,1614335037,,0,,,,,,180334365.000076,191,191,
2018-10-17,25,54642,1614335037,1614335037,,0,,,,,,180334365.000076,24,24,
2018-10-18,17,54644,1614335038,1614335038,,0,,,,,,180334365.000076,16,16,
2018-10-19,29,54645,1614335038,1614335038,,0,,,,,,180334365.000076,27,27,
2018-10-20,13,54646,1614335038,1614335038,,0,,,,,,180334365.000076,10,10,
2018-10-21,12,54649,1614335038,1614335038,,0,,,,,,180334365.000076,8,8,
2018-10-22,9,54650,1614335038,1614335038,,0,,,,,,180334365.000076,7,7,
2018-10-23,14,54651,1614335038,1614335038,,0,,,,,,180334365.000076,11,11,
2018-10-24,20,54654,1614335038,1614335038,,0,,,,,,180334365.000076,18,18,
2018-10-25,20,54655,1614335039,1614335039,,0,,,,,,180334365.000076,17,17,
2018-10-26,23,54661,1614335039,1614335039,,0,,,,,,180334365.000076,22,22,
2018-10-27,10,54665,1614335039,1614335039,,0,,,,,,180334365.000076,6,6,
2018-10-28,7,54668,1614335039,1614335039,,0,,,,,,180334365.000076,5,5,
2018-10-29,45,54674,1614335039,1614335039,,0,,,,,,180334365.000076,50,50,
2018-10-30,28,54678,1614335039,1614335039,,0,,,,,,180334365.000076,45,45,
2018-10-31,34,54682,1614335039,1614335039,,0,,,,,,180334365.000076,59,59,
2018-11-01,37,54687,1614335039,1614335039,,0,,,,,,180138154,60,59,
2018-11-02,40,54697,1614335040,1614335040,,0,,,,,,180138154,49,49,
2018-11-03,35,54704,1614335040,1614335040,,0,,,,,,180138154,69,69,
2018-11-04,19,54706,1614335040,1614335040,,0,,,,,,180138154,17,17,
2018-11-05,23,54708,1614335040,1614335040,,0,,,,,,180138154,25,25,
2018-11-06,16,54710,1614335040,1614335040,,0,,,,,,180138154,18,18,
2018-11-07,20,54712,1614335040,1614335040,,0,,,,,,180138154,19,19,
2018-11-08,23,54714,1614335040,1614335040,,0,,,,,,180138154,26,26,
2018-11-09,22,54717,1614335040,1614335040,,0,,,,,,180138154,21,21,
2018-11-10,35,54724,1614335040,1614335040,,0,,,,,,180138154,39,39,
2018-11-11,50,54746,1614335041,1614335041,,0,,,,,,180138154,54,54,
2018-11-12,45,54752,1614335041,1614335041,,0,,,,,,180138154,59,59,
2018-11-13,22,54757,1614335041,1614335041,,0,,,,,,180138154,22,22,
2018-11-14,9,54759,1614335041,1614335041,,0,,,,,,180138154,8,8,
2018-11-15,17,54762,1614335041,1614335041,,0,,,,,,180138154,14,14,
2018-11-16,20,54764,1614335041,1614335041,,0,,,,,,180138154,17,17,
2018-11-17,38,54765,1614335041,1614335041,,0,,,,,,180138154,37,37,
2018-11-18,38,54770,1614335042,1614335042,,0,,,,,,180138154,37,37,
2018-11-19,34,54772,1614335042,1614335042,,0,,,,,,180138154,38,38,
2018-11-20,50,54784,1614335042,1614335042,,0,,,,,,180138154,57,57,
2018-11-21,41,54790,1614335042,1614335042,,0,,,,,,180138154,40,40,
2018-11-22,37,54793,1614335042,1614335042,,0,,,,,,180138154,36,36,
2018-11-23,30,54797,1614335042,1614335042,,0,,,,,,180138154,28,28,
2018-11-24,29,54800,1614335042,1614335042,,0,,,,,,180138154,28,28,
2018-11-25,29,54804,1614335042,1614335042,,0,,,,,,180138154,27,27,
2018-11-26,29,54808,1614335043,1614335043,,0,,,,,,180138154,26,26,
2018-11-27,21,54816,1614335043,1614335043,,0,,,,,,180138154,36,36,
2018-11-28,13,54817,1614335043,1614335043,,0,,,,,,180138154,20,20,
2018-11-29,18,54827,1614335043,1614335043,,0,,,,,,180138154,37,37,
2018-11-30,26,54835,1614335043,1614335043,,0,,,,,,180138154,30,30,
2018-12-01,23,54840,1614335043,1614335043,,0,,,,,,180138154,19,19,
2018-12-02,5,54842,1614335043,1614335043,,0,,,,,,180138154,3,3,
2018-12-03,9,54845,1614335043,1614335043,,0,,,,,,180138154,8,8,
2018-12-04,10,54847,1614335044,1614335044,,0,,,,,,180138154,11,11,
2018-12-05,17,54851,1614335044,1614335044,,0,,,,,,180138154,19,19,
2018-12-06,8,54851,1614335044,1614335044,,0,,,,,,180138154,6,6,
2018-12-07,38,54852,1614335044,1614335044,,0,,,,,,180138154,63,63,
2018-12-08,31,54854,1614335044,1614335044,,0,,,,,,180138154,29,29,
2018-12-09,47,54860,1614335044,1614335044,,0,,,,,,180138154,51,51,
2018-12-10,20,54865,1614335045,1614335045,,0,,,,,,180138154,20,20,
2018-12-11,27,54867,1614335045,1614335045,,0,,,,,,180138154,29,29,
2018-12-12,28,54870,1614335045,1614335045,,0,,,,,,180138154,50,50,
2018-12-13,39,54880,1614335045,1614335045,,0,,,,,,180138154,74,74,
2018-12-14,21,54883,1614335045,1614335045,,0,,,,,,180138154,24,24,
2018-12-15,36,54886,1614335045,1614335045,,0,,,,,,180138154,37,37,
2018-12-16,39,54890,1614335045,1614335045,,0,,,,,,180138154,36,36,
2018-12-17,30,54894,1614335045,1614335045,,0,,,,,,180138154,35,35,
2018-12-18,29,54898,1614335046,1614335046,,0,,,,,,180138154,33,33,
2018-12-19,21,54900,1614335046,1614335046,,0,,,,,,180138154,30,30,
2018-12-20,31,54907,1614335046,1614335046,,0,,,,,,180138154,35,35,
2018-12-21,20,54909,1614335046,1614335046,,0,,,,,,180138154,22,22,
2018-12-22,16,54909,1614335046,1614335046,,0,,,,,,180138154,20,20,
2018-12-23,22,54912,1614335046,1614335046,,0,,,,,,180138154,32,32,
2018-12-24,20,54913,1614335046,1614335046,,0,,,,,,180138154,18,18,
2018-12-25,41,54919,1614335047,1614335047,,0,,,,,,180138154,54,54,
2018-12-26,29,54930,1614335047,1614335047,,0,,,,,,180138154,42,42,
2018-12-27,64,54961,1614335047,1614335047,,0,,,,,,180138154,96,96,
2018-12-28,18,54964,1614335047,1614335047,,0,,,,,,180138154,17,17,
2018-12-29,36,54967,1614335047,1614335047,,0,,,,,,180138154,48,48,
2018-12-30,13,54972,1614335047,1614335047,,0,,,,,,180138154,16,16,
2018-12-31,10,54974,1614335048,1614335048,,0,,,,,,180138154,8,8,
2019-01-01,20,54976,1614335048,1614335048,,0,,,,,,180138154,25,25,
2019-01-02,38,54996,1614335048,1614335048,,0,,,,,,180138154,37,37,
2019-01-03,202,55015,1614335048,1614335048,,0,,,,,,180138154,217,217,
2019-01-04,160,55019,1614335048,1614335048,,0,,,,,,180138154,171,171,
2019-01-05,12,55021,1614335048,1614335048,,0,,,,,,180138154,10,10,
2019-01-06,28,55027,1614335048,1614335048,,0,,,,,,180138154,24,24,
2019-01-07,23,55029,1614335049,1614335049,,0,,,,,,180138154,25,25,
2019-01-08,18,55033,1614335049,1614335049,,0,,,,,,180138154,19,19,
2019-01-09,21,55037,1614335049,1614335049,,0,,,,,,180138154,18,18,
2019-01-10,164,55037,1614335049,1614335049,,0,,,,,,180138154,311,311,
2019-01-11,17,55039,1614335049,1614335049,,0,,,,,,180138154,17,17,
2019-01-12,13,55039,1614335049,1614335049,,0,,,,,,180138154,11,11,
2019-01-13,5,55040,1614335049,1614335049,,0,,,,,,180138154,3,3,
2019-01-14,9,55042,1614335049,1614335049,,0,,,,,,180138154,7,7,
2019-01-15,11,55045,1614335050,1614335050,,0,,,,,,180138154,10,10,
2019-01-16,6,55045,1614335050,1614335050,,0,,,,,,180138154,5,5,
2019-01-17,156,55048,1614335050,1614335050,,0,,,,,,180138154,153,153,
2019-01-18,14,55051,1614335050,1614335050,,0,,,,,,179939916,13,12,
2019-01-19,147,55051,1614335050,1614335050,,0,,,,,,179939916,146,146,
2019-01-20,4,55052,1614335050,1614335050,,0,,,,,,179939916,5,5,
2019-01-21,12,55054,1614335050,1614335050,,0,,,,,,179939916,9,9,
2019-01-22,9,55055,1614335050,1614335050,,0,,,,,,179939916,8,8,
2019-01-23,11,55057,1614335051,1614335051,,0,,,,,,179939916,7,7,
2019-01-24,152,55059,1614335051,1614335051,,0,,,,,,179939916,151,151,
2019-01-25,3,55060,1614335051,1614335051,,0,,,,,,179939916,2,2,
2019-01-26,165,55063,1614335051,1614335051,,0,,,,,,179939916,164,164,
2019-01-27,8,55067,1614335051,1614335051,,0,,,,,,179939916,7,7,
2019-01-28,11,55068,1614335051,1614335051,,0,,,,,,179939916,14,14,
2019-01-29,5,55069,1614335051,1614335051,,0,,,,,,179939916,3,3,
2019-01-30,11,55076,1614335052,1614335052,,0,,,,,,179939916,10,10,
2019-01-31,2,55077,1614335052,1614335052,,0,,,,,,179939916,1,1,
2019-02-01,6,55082,1614335052,1614335052,,0,,,,,,179939916,7,7,
2019-02-02,9,55085,1614335052,1614335052,,0,,,,,,179939916,6,6,
2019-02-03,9,55087,1614335052,1614335052,,0,,,,,,179939916,11,11,
2019-02-04,2,55087,1614335052,1614335052,,0,,,,,,179939916,1,1,
2019-02-05,2,55088,1614335052,1614335052,,0,,,,,,179939916,1,1,
2019-02-06,9,55089,1614335052,1614335052,,0,,,,,,179939916,11,11,
2019-02-07,4,55091,1614335053,1614335053,,0,,,,,,179939916,3,3,
2019-02-08,2,55091,1614335053,1614335053,,0,,,,,,179939916,1,1,
2019-02-09,6,55094,1614335053,1614335053,,0,,,,,,179939916,6,6,
2019-02-10,13,55098,1614335053,1614335053,,0,,,,,,179939916,12,12,
2019-02-11,15,55102,1614335053,1614335053,,0,,,,,,179939916,17,17,
2019-02-12,8,55105,1614335053,1614335053,,0,,,,,,179939916,6,6,
2019-02-13,20,55108,1614335053,1614335053,,0,,,,,,179939916,33,33,
2019-02-14,7,55111,1614335053,1614335053,,0,,,,,,179939916,7,7,
2019-02-15,7,55113,1614335054,1614335054,,0,,,,,,179939916,10,10,
2019-02-16,6,55115,1614335054,1614335054,,0,,,,,,179939916,5,5,
2019-02-17,12,55123,1614335054,1614335054,,0,,,,,,179939916,16,16,
2019-02-18,11,55124,1614335054,1614335054,,0,,,,,,179939916,12,12,
2019-02-19,8,55127,1614335054,1614335054,,0,,,,,,179939916,8,8,
2019-02-20,10,55131,1614335054,1614335054,,0,,,,,,179939916,9,9,
2019-02-21,7,55133,1614335054,1614335054,,0,,,,,,179939916,4,4,
2019-02-22,6,55136,1614335054,1614335054,,0,,,,,,179939916,4,4,
2019-02-23,5,55137,1614335055,1614335055,,0,,,,,,179939916,3,3,
2019-02-24,6,55142,1614335055,1614335055,,0,,,,,,179939916,5,5,
2019-02-25,6,55144,1614335055,1614335055,,0,,,,,,179939916,3,3,
2019-02-26,13,55149,1614335055,1614335055,,0,,,,,,179939916,16,16,
2019-02-27,14,55155,1614335055,1614335055,,0,,,,,,179939916,16,16,
2019-02-28,6,55156,1614335055,1614335055,,0,,,,,,179939916,4,4,
2019-03-01,16,55165,1614335055,1614335055,,0,,,,,,179939916,24,23,
2019-03-02,5,55167,1614335055,1614335055,,0,,,,,,179939916,3,3,
2019-03-03,13,55173,1614335056,1614335056,,0,,,,,,179939916,11,11,
2019-03-04,11,55177,1614335056,1614335056,,0,,,,,,179939916,12,12,
2019-03-05,17,55183,1614335056,1614335056,,0,,,,,,179939916,19,19,
2019-03-06,8,55187,1614335056,1614335056,,0,,,,,,179939916,8,8,
2019-03-07,10,55195,1614335056,1614335056,,0,,,,,,179939916,8,8,
2019-03-08,12,55200,1614335056,1614335056,,0,,,,,,179939916,10,10,
2019-03-09,8,55204,1614335056,1614335056,,0,,,,,,179939916,7,7,
2019-03-10,6,55208,1614335056,1614335056,,0,,,,,,179939916,5,5,
2019-03-11,17,55213,1614335056,1614335056,,0,,,,,,179939916,18,18,
2019-03-12,10,55222,1614335057,1614335057,,0,,,,,,179939916,12,12,
2019-03-13,11,55228,1614335057,1614335057,,0,,,,,,179939916,10,10,
2019-03-14,16,55232,1614335057,1614335057,,0,,,,,,179939916,16,16,
2019-03-15,12,55239,1614335057,1614335057,,0,,,,,,179939916,10,10,
2019-03-16,11,55244,1614335057,1614335057,,0,,,,,,179939916,9,9,
2019-03-17,7,55249,1614335057,1614335057,,0,,,,,,179939916,5,5,
2019-03-18,21,55254,1614335057,1614335057,,0,,,,,,179939916,25,25,
2019-03-19,22,55263,1614335058,1614335058,,0,,,,,,179939916,25,25,
2019-03-20,20,55273,1614335058,1614335058,,0,,,,,,179939916,24,24,
2019-03-21,33,55291,1614335058,1614335058,,0,,,,,,179939916,36,36,
2019-03-22,22,55305,1614335058,1614335058,,0,,,,,,179939916,26,26,
2019-03-23,20,55313,1614335058,1614335058,,0,,,,,,179939916,20,20,
2019-03-24,26,55327,1614335058,1614335058,,0,,,,,,179939916,30,30,
2019-03-25,37,55343,1614335058,1614335058,,0,,,,,,179939916,45,45,
2019-03-26,28,55357,1614335058,1614335058,,0,,,,,,179939916,31,31,
2019-03-27,35,55374,1614335058,1614335058,,0,,,,,,179939916,37,37,
2019-03-28,31,55393,1614335059,1614335059,,0,,,,,,179939916,37,37,
2019-03-29,46,55415,1614335059,1614335059,,0,,,,,,179939916,64,64,
2019-03-30,37,55438,1614335059,1614335059,,0,,,,,,179939916,58,58,
2019-03-31,33,55460,1614335059,1614335059,,0,,,,,,179939916,45,45,
2019-04-01,63,55506,1614335059,1614335059,,0,,,,,,179939916,76,76,
2019-04-02,180,55621,1614335059,1614335059,,0,,,,,,179939916,266,266,
2019-04-03,771,56315,1614335059,1614335059,,0,,,,,,179939916,1716,1715,
2019-04-04,137,56364,1614335060,1614335060,,0,,,,,,179939916,204,204,
2019-04-05,87,56406,1614335060,1614335060,,0,,,,,,179939916,119,119,
2019-04-06,61,56421,1614335060,1614335060,,0,,,,,,179939916,68,68,
2019-04-07,73,56434,1614335060,1614335060,,0,,,,,,179939916,77,77,
2019-04-08,87,56453,1614335060,1614335060,,0,,,,,,179939916,119,119,
2019-04-09,254,56601,1614335060,1614335060,,0,,,,,,179939916,470,470,
2019-04-10,40,56607,1614335060,1614335060,,0,,,,,,179939916,49,49,
2019-04-11,27,56612,1614335060,1614335060,,0,,,,,,179939916,30,30,
2019-04-12,37,56623,1614335060,1614335060,,0,,,,,,179939916,59,59,
2019-04-13,31,56636,1614335061,1614335061,,0,,,,,,179939916,38,37,
2019-04-14,33,56652,1614335061,1614335061,,0,,,,,,179939916,45,45,
2019-04-15,18,56656,1614335061,1614335061,,0,,,,,,179939916,19,19,
2019-04-16,30,56668,1614335061,1614335061,,0,,,,,,179939916,37,35,
2019-04-17,18,56673,1614335061,1614335061,,0,,,,,,179939916,16,16,
2019-04-18,33,56688,1614335061,1614335061,,0,,,,,,179939916,49,49,
2019-04-19,67,56735,1614335061,1614335061,,0,,,,,,179939916,113,113,
2019-04-20,43,56766,1614335061,1614335061,,0,,,,,,179939916,89,89,
2019-04-21,30,56779,1614335062,1614335062,,0,,,,,,179939916,38,38,
2019-04-22,28,56788,1614335062,1614335062,,0,,,,,,179939916,39,39,
2019-04-23,40,56802,1614335062,1614335062,,0,,,,,,179659415,61,60,
2019-04-24,46,56817,1614335062,1614335062,,0,,,,,,179659415,63,63,
2019-04-25,34,56837,1614335062,1614335062,,0,,,,,,179659415,72,72,
2019-04-26,24,56849,1614335062,1614335062,,0,,,,,,179659415,32,32,
2019-04-27,36,56871,1614335062,1614335062,,0,,,,,,179659415,75,75,
2019-04-28,23,56881,1614335062,1614335062,,0,,,,,,179659415,37,37,
2019-04-29,140,56956,1614335062,1614335062,,0,,,,,,179659415,278,278,
2019-04-30,82,57001,1614335063,1614335063,,0,,,,,,179659414.998663,133,132,
2019-05-01,50,57037,1614335063,1614335063,,0,,,,,,179659414.998663,84,84,
2019-05-02,24,57047,1614335063,1614335063,,0,,,,,,179659414.998663,32,32,
2019-05-03,15,57054,1614335063,1614335063,,0,,,,,,179659414.998663,16,16,
2019-05-04,33,57071,1614335063,1614335063,,0,,,,,,179659414.998663,52,52,
2019-05-05,26,57085,1614335063,1614335063,,0,,,,,,179659414.998663,31,31,
2019-05-06,36,57097,1614335063,1614335063,,0,,,,,,179659414.998663,47,47,
2019-05-07,38,57116,1614335064,1614335064,,0,,,,,,179659414.998663,63,63,
2019-05-08,38,57132,1614335064,1614335064,,0,,,,,,179659414.998663,59,59,
2019-05-09,25,57143,1614335064,1614335064,,0,,,,,,179659414.998663,32,32,
2019-05-10,20,57151,1614335064,1614335064,,0,,,,,,179659414.998663,22,22,
2019-05-11,33,57163,1614335064,1614335064,,0,,,,,,179659414.998663,46,45,
2019-05-12,48,57176,1614335064,1614335064,,0,,,,,,179659414.998663,86,86,
2019-05-13,63,57212,1614335064,1614335064,,0,,,,,,179659414.998663,127,127,
2019-05-14,127,57304,1614335064,1614335064,,0,,,,,,179659414.998663,229,229,
2019-05-15,44,57327,1614335064,1614335064,,0,,,,,,179659414.998663,72,72,
2019-05-16,55,57361,1614335064,1614335064,,0,,,,,,179659414.998663,81,81,
2019-05-17,43,57383,1614335065,1614335065,,0,,,,,,179659414.998663,95,95,
2019-05-18,49,57410,1614335065,1614335065,,0,,,,,,179659414.998663,90,90,
2019-05-19,65,57434,1614335065,1614335065,,0,,,,,,179659414.998663,142,142,
2019-05-20,34,57447,1614335065,1614335065,,0,,,,,,179659414.998663,51,51,
2019-05-21,41,57461,1614335065,1614335065,,0,,,,,,179659414.998663,46,46,
2019-05-22,18,57467,1614335065,1614335065,,0,,,,,,179659414.998663,31,31,
2019-05-23,20,57479,1614335066,1614335066,,0,,,,,,179659414.998663,24,24,
2019-05-24,1716,57492,1614335066,1614335066,,0,,,,,,179659414.998663,1717,1717,
2019-05-25,3038,57513,1614335066,1614335066,,0,,,,,,179659414.998663,3044,3044,
2019-05-26,32,57533,1614335066,1614335066,,0,,,,,,179659414.998663,91,91,
2019-05-27,69,57574,1614335066,1614335066,,0,,,,,,179659414.998663,102,102,
2019-05-28,54,57602,1614335066,1614335066,,0,,,,,,179659414.998663,76,76,
2019-05-29,33,57617,1614335066,1614335066,,0,,,,,,179659414.998663,43,43,
2019-05-30,29,57628,1614335066,1614335066,,0,,,,,,179659414.998663,35,35,
2019-05-31,29,57638,1614335066,1614335066,,0,,,,,,179659414.998663,33,33,
2019-06-01,60,57676,1614335067,1614335067,,0,,,,,,179659414.998663,70,70,
2019-06-02,23,57685,1614335067,1614335067,,0,,,,,,179659414.998663,42,42,
2019-06-03,32,57698,1614335067,1614335067,,0,,,,,,179659414.998663,60,60,
2019-06-04,42,57715,1614335067,1614335067,,0,,,,,,179659414.998663,80,80,
2019-06-05,16,57722,1614335067,1614335067,,0,,,,,,179659414.998663,30,30,
2019-06-06,27,57736,1614335067,1614335067,,0,,,,,,179659414.998663,33,33,
2019-06-07,35,57752,1614335067,1614335067,,0,,,,,,179659414.998663,79,79,
2019-06-08,35,57775,1614335068,1614335068,,0,,,,,,179659414.998663,75,75,
2019-06-09,28,57786,1614335068,1614335068,,0,,,,,,179659414.998663,46,46,
2019-06-10,23,57795,1614335068,1614335068,,0,,,,,,179659414.998663,37,37,
2019-06-11,60,57830,1614335068,1614335068,,0,,,,,,179659414.998663,107,107,
2019-06-12,43,57847,1614335068,1614335068,,0,,,,,,179659414.998663,65,65,
2019-06-13,37,57865,1614335068,1614335068,,0,,,,,,179659414.998663,92,92,
2019-06-14,75,57909,1614335068,1614335068,,0,,,,,,179659414.998663,181,181,
2019-06-15,71,57946,1614335068,1614335068,,0,,,,,,179659414.998663,157,157,
2019-06-16,53,57963,1614335068,1614335068,,0,,,,,,179659414.998663,99,99,
2019-06-17,64,58003,1614335069,1614335069,,0,,,,,,179659414.998663,94,94,
2019-06-18,67,58036,1614335069,1614335069,,0,,,,,,179659414.998663,100,100,
2019-06-19,96,58074,1614335069,1614335069,,0,,,,,,179659414.998663,153,153,
2019-06-20,85,58105,1614335069,1614335069,,0,,,,,,179659414.998663,139,139,
2019-06-21,48,58126,1614335069,1614335069,,0,,,,,,179659414.998663,68,68,
2019-06-22,66,58155,1614335069,1614335069,,0,,,,,,179659414.998663,105,105,
