time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMrktEstUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2020-06-05,54982,1615214248,1615214248,172761,2645259212.016473411724970176,0.00029243353112555617,2.81961241391511,-55.60597357827746,3.411109686807782,,,,,,3645020,72137332,187323843.958757
2020-06-06,11916,1615214248,1615214248,172793,2626618723.809993836243609696,0.0002895571404312727,2.79963259292156,-57.95987969467896,1.2336689684129871,,,,,,3414310,71936935,144106523.455764
2020-06-07,54667,1615214248,1615214248,172799,2631484216.40518425814910574,0.00028772813990531103,2.80465309392932,-56.10904425231785,1.4488068130423524,,,,,,3625414,71856132,145797619.467302
2020-06-08,12159,1615214248,1615214248,172793,2613450179.314970327707239354,0.0002851031959048604,2.78527072914797,-54.581568204509324,0.9435657696658238,,,,,,3562276,72097531,120471678.523105
2020-06-09,55196,1615214248,1615214248,172795,2585950745.756531873018520102,0.00028179596605944565,2.75580171667626,-57.098474444050936,12.865911182112095,,,,,,3610404,72326910,115082681.951259
2020-06-10,36476,1615214248,1615214248,172793,2590143872.453892482633779268,0.0002791245277628547,2.76010731057058,-56.48102181915631,14.810410170876448,,,,,,3509879,72804851,105727062.113017
2020-06-11,51304,1615214248,1615214248,172776,2360233058.539923739906899295,0.00027108326299056333,2.51496173521385,-60.80729872850855,2.974639136737836,,,,,,3646874,72588876,227738838.837485
2020-06-12,55279,1615214248,1615214248,172586,2429914321.935806894917110837,0.0002737958879655106,2.58905814375897,-59.98837776287549,2.390791595819406,,,,,,3908212,72905096,122731766.75723
2020-06-13,55853,1615214248,1615214248,172792,2442854738.263544307709100809,0.0002750872310760258,2.60269211695823,-60.339429860574754,-1.0255794178424107,,,,,,3867093,73663249,69299893.4694897
2020-06-14,57429,1615214248,1615214248,172788,2408892019.353451220640226008,0.0002746835475771271,2.56635619876019,-62.90355018194391,-0.9493738744065103,,,,,,3725336,72750814,72855366.9127287
2020-06-15,52225,1615214248,1615214248,172790,2380424759.16048952785265505,0.00026859182939418743,2.53587838872925,-63.88987343258088,-3.8674037171227242,,,,,,3751659,70926719,138199807.351255
2020-06-16,56323,1615214248,1615214248,172654,2396226427.417889206989838744,0.0002681236242359301,2.55256155623102,-64.20445654951948,-2.56090601173358,,,,,,3779479,65488757,78207489.9955404
2020-06-17,51525,1615214248,1615214248,172740,2410596047.206637325312007147,0.00027175365594337363,2.56771701898379,-61.96527948680214,-3.5010483738380884,,,,,,3720033,71777066,101037727.015561
2020-06-18,44543,1615214248,1615214248,172718,2381655849.547133262033103733,0.00027015371055873,2.53674084765353,-63.112498902020356,-4.208227272642842,,,,,,3917352,72521727,79186720.6134584
2020-06-19,55615,1615214248,1615214248,172731,2368083593.49576901405507585,0.00027160653732895344,2.5221360195065,-63.14514763515261,-2.811840596162122,,,,,,4531436,71739775,76901127.8910524
2020-06-20,55433,1615214248,1615214248,172745,2379793880.967707946415834485,0.0002708538450807498,2.53445864354553,-64.05349138445372,2.8884569066901653,,,,,,5085911,71599460,92535332.7647609
2020-06-21,55369,1615214248,1615214248,172780,2357485512.580939613184993901,0.00027039469276633917,2.51055236170211,-66.18060806950574,-3.0913180552354236,,,,,,4903987,70682286,69894095.1220009
2020-06-22,55325,1615214249,1615214249,172769,2428541550.74886767120214566,0.0002670284827748296,2.58606943418315,-64.08255387376562,0.7235959325511317,,,,,,4281021,71358985,100844507.814226
2020-06-23,54299,1615214249,1615214249,172772,2410708458.773924112686325092,0.0002670621493341566,2.56692820390274,-64.35031315357838,2.3184632311883973,,,,,,4435676,70789771,78190846.0034886
2020-06-24,54852,1615214249,1615214249,172781,2346815786.931009172782130816,0.0002688865504655181,2.49874753309376,-64.96863871792237,-1.175440993736185,,,,,,4540693,70595554,120197564.991356
2020-06-25,53233,1615214249,1615214249,172774,2328194424.532289173411408884,0.0002680590594931377,2.47877467421361,-63.06326898304001,-0.888829424587668,,,,,,4369644,69149483,92191128.5711033
2020-06-26,10631,1615214249,1615214249,172784,2329297792.528369314839529745,0.00027073745200261194,2.47980284418485,-57.71165760194806,-3.3398210582169394,,,,,,4418297,71024957,125861316.465903
2020-06-27,54646,1615214249,1615214249,172784,2190099494.00845167968538666,0.0002589902370209129,2.33147300689572,-62.19836316108294,-10.64152674436043,,,,,,4402426,70177062,153785914.04267
2020-06-28,34129,1615214249,1615214249,172767,2222073598.763784317887462608,0.00025970077867585017,2.36537174791824,-62.59394049793785,-9.521739655569089,,,,,,4481003,69630462,89041522.405729
2020-06-29,53970,1615214249,1615214249,172762,2238664171.865564986632379465,0.0002594541503546621,2.38289109706445,-58.48500564717906,-13.888820506073376,,,,,,4256922,69771705,96199646.4162723
2020-06-30,43017,1615214249,1615214249,172761,2224428394.850569200851328442,0.00025892474472971963,2.36759947284089,-60.51626408041319,-11.314847227069476,,,,,,4391682,69555844,65831668.016953
2020-07-01,55131,1615214249,1615214249,172769,2236845530.720139716017923268,0.0002576115068259268,2.38067542263802,-59.3647549343019,-15.375490952979973,,,,,,4208957,68802818,83007913.5922941
2020-07-02,55454,1615214249,1615214249,172766,2216285929.12733747671207236,0.00025935281590361785,2.3586549517474,-61.05743769820558,-11.635683049546227,,,,,,4141303,67816836,95681666.2904073
2020-07-03,55574,1615214249,1615214249,172693,2267604072.19166111937497376,0.0002661531668488541,2.41312844174184,-57.77151525454474,-10.453787550762513,,,,,,4079312,67592358,122860175.243899
2020-07-04,55249,1615214249,1615214249,172736,2308578096.511978700403926648,0.00026917910762558453,2.45658763579354,-57.22796614788101,-9.871206972193898,,,,,,4004546,66513808,111459014.945615
2020-07-05,55068,1615214250,1615214250,172770,2260357686.7687562663620935,0.00026489384940522887,2.40513390836523,-58.18385743444243,-14.699839719260039,,,,,,4171398,66885402,107258344.324866
2020-07-06,51942,1615214250,1615214250,172778,2453810490.011056607890287408,0.0002795630820798978,2.61082357415604,-56.15776082514723,-6.74406417623851,,,,,,4119875,66558650,193313134.658749
2020-07-07,11071,1615214250,1615214250,172766,2404419491.011845655145507376,0.0002764891390793767,2.55812140260577,-57.16091033642295,-8.790095711201097,,,,,,3627446,67040496,130835478.595826
2020-07-08,55336,1615214250,1615214250,172770,2516190864.897811712824957155,0.0002837310024254429,2.67687942373685,-54.574152882592784,-3.8915895778748077,,,,,,4257661,66720740,189645772.566267
2020-07-09,11234,1615214250,1615214250,172760,2483705650.389202559777099872,0.00028621175941480966,2.64216452892452,-49.81190975365343,-4.123561831901195,,,,,,4037248,66563608,186657682.964229
2020-07-10,55452,1615214250,1615214250,172773,2464720784.93511076174548738,0.0002823641430272196,2.6218134748401,-43.87885886856548,-5.010451412553641,,,,,,4008763,66517764,119775485.068046
2020-07-11,55506,1615214250,1615214250,172782,2463266582.362030929906182459,0.0002836487678273312,2.62011217468127,-45.4884187826938,4.180995599063429,,,,,,4102830,66405713,90608146.6169742
2020-07-12,54947,1615214250,1615214250,172777,2456501980.070557730550560428,0.00028127196978185094,2.61276288546323,-44.90958609155859,0.9155739418753873,,,,,,4001144,67316827,97957261.1343844
2020-07-13,55504,1615214250,1615214250,172619,2397756896.139987572706500474,0.0002760891470895662,2.55013122833602,-38.3555575223833,-2.0194816082832796,,,,,,4330693,67193405,163310145.556514
2020-07-14,53466,1615214250,1615214250,172779,2408355586.612166489040197531,0.00027658242500437554,2.56125199182913,-40.71287685550772,-0.19888926305420546,,,,,,4216723,67355784,87310520.2648422
2020-07-15,10108,1615214250,1615214250,172770,2383296818.76181883764611879,0.00027558212035374955,2.53445312985285,-30.89185276526752,-0.0562037549882001,,,,,,4307380,66721901,84401196.6460926
2020-07-16,55256,1615214250,1615214250,172763,2351065636.488185441809614693,0.0002737481223253594,2.50002999739989,-35.02648591125418,-2.0579938102921105,,,,,,4344132,66577035,115131255.508581
2020-07-17,54889,1615214250,1615214250,172767,2348437384.875077488470844072,0.0002727131133468582,2.49708908910184,-39.4605597480328,-2.7506118999788414,,,,,,4224397,60505051,56285422.7632241
2020-07-18,55518,1615214250,1615214250,172763,2355301884.853039075133875264,0.00027291481658808976,2.50424051432392,-38.06547520313189,-1.2811846097591129,,,,,,4274635,63591757,50627102.6378055
2020-07-19,55146,1615214250,1615214250,172765,2432950365.559147029279063016,0.0002805825042524323,2.58664586187602,-40.4922060098782,2.557746365405881,,,,,,3610131,63484978,102086416.275037
2020-07-20,57755,1615214250,1615214250,172753,2412581224.626088852898975168,0.00027978471806018026,2.56483982833316,-40.78638905703863,1.1987248190062674,,,,,,3413637,68174690,100018990.037152
2020-07-21,57594,1615214250,1615214250,172774,2464121776.852133999512522359,0.00027900710328055756,2.61947893327057,-36.39671951100467,4.338749242203006,,,,,,3359148,67765881,92604673.4709543
2020-07-22,58131,1615214250,1615214250,172737,2503728164.309506603597950296,0.0002792313301292668,2.66142569002742,-35.78640782099951,2.9139301075290893,,,,,,3433276,78501625,100579503.748285
2020-07-23,31355,1615214250,1615214250,172759,2500172789.254933100082393564,0.00027655777734369357,2.65748978892804,-41.652412955371865,3.5280139463040343,,,,,,3322925,75796348,130353830.455718
2020-07-24,11703,1615214251,1615214251,172758,2443777445.946985990230116452,0.00027203221730983876,2.59739101187987,-43.22441052533617,3.9477169053560615,,,,,,3334808,77341560,116249243.109486
2020-07-25,11758,1615214251,1615214251,172756,2568286143.115640637814727056,0.00028132733544453115,2.72956519082024,-40.91149398626266,10.117519725192182,,,,,,3346222,76715059,178560197.032219
2020-07-26,26976,1615214251,1615214251,172757,2553653932.05873596210251073,0.00027319126458193925,2.7138564937909,-36.185861736359215,9.438397498208664,,,,,,3037785,76603287,217676891.237673
2020-07-27,10919,1615214251,1615214251,172694,2687685787.3397569617840315,0.0002585548890510867,2.85612873553963,-32.53435886459338,22.503186916260812,,,,,,3247044,76977124,403241804.153853
2020-07-28,10604,1615214251,1615214251,172767,2834694239.04092775811575295,0.000275219724479788,3.0121733685911,-28.36717597153745,27.344607512206455,,,,,,3540852,75833145,381299172.377258
2020-07-29,10123,1615214251,1615214251,172762,2849941512.235487184393758406,0.0002724234572023058,3.02819684211222,-27.94664739997024,27.080790466788006,,,,,,3472186,77993366,324144672.414257
2020-07-30,10721,1615214251,1615214251,172777,2880492015.40275088290511842,0.00027484224452794175,3.0604757808799,-30.771157710580628,29.264929139709007,,,,,,3349798,78346423,204182719.642838
2020-07-31,11075,1615214251,1615214251,172782,2907926741.069442891745669052,0.0002724811503321457,3.08944505411267,-28.339412173938005,29.771787650467047,,,,,,3272040,78264063,194732577.974668
2020-08-01,10150,1615214251,1615214251,172769,3110597804.039421091312090486,0.00028010594090296205,3.30457284193283,-20.890568632103275,40.10412330487978,,,,,,2974688,78357510,360394778.537613
2020-08-02,10295,1615214251,1615214251,172321,2770745225.408551276749532182,0.0002653099317832715,2.94335387090929,-31.17606267172681,21.9725324187354,,,,,,3198852,79239882,689719220.333629
2020-08-03,18702,1615214251,1615214251,172794,2865426597.655240002490930122,0.0002708907636550966,3.04375453940259,-28.150581304492267,23.901728359036554,,,,,,3496134,80067126,277266751.448242
2020-08-04,47908,1615214251,1615214251,172797,2861020189.624758516079127442,0.0002712656725723214,3.03889490470449,-31.8063560551881,26.350341414878958,,,,,,3769843,78271871,214491787.278803
2020-08-05,12698,1615214251,1615214251,172795,2872832686.598190205939091883,0.00026031467190615483,3.05126241000159,-27.001454388369794,16.86972801246916,,,,,,3654054,78204593,190299857.01502
2020-08-06,94517,1615214251,1615214251,172797,2910810931.653339853430261525,0.00026266771522963605,3.09141753326225,-26.785568025907114,20.84717832833308,,,,,,3613956,75568679,244519432.896299
2020-08-07,10837,1615214251,1615214251,172789,2836288014.682798684853093214,0.00025968613428241377,3.01209143646418,-27.79977556662737,12.522492038860062,,,,,,3480104,76396100,398789680.951571
2020-08-08,18155,1615214251,1615214251,172787,2865114857.959224180705230516,0.00025909247978659857,3.04252522739987,-21.871013293642523,15.152754269936205,,,,,,3412452,75607360,150825746.695682
2020-08-09,79218,1615214251,1615214251,172778,2845963443.736844350220070744,0.00025872252735029567,3.02201297373196,-25.550015602430854,15.264224657181897,,,,,,3468436,76586659,152495283.294185
2020-08-10,93181,1615214251,1615214251,172777,3053445531.540701499837286555,0.0002731287289611476,3.24213894604595,-22.73832700371329,23.74046338074621,,,,,,3650627,78638513,338266791.358255
2020-08-11,10906,1615214251,1615214251,172750,2836008738.92182467313778694,0.00026430089829835576,3.01108606656492,-27.053585880954845,15.245286256853321,,,,,,3674185,76352596,352348816.023132
2020-08-12,117574,1615214251,1615214251,172758,2853001806.164704491240551328,0.00026166892717440003,3.02895193048686,-25.56771091622873,18.776316168767305,,,,,,3713452,77061441,213722947.479594
2020-08-13,10003,1615214251,1615214251,172700,2952867233.51367802361679078,0.0002662594476776185,3.13479179250651,-14.146615739162852,22.392946984798012,,,,,,3628108,76617706,234008424.295093
2020-08-14,10040,1615214252,1615214252,172710,3070153559.374570542412082816,0.00027679610057838665,3.25911029074376,-10.11361511243364,28.59224944250532,,,,,,3801934,73708543,302741682.166377
2020-08-15,10902,1615214252,1615214252,172788,3517358241.371684739769833303,0.0003146243649001208,3.73361913575357,3.833852192611336,49.34297346978444,,,,,,3813197,79655860,785029800.651331
2020-08-16,10110,1615214252,1615214252,172784,3633030156.56397440640958488,0.00032405834373718694,3.85617852179402,8.43229516195385,54.42695010857707,,,,,,3572427,64852108,724192783.658563
2020-08-17,10160,1615214252,1615214252,172463,3573492692.304164384555960623,0.00030795974169307253,3.79275901258691,2.5137906531781598,51.453464269619346,,,,,,3590281,64181062,535769101.069416
2020-08-18,127477,1615214252,1615214252,172739,3381556407.969382991414383572,0.00029925186093169643,3.58883659446876,-3.4918041534589253,38.744798712641696,,,,,,3661536,65159573,434242208.748386
2020-08-19,130521,1615214252,1615214252,172763,3156321704.13619772511511601,0.00028539147620552897,3.3495966805259,-8.984068413210418,30.596719667392975,,,,,,4024439,64792713,489901715.95604
2020-08-20,32920,1615214252,1615214252,172794,3239851252.77402877872622116,0.0002897016547728367,3.43804028169288,-1.862829564433221,31.249014375553273,,,,,,4246503,64120291,256332259.608257
2020-08-21,9820,1615214252,1615214252,172769,3073735932.750073185645071934,0.0002830068742816148,3.26156902663626,-10.492932942142714,22.549693529209787,,,,,,4389781,64457204,487093257.607241
2020-08-22,22212,1615214252,1615214252,172732,3175989434.195124417677302464,0.00028846019735152454,3.36987543383616,-8.49359243828395,26.806712404922422,,,,,,4698794,64489499,274124996.809767
2020-08-23,19097,1615214252,1615214252,172791,3137360788.387304410198685964,0.0002853424344743151,3.32869334973357,-9.234100395781468,28.155265591853173,,,,,,4266654,64909244,171887455.881631
2020-08-24,25202,1615214252,1615214252,172748,3195245464.789500168866726088,0.0002879781914618241,3.38990880227534,-4.43342882350356,24.192263796295897,,,,,,4133373,64143621,193754645.824118
2020-08-25,25770,1615214252,1615214252,172800,2956166443.268047244903491,0.0002761009456173922,3.1360799785814,-12.4382598075929,15.55806232778025,,,,,,3851643,63880498,344105674.14741
2020-08-26,13415,1615214252,1615214252,172793,2945452386.1223161112940508,0.0002723602532493542,3.1245302037364,-11.850644696551834,9.39738691946806,,,,,,4212958,63349612,225566567.013295
2020-08-27,127893,1615214252,1615214252,172793,2802679514.481343234117242508,0.00026274744140516575,2.97290157578948,-8.752314474966287,-1.3037693384822995,,,,,,4471852,61857525,299105844.329536
2020-08-28,112522,1615214252,1615214252,172668,2936810076.652347364621659625,0.0002702140535924114,3.11499600347875,-2.4939185199401814,2.866364569153505,,,,,,4502839,62381591,227963931.500578
2020-08-29,26377,1615214252,1615214252,172244,2957871813.842407643714915631,0.0002730150562815009,3.13715112908829,-2.2858245785992977,2.5053407933306846,,,,,,4393478,63871115,165248966.242974
2020-08-30,23437,1615214252,1615214252,172797,3065039331.544598721685037952,0.0002778556315820748,3.25062631893142,-2.327077021379976,5.217159133618043,,,,,,4669689,63306631,192172262.175185
2020-08-31,25806,1615214252,1615214252,172789,3042366188.322754114259984268,0.000276271130142588,3.22639046284018,-1.35475413792743,-2.3658845736601046,,,,,,4650591,62725322,180946957.347991
2020-09-01,23237,1615214252,1615214252,172792,3304600718.735886038116537186,0.0002927460413107925,3.50427692468843,5.1852479070873985,19.057275420500293,,,,,,4750708,62254404,344400312.361031
2020-09-02,11599,1615214252,1615214252,172790,2937264746.970621486448039215,0.00027285996785483086,3.11456581503799,-7.163620514508418,2.326445011209682,,,,,,4860831,61870319,539211355.671192
2020-09-03,21798,1615214252,1615214252,171970,2511621863.93804632700226934,0.0002595207005511644,2.6630702178622,-19.408660446153362,-12.367149856366488,,,,,,4742140,62471057,534089256.712612
2020-09-04,22445,1615214252,1615214252,172217,2827227504.675408532760415066,0.0002862436731079771,2.99753413081366,-8.52056066981782,-1.7608540980224023,,,,,,4936802,62038121,921353013.266607
2020-09-05,15393,1615214253,1615214253,172767,2752928965.456367301088655184,0.0002881519572085184,2.91858847319934,-9.234255522295525,-5.5906087807081395,,,,,,4921186,61200145,952402201.742106
2020-09-06,19944,1615214253,1615214253,172781,2736916578.107049628649426793,0.0002829764187610988,2.90144208562323,-19.05875718341808,-3.67350570774301,,,,,,5100728,60023009,358531859.177629
2020-09-07,20098,1615214253,1615214253,172782,2687150259.8600684168158938,0.00027474406338087384,2.84851302771388,-24.46732621808342,-6.376683352985436,,,,,,5321754,60680432,328717303.57134
2020-09-08,21325,1615214253,1615214253,172797,2587861850.55053377747913451,0.00027136251268825544,2.74310471560122,-29.835147508247378,-9.229221070692804,,,,,,5219313,59427258,264454107.573313
2020-09-09,16305,1615214253,1615214253,172782,2600829659.236960109337947008,0.0002696522484831443,2.75668497796222,-26.800483664866277,-14.973262286484681,,,,,,5139001,59221145,161371081.637575
2020-09-10,32118,1615214253,1615214253,172792,2616503880.78280921666045593,0.00026833441814178645,2.77313712370279,-25.831165114077614,-7.902429143567614,,,,,,5119239,59424045,180556705.181276
2020-09-11,19360,1615214253,1615214253,172755,2627900311.480552411751645022,0.000268128063513057,2.78505175721271,-25.512366949602892,-8.052295938382446,,,,,,5088068,60294480,166819496.063264
2020-09-12,11277,1615214253,1615214253,172682,2644278021.417879794531532256,0.0002684919112256038,2.80224412560323,-24.868621892309307,-10.608285618783707,,,,,,5495973,54329121,128097501.576194
2020-09-13,18063,1615214253,1615214253,172794,2567495219.254127785540731227,0.000263570666277031,2.72071442682511,-32.67244303494273,-16.51971906098897,,,,,,5374264,54281117,169160505.913539
2020-09-14,23677,1615214253,1615214253,172785,2575522203.68373167811403332,0.00025594463577017444,2.7290659642812,-32.9440542734755,-26.90561449754348,,,,,,5155419,53614396,139887029.095953
2020-09-15,24949,1615214253,1615214253,172799,2552234715.38845915545430012,0.0002508706982465524,2.7042308443964,-33.65529873090101,-29.872778733845973,,,,,,5307284,53067271,153414551.278685
2020-09-16,25582,1615214253,1615214253,172794,2563363997.844590163008383287,0.00024760976556989777,2.71586327923439,-33.573849220748805,-28.393465806255026,,,,,,5574934,49920768,205441857.784463
2020-09-17,18174,1615214253,1615214253,172796,2586390697.820715540654234279,0.00025055103269595305,2.74009944251687,-32.9445435311673,-23.649367409482874,,,,,,5594252,50884190,140849941.023816
2020-09-18,12085,1615214253,1615214253,172798,2535043486.196153461420571873,0.00024592630250723485,2.68554297467461,-32.27898317794499,-19.824885476869746,,,,,,5729842,50309912,119275415.180531
2020-09-19,17326,1615214253,1615214253,172793,2551205308.841947462707233658,0.00024404544946726289,2.70250550704626,-32.53812247047729,-21.39401270436672,,,,,,5610686,49513368,93777392.7689703
2020-09-20,20473,1615214253,1615214253,172791,2521151971.98484380274552504,0.00024452520118102073,2.67051305300144,-33.42992709556831,-18.121829365187203,,,,,,5908339,46522323,88831295.6722815
2020-09-21,13929,1615214253,1615214253,172797,2376089592.742512330813966385,0.00024070961141586938,2.51671044793115,-33.982301948804974,-25.3174042381084,,,,,,5354602,45770358,161047331.178591
2020-09-22,27744,1615214253,1615214253,172788,2423054670.083300239252645376,0.00024394887620071633,2.56630294189804,-30.50023130905659,-22.90359392512237,,,,,,5807511,43164743,107879290.419205
2020-09-23,25839,1615214253,1615214253,172790,2302774284.154605528397595958,0.0002383168785721659,2.43876801071403,-14.227802267051867,-28.058005304534884,,,,,,6185612,43878205,98484002.21608
2020-09-24,32186,1615214253,1615214253,172664,2393441126.255968926369537045,0.00023602087225030443,2.53463822740815,-11.596148226779002,-19.178138162321716,,,,,,6212741,44629222,102160378.928998
2020-09-25,28659,1615214253,1615214253,172797,2401936390.715157916680845844,0.0002380730536213858,2.54348455609926,-8.710244351517307,-18.596256388954394,,,,,,6336067,49254819,112874930.494035
2020-09-26,28193,1615214253,1615214253,172794,2428344260.04670031229487965,0.00023936827490988024,2.57130129071802,-9.350437878314285,-13.508697642128013,,,,,,6485417,47367930,90970490.7957107
2020-09-27,25274,1615214253,1615214253,172797,2439440063.31698125465790998,0.00024007251391287734,2.5828979940346,-8.854317305010404,-17.081819971836758,,,,,,6260898,47154286,86064279.6868935
2020-09-28,24248,1615214253,1615214253,172795,2424713884.403080489024377777,0.00023930877702808405,2.56715500492313,-7.894231726019199,-18.169227452258916,,,,,,6554706,46178871,124633109.359038
2020-09-29,24401,1615214253,1615214253,172794,2455431873.093731012938071096,0.00023978325631233082,2.59952450941747,-12.106305171016023,-20.030041771395823,,,,,,6243344,44908501,89085772.4707026
2020-09-30,41653,1615214254,1615214254,172793,2436726025.887755506799948836,0.00023946210435440418,2.57957002292453,-12.405528184689064,-20.047804113153,,,,,,5989270,45408618,70904562.4280624
2020-10-01,31988,1615214254,1615214254,172797,2401718478.154120061029205799,0.00023969539725253987,2.54235735503223,-15.513240887497595,-27.449873121592006,,,,,,5771986,44551337,108070660.052576
2020-10-02,12077,1615214254,1615214254,172783,2343192796.540838358826764646,0.00023464838748988226,2.48025825289126,-15.518557950299785,-20.365842297636366,,,,,,5818576,47844056,126439295.166796
2020-10-03,10153,1615214254,1615214254,172800,2345298186.62860152268947466,0.00023516581709117655,2.4823410933502,-17.72392966207514,-6.786494899750779,,,,,,5611285,46799206,64339757.8353062
2020-10-04,9963,1615214254,1615214254,172799,2379851332.906351591656947055,0.0002361574293589843,2.51876507639945,-15.80615319555311,-15.972096847626261,,,,,,4820381,46999363,74897884.962514
2020-10-05,10543,1615214254,1615214254,172793,2385743793.762664551808420004,0.00023437656447339346,2.52485332215589,-13.172119971589815,-13.490601866587909,,,,,,4911246,47222679,77965098.5798005
2020-10-06,10731,1615214254,1615214254,172797,2535750809.89309342979570352,0.00025324230642786793,2.68345007741784,-16.17452184529193,-7.513229689661912,,,,,,5555358,47692810,522641814.005191
2020-10-07,35348,1615214254,1615214254,172797,2497460704.710484631216775831,0.0002477482695398122,2.64277895199681,-16.379114468745552,-7.222507803735945,,,,,,5524911,47409174,258493210.124648
2020-10-08,34255,1615214254,1615214254,172774,2465909108.033414150106621615,0.0002393237309060418,2.60923400363465,-19.674102155843176,-4.880262543576596,,,,,,5637964,47422212,207289655.355344
2020-10-09,38585,1615214254,1615214254,172794,2499639637.459351765111211544,0.0002388247371948357,2.64476990099132,-15.086750551419877,-4.059770262673585,,,,,,5449134,47571398,117827134.412335
2020-10-10,35745,1615214254,1615214254,172799,2501760814.883734993968733189,0.0002341761492294415,2.64685889210017,-13.784542845905792,-4.5536237830897,,,,,,5792425,47562206,121205860.709108
2020-10-11,41252,1615214254,1615214254,172787,2512998792.556153145879787198,0.0002336553805299843,2.65859226085806,-13.557899101337506,-4.54065157055505,,,,,,5895563,47474103,90339725.0508857
2020-10-12,37678,1615214254,1615214254,172307,2502005526.900972138184541116,0.00022919276879542969,2.64681012793969,-14.867479751030263,-5.546768614603854,,,,,,5785780,46841093,138123310.401231
2020-10-13,32413,1615214254,1615214254,172774,2495645057.740222451318650794,0.00023086406542473435,2.63992338169182,-16.449534712850785,-2.9694790580269665,,,,,,5699161,45675179,104124055.827518
2020-10-14,35184,1615214254,1615214254,172795,2464719500.029784714358343779,0.00022834675814344495,2.60705962518457,-11.954731510058442,-4.470626239654307,,,,,,5609654,44394657,85708504.827827
2020-10-15,37395,1615214254,1615214254,172762,2455858700.011789873812894753,0.00022582177021325176,2.59753325742209,-11.3937812049689,-3.9455798381785403,,,,,,5397917,43112122,76448336.56498
2020-10-16,40127,1615214254,1615214254,172728,2399663857.72225294511682654,0.0002238249941662609,2.53794873864561,-13.964846238275195,-6.550938773285175,,,,,,5402637,42588710,125549873.09849
2020-10-17,32374,1615214254,1615214254,172749,2386853237.50036972339048117,0.0002221504546547085,2.52425167875065,-12.439452475759241,-7.877369719398103,,,,,,5448214,42681980,68799565.6276076
2020-10-18,24864,1615214254,1615214254,172488,2408093507.80386468008500656,0.00022164044078290264,2.5465650097468,-11.086160663077397,-5.175041555410181,,,,,,5339314,42691057,44083748.6709928
2020-10-19,30721,1615214254,1615214254,172793,2440478320.40689950007718528,0.0002197090023143402,2.58066062876506,-11.675959826235738,-4.5085894538794875,,,,,,4245454,42235256,75031756.5830874
2020-10-20,25464,1615214254,1615214254,172755,2390039407.505876149868906006,0.00021184335495162338,2.52717624674674,-13.62190568284172,-5.367388341112997,,,,,,4184293,42722675,87648666.7597746
2020-10-21,30813,1615214254,1615214254,172735,2472721510.007854652010220441,0.0002034829536755241,2.61444882117557,-9.551042045652293,3.883576409227581,,,,,,5008637,42113227,153945305.810064
2020-10-22,10620,1615214254,1615214254,172369,2526404012.9790451247640915,0.00020550503024688554,2.6710514953681,-1.2275663000191148,4.081690893148733,,,,,,5381394,41653557,138995336.834803
2020-10-23,29483,1615214254,1615214254,172770,2500992438.586023695056280963,0.00020411811260803502,2.64402962154451,-3.6175372454049044,8.416610761200797,,,,,,5236776,41723690,94497908.0857228
2020-10-24,27296,1615214254,1615214254,172784,2515877401.771265305800214808,0.00020280895323364828,2.65960962352828,-16.292841008189974,4.930541754194334,,,,,,5440006,41134279,67926431.1220546
2020-10-25,27891,1615214254,1615214254,172723,2569352272.41705454105265455,0.00020825444215993673,2.7159796791071,-13.42509654845902,6.781842751676938,,,,,,5618856,40785683,104536298.944567
2020-10-26,26699,1615214254,1615214254,172769,2492625354.93884567301619073,0.000201421098017639,2.63472012852082,-21.12231517494786,2.4664102192820305,,,,,,5667567,40371829,143937613.591783
2020-10-27,27087,1615214254,1615214254,172259,2529689888.252313845194855068,0.00019551311089275887,2.67374422615932,-19.380974170697755,3.51722105691112,,,,,,5826852,39712708,104794020.49765
2020-10-28,27144,1615214255,1615214255,172469,2514062052.127430767679417028,0.00019992512340099956,2.65707063533521,-21.92939001156645,3.502539980626228,,,,,,5727438,40087861,168885633.851318
2020-10-29,27280,1615214255,1615214255,172778,2496151616.48275872125817796,0.00019576580031258043,2.63798669925772,-19.398052147847395,1.4795855819366277,,,,,,5765114,40485543,98130913.9479612
2020-10-30,34041,1615214255,1615214255,172752,2377560894.91608137034021917,0.00018469840637172396,2.5125071093887,-22.967438453471136,-2.599771006014365,,,,,,5741323,40565814,172936694.664509
2020-10-31,9524,1615214255,1615214255,172793,2394198645.534438721819215991,0.0001832332349771528,2.52994408063727,-24.507165238218928,-0.48825844133946644,,,,,,5701383,40058281,102674321.191656
2020-11-01,9407,1615214255,1615214255,172795,2383015962.189939255697325787,0.0001833004423353265,2.51797973840351,-24.15682192649887,1.5208692670723933,,,,,,5272734,40147331,73021122.7724998
2020-11-02,10990,1615214255,1615214255,172793,2305329345.355293927529427748,0.00017915748226058595,2.43574715237937,-25.650483633395154,-1.8770160593823155,,,,,,5635385,40111606,119592017.335289
2020-11-03,10764,1615214255,1615214255,172793,2242782841.5372804072585357034,0.00016928913180390434,2.3695256557612385,-31.112564263132644,-5.925102822671648,,,,,,5524749,40262285,163118554.451135
