time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2024-06-18,0.00932877370440836,0.000000140316327976548,0.0000026581270597603,0.00869303454736868,0.00932877370440836,0.009227016111000762,kucoin-maneki-usdt-spot
2024-06-19,0.00831452687895502,0.000000127695527278289,0.00000239084004850538,0.00775068768627616,0.00831452687895502,0.008545954327576998,kucoin-maneki-usdt-spot
2024-06-20,0.00798694274300137,0.000000123105749664251,0.00000224505864546014,0.00744145909447517,0.00798694274300137,0.007956524395696335,kucoin-maneki-usdt-spot
2024-06-21,0.00767266391029244,0.000000118227052327331,0.00000218428455803428,0.00716988140745047,0.00767266391029244,0.007646975141660286,kucoin-maneki-usdt-spot
2024-06-22,0.00789969141004745,0.000000123266944098196,0.00000224531705120855,0.00739618342319265,0.00789969141004745,0.007935847776040925,kucoin-maneki-usdt-spot
2024-06-23,0.00798150525629157,0.000000124210034937802,0.00000228290791807382,0.0074657719770213,0.00798150525629157,0.007906677804923596,kucoin-maneki-usdt-spot
2024-06-24,0.00775009034293061,0.000000122347267605179,0.00000226613470360937,0.00724895607739067,0.00775009034293061,0.007714789769992853,kucoin-maneki-usdt-spot
2024-06-25,0.00764909082381797,0.000000126936996638718,0.00000228489814328999,0.00713410559539003,0.00764909082381797,0.007686381831850483,kucoin-maneki-usdt-spot
2024-06-26,0.00804011262720849,0.000000130226047012231,0.00000236982593404238,0.00751483698044194,0.00804011262720849,0.008058063440756004,kucoin-maneki-usdt-spot
2024-06-27,0.00944764565333433,0.000000155403027805548,0.00000280432341771923,0.00885056615186008,0.00944764565333433,0.0094438575,kucoin-maneki-usdt-spot
2024-06-28,0.0104071523362601,0.000000169029808011863,0.00000302199419211149,0.0097327224774871,0.0104071523362601,0.010460340381361425,gate.io-maneki-usdt-spot
2024-06-29,0.00876324406960155,0.000000145319442354141,0.00000259825027241547,0.00819263655302922,0.00876324406960155,0.008821651943649143,gate.io-maneki-usdt-spot
2024-06-30,0.00871879852778028,0.000000143190909642964,0.00000258448490834385,0.00815205689908381,0.00871879852778028,0.0087573,crypto.com-maneki-usd-spot
2024-07-01,0.0087786609938044,0.000000139869379638901,0.00000255350352442202,0.00818325120085532,0.0087786609938044,0.00870592341588982,kucoin-maneki-usdt-spot
2024-07-02,0.00908070906746781,0.000000144515815948718,0.00000264155648004078,0.00846200010229816,0.00908070906746781,0.009070176059517375,kucoin-maneki-usdt-spot
2024-07-03,0.00849750033299595,0.000000136993225686647,0.00000248598594136847,0.00791336702696897,0.00849750033299595,0.008508793170873037,gate.io-maneki-usdt-spot
2024-07-04,0.00751000562837045,0.000000124716964404899,0.00000227944668934417,0.00696781714954629,0.00751000562837045,0.007502069472490466,kucoin-maneki-usdt-spot
2024-07-05,0.00694435864255154,0.000000120943421429927,0.00000225415279348608,0.00642959642726254,0.00694435864255154,0.006856373381576838,gate.io-maneki-usdt-spot
2024-07-06,0.00724484470536232,0.000000127727759067109,0.00000242607883312451,0.00669560663577035,0.00724484470536232,0.007219951561153515,kucoin-maneki-usdt-spot
2024-07-07,0.00735231696034672,0.000000126200054456011,0.00000239651212823385,0.00679236607020133,0.00735231696034672,0.007371850406310272,kucoin-maneki-usdt-spot
2024-07-08,0.00609864468216229,0.000000108685886318585,0.0000020794104284142,0.00563652429743608,0.00609864468216229,0.006058653642167497,kucoin-maneki-usdt-spot
2024-07-09,0.00593836239797074,0.000000104747959348288,0.00000196604243901653,0.00548842862776098,0.00593836239797074,0.005976678394273826,gate.io-maneki-usdt-spot
2024-07-10,0.00613007157075042,0.000000105724735472625,0.00000200056155856012,0.00567071585952446,0.00613007157075042,0.006102909417040359,gate.io-maneki-usdt-spot
2024-07-11,0.00686834129418554,0.000000118989985505108,0.00000221477419877035,0.00634671357331341,0.00686834129418554,0.006847307625379088,kucoin-maneki-usdt-spot
2024-07-12,0.00675152511635373,0.000000117811805666832,0.00000218013956584422,0.00621676907793384,0.00675152511635373,0.006710102978920956,kucoin-maneki-usdt-spot
2024-07-13,0.00677594853219907,0.0000001171111572242,0.00000216458060448767,0.0062192892432571,0.00677594853219907,0.006982690037103711,kucoin-maneki-usdt-spot
2024-07-14,0.00680620134979721,0.000000114719565171192,0.00000213906512340925,0.00621617854460374,0.00680620134979721,0.006802438586436085,kucoin-maneki-usdt-spot
2024-07-15,0.00732122343533695,0.000000119990483695951,0.00000224806963199542,0.00672276244266116,0.00732122343533695,0.007271309446655921,kucoin-maneki-usdt-spot
2024-07-16,0.00810849748646411,0.000000125257239540862,0.00000232469166810438,0.00744343687849289,0.00810849748646411,0.008150538415237312,gate.io-maneki-usdt-spot
2024-07-17,0.008927460541338,0.000000137094923226603,0.00000259012766440451,0.00819250770618813,0.008927460541338,0.008871800414842661,gate.io-maneki-usdt-spot
2024-07-18,0.00817112583432033,0.0000001272733858324,0.00000240745014665636,0.00747678075051665,0.00817112583432033,0.008128722217731869,gate.io-maneki-usdt-spot
2024-07-19,0.0070809002141327,0.000000110666209842434,0.00000206372831895683,0.00650083473053056,0.0070809002141327,0.00707960937869982,kucoin-maneki-usdt-spot
2024-07-20,0.00829358141303314,0.000000124237646429416,0.00000236453277478712,0.00761324974950172,0.00829358141303314,0.008335949464446445,kucoin-maneki-usdt-spot
2024-07-21,0.00815283494929416,0.000000121348136352313,0.00000231577329138983,0.00748296511247359,0.00815283494929416,0.008164097073163828,mexc-maneki-usdt-spot
2024-07-22,0.00929960683397582,0.000000136645146605347,0.00000263408976296024,0.00848913179739526,0.00929960683397582,0.009425046568241282,gate.io-maneki-usdt-spot
2024-07-23,0.00999943002917648,0.000000148062497387857,0.00000290517351776785,0.00918235294167592,0.00999943002917648,0.010040268563586353,gate.io-maneki-usdt-spot
2024-07-24,0.0102236105032773,0.000000155099629794952,0.0000029355177394233,0.00941552264750423,0.0102236105032773,0.01016913869594057,gate.io-maneki-usdt-spot
2024-07-25,0.00993130121160495,0.000000151963071129413,0.00000298083309087865,0.0091681123878919,0.00993130121160495,0.009971535535976505,gate.io-maneki-usdt-spot
2024-07-26,0.00961390751356469,0.000000146281284233044,0.0000030292253188427,0.0088702682121056,0.00961390751356469,0.009627421145779537,gate.io-maneki-usdt-spot
2024-07-27,0.0101838524812921,0.000000149956060719851,0.00000310584433828093,0.00938030249251491,0.0101838524812921,0.010147403738499695,gate.io-maneki-usdt-spot
2024-07-28,0.00986607471324696,0.000000144924433283779,0.0000030317282875911,0.00908039586515518,0.00986607471324696,0.009778009037683331,gate.io-maneki-usdt-spot
2024-07-29,0.00887217566505981,0.000000130146524570873,0.00000271263233016632,0.00817147550290845,0.00887217566505981,0.00887039368518193,gate.io-maneki-usdt-spot
2024-07-30,0.00827753444106661,0.000000123790714907553,0.00000249086874162581,0.00765182408625797,0.00827753444106661,0.00828430030133461,gate.io-maneki-usdt-spot
2024-07-31,0.00788408877430349,0.000000119118541960885,0.00000240648357474252,0.00729796459549214,0.00788408877430349,0.00788790667675061,kucoin-maneki-usdt-spot
2024-08-01,0.00737650117169286,0.000000114027343854666,0.00000228250375976443,0.00681958015630048,0.00737650117169286,0.007347373294346978,kucoin-maneki-usdt-spot
2024-08-02,0.00721121507007483,0.000000110638696045038,0.00000225119721457346,0.00668829673921529,0.00721121507007483,0.007363574188397286,gate.io-maneki-usdt-spot
2024-08-03,0.00632571459585837,0.000000102845826685407,0.00000211916712917689,0.00582449007753428,0.00632571459585837,0.006343043695835926,gate.io-maneki-usdt-spot
2024-08-04,0.00613345629407412,0.000000101064981397313,0.0000021115077615941,0.00565131753710037,0.00613345629407412,0.006097774983982172,mexc-maneki-usdt-spot
2024-08-05,0.00520354723933769,0.0000000892450800246604,0.00000192833953905094,0.00478302894219362,0.00520354723933769,0.005178864267925936,gate.io-maneki-usdt-spot
2024-08-06,0.00409117033070048,0.0000000752833497790813,0.00000168065512875615,0.00374725694630659,0.00409117033070048,0.004058774507620587,gate.io-maneki-usdt-spot
2024-08-07,0.00459654396272112,0.0000000820116208135507,0.00000186955322344944,0.00421596961246338,0.00459654396272112,0.0046011401575916325,gate.io-maneki-usdt-spot
2024-08-08,0.00455403656319176,0.0000000826058036455812,0.00000194093937998492,0.00417017186376097,0.00455403656319176,0.004540595367501701,gate.io-maneki-usdt-spot
2024-08-09,0.00526213146858247,0.0000000849981318715273,0.00000195859581515227,0.00482473528260845,0.00526213146858247,0.005513717528984545,gate.io-maneki-usdt-spot
2024-08-10,0.00480214075058917,0.0000000790854142001755,0.00000185199125390273,0.00440389420827896,0.00480214075058917,0.00480776242867071,gate.io-maneki-usdt-spot
2024-08-11,0.00460568506725521,0.0000000756623526661949,0.00000176674052622898,0.00422789875988507,0.00460568506725521,0.004607295626547901,gate.io-maneki-usdt-spot
2024-08-12,0.00391988434804643,0.0000000666237914604712,0.00000153180118153197,0.00359565667433388,0.00391988434804643,0.0038935370479148863,gate.io-maneki-usdt-spot
2024-08-13,0.00404098188223457,0.0000000680366837626106,0.00000148083415353323,0.00369865779201248,0.00404098188223457,0.004044247147562896,gate.io-maneki-usdt-spot
