time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD
2024-06-17,1055863705.74836738606311259205,,,,,
2024-06-18,1046472049.3133570788477360868,,,,,
2024-06-19,1070647568.09828413818250871024,,,,,
2024-06-20,1062649197.3682334444576366057,,,,,
2024-06-21,1065157889.35299870302311603944,,,,,
2024-06-22,1058487443.4537835498803113311,,,,,
2024-06-23,1035639916.612501053568479618,,,,,
2024-06-24,1010769550.44240675081498777828,,,,,
2024-06-25,1027065924.6137152961101643852,,,,,
2024-06-26,1021407649.91420230759903991643,,,,,
2024-06-27,1041684172.30329514100984726903,,,,,
2024-06-28,1027563885.42186666263131406148,,,,,
2024-06-29,1028830138.83890140455476262998,,,,,
2024-06-30,1020898362.41906112931780048944,,,,,
2024-07-01,1023519888.250247832957283392,,,,,
2024-07-02,1018415373.96037793944754841194,,,,,
2024-07-03,985076375.28307859347227527584,,,,,
2024-07-04,904077265.7223142517269865515,,,,,
2024-07-05,875902456.8640581204459908029,,,,,
2024-07-06,887542601.93014340154788600076,,,,,
2024-07-07,802641656.1576181788367403976,,,,,
2024-07-08,794487028.3763992819240702169,,,,,
2024-07-09,805837745.69828619302835095912,,,,,
2024-07-10,801063830.4242588241296554155,,,,,
2024-07-11,799157185.378120143755779445,,,,,
2024-07-12,804564806.152847688193138482,,,,,
2024-07-13,818073013.480826525181349961,,,,,
2024-07-14,837515106.92295480949666776882,,,,,
2024-07-15,891369259.2377861640171382199,,,,,
2024-07-16,880960052.33486235799400191945,,,,,
2024-07-17,866227106.77897516492553574372,,,,,
2024-07-18,864049703.55184668252266727624,,,,,
2024-07-19,884551860.00813404896111335756,,,,,
2024-07-20,895596494.17039512254552321888,,,,,
2024-07-21,896526286.3250899655532419672,,,,,
2024-07-22,878722430.95476846989440424488,,,,,
2024-07-23,890227361.74779725386020503558,,,,,
2024-07-24,849045761.10193624990823470013,,,,,
2024-07-25,809482434.23656222123452624,,,,,
2024-07-26,824123773.31462269409294715895,,,,,
2024-07-27,826650043.75931310234059901173,,,,,
2024-07-28,826652976.81393708151133394037,,,,,
2024-07-29,839449129.88548658839771203973,,,,,
2024-07-30,829791092.92042576598153720238,,,,,
2024-07-31,813594583.5525397290440468512,,,,,
2024-08-01,812753224.06742591067795045072,,,,,
2024-08-02,756328680.96813920980686192192,,,,,
2024-08-03,733661720.13788819656892148449,,,,,
2024-08-04,678836512.3262469958616230276,,,,,
2024-08-05,615505129.33623288917240751826,,,,,
2024-08-06,626519814.28421658403555958676,,,,,
2024-08-07,600765259.2496671566670360628,,,,,
2024-08-08,666063485.38735986246039860193,,,,,
2024-08-09,656346638.36816334520713535074,,,,,
2024-08-10,657566806.15253005802071207125,,,,,
2024-08-11,646219283.068072623790371247,,,,,
2024-08-12,689695570.20765167230217177369,,,,,
2024-08-13,683562992.25765644657375772348,,,,,
2024-08-14,700857794.7843909918090777966,,,,,
2024-08-15,678965387.6816883104535958004,,,,,
2024-08-16,681592199.68352068231966255152,,,,,
2024-08-17,681781415.02140697358949165846,,,,,
2024-08-18,682356605.76937516669132968569,,,,,
2024-08-19,684860420.92581999577038683815,,,,,
2024-08-20,675435700.98852941379130601637,,,,,
2024-08-21,690052538.95901396532360127837,,,,,
2024-08-22,681890118.31270575382290276132,,,,,
2024-08-23,725216693.3200354705403698029,,,,,
2024-08-24,716658578.40104623120144482768,,,,,
2024-08-25,713163592.94445183905093752144,,,,,
2024-08-26,693017625.37114652319446284666,,,,,
2024-08-27,649602209.7252866972318805425,,,,,
2024-08-28,653757241.31602395237829853568,,,,,
2024-08-29,647524421.95889092391352352836,,,,,
2024-08-30,648150890.31867950830715931068,,,,,
2024-08-31,644421971.13120383761366666464,,,,,
2024-09-01,616366901.09497996977780858954,,,,,
2024-09-02,646958559.32851201337140064628,,,,,
2024-09-03,621060765.0831807232978433518,,,,,
2024-09-04,626178815.0671932131597768612,,,,,
2024-09-05,604313369.88388271736397378812,,,,,
2024-09-06,566841744.18070254120889171248,,,,,
2024-09-07,581311041.4233154620529707102,,,,,
2024-09-08,585537166.1914954037410931148,,,,,
2024-09-09,600983596.6495662528847377842,,,,,
2024-09-10,614961957.8982861022633469142,,,,,
2024-09-11,595758853.0434282840602563731,,,,,
2024-09-12,598293730.76141153068740702648,,,,,
2024-09-13,617929056.38134853469023277965,,,,,
2024-09-14,614155359.90854321968674452562,,,,,
2024-09-15,586835231.00712130884518486272,,,,,
2024-09-16,580563976.46757701792499054296,,,,,
2024-09-17,590238778.0681872973383247695,,,,,
2024-09-18,596415773.84870211835124656416,,,,,
2024-09-19,621716931.35979755826545797032,,,,,
2024-09-20,641659725.50458645865074122508,,,,,
2024-09-21,656761867.74783408418956200016,,,,,
2024-09-22,646924494.15082215914804084872,,,,,
2024-09-23,668415264.13248954397648697934,,,,,
2024-09-24,672036815.50472033147896439553,,,,,
2024-09-25,647930736.48247179186545340586,,,,,
2024-09-26,661935474.80759119299789885437,,,,,
2024-09-27,678118858.877908271380034273,,,,,
2024-09-28,673297481.0608092612872416772,,,,,
2024-09-29,669024426.9699761493996504226,,,,,
2024-09-30,654232490.96883235576913382067,,,,,
2024-10-01,602503315.10264839032226506444,,,,,
2024-10-02,580777489.38019774585484755997,,,,,
2024-10-03,573606491.8184847288575135102,,,,,
2024-10-04,590325978.85510406541744508816,,,,,
2024-10-05,589970673.62950641446397611168,,,,,
2024-10-06,596341329.99500028582969950748,,,,,
2024-10-07,593647343.18158080081994192938,,,,,
2024-10-08,606438323.48298499567277375808,,,,,
2024-10-09,587196043.280846587059998076,,,,,
2024-10-10,578398304.15232269853895619463,,,,,
2024-10-11,602191759.44399867923585455044,,,,,
2024-10-12,613606250.133935356124686028,,,,,
2024-10-13,604233045.87186684199111885898,,,,,
2024-10-14,641208482.28012123593578518055,,,,,
2024-10-15,633543506.629833673125995616,,,,,
2024-10-16,634558041.78379049590666526067,,,,,
2024-10-17,635460452.83336195794315755106,,,,,
2024-10-18,642302668.22785297008121797807,,,,,
2024-10-19,646379275.0772302818679077876,,,,,
2024-10-20,666815600.63173421973337084601,,,,,
2024-10-21,650473111.74253288776490965469,,,,,
2024-10-22,638166638.35925355359585181294,,,,,
2024-10-23,611880688.15559435403200847573,,,,,
2024-10-24,607323779.5271798014363105032,,,,,
2024-10-25,577427629.4611404454191975549,,,,,
2024-10-26,591511804.1434543743600226732,,,,,
2024-10-27,595833053.57578134821448159867,,,,,
2024-10-28,609889917.3488014393129117168,,,,,
2024-10-29,623668452.22999534848938608004,,,,,
2024-10-30,628583881.4576208984188881467,,,,,
2024-10-31,593861687.4601458974229985125,,,,,
2024-11-01,592261425.30690490739714655479,,,,,
2024-11-02,584936673.65404194342631943962,,,,,
2024-11-03,574621451.00782879517421689881,,,,,
2024-11-04,559332699.9067636989559019688,,,,,
2024-11-05,564780140.95162039105863395192,,,,,
2024-11-06,618189648.47804747837302476184,,,,,
2024-11-07,670936806.31290753590315483456,,,,,
2024-11-08,686397219.52439016189182368563,,,,,
2024-11-09,732841557.1576899550619488613,,,,,
2024-11-10,738209840.97208286076791373704,,,,,
2024-11-11,782081949.05772408225322693938,,,,,
2024-11-12,754672920.132743698480324472,,,,,
2024-11-13,740217095.34045139520875901565,,,,,
2024-11-14,708871279.44065125813976686363,,,,,
2024-11-15,704115943.96098262173709310184,,,,,
2024-11-16,709493714.2600173101927961269,,,,,
2024-11-17,693472557.83965068313234663632,,,,,
2024-11-18,712457221.34412438523684835861,,,,,
2024-11-19,700875930.0785595823420027176,,,,,
2024-11-20,691660957.79558164846070836128,,,,,
2024-11-21,758466473.15216032974119073465,,,,,
2024-11-22,815229638.2611099205719241212,,,,,
2024-11-23,904338634.49865554302703128525,,,,,
2024-11-24,884970800.24637250504714992723,,,,,
2024-11-25,903557741.67153337773091840065,,,,,
2024-11-26,839658774.65709559521478620816,,,,,
2024-11-27,1033275379.23659722685325589504,,,,,
2024-11-28,1021910195.92083717296714685441,,,,,
2024-11-29,1043885463.26680727719704065112,,,,,
2024-11-30,1275185126.646912687720325411,,,,,
2024-12-01,1347994551.97875709248703775106,,,,,
2024-12-02,1314756839.79903428069122438702,,,,,
2024-12-03,1308341915.0171597015561712581,,,,,
2024-12-04,1624099479.612751592757610801006,,,,,
2024-12-05,1594146358.919665344477561906303,,,,,
2024-12-06,1682625622.549886320250335856805,,,,,
2024-12-07,1676665468.078352189934682586112,,,,,
2024-12-08,1675096843.630426107177321603196,,,,,
2024-12-09,1550197514.28043596596815379288,,,,,
2024-12-10,1493061975.147918850015569093733,,,,,
2024-12-11,1838616722.564044832193097329558,,,,,
2024-12-12,1856189797.953881587417019426781,,,,,
2024-12-13,1889587880.6515178830974431013,,,,,
2024-12-14,1871362329.165551593964460300048,,,,,
2024-12-15,1931371576.785086990971845526884,,,,,
2024-12-16,2004899730.181173757701682531324,,,,,
2024-12-17,1955206866.298057385260536694328,,,,,
2024-12-18,1921663242.27093881994549562734,,,,,
2024-12-19,1703045558.841746476277822859436,,,,,
2024-12-20,1725414221.548382843590092713772,,,,,
2024-12-21,1713063176.348617227855103418271,,,,,
2024-12-22,1683908809.781036649550972773543,,,,,
2024-12-23,1771038405.245918055068475537668,,,,,
2024-12-24,1789563626.0524967277732561042,,,,,
2024-12-25,1787347267.469605788955430229372,,,,,
2024-12-26,1703957843.894431212473596258998,,,,,
2024-12-27,1670163408.843177241760085712066,,,,,
2024-12-28,1708144556.486224478432783356495,,,,,
2024-12-29,1693311357.042687116279686412088,,,,,
2024-12-30,1675681076.077378433426289300495,,,,,
2024-12-31,1664119622.276882626519207417468,,,,,
2025-01-01,1627227883.81428455899591052115,,,,,
2025-01-02,1706754772.736017899383725638712,,,,,
2025-01-03,1722452548.70181400096386480976,,,,,
2025-01-04,1841638974.699949466632570264824,,,,,
2025-01-05,1804623754.638195850276534562672,,,,,
2025-01-06,1839537467.797004120789029241412,,,,,
2025-01-07,1736627609.423141230326163784874,,,,,
2025-01-08,1668527695.943176266926751752653,,,,,
2025-01-09,1625169231.818013182396256082175,,,,,
2025-01-10,1647792303.681071179249209507525,,,,,
2025-01-11,1647384280.338903281008574843088,,,,,
2025-01-12,1635921774.4740362305284298206,,,,,
2025-01-13,1563426705.750440269690705675072,,,,,
2025-01-14,1608918242.873891514371606912246,,,,,
2025-01-15,1856508738.436130833622471568933,,,,,
2025-01-16,1840213929.558417892520022082027,,,,,
2025-01-17,1951283083.55355801118323795864,,,,,
2025-01-18,1836301108.204791700886164352604,,,,,
2025-01-19,1891403424.866072987621191802455,,,,,
2025-01-20,1855596168.020821625292181930785,,,,,
2025-01-21,1862482729.275942484575123654421,,,,,
2025-01-22,1821862069.04687198909517100688,,,,,
2025-01-23,1807107692.97125467007764860255,,,,,
2025-01-24,1862427562.383749716241334095715,,,,,
2025-01-25,1865508778.61761402686470056848,,,,,
2025-01-26,1849046740.284198305831140593796,,,,,
2025-01-27,1776224884.650070849751560560354,,,,,
2025-01-28,1714325727.57574223582317425996,,,,,
2025-01-29,1773581614.98473940483817073327,,,,,
2025-01-30,1834570189.625751815800502522904,,,,,
2025-01-31,1847286755.784621471492196465299,,,,,
2025-02-01,1729625260.915087553196061348279,,,,,
2025-02-02,1598354717.526700687861246119165,,,,,
