time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2023-01-17,0,0,,,,,0,,,,,,0,0,0,
2023-01-18,0,0,,,,,0,,,,,,0,0,0,
2023-01-19,0,0,,,,,0,,,,,,0,0,0,
2023-01-20,0,0,,,,,0,,,,,,0,0,0,
2023-01-21,0,0,,,,,0,,,,,,0,0,0,
2023-01-22,0,0,,,,,0,,,,,,0,0,0,
2023-01-23,0,0,,,,,0,,,,,,0,0,0,
2023-01-24,0,0,,,,,0,,,,,,0,0,0,
2023-01-25,0,0,,,,,0,,,,,,0,0,0,
2023-01-26,0,0,,,,,0,,,,,,0,0,0,
2023-01-27,0,0,,,,,0,,,,,,0,0,0,
2023-01-28,0,0,,,,,0,,,,,,0,0,0,
2023-01-29,0,0,,,,,0,,,,,,0,0,0,
2023-01-30,0,0,,,,,0,,,,,,0,0,0,
2023-01-31,0,0,,,,,0,,,,,,0,0,0,
2023-02-01,0,0,,,,,0,,,,,,0,0,0,
2023-02-02,0,0,,,,,0,,,,,,0,0,0,
2023-02-03,0,0,,,,,0,,,,,,0,0,0,
2023-02-04,0,0,,,,,0,,,,,,0,0,0,
2023-02-05,0,0,,,,,0,,,,,,0,0,0,
2023-02-06,0,0,,,,,0,,,,,,0,0,0,
2023-02-07,0,0,,,,,0,,,,,,0,0,0,
2023-02-08,0,0,,,,,0,,,,,,0,0,0,
2023-02-09,0,0,,,,,0,,,,,,0,0,0,
2023-02-10,0,0,,,,,0,,,,,,0,0,0,
2023-02-11,0,0,,,,,0,,,,,,0,0,0,
2023-02-12,0,0,,,,,0,,,,,,0,0,0,
2023-02-13,0,0,,,,,0,,,,,,0,0,0,
2023-02-14,0,0,,,,,0,,,,,,0,0,0,
2023-02-15,0,0,,,,,0,,,,,,0,0,0,
2023-02-16,0,0,,,,,0,,,,,,0,0,0,
2023-02-17,0,0,,,,,0,,,,,,0,0,0,
2023-02-18,0,0,,,,,0,,,,,,0,0,0,
2023-02-19,0,0,,,,,0,,,,,,0,0,0,
2023-02-20,0,0,,,,,0,,,,,,0,0,0,
2023-02-21,0,0,,,,,0,,,,,,0,0,0,
2023-02-22,0,0,,,,,0,,,,,,0,0,0,
2023-02-23,0,0,,,,,0,,,,,,0,0,0,
2023-02-24,0,0,,,,,0,,,,,,0,0,0,
2023-02-25,0,0,,,,,0,,,,,,0,0,0,
2023-02-26,0,0,,,,,0,,,,,,0,0,0,
2023-02-27,0,0,,,,,0,,,,,,0,0,0,
2023-02-28,0,0,,,,,0,,,,,,0,0,0,
2023-03-01,0,0,,,,,0,,,,,,0,0,0,
2023-03-02,0,0,,,,,0,,,,,,0,0,0,
2023-03-03,0,0,,,,,0,,,,,,0,0,0,
2023-03-04,0,0,,,,,0,,,,,,0,0,0,
2023-03-05,0,0,,,,,0,,,,,,0,0,0,
2023-03-06,0,0,,,,,0,,,,,,0,0,0,
2023-03-07,0,0,,,,,0,,,,,,0,0,0,
2023-03-08,0,0,,,,,0,,,,,,0,0,0,
2023-03-09,0,0,,,,,0,,,,,,0,0,0,
2023-03-10,0,0,,,,,0,,,,,,0,0,0,
2023-03-11,0,0,,,,,0,,,,,,0,0,0,
2023-03-12,0,0,,,,,0,,,,,,0,0,0,
2023-03-13,0,0,,,,,0,,,,,,0,0,0,
2023-03-14,0,0,,,,,0,,,,,,0,0,0,
2023-03-15,0,0,,,,,0,,,,,,0,0,0,
2023-03-16,0,0,,,,,0,,,,,,0,0,0,
2023-03-17,0,0,,,,,0,,,,,,0,0,0,
2023-03-18,0,0,,,,,0,,,,,,0,0,0,
2023-03-19,0,0,,,,,0,,,,,,0,0,0,
2023-03-20,0,0,,,,,0,,,,,,0,0,0,
2023-03-21,0,0,,,,,0,,,,,,0,0,0,
2023-03-22,0,0,,,,,0,,,,,,0,0,0,
2023-03-23,0,0,,,,,0,,,,,,0,0,0,
2023-03-24,0,0,,,,,0,,,,,,0,0,0,
2023-03-25,0,0,,,,,0,,,,,,0,0,0,
2023-03-26,0,0,,,,,0,,,,,,0,0,0,
2023-03-27,0,0,,,,,0,,,,,,0,0,0,
2023-03-28,0,0,,,,,0,,,,,,0,0,0,
2023-03-29,2,2,1744984577,1744984577,,,48.965183040843668922,,,,,,48.965183040843668922,1,1,
2023-03-30,0,2,1744984577,1744984577,,,0,,,,,,48.965183040843668922,0,0,
2023-03-31,0,2,1744984577,1744984577,,,0,,,,,,48.965183040843668922,0,0,
2023-04-01,0,2,1744984578,1744984578,,,0,,,,,,48.965183040843668922,0,0,
2023-04-02,0,2,1744984578,1744984578,,,0,,,,,,48.965183040843668922,0,0,
2023-04-03,0,2,1744984578,1744984578,,,0,,,,,,48.965183040843668922,0,0,
2023-04-04,0,2,1744984578,1744984578,,,0,,,,,,48.965183040843668922,0,0,
2023-04-05,0,2,1744984579,1744984579,,,0,,,,,,48.965183040843668922,0,0,
2023-04-06,0,2,1744984579,1744984579,,,0,,,,,,48.965183040843668922,0,0,
2023-04-07,0,2,1744984579,1744984579,,,0,,,,,,48.965183040843668922,0,0,
2023-04-08,0,2,1744984579,1744984579,,,0,,,,,,48.965183040843668922,0,0,
2023-04-09,0,2,1744984580,1744984580,,,0,,,,,,48.965183040843668922,0,0,
2023-04-10,0,2,1744984580,1744984580,,,0,,,,,,48.965183040843668922,0,0,
2023-04-11,0,2,1744984580,1744984580,,,0,,,,,,48.965183040843668922,0,0,
2023-04-12,0,2,1744984581,1744984581,,,0,,,,,,48.965183040843668922,0,0,
2023-04-13,0,2,1744984581,1744984581,,,0,,,,,,48.965183040843668922,0,0,
2023-04-14,0,2,1744984581,1744984581,,,0,,,,,,48.965183040843668922,0,0,
2023-04-15,0,2,1744984581,1744984581,,,0,,,,,,48.965183040843668922,0,0,
2023-04-16,0,2,1744984581,1744984581,,,0,,,,,,48.965183040843668922,0,0,
2023-04-17,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-18,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-19,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-20,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-21,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-22,0,2,1744984582,1744984582,,,0,,,,,,48.965183040843668922,0,0,
2023-04-23,0,2,1744984583,1744984583,,,0,,,,,,48.965183040843668922,0,0,
2023-04-24,0,2,1744984583,1744984583,,,0,,,,,,48.965183040843668922,0,0,
2023-04-25,0,2,1744984583,1744984583,,,0,,,,,,48.965183040843668922,0,0,
2023-04-26,0,2,1744984583,1744984583,,,0,,,,,,48.965183040843668922,0,0,
2023-04-27,0,2,1744984584,1744984584,,,0,,,,,,48.965183040843668922,0,0,
2023-04-28,0,2,1744984584,1744984584,,,0,,,,,,48.965183040843668922,0,0,
2023-04-29,0,2,1744984584,1744984584,,,0,,,,,,48.965183040843668922,0,0,
2023-04-30,0,2,1744984584,1744984584,,,0,,,,,,48.965183040843668922,0,0,
2023-05-01,0,2,1744984584,1744984584,,,0,,,,,,48.965183040843668922,0,0,
2023-05-02,0,2,1744984585,1744984585,,,0,,,,,,48.965183040843668922,0,0,
2023-05-03,0,2,1744984585,1744984585,,,0,,,,,,48.965183040843668922,0,0,
2023-05-04,0,2,1744984585,1744984585,,,0,,,,,,48.965183040843668922,0,0,
2023-05-05,0,2,1744984585,1744984585,,,0,,,,,,48.965183040843668922,0,0,
2023-05-06,0,2,1744984586,1744984586,,,0,,,,,,48.965183040843668922,0,0,
2023-05-07,0,2,1744984586,1744984586,,,0,,,,,,48.965183040843668922,0,0,
