time,ReferenceRate,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2024-07-25,12.4584072388966,12.4584072388966,12.452542626030365,null
2024-07-26,12.5921792789317,12.5921792789317,12.57117887214576,null
2024-07-27,12.6375656552883,12.6375656552883,12.624011619577828,null
2024-07-28,12.5745522379665,12.5745522379665,12.57303778077157,null
2024-07-29,12.6013887682892,12.6013887682892,12.610751850374108,null
2024-07-30,12.6524674158555,12.6524674158555,12.654029598440054,null
2024-07-31,12.6789902701137,12.6789902701137,12.681316818176176,null
2024-08-01,12.6032550620648,12.6032550620648,12.618679830515235,null
2024-08-02,12.6552624480644,12.6552624480644,12.663596842516688,null
2024-08-03,12.5500074892217,12.5500074892217,12.549516880885305,null
2024-08-04,12.5923999453207,12.5923999453207,12.602968138020952,null
2024-08-05,12.5027135982287,12.5027135982287,12.429503373834955,null
2024-08-06,12.5959786030446,12.5959786030446,12.556862851049443,null
2024-08-07,12.7616737373791,12.7616737373791,12.769065563027297,null
2024-08-08,12.8023850323742,12.8023850323742,12.806660885543339,null
2024-08-09,13.1401641045906,13.1401641045906,13.146869452194247,null
2024-08-10,13.4819606858584,13.4819606858584,13.481273790742156,null
2024-08-11,13.3819751927662,13.3819751927662,13.38220327971185,null
2024-08-12,13.2878179260887,13.2878179260887,13.288211587975303,null
2024-08-13,13.5106830242912,13.5106830242912,13.497676391655881,null
2024-08-14,13.7347613963133,13.7347613963133,13.75332167247356,null
2024-08-15,13.957714219905,13.957714219905,13.962633872380218,null
2024-08-16,13.838330454973,13.838330454973,13.838492061928665,null
2024-08-17,13.986370031456,13.986370031456,13.987197867498436,null
2024-08-18,13.9580914357886,13.9580914357886,13.917790166604508,null
2024-08-19,13.8259166528837,13.8259166528837,13.877407453760085,null
2024-08-20,14.0150874894125,14.0150874894125,14.138599299220921,null
2024-08-21,14.079086828162,14.079086828162,14.100896714464247,null
2024-08-22,14.016987479356,14.016987479356,14.000416212226297,null
2024-08-23,14.0548218502789,14.0548218502789,14.054118773664081,null
2024-08-24,14.504747911644,14.504747911644,14.538535034860978,null
2024-08-25,14.5178998830142,14.5178998830142,14.547433681648876,null
2024-08-26,14.6316799189435,14.6316799189435,14.592209628128135,null
2024-08-27,14.5499288781529,14.5499288781529,14.546435506022576,null
2024-08-28,14.2028792688094,14.2028792688094,14.226988742421831,null
2024-08-29,14.4520512370499,14.4520512370499,14.412125455721377,null
2024-08-30,14.5296530087697,14.5296530087697,14.511397150959022,null
2024-08-31,14.4175183214759,14.4175183214759,14.417037214848472,null
2024-09-01,14.3782748223376,14.3782748223376,14.379325575136365,null
2024-09-02,14.1636532921975,14.1636532921975,14.15624258931591,null
2024-09-03,14.3097337751344,14.3097337751344,14.300140596292799,null
2024-09-04,14.2634711784499,14.2634711784499,14.178675223155665,null
2024-09-05,14.4113717942079,14.4113717942079,,
2024-09-06,14.3692271871947,14.3692271871947,,
2024-09-07,13.9395652903287,13.9395652903287,,
2024-09-08,14.2973974174701,14.2973974174701,,
2024-09-09,14.4775898198397,14.4775898198397,,
2024-09-10,14.6940627597104,14.6940627597104,,
2024-09-11,14.8404838014736,14.8404838014736,,
2024-09-12,14.9471014545997,14.9471014545997,,
2024-09-13,14.7470356623948,14.7470356623948,,
2024-09-14,14.9402580258945,14.9402580258945,,
2024-09-15,15.0852796409791,15.0852796409791,,
2024-09-16,14.9830757536612,14.9830757536612,,
2024-09-17,15.0592950895309,15.0592950895309,,
2024-09-18,14.9824972341062,14.9824972341062,,
2024-09-19,15.448751589824,15.448751589824,,
2024-09-20,15.797787831201,15.797787831201,15.795024234626611,null
2024-09-21,15.7089789898581,15.7089789898581,15.820970800886744,null
2024-09-22,15.3573121040074,15.3573121040074,15.37691873518253,null
2024-09-23,15.7503038900519,15.7503038900519,15.764803297316213,null
2024-09-24,15.4170583643182,15.4170583643182,15.340183268760414,null
2024-09-25,15.1759602742383,15.1759602742383,15.162046638849484,null
2024-09-26,15.6235395086724,15.6235395086724,15.59016347927337,null
2024-09-27,15.7603042962707,15.7603042962707,15.761878832248948,null
2024-09-28,15.959431825603,15.959431825603,15.95766549756692,null
2024-09-29,15.8384809355734,15.8384809355734,15.838624675127011,null
2024-09-30,15.8960810130412,15.8960810130412,15.870072929026197,null
2024-10-01,15.6826226395233,15.6826226395233,15.679628829403722,null
2024-10-02,15.4288113261083,15.4288113261083,15.437529634867932,null
2024-10-03,15.3525103724506,15.3525103724506,15.3541772150631,null
2024-10-04,15.3552422787784,15.3552422787784,15.380631977881745,null
2024-10-05,15.626711627798,15.626711627798,15.651029808240486,null
2024-10-06,15.6223549334407,15.6223549334407,15.625098119306369,null
2024-10-07,15.2885770989378,15.2885770989378,15.28754198216343,null
2024-10-08,15.3420143282332,15.3420143282332,15.156070001808965,null
2024-10-09,15.3302404202534,15.3302404202534,15.329739371951325,null
2024-10-10,15.182542316982,15.182542316982,15.196136560594631,null
