time,CapMrktEstUSD,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD
2024-08-28,203530473.550463037561936424998,,,,,
2024-08-29,203530473.550463037561936424998,,,,,
2024-08-30,203530473.550463037561936424998,,,,,
2024-08-31,203530473.550463037561936424998,,,,,
2024-09-01,203530473.550463037561936424998,,,,,
2024-09-02,215741268.175152333942803172596,,,,,
2024-09-03,215741268.175152333942803172596,,,,,
2024-09-04,215790877.4169371197503869109,,,,,
2024-09-05,219919186.971507171716216299242,,,,,
2024-09-06,220174389.282357020828403340777,,,,,
2024-09-07,220400089.849635652732360736871,,,,,
2024-09-08,220065960.56301578209837097241,,,,,
2024-09-09,220540259.089598018502566401648,,,,,
2024-09-10,221570738.573633873114054857075,,,,,
2024-09-11,224028874.267986281546472445196,,,,,
2024-09-12,225294266.28537248953711878009,,,,,
2024-09-13,225730548.36193472604560811045,,,,,
2024-09-14,225977263.48598159992603103376,,,,,
2024-09-15,229777463.36901863937834989661,,,,,
2024-09-16,233873651.35936945359997207062,,,,,
2024-09-17,235649812.158238707529563032994,,,,,
2024-09-18,237299544.3888997708606762353,,,,,
2024-09-19,238191657.46521739157711037654,,,,,
2024-09-20,238260917.8919475907009018593,,,,,
2024-09-21,241014522.48630016081737259008,,,,,
2024-09-22,241358824.05164630338780477263,,,,,
2024-09-23,245600804.74308344081497013232,,,,,
2024-09-24,248000044.143110303652962001271,,,,,
2024-09-25,249268109.692357199776876016916,,,,,
2024-09-26,254814824.6037269224691353042,,,,,
2024-09-27,259034146.68835188387601169328,,,,,
2024-09-28,262121643.92534819907788161116,,,,,
2024-09-29,264710733.05013697243323777804,,,,,
2024-09-30,265828105.91636220220205393687,,,,,
2024-10-01,266794093.15662777921479371744,,,,,
2024-10-02,268351926.560288282122106338368,,,,,
2024-10-03,271744421.165717020732349989253,,,,,
2024-10-04,278957030.95216369748870708719,,,,,
2024-10-05,566246683.95754385201749057408,,,,,
2024-10-06,286164300.7912893552279043904,,,,,
2024-10-07,286852822.37688504558665292634,,,,,
2024-10-08,287518925.02870444294279463376,,,,,
2024-10-09,289173333.274835412766893926266,,,,,
2024-10-10,291027276.975521861887657597335,,,,,
2024-10-11,294722880.64149350051626921004,,,,,
2024-10-12,306011714.88819700341302237952,,,,,
2024-10-13,306628248.28564726788059906408,,,,,
2024-10-14,306792740.68050156879867338564,,,,,
2024-10-15,306931872.15818255200456977532,,,,,
2024-10-16,306095074.177617541238524596087,,,,,
2024-10-17,308928158.17748780129002241499,,,,,
2024-10-18,307930212.378815025558745673106,,,,,
2024-10-19,329691553.26922721225912014961,,,,,
2024-10-20,329923252.291178814913529974991,,,,,
2024-10-21,331656653.045683287542757468333,,,,,
2024-10-22,337405574.498998934436141295773,,,,,
2024-10-23,354965062.18581501143293777296,,,,,
2024-10-24,356568079.58780591246581833271,,,,,
2024-10-25,357981263.51682713884402907425,,,,,
2024-10-26,358086560.645603179713179727975,,,,,
2024-10-27,358634687.429224322703417558,,,,,
2024-10-28,358528714.207612586037506765544,,,,,
2024-10-29,366859795.169118334821836758,,,,,
2024-10-30,367811661.64688347510478918576,,,,,
2024-10-31,368433018.817687134032641726872,,,,,
2024-11-01,352763098.955873133074945099961,,,,,
2024-11-02,351461361.360274660600145983215,,,,,
2024-11-03,351227493.495869260487317342398,,,,,
2024-11-04,350325237.358476909350433378692,,,,,
2024-11-05,349782658.029047539784368401084,,,,,
2024-11-06,347523766.57841914984640675415,,,,,
2024-11-07,343242458.574031998782940168168,,,,,
2024-11-08,341865708.095910049047082144048,,,,,
2024-11-09,344133126.511989280935227224292,,,,,
2024-11-10,344046859.843434588560275024288,,,,,
2024-11-11,343804411.34442768677787606048,,,,,
2024-11-12,346463909.223134801701427151327,,,,,
2024-11-13,348134785.18828284043939487933,,,,,
2024-11-14,347062307.24176199845213154598,,,,,
2024-11-15,352537482.02967327965547497226,,,,,
2024-11-16,357043269.61269460351620502293,,,,,
2024-11-17,357826958.38811617052595892243,,,,,
2024-11-18,364008011.039876263691054943936,,,,,
2024-11-19,374714435.56711017351754911116,,,,,
2024-11-20,392957900.21791204486392852676,,,,,
2024-11-21,401841371.48147450523223661367,,,,,
2024-11-22,409759014.40132777599686036985,,,,,
2024-11-23,433047039.019497196891129663515,,,,,
2024-11-24,432858584.232637015428041828261,,,,,
2024-11-25,432032894.99239312758710470712,,,,,
2024-11-26,431212173.20543382825083720265,,,,,
2024-11-27,453181210.51026694037627535398,,,,,
2024-11-28,452055531.111793897599304506649,,,,,
2024-11-29,470204870.1939949264472905355,,,,,
2024-11-30,475321500.525158402114664328722,,,,,
2024-12-01,487570108.83416714964864213414,,,,,
2024-12-02,500878651.4631452352656916792,,,,,
2024-12-03,511158849.48188806569427950415,,,,,
2024-12-04,523015244.377212616783639338816,,,,,
2024-12-05,528608436.432835498251123375555,,,,,
2024-12-06,537736557.2759038770851087219916,,,,,
2024-12-07,565106807.6350394010925911302608,,,,,
2024-12-08,610457176.091548206026244717624,,,,,
2024-12-09,642103833.495350259211727697496,,,,,
2024-12-10,666410695.747010720380037550436,,,,,
2024-12-11,704228734.692670605335035759095,,,,,
2024-12-12,791028695.13017816776467141264,,,,,
2024-12-13,828101709.9694926261675874434132,,,,,
2024-12-14,839267204.4657029208792222704009,,,,,
2024-12-15,845602311.213391897890007402531,,,,,
2024-12-16,851485034.9820552325569053715054,,,,,
2024-12-17,865210626.524182689591233504188,,,,,
2024-12-18,875201614.861405031570539125702,,,,,
2024-12-19,1017628876.3757288817909516315,,,,,
2024-12-20,1208340414.81206421227256852756,,,,,
2024-12-21,1367638125.13260133782664274991,,,,,
2024-12-22,1403829796.91028969404500384906,,,,,
2024-12-23,1419261228.68667047522092028944,,,,,
2024-12-24,1457156515.3557360017113656678,,,,,
2024-12-25,1546551293.23857467846376478097,,,,,
2024-12-26,1616919350.81869074314220017562,,,,,
2024-12-27,1687813578.50950326751255182818,,,,,
2024-12-28,1770779637.601039766213855177979,,,,,
2024-12-29,1793989178.7677753101951450136,,,,,
2024-12-30,1805478377.250005084948704408998,,,,,
2024-12-31,1776204193.942847483038001904342,,,,,
2025-01-01,1635201828.75794378306477323536,,,,,
2025-01-02,1681669711.95557784778731134052,,,,,
2025-01-03,1742697313.07124233404925620396,,,,,
2025-01-04,1780227883.5846783834017374066,,,,,
2025-01-05,1811011752.2840255830398542206,,,,,
2025-01-06,1842781795.33362686222445973044,,,,,
2025-01-07,1861359513.16896762279793569852,,,,,
2025-01-08,1862178882.579652476171336911487,,,,,
2025-01-09,1775815148.826928260056393292501,,,,,
2025-01-10,1644612361.00556518937195802673,,,,,
2025-01-11,1575390732.246983498225981370932,,,,,
2025-01-12,1543940540.793104456196840742376,,,,,
2025-01-13,1532929927.999398481485517520221,,,,,
2025-01-14,1532823625.77578049613102602126,,,,,
2025-01-15,1533424757.5038830311706617314,,,,,
2025-01-16,1491939708.44075290229506093428,,,,,
2025-01-17,1482262697.96530037466012003248,,,,,
2025-01-18,1470726296.324219533080602017926,,,,,
2025-01-19,1464617975.193253072853246799772,,,,,
2025-01-20,1309103544.79317964581710316275,,,,,
2025-01-21,1263139115.14032330400201451393,,,,,
2025-01-22,1243925982.046706697205755827175,,,,,
2025-01-23,1243713105.37075661939842850125,,,,,
2025-01-24,1239042375.363668421625038487528,,,,,
2025-01-25,1238646493.9152268552404657148,,,,,
2025-01-26,1238554550.639666119554447649897,,,,,
2025-01-27,1227629239.309720230619951059025,,,,,
2025-01-28,1214301595.971091066545973783644,,,,,
2025-01-29,1205882738.603669957826511151948,,,,,
2025-01-30,1200481074.872055653337298089386,,,,,
2025-01-31,1198922698.523470713042468069648,,,,,
