time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2017-08-18,10,977,1611239760,1611239760,,,,0,,,,,,70000000,7,7,
2017-08-19,24,984,1611239760,1611239760,,,,0,,,,,,70000000,19,19,
2017-08-20,17,989,1611239760,1611239760,,,,0,,,,,,70000000,15,15,
2017-08-21,37,1008,1611239760,1611239760,,,,0,,,,,,70000000,36,36,
2017-08-22,33,1019,1611239761,1611239761,,,,0,,,,,,70000000,41,41,
2017-08-23,33,1021,1611239761,1611239761,,,,0,,,,,,70000000,31,31,
2017-08-24,521,1203,1611239761,1611239761,,,,0,,,,,,70000000,369,369,
2017-08-25,613,1505,1611239761,1611239761,,,,0,,,,,,70000000,513,513,
2017-08-26,472,1712,1611239761,1611239761,,,,0,,,,,,70000000,359,359,
2017-08-27,431,1883,1611239761,1611239761,,,,0,,,,,,70000000,340,340,
2017-08-28,189,1979,1611239761,1611239761,4.638258088789,66845858.224564384,,0,0,0.0002180347728945907,0.9549408317794912,,,70000000,147,147,3032673.6271534
2017-08-29,111,2042,1611239761,1611239761,4.536177427303,60562504.009824544,,0,0,0.0001880636337866086,0.8651786287117792,,,70000000,98,98,3645470.01839114
2017-08-30,153,2126,1611239762,1611239762,4.237403514775,43369565.366257788,,0,0,0.00013508062561015885,0.6195652195179684,,,70000000,140,140,2883853.5212934
2017-08-31,76,2159,1611239762,1611239762,4.202952497938,42747451.535075651,,0,0,0.00012882531418021906,0.6106778790725093,,,70000000,68,68,2650462.46274103
2017-09-01,158,2219,1611239762,1611239762,9.104968367049,109113931.627918231,,0,0,0.00031694139120413663,1.5587704518274033,,,70000000,151,151,11712753.0467051
2017-09-02,279,2334,1611239762,1611239762,8.959998917901,129225448.102329033,,0,0,0.00040175621060879664,1.8460778300332719,,,70000000,256,256,8864401.40775434
2017-09-03,380,2505,1611239762,1611239762,11.954015794128,204082708.85165023,,0,0,0.0006303309174397823,2.915467269309289,,,70000000,398,398,24734127.9894372
2017-09-04,407,2617,1611239762,1611239762,4.007136385619,132185426.818761862,,0,0,0.00043165020424161126,1.8883632402680266,,,70000000,460,460,16245069.4692917
2017-09-05,265,2758,1611239762,1611239762,3.137666403168,83667905.595828694,,0,0,0.000268352423800567,1.1952557942261242,,,70000000,601,601,14397506.3972901
