date,value
2013-04-02,1570.25,
2013-04-03,1553.69,
2013-04-04,1559.98,
2013-04-05,1553.28,
2013-04-06,1557.1125,
2013-04-07,1560.945,
2013-04-08,1564.7775,
2013-04-09,1568.61,
2013-04-10,1587.73,
2013-04-11,1593.37,
2013-04-12,1588.85,
2013-04-13,1585.28,
2013-04-14,1581.71,
2013-04-15,1578.14,
2013-04-16,1574.57,
2013-04-17,1552.01,
2013-04-18,1541.61,
2013-04-19,1555.25,
2013-04-20,1561.1325,
2013-04-21,1567.015,
2013-04-22,1572.8975,
2013-04-23,1578.78,
2013-04-24,1578.79,
2013-04-25,1585.16,
2013-04-26,1582.24,
2013-04-27,1586.0725,
2013-04-28,1589.905,
2013-04-29,1593.7375,
2013-04-30,1597.57,
2013-05-01,1582.7,
2013-05-02,1597.59,
2013-05-03,1614.42,
2013-05-04,1617.305,
2013-05-05,1620.19,
2013-05-06,1623.075,
2013-05-07,1625.96,
2013-05-08,1632.69,
2013-05-09,1626.67,
2013-05-10,1633.7,
2013-05-11,1637.86,
2013-05-12,1642.02,
2013-05-13,1646.18,
2013-05-14,1650.34,
2013-05-15,1658.78,
2013-05-16,1650.47,
2013-05-17,1667.47,
2013-05-18,1667.8925,
2013-05-19,1668.315,
2013-05-20,1668.7375,
2013-05-21,1669.16,
2013-05-22,1655.35,
2013-05-23,1650.51,
2013-05-24,1649.6,
2013-05-25,1652.215,
2013-05-26,1654.83,
2013-05-27,1657.445,
2013-05-28,1660.06,
2013-05-29,1648.36,
2013-05-30,1654.41,
2013-05-31,1630.74,
2013-06-01,1630.9,
2013-06-02,1631.06,
2013-06-03,1631.22,
2013-06-04,1631.38,
2013-06-05,1608.9,
2013-06-06,1622.56,
2013-06-07,1643.38,
2013-06-08,1639.0675,
2013-06-09,1634.755,
2013-06-10,1630.4425,
2013-06-11,1626.13,
2013-06-12,1612.52,
2013-06-13,1636.36,
2013-06-14,1626.73,
2013-06-15,1633.0,
2013-06-16,1639.27,
2013-06-17,1645.54,
2013-06-18,1651.81,
2013-06-19,1628.93,
2013-06-20,1588.19,
2013-06-21,1592.43,
2013-06-22,1591.33,
2013-06-23,1590.23,
2013-06-24,1589.13,
2013-06-25,1588.03,
2013-06-26,1603.26,
2013-06-27,1613.2,
2013-06-28,1606.28,
2013-06-29,1608.23,
2013-06-30,1610.18,
2013-07-01,1612.13,
2013-07-02,1614.08,
2013-07-03,1615.41,
2013-07-04,1623.65,
2013-07-05,1631.89,
2013-07-06,1636.9975,
2013-07-07,1642.105,
2013-07-08,1647.2125,
2013-07-09,1652.32,
2013-07-10,1652.62,
2013-07-11,1675.02,
2013-07-12,1680.19,
2013-07-13,1679.2075,
2013-07-14,1678.225,
2013-07-15,1677.2425,
2013-07-16,1676.26,
2013-07-17,1680.91,
2013-07-18,1689.37,
2013-07-19,1692.09,
2013-07-20,1692.165,
2013-07-21,1692.24,
2013-07-22,1692.315,
2013-07-23,1692.39,
2013-07-24,1685.94,
2013-07-25,1690.25,
2013-07-26,1691.65,
2013-07-27,1690.2275,
2013-07-28,1688.805,
2013-07-29,1687.3825,
2013-07-30,1685.96,
2013-07-31,1685.73,
2013-08-01,1706.87,
2013-08-02,1709.67,
2013-08-03,1706.595,
2013-08-04,1703.52,
2013-08-05,1700.445,
2013-08-06,1697.37,
2013-08-07,1690.91,
2013-08-08,1697.48,
2013-08-09,1691.42,
2013-08-10,1692.105,
2013-08-11,1692.79,
2013-08-12,1693.475,
2013-08-13,1694.16,
2013-08-14,1685.39,
2013-08-15,1661.32,
2013-08-16,1655.83,
2013-08-17,1654.96,
2013-08-18,1654.09,
2013-08-19,1653.22,
2013-08-20,1652.35,
2013-08-21,1642.8,
2013-08-22,1656.96,
2013-08-23,1663.5,
2013-08-24,1655.245,
2013-08-25,1646.99,
2013-08-26,1638.735,
2013-08-27,1630.48,
2013-08-28,1634.96,
2013-08-29,1638.17,
2013-08-30,1632.97,
2013-08-31,1634.67,
2013-09-01,1636.37,
2013-09-02,1638.07,
2013-09-03,1639.77,
2013-09-04,1653.08,
2013-09-05,1655.08,
2013-09-06,1655.17,
2013-09-07,1662.375,
2013-09-08,1669.58,
2013-09-09,1676.785,
2013-09-10,1683.99,
2013-09-11,1689.13,
2013-09-12,1683.42,
2013-09-13,1687.99,
2013-09-14,1692.1825,
2013-09-15,1696.375,
2013-09-16,1700.5675,
2013-09-17,1704.76,
2013-09-18,1725.52,
2013-09-19,1722.34,
2013-09-20,1709.91,
2013-09-21,1706.7875,
2013-09-22,1703.665,
2013-09-23,1700.5425,
2013-09-24,1697.42,
2013-09-25,1692.77,
2013-09-26,1698.67,
2013-09-27,1691.75,
2013-09-28,1692.5625,
2013-09-29,1693.375,
2013-09-30,1694.1875,
2013-10-01,1695.0,
2013-10-02,1693.87,
2013-10-03,1678.66,
2013-10-04,1690.5,
2013-10-05,1681.7375,
2013-10-06,1672.975,
2013-10-07,1664.2125,
2013-10-08,1655.45,
2013-10-09,1656.4,
2013-10-10,1692.56,
2013-10-11,1703.2,
2013-10-12,1701.915,
2013-10-13,1700.63,
2013-10-14,1699.345,
2013-10-15,1698.06,
2013-10-16,1721.54,
2013-10-17,1733.15,
2013-10-18,1744.5,
2013-10-19,1747.0425,
2013-10-20,1749.585,
2013-10-21,1752.1275,
2013-10-22,1754.67,
2013-10-23,1746.38,
2013-10-24,1752.07,
2013-10-25,1759.77,
2013-10-26,1762.815,
2013-10-27,1765.86,
2013-10-28,1768.905,
2013-10-29,1771.95,
2013-10-30,1763.31,
2013-10-31,1756.54,
2013-11-01,1761.64,
2013-11-02,1761.9725,
2013-11-03,1762.305,
2013-11-04,1762.6375,
2013-11-05,1762.97,
2013-11-06,1770.49,
2013-11-07,1747.15,
2013-11-08,1770.61,
2013-11-09,1769.88,
2013-11-10,1769.15,
2013-11-11,1768.42,
2013-11-12,1767.69,
2013-11-13,1782.0,
2013-11-14,1790.62,
2013-11-15,1798.18,
2013-11-16,1795.6025,
2013-11-17,1793.025,
2013-11-18,1790.4475,
2013-11-19,1787.87,
2013-11-20,1781.37,
2013-11-21,1795.85,
2013-11-22,1804.76,
2013-11-23,1804.2575,
2013-11-24,1803.755,
2013-11-25,1803.2525,
2013-11-26,1802.75,
2013-11-27,1807.23,
2013-11-28,1806.52,
2013-11-29,1805.81,
2013-11-30,1803.145,
2013-12-01,1800.48,
2013-12-02,1797.815,
2013-12-03,1795.15,
2013-12-04,1792.81,
2013-12-05,1785.03,
2013-12-06,1805.09,
2013-12-07,1804.4725,
2013-12-08,1803.855,
2013-12-09,1803.2375,
2013-12-10,1802.62,
2013-12-11,1782.22,
2013-12-12,1775.5,
2013-12-13,1775.32,
2013-12-14,1776.74,
2013-12-15,1778.16,
2013-12-16,1779.58,
2013-12-17,1781.0,
2013-12-18,1810.65,
2013-12-19,1809.6,
2013-12-20,1818.32,
2013-12-21,1822.07,
2013-12-22,1825.82,
2013-12-23,1829.57,
2013-12-24,1833.32,
2013-12-25,1837.67,
2013-12-26,1842.02,
2013-12-27,1841.4,
2013-12-28,1843.14,
2013-12-29,1844.88,
2013-12-30,1846.62,
2013-12-31,1848.36,
2014-01-01,1840.17,
2014-01-02,1831.98,
2014-01-03,1831.37,
2014-01-04,1832.9975,
2014-01-05,1834.625,
2014-01-06,1836.2525,
2014-01-07,1837.88,
2014-01-08,1837.49,
2014-01-09,1838.13,
2014-01-10,1842.37,
2014-01-11,1841.4975,
2014-01-12,1840.625,
2014-01-13,1839.7525,
2014-01-14,1838.88,
2014-01-15,1848.38,
2014-01-16,1845.89,
2014-01-17,1838.7,
2014-01-18,1839.975,
2014-01-19,1841.25,
2014-01-20,1842.525,
2014-01-21,1843.8,
2014-01-22,1844.86,
2014-01-23,1828.46,
2014-01-24,1790.29,
2014-01-25,1790.8425,
2014-01-26,1791.395,
2014-01-27,1791.9475,
2014-01-28,1792.5,
2014-01-29,1774.2,
2014-01-30,1794.19,
2014-01-31,1782.59,
2014-02-01,1775.7425,
2014-02-02,1768.895,
2014-02-03,1762.0475,
2014-02-04,1755.2,
2014-02-05,1751.64,
2014-02-06,1773.43,
2014-02-07,1797.02,
2014-02-08,1802.7025,
2014-02-09,1808.385,
2014-02-10,1814.0675,
2014-02-11,1819.75,
2014-02-12,1819.26,
2014-02-13,1829.83,
2014-02-14,1838.63,
2014-02-15,1839.1625,
2014-02-16,1839.695,
2014-02-17,1840.2275,
2014-02-18,1840.76,
2014-02-19,1828.75,
2014-02-20,1839.78,
2014-02-21,1836.25,
2014-02-22,1838.4675,
2014-02-23,1840.685,
2014-02-24,1842.9025,
2014-02-25,1845.12,
2014-02-26,1845.16,
2014-02-27,1854.29,
2014-02-28,1859.45,
2014-03-01,1863.065,
2014-03-02,1866.68,
2014-03-03,1870.295,
2014-03-04,1873.91,
2014-03-05,1873.81,
2014-03-06,1877.03,
2014-03-07,1878.04,
2014-03-08,1875.4375,
2014-03-09,1872.835,
2014-03-10,1870.2325,
2014-03-11,1867.63,
2014-03-12,1868.2,
2014-03-13,1846.34,
2014-03-14,1841.13,
2014-03-15,1848.91,
2014-03-16,1856.69,
2014-03-17,1864.47,
2014-03-18,1872.25,
2014-03-19,1860.77,
2014-03-20,1872.01,
2014-03-21,1866.52,
2014-03-22,1866.295,
2014-03-23,1866.07,
2014-03-24,1865.845,
2014-03-25,1865.62,
2014-03-26,1852.56,
2014-03-27,1849.04,
2014-03-28,1857.62,
2014-03-29,1864.595,
2014-03-30,1871.57,
2014-03-31,1878.545,
2014-04-01,1885.52,
2014-04-02,1890.9,
2014-04-03,1888.77,
2014-04-04,1865.09,
2014-04-05,1861.8075,
2014-04-06,1858.525,
2014-04-07,1855.2425,
2014-04-08,1851.96,
2014-04-09,1872.18,
2014-04-10,1833.08,
2014-04-11,1815.69,
2014-04-12,1822.5125,
2014-04-13,1829.335,
2014-04-14,1836.1575,
2014-04-15,1842.98,
2014-04-16,1862.31,
2014-04-17,1864.85,
2014-04-18,1867.79,
2014-04-19,1870.73,
2014-04-20,1873.67,
2014-04-21,1876.61,
2014-04-22,1879.55,
2014-04-23,1875.39,
2014-04-24,1878.61,
2014-04-25,1863.4,
2014-04-26,1867.1325,
2014-04-27,1870.865,
2014-04-28,1874.5975,
2014-04-29,1878.33,
2014-04-30,1883.95,
2014-05-01,1883.68,
2014-05-02,1881.14,
2014-05-03,1877.785,
2014-05-04,1874.43,
2014-05-05,1871.075,
2014-05-06,1867.72,
2014-05-07,1878.21,
2014-05-08,1875.63,
2014-05-09,1878.48,
2014-05-10,1883.2225,
2014-05-11,1887.965,
2014-05-12,1892.7075,
2014-05-13,1897.45,
2014-05-14,1888.53,
2014-05-15,1870.85,
2014-05-16,1877.86,
2014-05-17,1876.6025,
2014-05-18,1875.345,
2014-05-19,1874.0875,
2014-05-20,1872.83,
2014-05-21,1888.03,
2014-05-22,1892.49,
2014-05-23,1900.53,
2014-05-24,1903.375,
2014-05-25,1906.22,
2014-05-26,1909.065,
2014-05-27,1911.91,
2014-05-28,1909.78,
2014-05-29,1920.03,
2014-05-30,1923.57,
2014-05-31,1923.7375,
2014-06-01,1923.905,
2014-06-02,1924.0725,
2014-06-03,1924.24,
2014-06-04,1927.88,
2014-06-05,1940.46,
2014-06-06,1949.44,
2014-06-07,1949.7775,
2014-06-08,1950.115,
2014-06-09,1950.4525,
2014-06-10,1950.79,
2014-06-11,1943.89,
2014-06-12,1930.11,
2014-06-13,1936.16,
2014-06-14,1937.6175,
2014-06-15,1939.075,
2014-06-16,1940.5325,
2014-06-17,1941.99,
2014-06-18,1956.98,
2014-06-19,1959.48,
2014-06-20,1962.87,
2014-06-21,1959.6475,
2014-06-22,1956.425,
2014-06-23,1953.2025,
2014-06-24,1949.98,
2014-06-25,1959.53,
2014-06-26,1957.22,
2014-06-27,1960.96,
2014-06-28,1964.05,
2014-06-29,1967.14,
2014-06-30,1970.23,
2014-07-01,1973.32,
2014-07-02,1974.62,
2014-07-03,1985.44,
2014-07-04,1981.094,
2014-07-05,1976.748,
2014-07-06,1972.402,
2014-07-07,1968.056,
2014-07-08,1963.71,
2014-07-09,1972.83,
2014-07-10,1964.68,
2014-07-11,1967.57,
2014-07-12,1968.9975,
2014-07-13,1970.425,
2014-07-14,1971.8525,
2014-07-15,1973.28,
2014-07-16,1981.57,
2014-07-17,1958.12,
2014-07-18,1978.22,
2014-07-19,1979.5475,
2014-07-20,1980.875,
2014-07-21,1982.2025,
2014-07-22,1983.53,
2014-07-23,1987.01,
2014-07-24,1987.98,
2014-07-25,1978.34,
2014-07-26,1976.2425,
2014-07-27,1974.145,
2014-07-28,1972.0475,
2014-07-29,1969.95,
2014-07-30,1970.07,
2014-07-31,1930.67,
2014-08-01,1925.15,
2014-08-02,1923.915,
2014-08-03,1922.68,
2014-08-04,1921.445,
2014-08-05,1920.21,
2014-08-06,1920.24,
2014-08-07,1909.57,
2014-08-08,1931.59,
2014-08-09,1932.13,
2014-08-10,1932.67,
2014-08-11,1933.21,
2014-08-12,1933.75,
2014-08-13,1946.72,
2014-08-14,1955.18,
2014-08-15,1955.06,
2014-08-16,1961.695,
2014-08-17,1968.33,
2014-08-18,1974.965,
2014-08-19,1981.6,
2014-08-20,1986.51,
2014-08-21,1992.37,
2014-08-22,1988.4,
2014-08-23,1991.305,
2014-08-24,1994.21,
2014-08-25,1997.115,
2014-08-26,2000.02,
2014-08-27,2000.12,
2014-08-28,1996.74,
2014-08-29,2003.37,
2014-08-30,2003.0975,
2014-08-31,2002.825,
2014-09-01,2002.5525,
2014-09-02,2002.28,
2014-09-03,2000.72,
2014-09-04,1997.65,
2014-09-05,2007.71,
2014-09-06,2002.8925,
2014-09-07,1998.075,
2014-09-08,1993.2575,
2014-09-09,1988.44,
2014-09-10,1995.69,
2014-09-11,1997.45,
2014-09-12,1985.54,
2014-09-13,1988.9,
2014-09-14,1992.26,
2014-09-15,1995.62,
2014-09-16,1998.98,
2014-09-17,2001.57,
2014-09-18,2011.36,
2014-09-19,2010.4,
2014-09-20,2003.4925,
2014-09-21,1996.585,
2014-09-22,1989.6775,
2014-09-23,1982.77,
2014-09-24,1998.3,
2014-09-25,1965.99,
2014-09-26,1982.85,
2014-09-27,1980.21,
2014-09-28,1977.57,
2014-09-29,1974.93,
2014-09-30,1972.29,
2014-10-01,1946.16,
2014-10-02,1946.17,
2014-10-03,1967.9,
2014-10-04,1959.7,
2014-10-05,1951.5,
2014-10-06,1943.3,
2014-10-07,1935.1,
2014-10-08,1968.89,
2014-10-09,1928.21,
2014-10-10,1906.13,
2014-10-11,1899.0225,
2014-10-12,1891.915,
2014-10-13,1884.8075,
2014-10-14,1877.7,
2014-10-15,1862.49,
2014-10-16,1862.76,
2014-10-17,1886.76,
2014-10-18,1900.39,
2014-10-19,1914.02,
2014-10-20,1927.65,
2014-10-21,1941.28,
2014-10-22,1927.11,
2014-10-23,1950.82,
2014-10-24,1964.58,
2014-10-25,1969.6975,
2014-10-26,1974.815,
2014-10-27,1979.9325,
2014-10-28,1985.05,
2014-10-29,1982.3,
2014-10-30,1994.65,
2014-10-31,2018.05,
2014-11-01,2016.5625,
2014-11-02,2015.075,
2014-11-03,2013.5875,
2014-11-04,2012.1,
2014-11-05,2023.57,
2014-11-06,2031.21,
2014-11-07,2031.92,
2014-11-08,2033.86,
2014-11-09,2035.8,
2014-11-10,2037.74,
2014-11-11,2039.68,
2014-11-12,2038.25,
2014-11-13,2039.33,
2014-11-14,2039.82,
2014-11-15,2042.815,
2014-11-16,2045.81,
2014-11-17,2048.805,
2014-11-18,2051.8,
2014-11-19,2048.72,
2014-11-20,2052.75,
2014-11-21,2063.5,
2014-11-22,2064.3825,
2014-11-23,2065.265,
2014-11-24,2066.1475,
2014-11-25,2067.03,
2014-11-26,2072.83,
2014-11-27,2070.195,
2014-11-28,2067.56,
2014-11-29,2067.3075,
2014-11-30,2067.055,
2014-12-01,2066.8025,
2014-12-02,2066.55,
2014-12-03,2074.33,
2014-12-04,2071.92,
2014-12-05,2075.37,
2014-12-06,2071.4825,
2014-12-07,2067.595,
2014-12-08,2063.7075,
2014-12-09,2059.82,
2014-12-10,2026.14,
2014-12-11,2035.33,
2014-12-12,2002.33,
2014-12-13,1994.9325,
2014-12-14,1987.535,
2014-12-15,1980.1375,
2014-12-16,1972.74,
2014-12-17,2012.89,
2014-12-18,2061.23,
2014-12-19,2070.65,
2014-12-20,2073.53,
2014-12-21,2076.41,
2014-12-22,2079.29,
2014-12-23,2082.17,
2014-12-24,2081.88,
2014-12-25,2085.325,
2014-12-26,2088.77,
2014-12-27,2086.665,
2014-12-28,2084.56,
2014-12-29,2082.455,
2014-12-30,2080.35,
2014-12-31,2058.9,
2015-01-01,2058.55,
2015-01-02,2058.2,
2015-01-03,2044.3025,
2015-01-04,2030.405,
2015-01-05,2016.5075,
2015-01-06,2002.61,
2015-01-07,2025.9,
2015-01-08,2062.14,
2015-01-09,2044.81,
2015-01-10,2039.365,
2015-01-11,2033.92,
2015-01-12,2028.475,
2015-01-13,2023.03,
2015-01-14,2011.27,
2015-01-15,1992.67,
2015-01-16,2019.42,
2015-01-17,2020.2025,
2015-01-18,2020.985,
2015-01-19,2021.7675,
2015-01-20,2022.55,
2015-01-21,2032.12,
2015-01-22,2063.15,
2015-01-23,2051.82,
2015-01-24,2046.2525,
2015-01-25,2040.685,
2015-01-26,2035.1175,
2015-01-27,2029.55,
2015-01-28,2002.16,
2015-01-29,2021.25,
2015-01-30,1994.99,
2015-01-31,2008.75,
2015-02-01,2022.51,
2015-02-02,2036.27,
2015-02-03,2050.03,
2015-02-04,2041.51,
2015-02-05,2062.52,
2015-02-06,2055.47,
2015-02-07,2058.75,
2015-02-08,2062.03,
2015-02-09,2065.31,
2015-02-10,2068.59,
2015-02-11,2068.53,
2015-02-12,2088.48,
2015-02-13,2096.99,
2015-02-14,2097.8275,
2015-02-15,2098.665,
2015-02-16,2099.5025,
2015-02-17,2100.34,
2015-02-18,2099.68,
2015-02-19,2097.45,
2015-02-20,2110.3,
2015-02-21,2111.595,
2015-02-22,2112.89,
2015-02-23,2114.185,
2015-02-24,2115.48,
2015-02-25,2113.86,
2015-02-26,2110.74,
2015-02-27,2104.5,
2015-02-28,2105.32,
2015-03-01,2106.14,
2015-03-02,2106.96,
2015-03-03,2107.78,
2015-03-04,2098.53,
2015-03-05,2101.04,
2015-03-06,2071.26,
2015-03-07,2064.485,
2015-03-08,2057.71,
2015-03-09,2050.935,
2015-03-10,2044.16,
2015-03-11,2040.24,
2015-03-12,2065.95,
2015-03-13,2053.4,
2015-03-14,2058.62,
2015-03-15,2063.84,
2015-03-16,2069.06,
2015-03-17,2074.28,
2015-03-18,2099.5,
2015-03-19,2089.27,
2015-03-20,2108.1,
2015-03-21,2103.95,
2015-03-22,2099.8,
2015-03-23,2095.65,
2015-03-24,2091.5,
2015-03-25,2061.05,
2015-03-26,2056.15,
2015-03-27,2061.02,
2015-03-28,2062.7375,
2015-03-29,2064.455,
2015-03-30,2066.1725,
2015-03-31,2067.89,
2015-04-01,2059.69,
2015-04-02,2066.96,
2015-04-03,2068.834,
2015-04-04,2070.708,
2015-04-05,2072.582,
2015-04-06,2074.456,
2015-04-07,2076.33,
2015-04-08,2081.9,
2015-04-09,2091.18,
2015-04-10,2102.06,
2015-04-11,2100.505,
2015-04-12,2098.95,
2015-04-13,2097.395,
2015-04-14,2095.84,
2015-04-15,2106.63,
2015-04-16,2104.99,
2015-04-17,2081.18,
2015-04-18,2085.2075,
2015-04-19,2089.235,
2015-04-20,2093.2625,
2015-04-21,2097.29,
2015-04-22,2107.96,
2015-04-23,2112.93,
2015-04-24,2117.69,
2015-04-25,2116.9575,
2015-04-26,2116.225,
2015-04-27,2115.4925,
2015-04-28,2114.76,
2015-04-29,2106.85,
2015-04-30,2085.51,
2015-05-01,2108.29,
2015-05-02,2103.5825,
2015-05-03,2098.875,
2015-05-04,2094.1675,
2015-05-05,2089.46,
2015-05-06,2080.15,
2015-05-07,2088.0,
2015-05-08,2116.1,
2015-05-09,2111.855,
2015-05-10,2107.61,
2015-05-11,2103.365,
2015-05-12,2099.12,
2015-05-13,2098.48,
2015-05-14,2121.1,
2015-05-15,2122.73,
2015-05-16,2124.005,
2015-05-17,2125.28,
2015-05-18,2126.555,
2015-05-19,2127.83,
2015-05-20,2125.85,
2015-05-21,2130.82,
2015-05-22,2126.06,
2015-05-23,2120.595,
2015-05-24,2115.13,
2015-05-25,2109.665,
2015-05-26,2104.2,
2015-05-27,2123.48,
2015-05-28,2120.79,
2015-05-29,2107.39,
2015-05-30,2107.9425,
2015-05-31,2108.495,
2015-06-01,2109.0475,
2015-06-02,2109.6,
2015-06-03,2114.07,
2015-06-04,2095.84,
2015-06-05,2092.83,
2015-06-06,2089.66,
2015-06-07,2086.49,
2015-06-08,2083.32,
2015-06-09,2080.15,
2015-06-10,2105.2,
2015-06-11,2108.86,
2015-06-12,2094.11,
2015-06-13,2094.655,
2015-06-14,2095.2,
2015-06-15,2095.745,
2015-06-16,2096.29,
2015-06-17,2100.44,
2015-06-18,2121.24,
2015-06-19,2109.99,
2015-06-20,2113.5425,
2015-06-21,2117.095,
2015-06-22,2120.6475,
2015-06-23,2124.2,
2015-06-24,2108.58,
2015-06-25,2102.31,
2015-06-26,2101.49,
2015-06-27,2091.895,
2015-06-28,2082.3,
2015-06-29,2072.705,
2015-06-30,2063.11,
2015-07-01,2077.42,
2015-07-02,2076.78,
2015-07-03,2077.692,
2015-07-04,2078.604,
2015-07-05,2079.516,
2015-07-06,2080.428,
2015-07-07,2081.34,
2015-07-08,2046.68,
2015-07-09,2051.31,
2015-07-10,2076.62,
2015-07-11,2084.7025,
2015-07-12,2092.785,
2015-07-13,2100.8675,
2015-07-14,2108.95,
2015-07-15,2107.4,
2015-07-16,2124.29,
2015-07-17,2126.64,
2015-07-18,2124.7825,
2015-07-19,2122.925,
2015-07-20,2121.0675,
2015-07-21,2119.21,
2015-07-22,2114.15,
2015-07-23,2102.15,
2015-07-24,2079.65,
2015-07-25,2083.05,
2015-07-26,2086.45,
2015-07-27,2089.85,
2015-07-28,2093.25,
2015-07-29,2108.57,
2015-07-30,2108.63,
2015-07-31,2103.84,
2015-08-01,2101.21,
2015-08-02,2098.58,
2015-08-03,2095.95,
2015-08-04,2093.32,
2015-08-05,2099.84,
2015-08-06,2083.56,
2015-08-07,2077.57,
2015-08-08,2079.195,
2015-08-09,2080.82,
2015-08-10,2082.445,
2015-08-11,2084.07,
2015-08-12,2086.05,
2015-08-13,2083.39,
2015-08-14,2091.54,
2015-08-15,2092.885,
2015-08-16,2094.23,
2015-08-17,2095.575,
2015-08-18,2096.92,
2015-08-19,2079.61,
2015-08-20,2035.73,
2015-08-21,1970.89,
2015-08-22,1945.07,
2015-08-23,1919.25,
2015-08-24,1893.43,
2015-08-25,1867.61,
2015-08-26,1940.51,
2015-08-27,1987.66,
2015-08-28,1988.87,
2015-08-29,1970.115,
2015-08-30,1951.36,
2015-08-31,1932.605,
2015-09-01,1913.85,
2015-09-02,1948.86,
2015-09-03,1951.13,
2015-09-04,1921.22,
2015-09-05,1933.2675,
2015-09-06,1945.315,
2015-09-07,1957.3625,
2015-09-08,1969.41,
2015-09-09,1942.04,
2015-09-10,1952.29,
2015-09-11,1961.05,
2015-09-12,1965.31,
2015-09-13,1969.57,
2015-09-14,1973.83,
2015-09-15,1978.09,
2015-09-16,1995.31,
2015-09-17,1990.2,
2015-09-18,1958.03,
2015-09-19,1954.2075,
2015-09-20,1950.385,
2015-09-21,1946.5625,
2015-09-22,1942.74,
2015-09-23,1938.76,
2015-09-24,1932.24,
2015-09-25,1931.34,
2015-09-26,1919.5275,
2015-09-27,1907.715,
2015-09-28,1895.9025,
2015-09-29,1884.09,
2015-09-30,1920.03,
2015-10-01,1923.82,
2015-10-02,1951.36,
2015-10-03,1958.5,
2015-10-04,1965.64,
2015-10-05,1972.78,
2015-10-06,1979.92,
2015-10-07,1995.83,
2015-10-08,2013.43,
2015-10-09,2014.89,
2015-10-10,2012.09,
2015-10-11,2009.29,
2015-10-12,2006.49,
2015-10-13,2003.69,
2015-10-14,1994.24,
2015-10-15,2023.86,
2015-10-16,2033.11,
2015-10-17,2032.525,
2015-10-18,2031.94,
2015-10-19,2031.355,
2015-10-20,2030.77,
2015-10-21,2018.94,
2015-10-22,2052.51,
2015-10-23,2075.15,
2015-10-24,2072.835,
2015-10-25,2070.52,
2015-10-26,2068.205,
2015-10-27,2065.89,
2015-10-28,2090.35,
2015-10-29,2089.41,
2015-10-30,2079.36,
2015-10-31,2086.9675,
2015-11-01,2094.575,
2015-11-02,2102.1825,
2015-11-03,2109.79,
2015-11-04,2102.31,
2015-11-05,2099.93,
2015-11-06,2099.2,
2015-11-07,2094.83,
2015-11-08,2090.46,
2015-11-09,2086.09,
2015-11-10,2081.72,
2015-11-11,2075.0,
