time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2018-09-21,,,0
2018-09-22,,,0
2018-09-23,,,0
2018-09-24,,,0
2018-09-25,,,0
2018-09-26,,,0
2018-09-27,,,0
2018-09-28,,,0
2018-09-29,,,0.0680507313308901
2018-09-30,,,0
2018-10-01,,,866.175307271913
2018-10-02,,,0
2018-10-03,,,9.8182394727178
2018-10-04,,,191.1809054108
2018-10-05,,,0
2018-10-06,,,0
2018-10-07,,,46.3098770846791
2018-10-08,,,337.543149544454
2018-10-09,,,22.8747506506957
2018-10-10,,,0
2018-10-11,,,0
2018-10-12,,,126.749467401231
2018-10-13,,,0
2018-10-14,,,0.50900806224
2018-10-15,,,0
2018-10-16,,,0
2018-10-17,,,0
2018-10-18,,,0
2018-10-19,,,0.4625290657
2018-10-20,,,0
2018-10-21,,,0
2018-10-22,,,34.4600654631118
2018-10-23,,,0
2018-10-24,,,0
2018-10-25,,,0
2018-10-26,,,0
2018-10-27,,,581.858945229356
2018-10-28,,,4.85777254119681
2018-10-29,,,0
2018-10-30,,,4.566613323744
2018-10-31,,,0
2018-11-01,,,0
2018-11-02,,,12.9986320149
2018-11-03,,,0
2018-11-04,,,0.707752625755993
2018-11-05,,,0
2018-11-06,,,0
2018-11-07,,,0
2018-11-08,,,0
2018-11-09,,,0
2018-11-10,,,0
2018-11-11,,,0
2018-11-12,,,0
2018-11-13,,,0
2018-11-14,,,0
2018-11-15,,,1320.83800181229
2018-11-16,,,0
2018-11-17,,,0
2018-11-18,,,0
2018-11-19,,,179.893462849582
2018-11-20,,,1.61333777169987
2018-11-21,,,0
2018-11-22,,,2810.43745532412
2018-11-23,,,0
2018-11-24,,,0
2018-11-25,,,0
2018-11-26,,,4.52629271751872
2018-11-27,,,0
2018-11-28,,,0
2018-11-29,,,286.90409160921
2018-11-30,,,0
2018-12-01,,,0
2018-12-02,,,0
2018-12-03,,,219.651349957297
2018-12-04,,,1222.04580097395
2018-12-05,,,0
2018-12-06,,,0
2018-12-07,,,0
2018-12-08,,,192.246881419553
2018-12-09,,,1267.41769174733
2018-12-10,,,0
2018-12-11,,,91.6753635075696
2018-12-12,,,0
2018-12-13,,,0
2018-12-14,,,1.95983
2018-12-15,,,0
2018-12-16,,,0
2018-12-17,,,0.21975813
2018-12-18,,,0
2018-12-19,,,0
2018-12-20,,,0.0151294600996448
2018-12-21,,,0
2018-12-22,,,0.323177270522341
2018-12-23,,,7.61274711405285
2018-12-24,,,1131.05108420536
2018-12-25,,,0
2018-12-26,,,0
2018-12-27,,,0
2018-12-28,,,0
2018-12-29,,,0
2018-12-30,,,21.1091476459525
2018-12-31,,,0
2019-01-01,,,26.3235857503857
2019-01-02,,,11.4706037716209
2019-01-03,,,0
2019-01-04,,,0
2019-01-05,,,0
2019-01-06,,,102.078900416052
2019-01-07,,,0
2019-01-08,,,0
2019-01-09,,,26.39182072
2019-01-10,,,58.9173590296975
2019-01-11,,,0
2019-01-12,,,0
2019-01-13,,,0
2019-01-14,,,0
2019-01-15,,,0
2019-01-16,,,0
2019-01-17,,,0
2019-01-18,,,0
2019-01-19,,,0
2019-01-20,,,0
2019-01-21,,,0
2019-01-22,,,0
2019-01-23,,,0
2019-01-24,,,0
2019-01-25,,,0
2019-01-26,,,1.68490941542404
2019-01-27,,,0
2019-01-28,,,43.5013721910703
2019-01-29,,,0
2019-01-30,,,0
2019-01-31,,,0
2019-02-01,,,0.951711840169757
2019-02-02,,,0
2019-02-03,,,0
2019-02-04,,,0
2019-02-05,,,317.643755805368
2019-02-06,,,0
2019-02-07,,,0
2019-02-08,,,0.0208184355135965
2019-02-09,,,0
2019-02-10,,,0.919486611420168
2019-02-11,,,0.231398837610029
2019-02-12,,,2.86844605189323
2019-02-13,,,0
2019-02-14,,,0
2019-02-15,,,63.0524277429537
2019-02-16,,,748.683994852398
2019-02-17,,,23885992.0236163
2019-02-18,,,12214108.6054483
2019-02-19,,,26665698.2187775
2019-02-20,,,7948933.86957724
2019-02-21,,,3861370.88137608
2019-02-22,,,2795771.53202094
2019-02-23,,,5850309.08959557
2019-02-24,,,6715651.81471738
2019-02-25,,,2969061.9663533
2019-02-26,,,1874352.2027178
2019-02-27,,,1928128.14648672
2019-02-28,,,2521477.23362554
2019-03-01,,,2079152.1522704
2019-03-02,,,2849930.57400855
2019-03-03,,,1136514.39497791
2019-03-04,,,1380826.36881877
2019-03-05,,,1016035.98439253
2019-03-06,,,1162034.48496166
2019-03-07,,,1154220.25016743
2019-03-08,,,3985843.48434467
2019-03-09,,,1496782.4615238
2019-03-10,,,1551892.34933618
2019-03-11,,,2404720.35512098
2019-03-12,,,3529138.26113534
2019-03-13,,,57098354.7438741
2019-03-14,,,24947924.4756826
2019-03-15,,,10626326.521377
2019-03-16,,,8040602.68595875
2019-03-17,,,16900547.9883912
2019-03-18,,,13356656.8490632
2019-03-19,,,13421310.6237378
2019-03-20,,,33321157.4629385
2019-03-21,,,12948602.1858507
2019-03-22,,,6083956.73540732
2019-03-23,,,1690890.03273862
2019-03-24,,,1678119.95728296
2019-03-25,,,1676575.45264971
2019-03-26,,,2208482.98991256
2019-03-27,,,2684533.96902513
2019-03-28,,,4034809.27915059
2019-03-29,,,1254767.83324642
2019-03-30,,,1569722.09486562
2019-03-31,,,1476738.76077033
2019-04-01,,,1217526.1021868
2019-04-02,,,4146198.03122627
2019-04-03,,,6447412.03084856
2019-04-04,,,5015745.87196257
2019-04-05,,,2784955.4495415
2019-04-06,,,3446413.19101311
2019-04-07,,,1772244.06860264
2019-04-08,,,2469811.63280583
2019-04-09,,,2016115.55379451
2019-04-10,,,1309360.02901877
2019-04-11,,,3809647.14445399
2019-04-12,,,1305136.45138454
2019-04-13,,,620405.175886987
2019-04-14,,,1213461.31768348
2019-04-15,,,1588020.71828753
2019-04-16,,,749599.182844253
2019-04-17,,,19965735.8258545
2019-04-18,,,4015293.76313394
2019-04-19,,,2191976.90744169
2019-04-20,,,1635253.26100036
2019-04-21,,,3583599.88061873
2019-04-22,,,1260621.41711048
2019-04-23,,,1489117.60099268
2019-04-24,,,2285092.10966347
2019-04-25,,,1294357.55280562
2019-04-26,,,1196422.8039131
