time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateUSD,volume_reported_spot_usd_1d
2012-03-22,,,,,11385.1663479887
2012-03-23,,,,,11318.7703750469
2012-03-24,,,,,5957.08587683843
2012-03-25,,,,,9845.28003304119
2012-03-26,,,,,14070.1224313505
2012-03-27,,,,,10333.5379972675
2012-03-28,,,,,12448.1547184005
2012-03-29,,,,,8906.49551718871
2012-03-30,,,,,5957.48133234311
2012-03-31,,,,,1677.58909896004
2012-04-01,,,,,5248.8924110142
2012-04-02,,,,,5115.86642498913
2012-04-03,,,,,8264.47629087708
2012-04-04,,,,,1504.83200879973
2012-04-05,,,,,7298.18555397142
2012-04-06,,,,,14030.2718743087
2012-04-07,,,,,5603.38425817759
2012-04-08,,,,,2728.08943390801
2012-04-09,,,,,2306.15624218066
2012-04-10,,,,,3094.51071385931
2012-04-11,,,,,9282.88938436672
2012-04-12,,,,,2859.10179615478
2012-04-13,,,,,7484.25042170284
2012-04-14,,,,,2563.90487434184
2012-04-15,,,,,2731.03803409097
2012-04-16,,,,,1741.819515202
2012-04-17,,,,,17059.466589796
2012-04-18,,,,,30175.4434077027
2012-04-19,,,,,9485.64956863228
2012-04-20,,,,,12407.2566738458
2012-04-21,,,,,3418.62375101654
2012-04-22,,,,,1460.40117100951
2012-04-23,,,,,6936.331517104
2012-04-24,,,,,10446.38988685
2012-04-25,,,,,2906.25227321869
2012-04-26,,,,,9893.17136598914
2012-04-27,,,,,15586.1884143264
2012-04-28,,,,,20709.4479448363
2012-04-29,,,,,946.036872905442
2012-04-30,,,,,2746.67796035629
2012-05-01,,,,,1717.9868261629
2012-05-02,,,,,4656.48195987476
2012-05-03,,,,,5841.67212203659
2012-05-04,,,,,8813.74527417649
2012-05-05,,,,,5416.97660244627
2012-05-06,,,,,9309.84836968428
2012-05-07,,,,,6827.12060644539
2012-05-08,,,,,3402.79548074514
2012-05-09,,,,,9187.18652804484
2012-05-10,,,,,8453.61100212986
2012-05-11,,,,,18629.8371548141
2012-05-12,,,,,4324.70615195941
2012-05-13,,,,,4975.52819418633
2012-05-14,,,,,6719.21083279732
2012-05-15,,,,,9441.19519049865
2012-05-16,,,,,6846.74692903301
2012-05-17,,,,,8571.37254321859
2012-05-18,,,,,21582.4718142647
2012-05-19,,,,,16281.9864299443
2012-05-20,,,,,8257.02341388678
2012-05-21,,,,,9246.81447598875
2012-05-22,,,,,10913.2493224261
2012-05-23,,,,,21983.0672976895
2012-05-24,,,,,10353.0292951875
2012-05-25,,,,,10380.5679012383
2012-05-26,,,,,10512.5111370236
2012-05-27,,,,,5295.99707450273
2012-05-28,,,,,16921.8313639772
2012-05-29,,,,,8907.04106943657
2012-05-30,,,,,7620.41352775387
2012-05-31,,,,,4700.77565746144
2012-06-01,,,,,11575.9777563734
2012-06-02,,,,,3752.1314731321
2012-06-03,,,,,8531.85326662112
2012-06-04,,,,,27349.2999464963
2012-06-05,,,,,24480.7104806979
2012-06-06,,,,,6027.40715832267
2012-06-07,,,,,15408.7845709571
2012-06-08,,,,,22581.6928983553
2012-06-09,,,,,8062.52391837169
2012-06-10,,,,,7509.87937659919
2012-06-11,,,,,8651.86418690023
2012-06-12,,,,,20080.0786198893
2012-06-13,,,,,19338.8156830615
2012-06-14,,,,,32171.6056808356
2012-06-15,,,,,22235.5282507116
2012-06-16,,,,,16630.3511910945
2012-06-17,,,,,16868.1025419246
2012-06-18,,,,,8868.24717777644
2012-06-19,,,,,12189.1939127108
2012-06-20,,,,,26492.4334280958
2012-06-21,,,,,28340.4930909492
2012-06-22,,,,,12272.3605457308
2012-06-23,,,,,7673.02211735683
2012-06-24,,,,,6422.76862250078
2012-06-25,,,,,10219.0809874881
2012-06-26,,,,,21459.8758941629
2012-06-27,,,,,11416.5786534929
2012-06-28,,,,,26693.0520860828
2012-06-29,,,,,28595.068350424
2012-06-30,,,,,11249.3310856375
2012-07-01,,,,,9356.16409245513
2012-07-02,,,,,14269.7449521483
2012-07-03,,,,,32669.5313454739
2012-07-04,,,,,10451.3980618884
2012-07-05,,,,,16752.0112323423
2012-07-06,,,,,10642.9599032527
2012-07-07,,,,,23752.3346728058
2012-07-08,,,,,19949.9721934081
2012-07-09,,,,,23830.8763332916
2012-07-10,,,,,40847.0571147114
2012-07-11,,,,,12707.8526568508
2012-07-12,,,,,11360.6663456477
2012-07-13,,,,,42656.6705303711
2012-07-14,,,,,9070.2341799536
2012-07-15,,,,,4321.99916512302
2012-07-16,,,,,17583.6498033429
2012-07-17,,,,,52875.1712575724
2012-07-18,,,,,38737.95913795
2012-07-19,,,,,64489.4565782531
2012-07-20,,,,,65235.0684621616
2012-07-21,,,,,32764.4483047516
2012-07-22,,,,,22750.0004661508
2012-07-23,,,,,44175.7560624569
2012-07-24,,,,,13975.4123091983
2012-07-25,,,,,59659.9092810426
2012-07-26,,,,,16823.0979807175
2012-07-27,,,,,23211.1836506099
2012-07-28,,,,,20624.8264280731
2012-07-29,,,,,4127.76739783562
2012-07-30,,,,,51472.0913326516
2012-07-31,,,,,53495.2486124461
2012-08-01,,,,,35340.7488366241
2012-08-02,,,,,64656.6388661303
2012-08-03,,,,,31006.8845655798
2012-08-04,,,,,27683.1634752515
2012-08-05,,,,,67205.7447442877
2012-08-06,,,,,48934.6266588938
2012-08-07,,,,,52885.9542609885
2012-08-08,,,,,25682.6836598226
2012-08-09,,,,,99944.4385934947
2012-08-10,,,,,25502.8939578941
2012-08-11,,,,,7292.87536009489
2012-08-12,,,,,22426.2310171596
2012-08-13,,,,,56426.9040358064
2012-08-14,,,,,47004.6884456878
2012-08-15,,,,,52190.3025239416
2012-08-16,,,,,53255.7105443615
2012-08-17,,,,,171531.73547311
2012-08-18,,,,,79638.4261938027
2012-08-19,,,,,91351.1436960313
2012-08-20,,,,,92296.244627727
2012-08-21,,,,,102024.672062503
2012-08-22,,,,,87687.9840409474
2012-08-23,,,,,52518.1717941515
2012-08-24,,,,,32926.5268647872
2012-08-25,,,,,55609.344409549
2012-08-26,,,,,21409.8240363207
2012-08-27,,,,,84863.5614447911
2012-08-28,,,,,35862.2628032048
2012-08-29,,,,,50286.7337435403
2012-08-30,,,,,35202.4316031954
2012-08-31,,,,,60427.9075986242
2012-09-01,,,,,11779.5616881085
2012-09-02,,,,,43790.4239398996
2012-09-03,,,,,16583.9344990245
2012-09-04,,,,,34372.8213460831
2012-09-05,,,,,41016.3390880663
2012-09-06,,,,,33729.5711910389
2012-09-07,,,,,35095.330543497
2012-09-08,,,,,20249.5295809677
2012-09-09,,,,,27003.5924523354
2012-09-10,,,,,12939.094763209
2012-09-11,,,,,126691.757808944
2012-09-12,,,,,28247.1151376095
2012-09-13,,,,,67469.5251377334
2012-09-14,,,,,35407.3481599801
2012-09-15,,,,,32702.4439600031
2012-09-16,,,,,34225.14082338
2012-09-17,,,,,23792.5702420251
2012-09-18,,,,,51124.2926496489
2012-09-19,,,,,80564.4839207335
2012-09-20,,,,,38065.7244329019
2012-09-21,,,,,33486.3094022996
2012-09-22,,,,,24034.8289586821
2012-09-23,,,,,25130.0087722062
2012-09-24,,,,,45090.3974942188
2012-09-25,,,,,25428.3091710423
2012-09-26,,,,,21564.8752073594
2012-09-27,,,,,33250.0754774503
2012-09-28,,,,,23755.8001334379
2012-09-29,,,,,7859.21141006305
2012-09-30,,,,,12054.3664346401
2012-10-01,,,,,21249.1913135341
2012-10-02,,,,,36627.2577591243
2012-10-03,,,,,47264.4970971042
2012-10-04,,,,,45810.4234434979
2012-10-05,,,,,18285.2675094022
2012-10-06,,,,,39025.4000408795
2012-10-07,,,,,54723.9135038265
2012-10-08,,,,,64177.7553144364
2012-10-09,,,,,48851.8787064772
2012-10-10,,,,,28610.8563183525
2012-10-11,,,,,44178.0155884893
2012-10-12,,,,,63044.8880923819
2012-10-13,,,,,7225.30607885703
2012-10-14,,,,,26461.1921604864
2012-10-15,,,,,45746.3574033
2012-10-16,,,,,29069.4416424168
2012-10-17,,,,,24751.8608507577
2012-10-18,,,,,28793.3619274768
2012-10-19,,,,,21748.7194443328
2012-10-20,,,,,15990.050331522
2012-10-21,,,,,19137.1170967301
2012-10-22,,,,,19449.2649140928
2012-10-23,,,,,98404.1381043002
2012-10-24,,,,,20548.1052547528
2012-10-25,,,,,50220.3851366882
2012-10-26,,,,,66398.8228434555
2012-10-27,,,,,32861.529223664
2012-10-28,,,,,10668.4444243769
2012-10-29,,,,,31268.6767652159
2012-10-30,,,,,25793.4761452678
2012-10-31,,,,,36487.5314300882
2012-11-01,,,,,34195.8728850191
2012-11-02,,,,,24669.2076893275
2012-11-03,,,,,7665.89622774869
2012-11-04,,,,,9936.87461615937
2012-11-05,,,,,30388.7173285233
2012-11-06,,,,,35835.4960296343
2012-11-07,,,,,33060.3476587883
2012-11-08,,,,,37735.7855198718
2012-11-09,,,,,21288.054874165
2012-11-10,,,,,12756.0488785126
2012-11-11,,,,,8646.67195565861
2012-11-12,,,,,61698.2555970795
2012-11-13,,,,,12368.2445399287
2012-11-14,,,,,21555.3420118996
2012-11-15,,,,,54333.6371360463
2012-11-16,,,,,52590.23073879
2012-11-17,,,,,16162.0619246609
2012-11-18,,,,,22373.7449161538
2012-11-19,,,,,80589.4684090169
2012-11-20,,,,,41131.5317440592
2012-11-21,,,,,24864.6850683793
2012-11-22,,,,,57516.2115778811
2012-11-23,,,,,15071.0227591332
2012-11-24,,,,,20437.5762078699
2012-11-25,,,,,29811.4494609349
2012-11-26,,,,,71568.7953867419
2012-11-27,,,,,40610.2427695162
2012-11-28,,,,,42929.4235708533
2012-11-29,,,,,36412.6244997725
2012-11-30,,,,,29871.9155956002
2012-12-01,,,,,18475.9861526651
2012-12-02,,,,,21269.7959665508
2012-12-03,,,,,35932.1929962776
2012-12-04,,,,,120718.871814005
2012-12-05,,,,,36372.5069607706
2012-12-06,,,,,47676.9806289738
2012-12-07,,,,,91719.2446089318
2012-12-08,,,,,27343.8788717598
2012-12-09,,,,,26451.1342438035
2012-12-10,,,,,48825.3012978249
2012-12-11,,,,,35608.9144113104
2012-12-12,,,,,44523.2371094473
2012-12-13,,,,,28845.4415677678
2012-12-14,,,,,72934.5406497227
2012-12-15,,,,,15861.0533999974
2012-12-16,,,,,30165.8813914139
2012-12-17,,,,,56300.2814926627
2012-12-18,,,,,28008.5752254786
2012-12-19,,,,,41905.1246763458
2012-12-20,,,,,59738.4348404608
2012-12-21,,,,,22067.8014295386
2012-12-22,,,,,8240.48153035991
2012-12-23,,,,,9486.19368558844
2012-12-24,,,,,16784.351173345
2012-12-25,,,,,66740.2529332058
2012-12-26,,,,,9300.85720026552
2012-12-27,,,,,18421.887123513
2012-12-28,,,,,48925.3762095058
2012-12-29,,,,,28987.5856196019
2012-12-30,,,,,10429.1768684919
2012-12-31,,,,,13282.7472494726
2013-01-01,,,,,6180.90142904696
2013-01-02,,,,,19230.064129551
2013-01-03,,,,,10234.9868481446
2013-01-04,,,,,38277.550258597
2013-01-05,,,,,23671.6211142221
2013-01-06,,,,,24124.2071053747
2013-01-07,,,,,50919.2676406436
2013-01-08,,,,,50978.5255648863
2013-01-09,,,,,24330.9395698547
2013-01-10,,,,,88900.6513436316
2013-01-11,,,,,37269.1470853699
2013-01-12,,,,,27690.6688299317
2013-01-13,,,,,22908.8485167301
2013-01-14,,,,,15053.4174710806
2013-01-15,,,,,151330.645169597
2013-01-16,,,,,49526.5884911368
2013-01-17,,,,,80179.6568715293
2013-01-18,,,,,40014.37466167
2013-01-19,,,,,19123.3147234053
2013-01-20,,,,,28454.0529897742
2013-01-21,,,,,86984.096303126
2013-01-22,,,,,74602.3035826338
2013-01-23,,,,,55017.07284825
2013-01-24,,,,,300979.977678539
2013-01-25,,,,,107937.137844608
2013-01-26,,,,,23950.425714591
2013-01-27,,,,,12502.367862482
2013-01-28,,,,,99771.7937362399
2013-01-29,,,,,164528.152093615
2013-01-30,,,,,71215.2997751001
2013-01-31,,,,,202826.200334258
2013-02-01,,,,,72938.3047117061
2013-02-02,,,,,117717.175551124
2013-02-03,,,,,34004.5947169477
2013-02-04,,,,,113628.84896305
2013-02-05,,,,,43572.5155707945
2013-02-06,,,,,88654.4077616757
2013-02-07,,,,,119237.81244929
2013-02-08,,,,,111306.779597918
2013-02-09,,,,,62269.8776457384
2013-02-10,,,,,61329.2028550627
2013-02-11,,,,,164847.643545128
2013-02-12,,,,,150412.868852786
2013-02-13,,,,,159369.606340874
2013-02-14,,,,,216923.116226718
2013-02-15,,,,,120831.387363323
2013-02-16,,,,,33794.7895339598
2013-02-17,,,,,155331.16676044
2013-02-18,,,,,90921.419737515
2013-02-19,,,,,143205.470843804
2013-02-20,,,,,103406.3246449
2013-02-21,,,,,135471.300440974
2013-02-22,,,,,203391.80775237
2013-02-23,,,,,155833.750723252
2013-02-24,,,,,92624.1551203515
2013-02-25,,,,,73847.2508987338
2013-02-26,,,,,231444.452110986
2013-02-27,,,,,83603.1891447578
2013-02-28,,,,,287436.610490277
2013-03-01,,,,,197808.979490336
2013-03-02,,,,,64183.3307772861
2013-03-03,,,,,67320.6926063487
2013-03-04,,,,,176815.996219857
2013-03-05,,,,,308535.603053738
2013-03-06,,,,,604022.917473926
2013-03-07,,,,,554332.843506442
2013-03-08,,,,,326412.483247452
2013-03-09,,,,,213229.302220482
2013-03-10,,,,,145340.861244116
2013-03-11,,,,,161600.788122512
2013-03-12,,,,,671066.714382144
2013-03-13,,,,,176921.837623484
2013-03-14,,,,,268170.048734376
2013-03-15,,,,,71467.7385367452
2013-03-16,,,,,55737.3306031299
2013-03-17,,,,,76511.5187963225
2013-03-18,,,,,174118.076661805
2013-03-19,,,,,571940.871810887
2013-03-20,,,,,478623.378420346
2013-03-21,,,,,515595.525049585
2013-03-22,,,,,428122.223524967
2013-03-23,,,,,836226.45434917
2013-03-24,,,,,231884.452429003
2013-03-25,,,,,839898.115409566
2013-03-26,,,,,309192.80511713
2013-03-27,,,,,950743.501192934
2013-03-28,,,,,1509400.23705833
2013-03-29,,,,,733713.842371012
2013-03-30,,,,,230648.420671976
2013-03-31,,,,,165687.465525521
2013-04-01,,,,,616887.619726921
2013-04-02,,,,,633308.748778962
2013-04-03,,,,,2134114.36687197
2013-04-04,,,,,979815.553483093
2013-04-05,,,,,788854.272979726
2013-04-06,,,,,602170.704697599
2013-04-07,,,,,1194764.92111598
2013-04-08,,,,,1523916.22477454
2013-04-09,,,,,2554211.64466203
2013-04-10,,,,,5766455.53754512
2013-04-11,,,,,2546310.29247148
2013-04-12,,,,,5474751.19763563
2013-04-13,,,,,2873753.46610258
2013-04-14,,,,,1306519.87846133
2013-04-15,,,,,2016312.25795122
2013-04-16,,,,,3357086.22471186
2013-04-17,,,,,2594581.56288237
2013-04-18,,,,,1448327.33170828
2013-04-19,,,,,2801290.61171481
2013-04-20,,,,,562774.579629776
2013-04-21,,,,,1334809.96659188
2013-04-22,,,,,441392.886851915
2013-04-23,,,,,1625605.2781788
2013-04-24,,,,,2952349.53481482
2013-04-25,,,,,2282956.84518189
2013-04-26,,,,,1073233.46455221
2013-04-27,,,,,424816.220000971
2013-04-28,,,,,238619.189225564
2013-04-29,,,,,559620.174688714
2013-04-30,,,,,613071.599878876
2013-05-01,,,,,2502615.95845861
2013-05-02,,,,,2190627.65795988
2013-05-03,,,,,1776372.95792657
2013-05-04,,,,,973352.967582642
2013-05-05,,,,,1049805.47878005
2013-05-06,,,,,936270.752201172
2013-05-07,,,,,967947.431847627
2013-05-08,,,,,1324161.37172118
2013-05-09,,,,,330926.544197218
2013-05-10,,,,,748811.243464236
2013-05-11,,,,,170455.396726678
2013-05-12,,,,,147703.056285682
2013-05-13,,,,,278731.553428639
2013-05-14,,,,,1019611.61910896
2013-05-15,,,,,969461.912848897
2013-05-16,,,,,618039.546145533
2013-05-17,,,,,1380663.44395434
2013-05-18,,,,,398015.712352729
2013-05-19,,,,,158282.49018661
2013-05-20,,,,,306523.693614208
2013-05-21,,,,,303932.721210623
2013-05-22,,,,,273977.01854621
2013-05-23,,,,,422815.025585587
2013-05-24,,,,,1206317.86392271
2013-05-25,,,,,248979.361441083
2013-05-26,,,,,217960.861023143
2013-05-27,,,,,985390.586548698
2013-05-28,,,,,332112.286809337
2013-05-29,,,,,405786.62058426
2013-05-30,,,,,341598.373194083
2013-05-31,,,,,239121.919390431
2013-06-01,,,,,142550.864995411
2013-06-02,,,,,1111586.13852667
2013-06-03,,,,,789789.226078918
2013-06-04,,,,,544007.80981281
2013-06-05,,,,,283395.184445712
2013-06-06,,,,,378985.484488544
2013-06-07,,,,,1077619.13713429
2013-06-08,,,,,298340.214311343
2013-06-09,,,,,2195099.3374338
2013-06-10,,,,,545140.743180913
2013-06-11,,,,,244394.161312039
2013-06-12,,,,,205970.292943377
2013-06-13,,,,,653827.198134691
2013-06-14,,,,,281966.25282506
2013-06-15,,,,,414409.430440751
2013-06-16,,,,,127164.978294118
2013-06-17,,,,,256937.801664242
2013-06-18,,,,,509374.348197706
2013-06-19,,,,,213280.280790555
2013-06-20,,,,,359397.08688763
2013-06-21,,,,,512664.718455052
2013-06-22,,,,,99855.0003096895
2013-06-23,,,,,113377.488173414
2013-06-24,,,,,442085.538008637
2013-06-25,,,,,392272.43983279
2013-06-26,,,,,146917.621176327
2013-06-27,,,,,191666.653439999
2013-06-28,,,,,841656.122952181
2013-06-29,,,,,221575.734535342
2013-06-30,,,,,115364.13233197
2013-07-01,,,,,422330.103975598
2013-07-02,,,,,213034.561028407
2013-07-03,,,,,879041.991894113
2013-07-04,,,,,722879.881440546
2013-07-05,,,,,919089.589905426
2013-07-06,,,,,190835.632939773
2013-07-07,,,,,384537.302542934
2013-07-08,,,,,554847.192600331
2013-07-09,,,,,355137.500576061
2013-07-10,,,,,620592.249915385
2013-07-11,,,,,274217.565370028
2013-07-12,,,,,1027960.0992237
2013-07-13,,,,,235624.015243112
2013-07-14,,,,,103819.693001592
2013-07-15,,,,,235194.417885963
2013-07-16,,,,,203337.629351258
2013-07-17,,,,,162330.29176143
2013-07-18,,,,,552436.055352561
2013-07-19,,,,,262675.320563683
2013-07-20,,,,,136623.514394684
2013-07-21,,,,,74785.8576191
2013-07-22,,,,,106685.713432371
2013-07-23,,,,,425259.810115984
2013-07-24,,,,,186150.909492058
2013-07-25,,,,,137779.17509162
2013-07-26,,,,,102517.339305947
2013-07-27,,,,,102506.293570954
2013-07-28,,,,,612332.1770992
2013-07-29,,,,,436570.158882855
2013-07-30,,,,,447550.56691215
2013-07-31,,,,,638025.208163991
2013-08-01,,,,,197747.352538152
2013-08-02,,,,,454179.112633959
2013-08-03,,,,,80577.3828774262
2013-08-04,,,,,65722.0647550775
2013-08-05,,,,,219207.402512299
2013-08-06,,,,,151712.016655445
2013-08-07,,,,,138103.765195742
2013-08-08,,,,,249101.641686664
2013-08-09,,,,,166554.830785587
2013-08-10,,,,,87912.5423200641
2013-08-11,,,,,122951.334490131
2013-08-12,,,,,201368.303942901
2013-08-13,,,,,259946.500408593
2013-08-14,,,,,779455.397043953
2013-08-15,,,,,221518.234362251
2013-08-16,,,,,203608.770737201
2013-08-17,,,,,160164.654922673
2013-08-18,,,,,177097.444849955
2013-08-19,,,,,944662.103088237
2013-08-20,,,,,249236.642480874
2013-08-21,,,,,477766.805416337
2013-08-22,,,,,267732.956640446
2013-08-23,,,,,322234.79564841
2013-08-24,,,,,188432.053489206
2013-08-25,,,,,110216.80192885
2013-08-26,,,,,244443.762226061
2013-08-27,,,,,1014586.59803981
2013-08-28,,,,,287977.569954329
2013-08-29,,,,,239782.442629819
2013-08-30,,,,,1191351.82592734
2013-08-31,,,,,865568.261478469
2013-09-01,,,,,513034.849384289
2013-09-02,,,,,414340.991886128
2013-09-03,,,,,417992.289843815
2013-09-04,,,,,615101.665278012
2013-09-05,,,,,417812.879713812
2013-09-06,,,,,327077.05787298
2013-09-07,,,,,212281.547358401
2013-09-08,,,,,127993.042306871
2013-09-09,,,,,540562.411642223
