time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2021-12-14,451,1752760706,1752760706,1046261069.67957511577057208,0.000020706384440933116,0.999966844355352,-0.026974391329330362,0.007338143215365101,1046295760.29,526,584
2021-12-15,415,1752760706,1752760706,1050715755.68829803848846932,0.000020474971212426333,0.999805587638858,-0.019638757187895213,0.04269621061340513,1050920067.54,471,494
2021-12-16,350,1752760706,1752760706,1051912141.105995838926,0.000020987498470303026,1.0003369849875,-0.0036517482082288693,0.052859587225823554,1051557781.92,374,388
2021-12-17,325,1752760707,1752760707,1063981232.70051860013036452,0.00002158153430078844,0.999969250337876,-0.030393864684907335,0.07492515086804902,1064013950.77,343,366
2021-12-18,339,1752760707,1752760707,1065550482.7628931957353547,0.000021321423103024782,1.00007865722577,-0.03638500140511531,0.01700059261337397,1065466676.11,371,400
2021-12-19,295,1752760707,1752760707,1071715271.820431459009152,0.000021341228377471798,1.0004005325054,0.04003291266440451,0.05237393294770681,1071286186.88,308,328
2021-12-20,330,1752760708,1752760708,990246860.94257672577734281,0.00002128998480629945,0.999666201036749,-0.07632335433071921,-0.03000838755011474,990577514.69,384,402
2021-12-21,423,1752760708,1752760708,997533800.0241728664414368,0.000020376146999102147,1.00010331983912,-0.030374842635609058,0.008881647140649155,997430745.64,485,519
2021-12-22,401,1752760708,1752760708,940280875.2916735009074162,0.000020540512813043454,1.00016067804566,-0.026501051106382154,0.05051384737431319,940129817.07,473,493
2021-12-23,315,1752760709,1752760709,960463113.0955637670987728,0.000019722840978165695,1.00020385799284,0.07642969072467597,0.06996375578233262,960267354.92,352,367
2021-12-24,543,1752760709,1752760709,965338847.2104811379573792,0.00001969181813525066,1.00002603163096,-0.0018277830394403268,-0.018328189000967648,965313718.52,611,646
2021-12-25,276,1752760710,1752760710,964357911.0348964137456798,0.000019765594205714856,0.999950323127334,-0.03179916805090916,0.0031701696008867267,964405819.7,304,321
2021-12-26,302,1752760710,1752760710,967370613.50863314632055672,0.000019685032207232387,0.999966301216596,-0.013899668672975025,0.02983651384159526,967403213.82,337,368
2021-12-27,367,1752760710,1752760710,973949831.6486942386886592,0.00001968786395737014,1.00007217316469,-0.022444533945347688,0.022510016914245652,973879543.68,425,452
2021-12-28,352,1752760711,1752760711,932948936.8612103962261944,0.00002097102697526485,0.999752692665648,-0.07724822814913264,-0.02999786995331717,933179719.05,421,456
2021-12-29,304,1752760711,1752760711,946638095.24187267449134016,0.00002151370845786464,0.999748950309968,-0.022582931343885327,0.02889167450573524,946875808.12,334,349
2021-12-30,358,1752760711,1752760711,951114896.07577814891209186,0.000021223716193705524,0.999689306817142,-0.09321722053819893,-0.02707749752143223,951410492.83,393,416
2021-12-31,280,1752760711,1752760711,949169684.41399375772191056,0.00002156765734871903,0.999771286939032,-0.09056023875371524,0.009915957270472535,949386821.58,321,339
2022-01-01,261,1752760712,1752760712,952564319.91443438798206935,0.000021025430146194115,0.999969655006181,-0.047895054993456906,-0.022683040305267507,952593226.35,309,331
2022-01-02,245,1752760712,1752760712,954636383.7439597496365815,0.00002112033784663557,1.00010201772119,0.04159680120311677,0.07247940698432531,954539003.85,254,271
2022-01-03,318,1752760712,1752760712,944239544.20732270253611152,0.000021513840957651107,0.999391755554512,-0.1485913752360183,-0.15371264613200172,944814222.21,338,350
2022-01-04,314,1752760713,1752760713,953107024.7723590188612175,0.000021784429447553978,1.00003517128765,0.007771916428250144,-0.02062841172780432,953073503.95,366,395
2022-01-05,333,1752760713,1752760713,956621982.46685167752139988,0.000022959377613085266,0.999443382042412,-0.117653654301273,-0.01842104630674382,957154751.99,392,398
2022-01-06,363,1752760713,1752760713,973082999.30838832685833272,0.000023164437968747576,0.999428872189092,-0.0033598903695809357,-0.021949839044583086,973639071.66,440,471
2022-01-07,354,1752760713,1752760713,983257269.28923563124783996,0.000024078854473125538,0.999580298696013,-0.12326174394467794,0.006320920064562837,983670116.92,439,466
2022-01-08,308,1752760714,1752760714,982364158.2948124368224788,0.00002392573340952062,1.00009117965107,-0.02060517819613263,-0.02351415391458928,982274594.84,386,400
2022-01-09,235,1752760714,1752760714,1064963790.8636598718045371,0.000023878469586085705,1.00018548186057,0.010270161306807928,0.07119533373161863,1064766296.03,235,242
2022-01-10,280,1752760714,1752760714,1070909986.74859775571821588,0.00002389905324901796,0.999385540001491,-0.07142287780047885,-0.06355372835796864,1071568422.68,290,303
2022-01-11,287,1752760714,1752760714,1073632002.05501236598341695,0.000023377066990514617,0.999794576466383,-0.07703616814503778,-0.015734733187947967,1073852596.65,302,310
2022-01-12,277,1752760715,1752760715,1081960634.72790188620077412,0.000022746314667480876,0.999951342878174,-0.04611659848494751,0.028783600310486688,1082013282.38,314,335
2022-01-13,511,1752760715,1752760715,1085956743.30067595477228842,0.000023453525251205683,0.999750263861818,-0.04243725112618005,-0.021658767463798863,1086228013.69,608,641
2022-01-14,602,1752760715,1752760715,1094981637.2284693960283805,0.00002320374040030199,1.00014264589515,-0.028541956276215995,0.03371237973253685,1094825464.87,711,758
2022-01-15,337,1752760715,1752760715,1101623316.022151378646414,0.000023161965410601238,1.00075149984292,-0.010578366019924656,0.041437521719260365,1100796067.95,359,380
2022-01-16,252,1752760716,1752760716,1101518332.4846317813126896,0.000023179370927074,1.00062701072376,0.10593195436023618,0.06577806124156377,1100828101.46,267,280
2022-01-17,233,1752760716,1752760716,1099880686.3230670983441152,0.000023701707323518677,1.00047917676224,0.04137873113463847,0.04004880351922208,1099353901.48,256,285
2022-01-18,269,1752760716,1752760716,1104790516.3077440701085523,0.000023559063576925343,0.999640091558687,0.004762846059790813,-0.0760136487341183,1105188282.9,286,292
2022-01-19,282,1752760717,1752760717,1060126238.0777248367286905,0.000023931106533794876,1.00002642729431,0.07533101688667788,0.036034654086279816,1060098222.55,312,323
2022-01-20,294,1752760717,1752760717,1058370711.88844922863521078,0.0000245266843542273,0.999612641902499,-0.07680290814963235,-0.04906272450930225,1058780839.22,349,360
2022-01-21,377,1752760717,1752760717,1080915434.927190912174918,0.000027396331448664037,0.99975479611233,-0.011351792828148627,-0.04058167274913518,1081180544.6,439,468
2022-01-22,556,1752760717,1752760717,1093635287.08912701076979169,0.000028554674349035584,0.999310547403531,-0.06490759645350336,-0.08931285179220702,1094389816.99,717,789
2022-01-23,365,1752760718,1752760718,1093718245.66106389828579051,0.000027553818933900936,0.999405951545599,-0.12945996283341768,-0.06200639440851994,1094368353.49,382,398
2022-01-24,464,1752760718,1752760718,1074622237.56989717511835491,0.00002727348294994209,0.999838390754447,-0.03462961111540975,-0.011193793361345494,1074795934.53,540,596
2022-01-25,358,1752760718,1752760718,1108758088.81041680877338756,0.0000270583827390677,0.999877236108722,-0.06506382442851008,-0.008906810936091235,1108894220.98,403,417
2022-01-26,353,1752760719,1752760719,1128745218.599028628448961,0.00002716072284177016,1.00021601536278,-0.02153833307156991,0.014383181729250136,1128501444.95,401,411
2022-01-27,279,1752760719,1752760719,1144782679.00337951334440049,0.00002700679236969141,0.999843769281597,-0.04611833959811986,0.009109914543580122,1144961557.17,310,318
2022-01-28,274,1752760719,1752760719,1151902344.12353139316942487,0.000026472257222366335,0.999826645579117,0.010706170237671203,0.007771477942030951,1152102066.11,320,347
2022-01-29,219,1752760719,1752760719,1155147307.32292204649956125,0.00002625158509412084,0.999878018261375,0.09737913460036024,0.01887700938143229,1155288231.39,218,238
2022-01-30,234,1752760720,1752760720,1156073272.30347939400655104,0.00002631867891453725,0.999675708583784,0.022520812045721178,-0.009560022026698924,1156448298.56,233,238
2022-01-31,264,1752760720,1752760720,1160916748.61901704449409166,0.00002599904627966713,0.999992799844771,-0.02004619506447913,0.0023145540941302513,1160925107.46,254,274
2022-02-01,257,1752760720,1752760720,1166849793.4223038383620118,0.0000257747543902883,0.999750247523388,0.07208147258008019,-0.03517343146686127,1167141289.85,249,257
2022-02-02,259,1752760720,1752760720,1171887596.66867724272008475,0.00002706763342531416,0.999941466599519,0.15313274699523288,0.055004560719234624,1171956195.25,260,270
2022-02-03,268,1752760721,1752760721,1173242392.3348072644863968,0.000026994435370150734,1.00035039695584,0.004360599357872458,0.03152145816872538,1172831435.77,236,280
2022-02-04,282,1752760721,1752760721,1179284435.14111822630755,0.000024348999048945396,1.00025459427078,0.06200989875959783,0.08116640151342375,1178984272.5,313,339
2022-02-05,374,1752760721,1752760721,1182296099.5678861538005626,0.000024097466950204323,1.00025167548674,0.039147906161707345,0.08232734920353406,1181998619.49,376,393
2022-02-06,255,1752760722,1752760722,1181870213.00635524748971198,0.00002360810977625625,0.999997629818423,-0.020553560647363966,0.04175063503697204,1181873014.26,257,278
2022-02-07,280,1752760722,1752760722,1186034437.74064502335194904,0.000022783770523101292,0.999956451542774,0.023229654256515134,-0.013471582495415425,1186086089.96,280,296
2022-02-08,277,1752760722,1752760722,1197136927.5643642525549889,0.000022645588169551025,1.00019776531909,-0.22110363713313463,0.0012281180583887893,1196900222.21,311,334
2022-02-09,312,1752760722,1752760722,1133686259.18142877403067219,0.000022516661826739197,0.999854016732067,-0.003344992901117733,0.046876476777443624,1133851782.57,346,359
2022-02-10,254,1752760723,1752760723,1138848781.0586596628643492,0.000022928601725644346,1.00001589320428,0.0502173715958603,0.022136221090451044,1138830681.39,260,272
2022-02-11,276,1752760723,1752760723,1140092142.42501058953638208,0.00002360176081290046,0.999707376421999,-0.00692997511431446,-0.02439783274581731,1140425857.92,283,290
2022-02-12,236,1752760723,1752760723,1140442634.5871578643276352,0.000023711944080356958,1.00001471087931,0.1263544163600683,0.026451307596615476,1140425857.92,246,257
2022-02-13,222,1752760723,1752760723,1143797358.11213471472911888,0.00002369532281858964,0.999838239009382,-0.0006007567215850002,-0.030436346956837078,1143982409.84,210,224
2022-02-14,221,1752760724,1752760724,1145158525.43526168970944496,0.000023443093541693674,0.999757961656816,0.0037381760441915716,-0.09927921029944736,1145435764.81,222,243
2022-02-15,291,1752760724,1752760724,1149340084.77531206736226772,0.000022464163192532798,0.999922776285938,0.0019418819607412137,-0.07037931519684891,1149428847.94,286,318
2022-02-16,230,1752760724,1752760724,1152683365.6792098275438772,0.000022700567530836324,1.00031660901853,0.05451239953736513,-0.01624898823343266,1152318531.24,235,244
2022-02-17,276,1752760725,1752760725,1078009082.9651411065386768,0.00002461770519557367,0.99972560525576,0.060181674451434665,0.008554448525534311,1078304964.18,295,307
2022-02-18,249,1752760725,1752760725,1082363807.87069048416831315,0.00002496063317360863,0.999529098266185,-0.05464757537739834,-0.049731588541177985,1082873734.99,285,293
2022-02-19,258,1752760725,1752760725,1090792428.77128478984189568,0.000024928946757899803,0.999548240445312,-0.10659883494866372,-0.006442641327987909,1091285427.39,295,306
2022-02-20,212,1752760725,1752760725,1091606576.7795383784190212,0.000025942625332170455,1.00013029838138,-0.009848034709236857,0.03755943662488232,1091464360.74,199,207
2022-02-21,245,1752760726,1752760726,1095552116.12283321011661244,0.000026952249858171037,0.999875535739958,-0.042107268331583486,0.056537813785217036,1095688490.18,258,268
2022-02-22,303,1752760726,1752760726,1094324598.62778027336691897,0.00002617134358591859,0.999813215588783,-0.05956943789288157,0.040750612156570526,1094529039.59,324,342
2022-02-23,262,1752760726,1752760726,1110528001.36629846527711888,0.000026797893872430302,0.999783026109212,0.016665733798887212,-0.005537359411980352,1110769009.24,304,317
2022-02-24,341,1752760726,1752760726,1130781360.7484723824875417,0.000026111927648457986,0.99966356508847,-0.005182266533755621,-0.02136972545585737,1131161923.11,496,536
2022-02-25,349,1752760727,1752760727,1136908809.544945741268643,0.000025451656796667706,1.00085510348455,0.027453747087084528,0.06389500987327834,1135937465.46,477,499
2022-02-26,300,1752760727,1752760727,1139005291.76949573465963528,0.000025601128755538618,0.999892486028009,-0.024015921933962247,0.004872435865349262,1139127763.92,297,326
2022-02-27,257,1752760727,1752760727,1146527858.28607011037106358,0.000026547941714559077,0.999922365093511,-0.03268726696373347,0.009573611067193358,1146616875.78,313,336
2022-02-28,251,1752760728,1752760728,1156539422.44719367762469328,0.000023156719714819856,0.999889894276191,-0.005753097887559008,0.0011877463649669975,1156666778.08,367,381
2022-03-01,301,1752760728,1752760728,1157229707.4942565733691057,0.000022557821098766014,1.00008876265479,0.075272394909551,0.04131880643486649,1157126997.83,487,513
2022-03-02,302,1752760728,1752760728,1157940111.4895211840099009,0.00002274082958384776,1.00024595013591,-0.03800134627953034,0.025315211387355353,1157655385.99,407,421
2022-03-03,314,1752760728,1752760728,1108948561.965323929785342,0.00002352809743518192,0.999774137675256,-0.018456638964864353,0.0023896119983136243,1109199088.25,350,386
2022-03-04,284,1752760729,1752760729,1112095260.8376369414675525,0.0000255762034070047,1.00019337432003,0.04152801300611825,0.025192246638959522,1111880251.75,380,394
2022-03-05,224,1752760729,1752760729,1114542117.403817997051117,0.000025386339251029708,0.999812661657189,-0.006573947803251465,-0.05375469438383454,1114750953,248,260
2022-03-06,482,1752760729,1752760729,1115710422.95599582145660658,0.000026023610156146326,0.999289522772822,-0.07463118155672267,-0.09648258588219248,1116503673.39,545,554
2022-03-07,368,1752760729,1752760729,1128329855.4770517537322382,0.000026211377352118086,0.99987844678666,-0.017994694909409432,-0.03731347911998578,1128467024.27,540,559
2022-03-08,454,1752760730,1752760730,1136701190.22899084093661604,0.000025821148409289224,0.999936295590857,0.02699020827782525,-0.006133437293964634,1136773607.72,559,600
2022-03-09,438,1752760730,1752760730,1143842006.6532964827137664,0.00002381156103636102,0.999833228079792,-0.008672820810878876,-0.012322882940739818,1144032799.2,486,510
2022-03-10,318,1752760731,1752760731,1148105441.50029399820916963,0.000025325655280981267,0.999914067656699,0.00007058501965300901,-0.028364156792592552,1148204109.37,365,387
2022-03-11,288,1752760731,1752760731,1150874156.11897236918647728,0.00002574546603079525,0.999577100845672,0.028171013488239475,-0.027695631738328796,1151361065.74,345,376
2022-03-12,329,1752760731,1752760731,1157553373.886782919847156,0.000025679432335993417,1.00024290765071,0.036019333633538674,0.022701083850039938,1157272263.6,330,341
2022-03-13,174,1752760732,1752760732,1159327774.8886064615025913,0.00002645211401300203,1.00010992251539,0.009265221930700462,0.04026639223486548,1159200352.67,181,195
2022-03-14,239,1752760732,1752760732,1169325823.64278076679524735,0.00002521830716957934,0.999881803970579,-0.019127781890126257,-0.013290495358229121,1169464049.65,245,270
2022-03-15,296,1752760732,1752760732,1120517405.71803658240872,0.000025411897596338864,1.00013132454645,-0.006247116384997854,0.029313295454519297,1120370273.6,319,337
2022-03-16,256,1752760733,1752760733,1136400589.62813952161702,0.000024328742937535373,0.999954362039844,0.01055662718091774,0.019644793095977064,1136452455,257,279
2022-03-17,252,1752760733,1752760733,1141537361.763503626973895,0.000024426618667716394,1.00067104459275,0.06521006711364653,0.07483260953324833,1140771852.98,293,304
2022-03-18,233,1752760733,1752760733,1148920171.6984070659259526,0.000023910798359289393,1.00009582752618,0.04484847800287268,-0.022071161306286283,1148810084.07,250,263
2022-03-19,237,1752760734,1752760734,1143597461.40545442007267036,0.000023687815705650265,0.999463834509092,-0.00924754888444414,-0.026184259489985838,1144210947.83,304,315
2022-03-20,194,1752760734,1752760734,1145553492.0249887967682497,0.000024223369059585818,1.00029732786693,0.05011205842674755,0.07685915318300082,1145212988.29,176,188
2022-03-21,246,1752760734,1752760734,1148144966.34690251079434,0.000024356318525347888,1.0001783285723,-0.006650350860458805,0.06303729039704449,1147940255.8,259,269
2022-03-22,262,1752760735,1752760735,1093343073.9117653017098496,0.000023584035879538923,0.99956619061904,-0.006592470329418415,-0.05640342695876902,1093817582.24,272,283
2022-03-23,234,1752760735,1752760735,1095392317.661355972943368,0.000023399808666409827,0.999972104344965,0.039021422458083176,0.009658062584308248,1095422875.2,246,258
2022-03-24,299,1752760735,1752760735,1094865168.0937484617667145,0.000022734669413716776,0.99974784783147,0.016605396435756602,-0.006537996927209433,1095141310.35,355,370
2022-03-25,250,1752760736,1752760736,1093881458.2324178362268352,0.0000225498911708376,1.00002079675576,0.038713321353070484,0.023782224776636614,1093858709.52,334,345
2022-03-26,152,1752760736,1752760736,1096935870.74513473663458624,0.00002245883762051322,0.999865808318272,-0.012982368833467126,0.020231129438442935,1097083090.17,149,159
2022-03-27,173,1752760741,1752760741,1096540895.21991066989751445,0.000021372594464472034,0.999750246037135,-0.05578454171101599,-0.1103913487145564,1096814829.07,194,207
2022-03-28,268,1752760741,1752760741,1093755428.9586906524877633,0.000021180133687689425,1.00020328134719,0.014631852167294531,0.031082873761317954,1093533134.07,317,335
2022-03-29,347,1752760741,1752760741,1095350062.77821421891901474,0.000021059516852391445,0.999562793821679,-0.015974833492422694,-0.03595991892813822,1095829166.06,401,412
2022-03-30,318,1752760742,1752760742,1104056081.67464027579800824,0.000021220180987140476,0.999964894188532,0.027780150458164635,0.007500817116992331,1104094841.82,389,401
2022-03-31,251,1752760742,1752760742,1090143377.93139384026825631,0.00002194692227920499,0.999950296367961,0.01563773210316549,-0.013845399728475448,1090197564.71,342,354
2022-04-01,238,1752760743,1752760743,1096605675.8801085927757632,0.000021618846127012197,0.999878903529455,0.011030418621190958,-0.036695635349002095,1096738487.04,297,307
2022-04-02,211,1752760743,1752760743,1103851669.38377832878509695,0.000021763605450212045,0.999817800325111,0.028434231927425946,0.004367251383050419,1104052827.45,227,240
2022-04-03,193,1752760743,1752760743,1102437889.7990652561601852,0.000021530063437230338,0.999867855233656,-0.04310069580272251,-0.03254561515120172,1102583590.45,225,228
2022-04-04,239,1752760744,1752760744,1105262007.89062238683227346,0.000021423922807195768,0.999704599441817,-0.04456801362767156,-0.010808246336153545,1105588599.38,296,310
2022-04-05,242,1752760744,1752760744,1109746461.1328130077084358,0.000021887573198704768,1.00010964958946,0.03505261281366322,0.08207099123407378,1109624791.23,302,304
2022-04-06,281,1752760744,1752760744,1085391875.13834232994020614,0.000023089136170091647,0.999873591825126,-0.01704311521083017,-0.0004855551741934425,1085529094.89,366,383
2022-04-07,231,1752760745,1752760745,1094299196.2999557883262665,0.000022953170414676177,1.00004776449311,0.074772914192622,0.011147600376606255,1094246930.15,260,269
2022-04-08,254,1752760745,1752760745,1113091093.46108945722937671,0.000023677418881523665,0.999709613217899,-0.013590588204872155,-0.012363548081959316,1113414414.29,290,305
2022-04-09,171,1752760745,1752760745,1112634647.447873333109353,0.00002343564177161739,1.00025650307965,0.02222686854870844,0.034246485175819165,1112349326.42,192,198
2022-04-10,181,1752760746,1752760746,1092360210.87630078457074875,0.000023657834934730526,0.999885698509225,-0.022068971812447005,0.030872822445810792,1092485083.55,216,223
2022-04-11,293,1752760746,1752760746,1097812725.32527166276144516,0.000025287121650310556,0.999954575358574,0.02258787876585329,-0.028826227102494134,1097862595.34,341,355
2022-04-12,299,1752760746,1752760746,1104259844.4322363643066925,0.000024942568670707603,1.00010638671655,0.017308179464726188,-0.00035354102187534173,1104142378.35,445,473
2022-04-13,224,1752760747,1752760747,1097195183.9756486119584522,0.000024297695531302923,0.99991712224158,0.026062898588998483,0.0035322445973869367,1097286124.59,244,254
2022-04-14,288,1752760747,1752760747,1105293612.30321688195222596,0.000025046987006272317,0.999787966272932,0.011871001272624361,-0.03433131880693439,1105528021.53,298,309
2022-04-15,227,1752760747,1752760747,1108147763.65319035960276341,0.000024670299108247775,0.999821401432281,0.004354195797739432,-0.013296667589081606,1108345712.61,252,256
2022-04-16,190,1752760748,1752760748,1115563253.7460687406729187,0.00002472963034479561,1.00005606552767,0.19068412481544678,-0.061456666344362414,1115500712.61,197,216
2022-04-17,208,1752760748,1752760748,1116014549.7874780760165496,0.000025182578510815106,0.999868839827184,0.0016478745815107939,-0.022696594941052493,1116160945.65,230,240
2022-04-18,242,1752760748,1752760748,1121014226.47682646341273984,0.000024493286052868805,0.999788469970112,-0.01842546466873303,0.0324809612725365,1121251404.82,272,285
2022-04-19,251,1752760749,1752760749,1102427251.0861496247428691,0.000024111404788288165,1.00037407843997,0.01835962835333543,0.007672775973877017,1102015011.03,280,317
2022-04-20,262,1752760749,1752760749,1091451071.234978736876768,0.000024165239997279638,1.0003356862014,0.09256329187500799,0.01573295727417648,1091084809.12,353,409
2022-04-21,214,1752760749,1752760749,1093572374.942555834387919,0.000024717438471090393,1.00000566663699,0.05064925475582803,0.043966674951056946,1093566178.1,294,306
2022-04-22,248,1752760750,1752760750,1096666884.321375173101381,0.000025172310491887188,1.00029660736337,0.11381021380668892,0.032451207088170425,1096341701.3,296,309
2022-04-23,158,1752760750,1752760750,1098470229.5738560557966525,0.00002525943957414919,0.99983062703589,0.03093097822053879,0.008280008264040599,1098656312.25,161,170
2022-04-24,139,1752760750,1752760750,1101529975.66079138030572575,0.000025306095474282385,0.999885478249779,0.022223298446896137,-0.013531569185352525,1101656139.25,148,150
2022-04-25,237,1752760751,1752760751,1100208903.58707900182879808,0.00002470524799932395,0.999913989649776,0.027919709824151207,0.0048187797905611136,1100303541.08,309,336
2022-04-26,221,1752760751,1752760751,1101599052.640566664464072,0.000026275346762445247,1.00037604517552,0.10961706235642278,0.0625955473244917,1101184957.35,287,296
2022-04-27,308,1752760752,1752760752,1108541781.5932898489955108,0.000025504370492150527,1.00024411355643,0.09141555538366777,0.004082391050048076,1108271237.56,360,376
2022-04-28,240,1752760752,1752760752,1091071781.49251361244375732,0.00002515606511646783,0.999903010274332,0.05177476955313356,0.03403652624486589,1091177614.51,283,288
2022-04-29,261,1752760752,1752760752,1110309950.79356853714178392,0.00002589707291412143,0.999873189653643,0.04028055984738352,-0.009170775436407156,1110450767.44,328,358
2022-04-30,182,1752760753,1752760753,1115667930.01160079964875945,0.000026502887905840413,0.999532431736311,-0.015181190859622662,-0.041788540207220365,1116189824.95,202,223
2022-05-01,185,1752760753,1752760753,1121572147.8562158053383882,0.000026003923309487004,1.00009078890758,0.014167932332639513,0.021191103980409937,1121470330.79,209,219
2022-05-02,259,1752760753,1752760753,1121180423.9342712395886048,0.000025916053485107867,0.999480148509867,-0.03786299436095235,-0.033771334650597236,1121763574.4,330,352
2022-05-03,226,1752760753,1752760753,1103816986.73826311695252036,0.000026515772905949104,0.999761448894692,0.011380909354839227,-0.010642040186310977,1104080366.33,333,348
2022-05-04,273,1752760758,1752760758,1026951152.11539449140787019,0.000025216400224430437,0.999624810120459,0.015028597977684133,-0.007981289813265114,1027336598.41,360,374
2022-05-05,275,1752760758,1752760758,1031670587.1170628547780613,0.000027392262618677247,0.99987304286477,0.014570976487064275,-0.023658078370414,1031801581.69,373,386
2022-05-06,313,1752760759,1752760759,1037187655.53015206653420566,0.000027735709190752983,0.999678154115477,0.04958558453052654,-0.019546241769650422,1037521577.58,329,410
2022-05-07,197,1752760759,1752760759,1043478218.26266242188351608,0.00002815269939364602,0.999666067280556,-0.005610606576318709,-0.03816789818510007,1043826786.18,188,205
2022-05-08,297,1752760760,1752760760,1036160610.37121656763928639,0.000029357812684500692,0.999895002730833,0.007056317453115042,0.01854433632355208,1036269415.83,393,426
2022-05-09,397,1752760760,1752760760,1043282310.25668508867842522,0.00003280091144289209,0.999047596332798,-0.0937257184782342,-0.12085967380665542,1044276883.39,534,599
2022-05-10,454,1752760760,1752760760,1040938537.70010133377329375,0.00003225588211866472,0.999633500284763,0.0024001693386221214,-0.02522270543903164,1041320181.25,721,756
2022-05-11,500,1752760761,1752760761,1015019549.34028926881440629,0.000034655698358960585,0.997964786990949,-0.1501094861707618,-0.19898787571540033,1017089543.21,910,981
2022-05-12,665,1752760761,1752760761,828192758.924421330930597,0.00003439965123235254,0.998646197266122,0.2860070717889563,-0.1460034122191718,829315488.5,1019,1154
2022-05-13,532,1752760761,1752760761,830986764.64389078989785068,0.00003413329875918626,0.999625557595561,0.061835507197260914,-0.029158881224612177,831298037.88,707,742
2022-05-14,357,1752760762,1752760762,829094025.08180819597492081,0.000033263276457092404,0.999625847093137,0.015848564291443552,-0.016215356181909817,829404349.13,467,497
2022-05-15,378,1752760762,1752760762,831798534.3349277192451324,0.000032063290603184394,0.99981744678129,0.010125984890556538,-0.00039553574121801863,831950409.56,416,447
2022-05-16,365,1752760762,1752760762,830168479.81755853656904703,0.00003343959340051811,0.999496488087973,-0.01149525468427013,-0.05595460684514509,830586690.11,468,489
2022-05-17,285,1752760763,1752760763,834156716.05583807593230284,0.0000328532577828591,0.999993848634796,-0.07004805936963455,0.012502520593963222,834161847.29,307,321
2022-05-18,276,1752760763,1752760763,835356536.061675612451167,0.00003474321494070993,0.9996046971969,-0.04444107581433289,-0.018381165489676398,835686885.43,303,346
2022-05-19,410,1752760764,1752760764,832022217.08249885028840528,0.000033028525870020526,0.999373345698654,0.13569035526102866,-0.10003585287581088,832543934.32,505,542
2022-05-20,312,1752760764,1752760764,832688293.6176505337214204,0.00003420757538943518,0.99969059819042,0.09340906489093738,-0.06448715365033643,832946008.62,348,367
2022-05-21,240,1752760764,1752760764,831915933.24831293256399179,0.00003398439268691783,0.999823493344417,-0.07674872176791495,-0.018217226026901595,832062797.87,231,262
2022-05-22,190,1752760765,1752760765,829262921.64478139041465275,0.00003296843509862449,0.999994457029707,0.08258279804448783,-0.030206074022314098,829267518.25,198,215
2022-05-23,206,1752760765,1752760765,830164282.9729814787726357,0.00003437499078821306,0.99990837880023,-0.07315578393047605,0.007776493561764436,830240350.59,219,226
2022-05-24,252,1752760765,1752760765,832467313.80911995041229005,0.000033722999589717924,0.999673935131145,-0.0060482225552896925,-0.021156734769697563,832738840.69,275,298
2022-05-25,212,1752760766,1752760766,835312946.87019812591864256,0.00003380057881267098,0.999728503643112,-0.048590728208970084,-0.018550196175260172,835539792.88,219,228
2022-05-26,243,1752760766,1752760766,838780344.99130687188284473,0.000034082518742313444,0.999722978901851,-0.04105316942571806,-0.0652820783562763,839012769.23,301,328
2022-05-27,250,1752760767,1752760767,843726837.20820258279421878,0.00003493523928819227,0.999568509700538,-0.04419463009675781,-0.0675438972082311,844091054.31,274,300
2022-05-28,214,1752760767,1752760767,844792974.8102674942143084,0.00003442411870661088,0.999866450214738,-0.03629012541305105,-0.0036563605888175242,844905811.8,242,273
2022-05-29,187,1752760767,1752760767,848279691.2070300999681764,0.00003397345459909895,0.999841112340778,0.026878892505310018,-0.0032081381116081846,848414493.8,190,205
2022-05-30,251,1752760772,1752760772,851968305.425998409198208,0.00003151455915240941,1.0001446302216,0.03753810498039413,0.061248486377321866,851845102.88,299,309
2022-05-31,262,1752760772,1752760772,856008862.5627043531247189,0.00003141555507477135,1.00000139904437,-0.030551923540489405,-0.0089381748338876,856007664.97,268,274
2022-06-01,231,1752760772,1752760772,861692610.632942691261888,0.00003354082435396557,1.00038601768172,0.032059648001497985,0.09063403342264062,861360110.4,233,242
2022-06-02,232,1752760773,1752760773,873991396.777088719564644,0.00003278917269375751,1.00020971133908,0.044583569881049,0.044836940340477194,873808149.3,231,242
2022-06-03,205,1752760773,1752760773,873305008.3019831123278193,0.000033705833081406096,0.99980503649363,-0.047416044613347655,0.01802940176617126,873475304.11,214,223
2022-06-04,178,1752760774,1752760774,878593540.3569589621892552,0.000033566101257873915,1.00001497283251,0.0112773439350238,0.014194798905013684,878580385.52,176,180
2022-06-05,128,1752760774,1752760774,878969077.4093896378752529,0.00003342588566309464,0.99994905085969,-0.04656740980234223,0.027098395928505714,879013862.41,112,121
2022-06-06,218,1752760774,1752760774,879033616.56741906596554887,0.00003191340668714301,0.999954130453903,-0.023163674934611342,0.028815939919887183,879073939.29,202,212
2022-06-07,243,1752760775,1752760775,880479027.743120633826441,0.00003207947419245894,1.00007864825482,-0.009798764522779134,0.01836648082903986,880409785.05,284,292
2022-06-08,226,1752760775,1752760775,880721090.8862091172988405,0.00003307517457054038,0.999811746899725,-0.007514489179185175,0.07648790405300801,880886920.58,222,227
