time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2018-01-03,,,10764014.020722
2018-01-04,,,7317429.71045458
2018-01-05,,,7212669.17292893
2018-01-06,,,10074580.1937265
2018-01-07,,,12889186.8397369
2018-01-08,,,20111984.8773977
2018-01-09,,,11032107.0854721
2018-01-10,,,19976925.6030145
2018-01-11,,,9944522.38821619
2018-01-12,,,8864543.67073455
2018-01-13,,,22645961.1113052
2018-01-14,,,21359703.5576506
2018-01-15,,,4612656.47875684
2018-01-16,,,7069126.68186138
2018-01-17,,,6523890.25972203
2018-01-18,,,8758202.23183904
2018-01-19,,,4989549.49335464
2018-01-20,,,3919021.87795654
2018-01-21,,,3595303.42637642
2018-01-22,,,5336661.44984631
2018-01-23,,,3182486.29463806
2018-01-24,,,3027641.99914712
2018-01-25,,,2834128.16724442
2018-01-26,,,5166199.61091397
2018-01-27,,,2106037.21983927
2018-01-28,,,2294594.86950651
2018-01-29,,,1091643.65363488
2018-01-30,,,1420020.6447192
2018-01-31,,,684834.494466073
2018-02-01,,,1247913.76671417
2018-02-02,,,1247799.28650687
2018-02-03,,,805341.178697578
2018-02-04,,,889268.103429675
2018-02-05,,,730655.489081158
2018-02-06,,,976005.517923895
2018-02-07,,,983556.976494945
2018-02-08,,,561774.188507363
2018-02-09,,,690434.242015368
2018-02-10,,,654347.441913441
2018-02-11,,,341098.362054681
2018-02-12,,,619511.604450924
2018-02-13,,,3221681.9245836
2018-02-14,,,2849916.43177531
2018-02-15,,,3396714.30862193
2018-02-16,,,1938901.99344443
2018-02-17,,,1167937.11363232
2018-02-18,,,1574707.95816042
2018-02-19,,,657359.933429156
2018-02-20,,,1082548.14836672
2018-02-21,,,1132542.49333108
2018-02-22,,,872435.668770878
2018-02-23,,,509989.70181315
2018-02-24,,,581846.409295488
2018-02-25,,,658461.257782854
2018-02-26,,,704322.539194365
2018-02-27,,,4253930.85908592
2018-02-28,,,4632050.46202784
2018-03-01,,,2870014.83524141
2018-03-02,,,1801089.75228108
2018-03-03,,,499882.176201207
2018-03-04,,,783180.464851187
2018-03-05,,,464618.242986959
2018-03-06,,,742701.93249731
2018-03-07,,,949949.025092594
2018-03-08,,,791073.203704648
2018-03-09,,,589784.135290305
2018-03-10,,,462016.286506806
2018-03-11,,,379891.76713228
2018-03-12,,,392121.432307209
2018-03-13,,,242103.478235233
2018-03-14,,,405322.754082105
2018-03-15,,,393009.520240416
2018-03-16,,,246509.513054507
2018-03-17,,,338288.901841667
2018-03-18,,,331197.64981671
2018-03-19,,,341998.477843031
2018-03-20,,,572286.107633336
2018-03-21,,,578089.536057167
2018-03-22,,,717102.607321543
2018-03-23,,,376184.951630806
2018-03-24,,,570974.223240645
2018-03-25,,,1451227.65218923
2018-03-26,,,900866.813225985
2018-03-27,,,436425.112418108
2018-03-28,,,300622.251281037
2018-03-29,,,419684.369498638
2018-03-30,,,385683.69801937
2018-03-31,,,257019.053717133
2018-04-01,,,204193.182057658
2018-04-02,,,207012.825228347
2018-04-03,,,406194.270563008
2018-04-04,,,219665.473503293
2018-04-05,,,176292.054620288
2018-04-06,,,149039.112434739
2018-04-07,,,194643.925008162
2018-04-08,,,275441.822633921
2018-04-09,,,339769.229100665
2018-04-10,,,380967.164884979
2018-04-11,,,346999.533986046
2018-04-12,,,1938144.98837893
2018-04-13,,,1388981.44011425
2018-04-14,,,774835.549783125
2018-04-15,,,887733.249562345
2018-04-16,,,639239.88779001
2018-04-17,,,613517.704109033
2018-04-18,,,727098.9016796
2018-04-19,,,15756862.8238993
2018-04-20,,,15579136.4654538
2018-04-21,,,58573098.2581389
2018-04-22,,,75459335.3437239
2018-04-23,,,51500739.2644678
2018-04-24,,,37422288.3841081
2018-04-25,,,13651838.9525217
2018-04-26,,,17699356.614509
2018-04-27,,,11888854.3258961
2018-04-28,,,10204772.8047161
2018-04-29,,,10319196.3836606
2018-04-30,,,30708792.5866589
2018-05-01,,,7502113.83843402
2018-05-02,,,5301063.67206311
2018-05-03,,,5630981.58916938
2018-05-04,,,4741790.4383962
2018-05-05,,,8793006.69390187
2018-05-06,,,5953694.79292818
2018-05-07,,,4775052.77283497
2018-05-08,,,4430920.0734025
2018-05-09,,,3178839.34527313
2018-05-10,,,2949994.25909706
2018-05-11,,,7980642.26294401
2018-05-12,,,9301696.42610834
2018-05-13,,,3286531.1425182
2018-05-14,,,7131502.52480385
2018-05-15,,,10459832.3862803
2018-05-16,,,4049775.08877553
2018-05-17,,,2366281.11643047
2018-05-18,,,1885729.85835611
2018-05-19,,,1759665.94007731
2018-05-20,,,1951673.93760888
2018-05-21,,,2478330.98677902
2018-05-22,,,3784333.19444814
2018-05-23,,,4139942.74463608
2018-05-24,,,2324564.17895557
2018-05-25,,,1158294.391075
2018-05-26,,,1033555.81328259
2018-05-27,,,2163687.01893294
2018-05-28,,,1737293.5416985
2018-05-29,,,1309306.70033319
2018-05-30,,,1064352.93996011
2018-05-31,,,1301695.51842633
2018-06-01,,,1292003.94702496
2018-06-02,,,2980044.29190132
2018-06-03,,,1302454.96569069
2018-06-04,,,1270404.52698696
