time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2019-07-22,25,89,1614335650,1614335650,,,,0,,,,,,3679248.692441804747047334,23,23
2019-07-23,2,89,1614335650,1614335650,,,,0,,,,,,3679248.692441804747047334,2,7
2019-07-24,5,91,1614335650,1614335650,,,,646.878410394937220536,,,,,,3679840.85651649837199787,2,2
2019-07-25,2,92,1614335651,1614335651,,,,86.927974894748686208,,,,,,3679927.784491393120684078,0,0
2019-07-26,5,92,1614335651,1614335651,,,,0.18417258409632606,,,,,,3679927.568663977217010138,1,1
2019-07-27,4,92,1614335651,1614335651,,,,2.7854655834260871,,,,,,3679886.969244282556140238,3,3
2019-07-28,5,93,1614335651,1614335651,,,,546.837422914894626827,,,,,,3680433.806667197450767065,7,7
2019-07-29,7,93,1614335651,1614335651,,,,110.519092491238638604,,,,,,3680544.325759688689405669,5,12
2019-07-30,9,94,1614335651,1614335651,,,,139.32925925103932481,,,,,,3680634.655018939728730479,6,6
2019-07-31,8,95,1614335651,1614335651,,,,295.726648199761211989,,,,,,3680879.444262741054159468,5,5
2019-08-01,6,95,1614335651,1614335651,,,,1347.945215700132040604,,,,,,3682172.189538441186200072,23,23
2019-08-02,6,95,1614335651,1614335651,,,,0.057418038804611502,,,,,,3682158.846956479990811574,2,2
2019-08-03,7,96,1614335651,1614335651,,,,101.172986533114138967,,,,,,3682260.019943013104950541,5,5
2019-08-04,8,96,1614335651,1614335651,,,,12.47781288824144715,,,,,,3682272.497755901346397691,6,6
2019-08-05,9,97,1614335651,1614335651,,,,903.436171721263610736,,,,,,3683175.933927622610008427,8,16
2019-08-06,9,97,1614335651,1614335651,,,,10.6897242611339568,,,,,,3683153.663676071319996227,12,14
2019-08-07,4,98,1614335651,1614335651,,,,54.487148345539703993,,,,,,3683208.15082441685970022,1,1
2019-08-08,7,99,1614335651,1614335651,,,,148.477453874679494233,,,,,,3683356.628278291539194453,7,8
2019-08-09,6,100,1614335651,1614335651,,,,407.856945865191521971,,,,,,3683764.485224156730716424,3,3
2019-08-10,9,104,1614335652,1614335652,,,,586.352143324385928152,,,,,,3684350.837367481116644576,5,6
2019-08-11,7,105,1614335652,1614335652,,,,11.363820303183123265,,,,,,3684362.201187784299767841,4,9
2019-08-12,7,106,1614335652,1614335652,,,,140.904282466247561111,,,,,,3684503.105470250547328952,6,6
2019-08-13,8,106,1614335652,1614335652,,,,67.512132251565113643,,,,,,3684570.617602502112442595,3,15
2019-08-14,2,106,1614335652,1614335652,,,,0,,,,,,3684570.617602502112442595,1,1
2019-08-15,5,107,1614335652,1614335652,,,,73.829869290603668755,,,,,,3684644.44747179271611135,2,2
2019-08-16,4,106,1614335652,1614335652,,,,0,,,,,,3684644.44747179271611135,4,3
2019-08-17,5,107,1614335652,1614335652,,,,1339.600694802158054672,,,,,,3685984.048166594874166022,1,1
2019-08-18,5,109,1614335652,1614335652,,,,2702.881393052859834395,,,,,,3688686.929559647734000417,2,2
2019-08-19,3,109,1614335652,1614335652,,,,0,,,,,,3688686.929559647734000417,2,2
2019-08-20,11,110,1614335652,1614335652,,,,86631.251996281613953183,,,,,,3775272.5815559293479536,5,11
2019-08-21,5,110,1614335652,1614335652,,,,0.683367556464,,,,,,3768991.8649234858119536,2,7
2019-08-22,7,110,1614335652,1614335652,,,,112413.207774213995678378,,,,,,3881405.072697699807631978,3,3
2019-08-23,6,110,1614335652,1614335652,,,,362.140928812403422026,,,,,,3881767.213626512211054004,2,3
2019-08-24,8,111,1614335652,1614335652,,,,2064.920834575774366094,,,,,,3883832.134461087985420098,7,7
2019-08-25,9,112,1614335652,1614335652,,,,179.536778929310152057,,,,,,3884011.178765591054434855,7,14
2019-08-26,6,112,1614335652,1614335652,,,,0.98420989820628444,,,,,,3869076.162975489260719295,2,2
2019-08-27,10,112,1614335653,1614335653,,,,17.956952032651296,,,,,,3849588.503067521912035295,5,15
2019-08-28,7,112,1614335653,1614335653,,,,2.2649492875366164,,,,,,3849190.768016809448651695,8,16
2019-08-29,9,112,1614335653,1614335653,,,,8.5265159676441537,,,,,,3846256.228642777092805395,5,5
2019-08-30,14,115,1614335653,1614335653,,,,581.55221961109231324,,,,,,3846834.077162388185118635,8,13
2019-08-31,2,115,1614335653,1614335653,,,,0,,,,,,3846834.077162388185118635,2,2
2019-09-01,5,115,1614335653,1614335653,,,,0,,,,,,3846814.393352388185118635,2,7
2019-09-02,6,117,1614335653,1614335653,,,,36.399575571460673262,,,,,,3846850.792927959645791897,3,3
2019-09-03,5,117,1614335653,1614335653,,,,1.435585775439126,,,,,,3846852.228513735084917897,2,2
2019-09-04,4,117,1614335653,1614335653,,,,100,,,,,,3846952.228513735084917897,1,1
2019-09-05,0,117,1614335653,1614335653,,,,0,,,,,,3846952.228513735084917897,0,0
2019-09-06,7,117,1614335653,1614335653,,,,200.7929578564925738,,,,,,3847153.021471591577491697,4,13
2019-09-07,3,117,1614335653,1614335653,,,,0,,,,,,3847153.021471591577491697,1,2
2019-09-08,2,117,1614335653,1614335653,,,,0,,,,,,3846703.021471591577491697,0,0
2019-09-09,0,117,1614335653,1614335653,,,,0,,,,,,3846703.021471591577491697,0,0
2019-09-10,4,117,1614335653,1614335653,,,,0,,,,,,3846703.021471591577491697,2,2
2019-09-11,4,117,1614335653,1614335653,,,,0,,,,,,3846609.331611591577491697,1,1
2019-09-12,11,118,1614335654,1614335654,,,,36.424035317990059287,,,,,,3846645.755646909567550984,7,8
2019-09-13,7,119,1614335654,1614335654,,,,1.1074209120510252,,,,,,3846646.863067821618576184,3,3
2019-09-14,9,120,1614335654,1614335654,,,,822.71046089009190812,,,,,,3846871.573528711710484304,6,10
2019-09-15,5,120,1614335654,1614335654,,,,72764.115473232923890158,,,,,,3919187.462141944634374462,1,1
2019-09-16,2,121,1614335654,1614335654,,,,31.984321062474267858,,,,,,3919219.44646300710864232,0,0
2019-09-17,6,121,1614335654,1614335654,,,,322.249245755103383506,,,,,,3917741.695708762212025826,1,1
2019-09-18,8,121,1614335654,1614335654,,,,4231.489966538607029862,,,,,,3919568.385675300819055688,1,4
2019-09-19,9,124,1614335654,1614335654,,,,88.24577639796566507,,,,,,3919656.631451698784720758,4,4
2019-09-20,6,125,1614335654,1614335654,,,,13.912004549820024,,,,,,3919670.543456248604744758,2,2
2019-09-21,5,125,1614335654,1614335654,,,,17.455698241125627982,,,,,,3919641.64727886108304274,4,7
2019-09-22,0,125,1614335654,1614335654,,,,0,,,,,,3919641.64727886108304274,0,0
2019-09-23,9,125,1614335654,1614335654,,,,21.1914252342141405,,,,,,3919662.83870409529718324,5,5
2019-09-24,8,125,1614335654,1614335654,,,,0.00014692518195097,,,,,,3911537.63885102047913421,4,9
2019-09-25,2,125,1614335654,1614335654,,,,0,,,,,,3911537.63885102047913421,1,1
2019-09-26,4,125,1614335654,1614335654,,,,0,,,,,,3911537.63885102047913421,2,2
2019-09-27,4,125,1614335654,1614335654,,,,0,,,,,,3911369.63885102047913421,3,9
2019-09-28,4,126,1614335654,1614335654,,,,2.072594995792161807,,,,,,3911371.711446016271296017,2,5
2019-09-29,3,127,1614335655,1614335655,,,,0,,,,,,3911371.711446016271296017,2,2
2019-09-30,2,127,1614335655,1614335655,,,,0,,,,,,3911371.711446016271296017,1,1
2019-10-01,8,127,1614335655,1614335655,,,,6.115363076357142,,,,,,3909980.813889092628438017,5,13
2019-10-02,6,128,1614335655,1614335655,,,,1432.022601368462790149,,,,,,3911412.836490461091228166,5,5
2019-10-03,9,128,1614335655,1614335655,,,,31060.181789101418748192,,,,,,3942473.018279562509976358,7,7
2019-10-04,12,132,1614335655,1614335655,,,,3307.097296994212367186,,,,,,3945660.010088830741023544,6,6
2019-10-05,4,132,1614335655,1614335655,,,,0,,,,,,3945660.010088830741023544,3,11
2019-10-06,3,133,1614335655,1614335655,,,,1003.529988940643967931,,,,,,3946663.540077771384991475,1,1
2019-10-07,5,135,1614335655,1614335655,,,,26754.93977577229794984,,,,,,3973418.479853543682941315,1,4
2019-10-08,0,135,1614335655,1614335655,,,,0,,,,,,3973418.479853543682941315,0,0
2019-10-09,7,136,1614335655,1614335655,,,,9.78609277970495911,,,,,,3973426.343535662657563425,7,7
2019-10-10,9,137,1614335655,1614335655,,,,23910.866605352077788419,,,,,,3994368.610141014735351844,3,13
2019-10-11,4,138,1614335655,1614335655,,,,0,,,,,,3994368.610141014735351844,2,10
2019-10-12,6,138,1614335655,1614335655,,,,0.2797303447294347,,,,,,3913023.290341359464786544,2,3
2019-10-13,4,138,1614335655,1614335655,,,,161.140362873416814327,,,,,,3913184.430704232881600871,2,5
2019-10-14,2,138,1614335655,1614335655,,,,2572.823855243014025326,,,,,,3915757.254559475895626197,0,0
2019-10-15,3,139,1614335655,1614335655,,,,65449.774337648802987483,,,,,,3975899.42889712469861368,0,0
2019-10-16,7,139,1614335656,1614335656,,,,1.33470225873333351,,,,,,3975795.51459185432083549,7,32
2019-10-17,5,139,1614335656,1614335656,,,,1.24803328088961039,,,,,,3908399.96262513521044588,1,1
2019-10-18,2,140,1614335656,1614335656,,,,1296.193213021733933323,,,,,,3909696.155838156944379203,0,0
2019-10-19,6,140,1614335656,1614335656,,,,1986.534109120696206343,,,,,,3911682.689947277640585546,2,13
2019-10-20,8,142,1614335656,1614335656,,,,975.680434104937765166,,,,,,3910886.950390655933189412,2,2
2019-10-21,2,142,1614335656,1614335656,,,,0,,,,,,3910886.950390655933189412,1,1
2019-10-22,3,142,1614335656,1614335656,,,,0,,,,,,3910886.950390655933189412,2,2
2019-10-23,3,142,1614335656,1614335656,,,,0,,,,,,3910847.750390655933189412,2,7
2019-10-24,3,143,1614335656,1614335656,,,,0,,,,,,3910847.750390655933189412,2,2
2019-10-25,4,143,1614335656,1614335656,,,,0,,,,,,3910847.750390655933189412,3,6
2019-10-26,3,143,1614335656,1614335656,,,,0,,,,,,3910847.750390655933189412,1,7
2019-10-27,0,143,1614335656,1614335656,,,,0,,,,,,3910847.750390655933189412,0,0
2019-10-28,7,146,1614335656,1614335656,,,,8.490742119617764081,,,,,,3910251.614342411229420493,4,4
2019-10-29,3,146,1614335656,1614335656,,,,0,,,,,,3910251.614342411229420493,2,6
2019-10-30,8,147,1614335656,1614335656,,,,2880.189856394152824455,,,,,,3913131.804198805382244948,7,15
2019-10-31,6,148,1614335656,1614335656,,,,0,,,,,,3909612.604198805382244948,3,6
2019-11-01,3,149,1614335656,1614335656,,,,0,,,,,,3909612.604198805382244948,2,5
2019-11-02,10,149,1614335657,1614335657,,,,0,,,,,,3908418.774198805382244948,8,17
2019-11-03,10,150,1614335657,1614335657,,,,558.570113206115655527,,,,,,3908977.344312011497900475,7,26
2019-11-04,7,150,1614335657,1614335657,,,,34042.337278122633661401,,,,,,3943019.681590134131561876,1,1
2019-11-05,3,150,1614335657,1614335657,,,,206.01152755874298791,,,,,,3943225.693117692874549786,0,0
2019-11-06,9,150,1614335657,1614335657,,,,0.064323000415662654,,,,,,3942197.75744069329021244,7,13
2019-11-07,2,150,1614335657,1614335657,,,,0,,,,,,3942197.75744069329021244,1,1
2019-11-08,7,150,1614335657,1614335657,,,,2.8122121665370371,,,,,,3942200.56965285982724954,6,12
2019-11-09,6,150,1614335657,1614335657,,,,14.825012061449863782,,,,,,3942215.394664921277113322,3,8
2019-11-10,7,150,1614335657,1614335657,,,,0,,,,,,3939023.172654921277213322,3,17
2019-11-11,12,153,1614335657,1614335657,,,,1301.600089543526490095,,,,,,3920259.733394464803703417,5,16
2019-11-12,6,153,1614335657,1614335657,,,,18.058790292563757,,,,,,3920270.067284757367460417,4,4
2019-11-13,6,154,1614335657,1614335657,,,,67.535630595424027933,,,,,,3920337.60291535279148835,4,3
2019-11-14,11,157,1614335657,1614335657,,,,86.469893711782630732,,,,,,3920281.988589321195740882,7,11
2019-11-15,2,157,1614335657,1614335657,,,,0,,,,,,3920281.988589321195740882,2,5
2019-11-16,7,158,1614335657,1614335657,,,,212.710092882839688755,,,,,,3920494.698682204035429637,6,13
2019-11-17,6,159,1614335657,1614335657,,,,69.907178185317638514,,,,,,3920564.605860389353068151,2,8
2019-11-18,8,159,1614335658,1614335658,,,,0,,,,,,3920564.605860389353068151,9,15
2019-11-19,6,161,1614335658,1614335658,,,,39.07657791267857558,,,,,,3920603.682438302031643731,4,5
2019-11-20,10,161,1614335658,1614335658,,,,4564.037108736537568469,,,,,,3925112.5195470385692122,10,17
2019-11-21,6,161,1614335658,1614335658,,,,29.641669317760563,,,,,,3925142.1612163563297752,4,4
2019-11-22,7,162,1614335658,1614335658,,,,1.8798623362394364,,,,,,3925142.2410786925692116,3,7
2019-11-23,0,162,1614335658,1614335658,,,,0,,,,,,3925142.2410786925692116,0,0
2019-11-24,5,162,1614335658,1614335658,,,,0.9399311681197182,,,,,,3925143.1810098606889298,5,5
2019-11-25,5,162,1614335658,1614335658,,,,2819.758751123280372992,,,,,,3927962.939760983969302792,2,2
2019-11-26,5,162,1614335658,1614335658,,,,2.2817180477957745,,,,,,3927965.221479031765077292,3,3
2019-11-27,3,162,1614335658,1614335658,,,,0,,,,,,3927965.221479031765077292,2,2
2019-11-28,6,162,1614335658,1614335658,,,,0.7572778772978724,,,,,,3927963.454497318070041692,4,12
2019-11-29,0,162,1614335658,1614335658,,,,0,,,,,,3927963.454497318070041692,0,0
2019-11-30,6,162,1614335658,1614335658,,,,26.996113142042580213,,,,,,3927922.476067925458470505,4,4
2019-12-01,4,162,1614335658,1614335658,,,,0.68155008955319148,,,,,,3927923.157618015011661985,1,1
2019-12-02,6,161,1614335658,1614335658,,,,11.86786666580852371,,,,,,3927405.274060749609586702,0,0
2019-12-03,9,162,1614335658,1614335658,,,,376.387330184917538252,,,,,,3927781.661390934527124954,6,22
2019-12-04,3,162,1614335659,1614335659,,,,0,,,,,,3927703.261390934527124954,1,7
2019-12-05,2,162,1614335659,1614335659,,,,0,,,,,,3927703.261390934527124954,1,1
2019-12-06,7,163,1614335659,1614335659,,,,958.628485693823473914,,,,,,3928661.889876628350598868,6,6
2019-12-07,4,164,1614335659,1614335659,,,,26.38158985268030627,,,,,,3928688.271466481030905138,2,2
2019-12-08,5,164,1614335659,1614335659,,,,0,,,,,,3928627.071466481030905138,3,8
2019-12-09,3,165,1614335659,1614335659,,,,1.026320699548504344,,,,,,3928628.097787180579409482,1,1
2019-12-10,8,166,1614335659,1614335659,,,,4966.85829842379250829,,,,,,3933188.556085604371917772,1,1
2019-12-11,8,168,1614335659,1614335659,,,,3318.219932924775109366,,,,,,3935847.360741810970144414,5,5
2019-12-12,5,168,1614335659,1614335659,,,,0,,,,,,3935847.360741810970144414,5,19
2019-12-13,10,173,1614335659,1614335659,,,,19985.353194528317875881,,,,,,3955786.351976339288020295,6,11
2019-12-14,13,176,1614335659,1614335659,,,,1956.323072127428905927,,,,,,3957736.675048466716926222,7,17
2019-12-15,7,177,1614335659,1614335659,,,,130.826649482595096856,,,,,,3957867.501697949312023078,4,4
2019-12-16,6,178,1614335659,1614335659,,,,21036.839209172899367692,,,,,,3978904.34090712221139077,2,2
2019-12-17,8,180,1614335659,1614335659,,,,992.680974508855460685,,,,,,3979897.021881631066851455,3,5
2019-12-18,15,182,1614335659,1614335659,,,,337.939392558870996952,,,,,,3980169.444464189937838407,11,22
2019-12-19,12,182,1614335659,1614335659,,,,3845.162857653158815002,,,,,,3984014.607321843096653409,6,7
2019-12-20,9,182,1614335659,1614335659,,,,0.05501121270262152,,,,,,3984014.653909666339416928,9,12
2019-12-21,3,182,1614335659,1614335659,,,,0,,,,,,3984014.653909666339416928,1,6
2019-12-22,5,182,1614335660,1614335660,,,,222.173859327015076834,,,,,,3984236.827768993354493762,2,2
2019-12-23,0,182,1614335660,1614335660,,,,0,,,,,,3984236.827768993354493762,0,0
2019-12-24,0,182,1614335660,1614335660,,,,0,,,,,,3984236.827768993354493762,0,0
2019-12-25,7,182,1614335660,1614335660,,,,40965.616581574258923571,,,,,,4025090.444350567613417333,2,18
2019-12-26,6,183,1614335660,1614335660,,,,31504.096017396015358402,,,,,,4056594.540367963628775735,2,2
2019-12-27,6,183,1614335660,1614335660,,,,0,,,,,,4048473.940367963628775735,2,26
2019-12-28,9,183,1614335660,1614335660,,,,3.676636725128456914,,,,,,4045708.417004688757232649,5,13
2019-12-29,5,184,1614335660,1614335660,,,,514.526128865477785147,,,,,,4046222.943133554235017796,2,5
2019-12-30,5,184,1614335660,1614335660,,,,20.626265546659250583,,,,,,4046243.569399100894268379,3,6
2019-12-31,5,185,1614335660,1614335660,,,,5.815925802436096242,,,,,,4046246.361162922742129321,4,7
2020-01-01,8,188,1614335660,1614335660,,,,623.048537722839919339,,,,,,4046868.14148064558204866,5,7
2020-01-02,8,187,1614335660,1614335660,,,,13181.365288122188320297,,,,,,4060049.506767685755220486,7,16
2020-01-03,2,187,1614335660,1614335660,,,,15863.470102842385513688,,,,,,4075912.976870528140734174,0,0
2020-01-04,7,187,1614335660,1614335660,,,,5069.598612907544635027,,,,,,4080864.204013435685369201,6,17
2020-01-05,8,189,1614335660,1614335660,,,,729.589159042800169038,,,,,,4081528.193172478485548239,5,11
2020-01-06,2,190,1614335660,1614335660,,,,57.148575321993690647,,,,,,4081585.341747800479238886,0,0
2020-01-07,5,191,1614335661,1614335661,,,,10.47993414491546422,,,,,,4081433.683301945394703106,3,8
2020-01-08,3,192,1614335661,1614335661,,,,434.951899292244216022,,,,,,4081293.035201237638919128,0,0
2020-01-09,5,194,1614335661,1614335661,,,,1016.18861130100378564,,,,,,4082201.131552538642704768,1,6
2020-01-10,7,194,1614335661,1614335661,,,,0.030846452200000002,,,,,,4082146.83413899084270477,3,8
2020-01-11,7,194,1614335661,1614335661,,,,1378.821444302995712909,,,,,,4083407.662353293838417679,5,19
2020-01-12,28,218,1614335661,1614335661,,,,5660.015613913215305019,,,,,,4088959.867847207053722698,2,7
2020-01-13,39,242,1614335661,1614335661,,,,16089.241453041488812538,,,,,,4104360.781040248542535236,10,15
2020-01-14,36,262,1614335661,1614335661,,,,6315.281485687295760731,,,,,,4110622.298525935838295967,4,13
2020-01-15,21,273,1614335661,1614335661,,,,3801.884990307474486064,,,,,,4113226.983516243312782031,2,2
2020-01-16,14,279,1614335661,1614335661,,,,797.958658643237333007,,,,,,4114024.942174886550115038,7,14
2020-01-17,17,287,1614335661,1614335661,,,,1868.58134609745364335,,,,,,4115743.088079237140988388,7,13
2020-01-18,14,291,1614335661,1614335661,,,,865.612362190831168037,,,,,,4115775.608251427972180425,11,25
2020-01-19,13,296,1614335661,1614335661,,,,699.303296526290495763,,,,,,4116474.810079361499518298,12,15
2020-01-20,12,301,1614335661,1614335661,,,,726.081730198253329065,,,,,,4117092.517419559752847363,5,11
2020-01-21,15,307,1614335661,1614335661,,,,212.515376486881485855,,,,,,4117305.032796046634333218,17,27
2020-01-22,17,311,1614335661,1614335661,,,,1904.58482088918484845,,,,,,4104482.452406935819181668,6,6
2020-01-23,7,313,1614335662,1614335662,,,,358.329328302168757464,,,,,,4104807.181735237987939132,3,9
2020-01-24,13,317,1614335662,1614335662,,,,221.080597336750377798,,,,,,4104105.92185257473834693,6,16
2020-01-25,9,318,1614335662,1614335662,,,,619.457386784677465365,,,,,,4102339.688239359415812295,7,12
2020-01-26,8,318,1614335662,1614335662,,,,84.562415764209267656,,,,,,4102343.836065123625079951,3,15
2020-01-27,13,322,1614335662,1614335662,,,,2370.35599412198518728,,,,,,4104603.102889245610267231,6,11
2020-01-28,4,322,1614335662,1614335662,,,,267.085096445462338598,,,,,,4104857.187985691072605829,1,2
2020-01-29,8,323,1614335662,1614335662,,,,2214.670882308354048541,,,,,,4104191.34608799942665437,2,7
2020-01-30,10,326,1614335662,1614335662,,,,12762.029864714383981511,,,,,,4113685.375952713810635881,4,4
2020-01-31,4,326,1614335662,1614335662,,,,0,,,,,,4110702.283702713810625881,1,6
2020-02-01,7,328,1614335662,1614335662,,,,263.730802900049688042,,,,,,4110961.717205613860313923,2,2
2020-02-02,9,331,1614335662,1614335662,,,,217.565027056098886779,,,,,,4111064.659552669959200702,3,11
2020-02-03,13,334,1614335662,1614335662,,,,379.619961018729825654,,,,,,4109168.279513688689026356,9,12
2020-02-04,12,335,1614335662,1614335662,,,,218.27395938869282971,,,,,,4106955.761213077381856066,5,17
2020-02-05,10,336,1614335662,1614335662,,,,947.761776109314382843,,,,,,4105018.225829186696238909,6,9
2020-02-06,9,337,1614335662,1614335662,,,,234.832197430664953885,,,,,,4105253.058026617361192794,3,3
2020-02-07,9,340,1614335662,1614335662,,,,1225.462105952373743456,,,,,,4106478.52013256973493625,5,9
2020-02-08,3,340,1614335662,1614335662,,,,0,,,,,,4106262.61775256973495625,1,6
2020-02-09,9,342,1614335662,1614335662,,,,133.593749573672096287,,,,,,4106396.211502143407052537,4,6
2020-02-10,10,344,1614335663,1614335663,,,,303.289744952616232725,,,,,,4106676.261247096023285262,5,8
2020-02-11,10,347,1614335663,1614335663,,,,81.220155626523008537,,,,,,4106465.544562722546293799,4,15
2020-02-12,14,349,1614335663,1614335663,,,,460.392665805054463772,,,,,,4106920.600808527600757571,7,10
2020-02-13,17,353,1614335663,1614335663,,,,1669.151797494767770631,,,,,,4105067.548346022368528202,12,30
