time,CapMrktEstUSD,volume_reported_spot_usd_1d
2019-04-27,,9563461.40836718
2019-04-28,,8256291.17046517
2019-04-29,,8116440.63966147
2019-04-30,,23567260.8456745
2019-05-01,,9567217.95351762
2019-05-02,,5733606.69799884
2019-05-03,,4745455.98952451
2019-05-04,,2325919.87933822
2019-05-05,,2641668.95196573
2019-05-06,,4006031.49540126
2019-05-07,,3077648.24070787
2019-05-08,,2097254.94016917
2019-05-09,,3779109.84770747
2019-05-10,,7704143.0365332
2019-05-11,,12127904.7187146
2019-05-12,,17634822.5525426
2019-05-13,,72655783.6964416
2019-05-14,,97494980.7961972
2019-05-15,,47600577.2712503
2019-05-16,,58580322.9895941
2019-05-17,,165515387.930166
2019-05-18,,55691121.6122209
2019-05-19,,137218875.95351
2019-05-20,,391147994.367056
2019-05-21,,694370883.970498
2019-05-22,,269852046.002181
2019-05-23,,411138399.231191
2019-05-24,,149363721.396058
2019-05-25,,146751076.961115
2019-05-26,,90895475.3654578
2019-05-27,,77186139.6165443
2019-05-28,,86704037.0337249
2019-05-29,,50631481.2338931
2019-05-30,,50062156.0538899
2019-05-31,,53048206.8626937
2019-06-01,,50970143.2797196
2019-06-02,,30147241.3699287
2019-06-03,,28854248.8686092
2019-06-04,,70629369.3782446
2019-06-05,,86835088.5736294
2019-06-06,,88087647.4768621
2019-06-07,,35410398.0188697
2019-06-08,,55626407.1430595
2019-06-09,,64026919.5918289
2019-06-10,,50692670.9939213
2019-06-11,,41014342.9294322
2019-06-12,,43750606.4797819
2019-06-13,,54067365.5071857
2019-06-14,,37935831.6908363
2019-06-15,,33693860.7194182
2019-06-16,,31708933.8346267
2019-06-17,,30828183.3367148
2019-06-18,,27978651.7671807
2019-06-19,,50863026.8057244
2019-06-20,,32220854.127109
2019-06-21,,38030993.4063105
2019-06-22,47057768.091381725690992,54762339.104277
2019-06-23,45338371.2082712994807896,34235321.8754323
2019-06-24,44462793.1514276566879368,15825526.9270834
2019-06-25,41175275.6248836895285652,23332791.4313345
2019-06-26,38186528.7747272337813784,57085376.4644448
2019-06-27,41036565.9552160618617724,65352742.6709819
2019-06-28,41652772.311782821707776,41851882.4475045
2019-06-29,52389784.8804630177200976,93891995.9105333
2019-06-30,48055064.6685150288820008,64693526.4413006
2019-07-01,48283155.228291503542804,30017801.9646829
2019-07-02,43219712.328873589143308,25504303.2501623
2019-07-03,41646873.9598526272296464,32080487.1085107
2019-07-04,39872527.1463294607237176,22868524.2823031
2019-07-05,39376051.9389468034939016,18280480.1922651
2019-07-06,38219784.1908608596336752,6656778.0023715
2019-07-07,38223969.2485878087955544,8457735.5580096
2019-07-08,36155072.050769276148868,11839057.9198022
2019-07-09,35056030.5710317839361792,17899803.6758145
2019-07-10,34999114.0460650696856576,29448993.9060909
2019-07-11,31312179.8980777553558424,15849186.7385116
2019-07-12,34044123.82479118707176,14501701.2790551
2019-07-13,36220077.1495693170623864,22377764.4312733
2019-07-14,31338263.5544360981402208,12083818.784767
2019-07-15,30065499.3732737057151104,7128831.1594089
2019-07-16,26157976.2231251421745998,7095986.61113019
2019-07-17,28723231.5425563410772884,8811285.72779935
2019-07-18,29732802.0941189105346318,7719894.49435966
2019-07-19,29179102.0287619483759002,2791158.41464204
2019-07-20,30657233.3878935263575086,4233116.669857
2019-07-21,29232763.2858918161335698,1878397.73556346
2019-07-22,27621382.559795357313498,2817035.49809096
2019-07-23,25101917.8825184237835276,3185270.48719254
2019-07-24,26156988.737876304204876,3764715.66868024
2019-07-25,26492968.9408065665413626,2954986.09734146
2019-07-26,27651325.3139556232393776,3565138.75513651
2019-07-27,25920021.388562831358318,2552525.97240428
2019-07-28,25454077.3388390108348904,1997735.7837851
2019-07-29,24714766.9528399777783674,1372677.06776105
2019-07-30,25053270.5402764379399994,1678106.26419605
2019-07-31,24568027.4729136173709972,2361533.27184123
2019-08-01,23182448.6679000920910198,3084684.54429031
2019-08-02,24126826.505167494844659,3609085.45968092
2019-08-03,23096823.0413168840012778,2297963.13416311
2019-08-04,22239640.4730322072216344,3061431.95092802
2019-08-05,25890278.029623582700482,21746847.0204728
2019-08-06,33077618.1367405362498882,70342788.5850625
2019-08-07,35747587.8902082764105436,95484859.8134854
2019-08-08,31479616.1351005822709844,35195411.1088539
2019-08-09,26622140.7234796786763844,18842192.9165429
2019-08-10,32608735.246640360464188,27176874.8308701
2019-08-11,35871945.6234466633904934,54761478.4362575
2019-08-12,36908346.9802806992344524,43016363.7321976
2019-08-13,35845636.1106548831059752,28953663.3639513
2019-08-14,32103143.9625833648824756,32052850.851995
2019-08-15,31761606.2568540413926332,14526757.7771177
2019-08-16,29017646.9557887690427426,14616597.3223551
2019-08-17,30700887.3843731041613876,11648723.8579076
2019-08-18,30201065.0985230856627336,9562978.54932944
2019-08-19,33578503.1864044245457828,19926727.9996137
2019-08-20,34322664.2378755694831608,11914426.1817664
2019-08-21,33478245.8844811875289602,16326762.5275509
2019-08-22,36489357.1620492317223072,22720899.6216445
2019-08-23,33449915.7356522066036324,23203939.7728462
2019-08-24,32425875.4444647405918542,14301532.5094229
2019-08-25,29700805.333427910657283,7136606.63413246
2019-08-26,30254956.9333526022194428,6790905.10088275
2019-08-27,30900606.2991240976902954,9263481.57524042
2019-08-28,28054986.9437750146108154,6818501.69034958
2019-08-29,25321059.9303656438473694,5286052.35353879
2019-08-30,26701560.0512225635053172,3363963.05779201
2019-08-31,25755675.824650593262952,2365825.70350326
2019-09-01,26640266.7967154338078606,2437981.82961744
2019-09-02,29734928.5556535571434488,11218646.8697909
2019-09-03,30979474.9460715976584778,13801361.324254
2019-09-04,30638609.9718128706866898,6783526.37462564
2019-09-05,32850354.9256852372845168,11540587.9708375
2019-09-06,29853542.0263945931639498,12740836.7019876
2019-09-07,30293924.194457632697266,3420821.71186532
2019-09-08,30476182.2548007952608466,2266534.1918819
2019-09-09,30983959.9535734216895102,9560716.74349172
2019-09-10,29605275.0314506707880244,3342391.98343099
2019-09-11,28740650.4702528377445832,3043355.60435804
2019-09-12,28404147.7898716390810636,2759379.47714925
2019-09-13,28326845.9659165592530834,1965924.04461385
2019-09-14,28799282.7742016627589372,2001503.75659425
2019-09-15,28150918.9013387172558982,1587688.78543886
2019-09-16,28254141.11988493151631,2097246.53836473
2019-09-17,29540807.5985455232680032,3936897.16146947
2019-09-18,31376882.6292547730366168,14980554.9344263
2019-09-19,30126939.3902268216946336,7496775.12645595
2019-09-20,29717953.881230955108558,2605620.33331538
2019-09-21,29151504.1775452613900184,1747438.54221865
2019-09-22,27359391.0141150655508286,3124721.39173076
2019-09-23,26963576.380040703747844,2330788.70013735
2019-09-24,24335071.4117207191731282,9083843.78363953
2019-09-25,24197094.9230458613565902,3943084.61417324
2019-09-26,23312407.5868505927993252,3657255.486655
2019-09-27,23842105.8817099624988716,2463899.59995358
2019-09-28,24529158.3703932088779678,3695730.37956274
2019-09-29,23997503.5692022390079938,2067294.81161452
2019-09-30,23776543.5309400873290228,5871119.47082925
2019-10-01,23492697.3066035247398866,3029547.28363634
2019-10-02,23664814.5654606447423738,2177430.05559575
2019-10-03,23267074.0852325209665552,1543071.91609416
2019-10-04,23234698.2123166232519494,1767016.94293499
2019-10-05,23103728.6188786422012052,1042678.64491239
2019-10-06,22308258.5430857608329318,1723114.92269055
2019-10-07,24069751.4805598909695274,5889428.91817582
2019-10-08,27257563.0520271238245224,15668213.1934361
2019-10-09,31292547.7555723096788088,26040843.024409
2019-10-10,35420398.2563045945341404,28838998.6455977
2019-10-11,35246094.8167495563473672,45695378.6467034
2019-10-12,34249913.2652010217178852,26585360.6227788
2019-10-13,32526063.1248250290016848,11473344.4140014
2019-10-14,33429877.5338681772238564,31058529.9813142
2019-10-15,31324814.547640269626588,10972675.5891395
2019-10-16,30344667.9051273621549748,10170348.6574435
