time,AdrActCnt,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-03-24,43.0,1614811428.0,19787195.0961844,0.0,0.0,568.493473126798,188.6130837804156,0.000004983342888207781,0.0197871950961844,,14.761693112869377,1000000000.0,999984153.637,809880187.7918417021,58.0,64.0,1759035.1468766255,34806.3716322931698917125977422,33388.369030415168899298,660.6621719482261201374096605876385512,12613.391,249.5836285414564453004,2136855.61794657080955506,42282.379004686471688793980831267713064,,0.042807116213820384,0.04272432366872101
2019-03-25,268.0,1614811428.0,25410072.6547429,0.0,0.0,21.795948345005,216.9188859253723,0.000006501668322618368,0.0254100726547429,,42.081644163519535,1000000000.0,999984153.637,809880187.7918417021,449.0,506.0,45880086.71020537,1165816.336712222611377963549373,106245.90506234869426883,2699.716166903196804123822552547133807,22301.457842456643,566.6816640835091375061015620847,53760427.96154843930002773,1366056.380453017582886647859070686020617,,0.061833774353311596,0.053244060550617534
2019-03-26,175.0,1614811428.0,23817646.476225,0.0,0.0,28.659597261411,189.72963412135326,0.000006079398889538291,0.023817646476225,,52.74929477562668,1000000000.0,999984153.637,809880187.7918417021,372.0,433.0,34892325.62756411,831053.07653064758627177828475,91416.041252639778051513,2177.314952811375044687884700979778425,13403.9784796,319.25122080204067304751,39583145.862393023896305197,942777.374567325394349855695124204441325,,0.05705326124779364,0.0539480440966694
2019-03-27,143.0,1614811428.0,23966631.6091257,0.0,0.0,59.132354973412,185.93828402553774,0.0000059514736742105424,0.0239666316091257,,48.03191778208152,1000000000.0,999984153.637,809880187.7918417021,193.0,228.0,16911215.534196634,405304.8727706146086384526228938,78949.278377359644308468,1892.1482706764918055363602224545864276,19973.1758611523,478.68974792851913654879754411,18000435.470037998902330809,431409.8057142401316622926472159646636913,,0.05689524447672269,0.05262989057810109
2019-03-28,54.0,1614811428.0,23541857.9159877,0.0,0.0,335.45699448697,184.05720956994756,0.000005869415352137434,0.0235418579159877,,38.22697321665425,1000000000.0,999984153.637,809880187.7918417021,53.0,59.0,2981008.047035496,70178.4678897256254416077993992,61863.662822260806626179,1456.3855603242345484363435360614619983,17662.12,415.799119535124675924,3649956.106513387590944568,85926.7480591298383577444334206316698136,,0.05671011940697619,0.051106982130068736
2019-03-29,47.0,1614811428.0,23588113.7396182,0.0,0.0,353.318519463051,184.33487609363917,0.000005768025054816494,0.0235881137396182,,40.84288889898394,1000000000.0,999984153.637,809880187.7918417021,53.0,66.0,2830307.342846709,66761.6115211447359331827865038,66266.895976793809316593,1563.1110794720600738037274768907447926,74629.0,1760.3573402739666478,4373615.134468391414895114,103165.3312451559648710454473600594054748,,0.05649866554134218,0.05016572091100865
2019-03-30,51.0,1614811428.0,24620680.2820614,0.0,0.0,385.209156039096,191.85490627173027,0.0000060169442566702914,0.0246206802820614,,45.197757843179666,1000000000.0,999984153.637,809880187.7918417021,47.0,54.0,2595992.2922977153,63915.09624335773348710679431942,52897.260827545381436613,1302.3665466318054670113978083850740382,8919.79368,219.611388377231893091952,2856452.084687450597577126,70327.7935181174952186160725491207675364,,0.05678960945092959,0.049932688241821795
2019-03-31,49.0,1614811428.0,24563140.4645069,0.0,0.0,155.186673370028,191.29152485705882,0.000005999324326056826,0.0245631404645069,,45.84462677565925,1000000000.0,999984153.637,809880187.7918417021,56.0,61.0,6443852.286308068,158281.2488411190069843931116692,154585.397905073870286465,3797.1028425040201523406376578679691085,92058.93,2261.256428602208191617,9429709.272209506087474382,231623.2733927452292927793147033340122358,,0.05674352373601299,0.04990865951054916
2019-04-01,78.0,1614811428.0,25282289.3198286,0.0,0.0,85.118348191042,194.1577103490803,0.00000610916792226673,0.0252822893198286,,45.79967544299915,1000000000.0,999984153.637,804630187.7918417021,119.0,132.0,11748348.285090879,297025.1403737797784750477033394,101804.816683145433330379,2573.8588295353962675159218959794530394,24459.5,618.3921556183476417,13438235.802175197199610039,339749.3654986723073121019683744703193154,,0.05674044445765197,0.04946362245138748
2019-04-02,65.0,1614811429.0,26963964.8974136,0.0,0.0,294.090833884462,209.56722012369752,0.000005498676077614971,0.0269639648974136,,56.98956668331697,1000000000.0,999984153.637,804630187.7918417021,75.0,90.0,3400309.9885556595,91685.8391717396426999511922692,48564.525105670302570723,1309.4921502088555417560490690537820328,17200.0,463.78019623551392,4370807.259510327231365101,117854.2935187969987580452520977522027736,,0.05734938546834386,0.049996079136476225
2019-04-03,78.0,1614811429.0,29035745.1952882,0.0,0.0,59.595699761912,217.94157012590887,0.000005853712273043371,0.0290357451952882,,61.06760948951825,1000000000.0,999984153.637,798916308.7918417021,102.0,119.0,16779734.17536927,487212.085960691488142499073614,162771.237090861724460363,4726.1841652921047649389852941952616166,20799.68,603.934208623532067776,19369777.213812545210783242,562415.9156697604670277405566177699203444,,0.058050437642766135,0.050726477177678114
2019-04-04,108.0,1614811429.0,28180759.2283897,0.0,0.0,57.156073873331,209.2841876044464,0.0000057379783509556865,0.0281807592283897,,53.728333219458236,1000000000.0,999984153.637,798916308.7918417021,160.0,180.0,17495953.312262014,493049.2477640030895901536988558,105895.39804470341122763,2984.212715692276249094133850425047411,21771.214,613.5293398437470340958,19061171.648046614020973414,537158.2888246097248369444876071377314358,,0.0586479882115153,0.05087757130646157
