time,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2026-01-23,,,24664331.277775
2026-01-24,,,20907739.9296609
2026-01-25,,,34719352.2511897
2026-01-26,,,23576598.7138264
2026-01-27,,,21433336.2759552
2026-01-28,,,38591787.5503462
2026-01-29,,,63472840.9335266
2026-01-30,,,70327892.9372078
2026-01-31,,,96521174.1209015
2026-02-01,,,50534013.6754387
2026-02-02,,,60187030.4611998
2026-02-03,,,70738589.3314144
2026-02-04,,,56914831.0524399
2026-02-05,,,230988117.701362
2026-02-10,,,29971385.5238245
2026-02-11,,,48367666.5937705
2026-02-12,,,37719728.0401604
2026-02-13,,,27570896.4078435
2026-02-14,,,11757449.3221142
2026-02-15,,,17353432.931905
2026-02-16,,,16822721.5637463
2026-02-17,,,22368371.4151014
2026-02-18,,,22011383.5240911
2026-02-19,,,25895148.9201694
2026-02-20,,,24376763.7592114
2026-02-21,,,10449612.3434029
2026-02-22,,,14367934.112146
2026-02-23,,,50069147.0556827
2026-02-24,,,69140604.1734289
2026-02-25,,,69005979.7863916
2026-02-26,,,28583516.2263542
2026-02-27,,,32171382.8944424
2026-02-28,,,46286620.3995317
2026-03-01,,,48051097.1746317
2026-03-02,,,55681607.9888577
2026-03-03,,,48839170.3403837
2026-03-04,,,92920932.6911188
2026-03-05,,,49426465.0131044
2026-03-06,,,61454521.8323516
2026-03-07,,,17694468.5137218
2026-03-08,,,29538296.2804167
2026-03-09,,,52134506.5993642
2026-03-10,,,44809281.7066673
2026-03-11,,,55863705.845393
2026-03-12,,,60717867.1976147
2026-03-13,,,57662958.8540615
2026-03-14,,,20935702.939131
2026-03-15,,,23549657.3126683
2026-03-16,,,47849022.6145009
2026-03-17,,,49928525.5902121
2026-03-18,,,42483685.162004
2026-03-19,,,42060163.0779472
2026-03-20,,,30396811.1194559
2026-03-21,,,12470393.7270008
2026-03-22,,,30680974.8055589
2026-03-23,,,67770943.7356849
2026-03-24,,,25225469.2366573
2026-03-25,,,22396811.8532772
2026-03-26,,,38159116.4180581
2026-03-27,,,44039239.0704433
2026-03-28,,,21809063.942564
2026-03-29,,,25203419.7164818
2026-03-30,,,34630732.5424855
2026-03-31,,,41589235.7590078
2026-04-01,,,20132252.2462731
2026-04-02,,,25776850.3754413
2026-04-03,,,14483623.6322944
2026-04-04,,,17871593.9524029
2026-04-05,,,21223654.85652
2026-04-06,,,20760242.663588
2026-04-07,,,39914938.6617894
2026-04-08,,,71096665.499331
2026-04-09,,,41677955.4259343
2026-04-10,,,32839450.724927
2026-04-11,,,29052894.573019
2026-04-12,,,25292589.2990901
2026-04-13,,,25658051.716819
2026-04-14,,,45410698.2718595
2026-04-15,,,33814182.3367352
2026-04-16,,,49072593.3182925
2026-04-17,,,66689224.0751635
2026-04-18,,,20471651.3954117
2026-04-19,,,30326631.9208283
2026-04-20,,,26226497.283045
2026-04-21,,,46319128.4472243
2026-04-22,,,54827180.1011159
2026-04-23,,,41492365.9584355
2026-04-24,,,36543643.3203194
2026-04-25,,,20963341.801777
2026-04-26,,,33983233.6233042
2026-04-27,,,45662990.5213381
2026-04-28,77248.6600109358,77248.6600109358,29214507.54103
2026-04-29,76287.8667350815,76287.8667350815,53687670.7511461
2026-04-30,75792.5091941158,75792.5091941158,31064036.9130849
2026-05-01,76280.7624268821,76280.7624268821,41672426.3182751
2026-05-02,78127.586932066,78127.586932066,16643690.0473452
2026-05-03,78715.3109382657,78715.3109382657,15596715.1708589
2026-05-04,78648.6445188353,78648.6445188353,
