time,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,principal_market_price_usd,principal_market_usd
2021-11-05,1.57840949338885,0.0000257095534092046,0.000348004420955504,1.36694808328575,1.57840949338885,,
2021-11-06,1.10953041105822,0.0000181872816749194,0.000247834679528012,0.962034735126413,1.10953041105822,,
2021-11-07,0.850349922304984,0.0000138369405300296,0.000188479009711705,0.736776771136197,0.850349922304984,,
2021-11-08,0.81867313081712,0.0000129857774033771,0.000177613675198926,0.709219993926587,0.81867313081712,,
2021-11-09,0.758344636052271,0.0000112277898367685,0.000157622110588601,0.654204307104308,0.758344636052271,,
2021-11-10,0.776146784070154,0.0000115677771691253,0.000163892838919834,0.669798427051452,0.776146784070154,,
2021-11-11,1.03222929472681,0.0000159402688844504,0.000223428424302496,0.89944439276113,1.03222929472681,,
2021-11-12,1.07763693614001,0.0000165884899999866,0.000227938824139066,0.942122059766244,1.07763693614001,,
2021-11-13,1.0866945194909,0.0000169586769695879,0.000233058154365302,0.950019314036814,1.0866945194909,,
2021-11-14,1.11821098364805,0.0000173641201460718,0.000240737315222695,0.978676298798481,1.11821098364805,,
2021-11-15,1.10668176481062,0.0000170174364119824,0.000240086297281735,0.968055628707141,1.10668176481062,,
2021-11-16,1.13525112192099,0.0000178068822208091,0.000248446008570873,0.999049951965266,1.13525112192099,,
2021-11-17,1.00081629434137,0.0000165910950302504,0.000236368734091078,0.884799710853824,1.00081629434137,,
2021-11-18,0.948661457479296,0.0000157704657113632,0.000222398180476991,0.839097629580185,0.948661457479296,,
2021-11-19,0.820733996914204,0.0000144510291217766,0.000205920986028946,0.722324208865987,0.820733996914204,,
2021-11-20,1.19852246726795,0.0000206591677763662,0.000279292121170954,1.06395359742346,1.19852246726795,,
2021-11-21,0.972287121510253,0.0000162727311104359,0.000220316188701354,0.863187245401008,0.972287121510253,,
2021-11-22,0.8701836016593,0.0000147407237082902,0.000201894979699822,0.77290084861981,0.8701836016593,,
2021-11-23,0.886720050884723,0.0000157265692069443,0.000216443571680738,0.78927213511385,0.886720050884723,,
2021-11-24,0.911381787440789,0.0000158109986625696,0.000209601895531068,0.810608539072353,0.911381787440789,,
2021-11-25,0.866373432967035,0.0000151618075100027,0.00020328008248275,0.773501277021165,0.866373432967035,,
2021-11-26,0.871058443821838,0.0000147615368753506,0.000192454745395479,0.777275436642163,0.871058443821838,,
2021-11-27,0.737110603512593,0.0000137007832459964,0.0001819124000044,0.652346316374491,0.737110603512593,,
2021-11-28,0.677631294170705,0.0000124026786724092,0.000165804749470245,0.599553875804079,0.677631294170705,,
2021-11-29,0.634449194448622,0.0000110823588748765,0.000147853061929072,0.562248297372893,0.634449194448622,,
2021-11-30,0.585267291094857,0.0000101046289611894,0.00013156774944872,0.518178519526858,0.585267291094857,,
2021-12-01,0.543085830468078,0.00000951163298901264,0.000116917020569461,0.478964655614164,0.543085830468078,,
2021-12-02,0.519018807337926,0.00000907683231701022,0.000113210798798182,0.458587638179868,0.519018807337926,,
2021-12-03,0.417287376036925,0.00000737479736790176,0.0000921663723818495,0.369389936216147,0.417287376036925,,
2021-12-04,0.432837450263812,0.00000806455035217695,0.000102254733265308,0.383293715090622,0.432837450263812,,
2021-12-05,0.485534417661724,0.00000987666857391628,0.000118487727006704,0.430172284167615,0.485534417661724,,
2021-12-06,0.447790506330777,0.00000907798278087292,0.000106856433308324,0.396023173909976,0.447790506330777,,
2021-12-07,0.418971592249929,0.00000829065136780679,0.0000964940772386501,0.371383422087237,0.418971592249929,,
2021-12-08,0.458792889603668,0.00000907162969558138,0.000106602739680847,0.406998531620767,0.458792889603668,,
2021-12-09,0.486716809038024,0.00000963783173286321,0.00010993504396275,0.429149188177034,0.486716809038024,,
2021-12-10,0.476086964917116,0.00000993134307430521,0.000114518653607502,0.421783381420506,0.476086964917116,,
2021-12-11,0.467189570725287,0.0000098485847686386,0.000118828978892266,0.413182176900114,0.467189570725287,,
2021-12-12,0.413791788614117,0.00000838963796869087,0.000101429873419827,0.366587102328273,0.413791788614117,,
2021-12-13,0.411613744093687,0.0000082098501266669,0.0000993998955937057,0.363848815916961,0.411613744093687,,
2021-12-14,0.414616361907605,0.00000886210230943396,0.000109452837890212,0.367604263249303,0.414616361907605,,
2021-12-15,0.356500891504573,0.00000738208927095771,0.0000925792792136135,0.31668740461897,0.356500891504573,,
2021-12-16,0.356665568625017,0.00000730413726463263,0.0000888190582987104,0.315680019322885,0.356665568625017,,
2021-12-17,0.372686693754813,0.00000781912648683999,0.0000937942068039647,0.328928581579227,0.372686693754813,,
2021-12-18,0.362761304023407,0.00000782918627061243,0.0000933645172878736,0.322863365142598,0.362761304023407,,
2021-12-19,0.3507355318117,0.00000747759250433984,0.0000884384566508025,0.312199437545704,0.3507355318117,,
2021-12-20,0.336985892982673,0.00000718881354862801,0.0000855822873221978,0.299671000828041,0.336985892982673,,
2021-12-21,0.333329287569993,0.00000709894508837045,0.0000846083366809126,0.295599633535529,0.333329287569993,,
2021-12-22,0.330200150816898,0.00000672751172674152,0.0000819559008795925,0.292298891396731,0.330200150816898,,
2021-12-23,0.355213572699989,0.00000729509677951764,0.0000891440843073261,0.313646958648497,0.355213572699989,,
2021-12-24,0.360027793017559,0.00000709932365553434,0.00008777206176933,0.317915370438254,0.360027793017559,,
2021-12-25,0.386206014810053,0.00000760490063841258,0.0000954735003917032,0.341354443228558,0.386206014810053,,
2021-12-26,0.376591651177347,0.00000744392754947258,0.0000918533871272777,0.333265391174661,0.376591651177347,,
