time,CapMrktEstUSD,ReferenceRate,ReferenceRateUSD,volume_reported_spot_usd_1d
2023-11-23,1902427.9233463833892878,,,
2023-11-24,1837840.9194831557056248,,,
2023-11-25,1305691.9735023945049212,,,
2023-11-26,1162617.7927338987534297,,,
2023-11-27,976535.5633746474188104,,,
2023-11-28,1103417.3975609026675,,,
2023-11-29,1146165.0817493635058296,,,
2023-11-30,952434.9908876164844347,,,
2023-12-01,1102869.142533718023528,,,
2023-12-02,1090680.295937394036105,,,
2023-12-03,1506217.7372168636464326,,,
2023-12-04,1463245.1988050459217382,,,
2023-12-05,2526487.702354874749755,,,
2023-12-06,2664364.3050414632455436,,,
2023-12-07,1758330.5809565488768371,,,
2023-12-08,1839627.652368329148721,,,
2023-12-09,1715515.5486234504588347,,,
2023-12-10,1925937.5955244555469847,,,
2023-12-11,1707417.969133874011924,,,
2023-12-12,1657176.7138257191088384,,,
2023-12-13,2013783.9087283964889207,,,
2023-12-14,2222524.840868488889012,,,
2023-12-15,2068674.746382513701512,,,
2023-12-16,1936132.7871802363176459,,,
2023-12-17,2075922.2716152111811575,,,
2023-12-18,1986225.1416470150266542,,,
2023-12-19,2410976.1671061245096797,,,
2023-12-20,2811861.0261270853459561,,,
2023-12-21,2931407.24550578090312,,,
2023-12-22,4037116.157270879983164,,,
2023-12-23,3780156.9102421916178255,,,
2023-12-24,3224336.9072564759192264,,,
2023-12-25,3290827.582962809958164,,,
2023-12-26,2929888.4947668292987904,,,
2023-12-27,3148446.9016513777109525,,,
2023-12-28,2778417.0494499533804988,,,
2023-12-29,2837645.715845684963835,,,
2023-12-30,2723731.50995372119948,,,
2023-12-31,2797646.5721388231985832,,,
2024-01-01,2672218.2592651354827165,,,
2024-01-02,2389952.7572446828475544,,,
2024-01-03,2273845.1721249338046476,,,
2024-01-04,2435840.0030770138549274,,,
2024-01-05,2153880.6630660347188054,,,
2024-01-06,2149788.40479985840037,,,
2024-01-07,2104074.3719294574808689,,,
2024-01-08,2167326.7418992663517808,,,
2024-01-09,2131157.5508275814054133,,,
2024-01-10,2207913.5411624421790215,,,
2024-01-11,2283340.863583468490092,,,
2024-01-12,2010212.2332647205406919,,,
2024-01-13,1940495.4622542785562972,,,
2024-01-14,1944558.0206739664610502,,,
